;FFMETADATA1
title=TWiT 48: Apple's 30th Anniversary
comment=http://twit.tv/48
album=TWiT April 2006
TYER=2006-04-02
genre=Podcast
artist=Leo Laporte
encoder=Lavf58.76.100
;FFMETADATA1
title=TWiT 48: Apple's 30th Anniversary
comment=http://twit.tv/48
album=TWiT April 2006
TYER=2006-04-02
genre=Podcast
artist=Leo Laporte
encoder=Lavf58.76.100



[00:00:00.000 --> 00:00:06.000]   This is Twit, this weekend tech, episode 48 for April 2nd, 2006.
[01:01:10.080 --> 01:01:11.920]   was AppleSoft.
[01:01:11.920 --> 01:01:15.080]   In 1981, IBM comes in.
[01:01:15.080 --> 01:01:19.760]   You guys are now in a competitive business.
[01:01:19.760 --> 01:01:21.920]   By then, had Apple changed significantly?
[01:01:21.920 --> 01:01:24.000]   Oh, absolutely.
[01:01:24.000 --> 01:01:27.160]   We were now being run by the suits, as we called them.
[01:01:27.160 --> 01:01:34.120]   All of the MBAs and the Tom Whitney's that had come in and wanted to impose a corporate
[01:01:34.120 --> 01:01:38.920]   structure on Apple, and it was just a very poor fit.
[01:01:38.920 --> 01:01:45.560]   81 also is when Skydee was fired and Markle took over.
[01:01:45.560 --> 01:01:50.280]   Let's point out that Mike Scott was our CEO or President of Apple from the day we started
[01:01:50.280 --> 01:01:51.800]   to the day we went public.
[01:01:51.800 --> 01:01:54.400]   Yeah, he didn't run things like the suits and ties.
[01:01:54.400 --> 01:02:00.280]   Randy just, he went around and just saw who was inspired about doing what projects encouraged
[01:02:00.280 --> 01:02:04.240]   them and talked about what they were doing and got them motivated to do even more.
[01:02:04.240 --> 01:02:06.200]   What was Steve Jobs doing in those years?
[01:02:06.200 --> 01:02:07.200]   What was his role?
[01:02:07.200 --> 01:02:09.360]   Mike Markle has sat down when we all started.
[01:02:09.360 --> 01:02:12.360]   The three of us were together and said that, "Well, my role was obvious.
[01:02:12.360 --> 01:02:16.760]   I'd done all the hard one software in the engineering, and he was going to leave his
[01:02:16.760 --> 01:02:18.760]   retirement and do the marketing."
[01:02:18.760 --> 01:02:22.600]   And Steve's job would be well to basically float around to all the departments and learn
[01:02:22.600 --> 01:02:25.480]   to be an executive in every way at the company.
[01:02:25.480 --> 01:02:27.520]   And that's exactly what he did.
[01:02:27.520 --> 01:02:31.000]   And anything that was left over that needed doing, he'd do it.
[01:02:31.000 --> 01:02:34.800]   Like Randy said, even getting parts, getting on the phone and talking to someplace in New
[01:02:34.800 --> 01:02:36.440]   Jersey to get us some parts we needed.
[01:02:36.440 --> 01:02:42.120]   Steve was kicked off of the Lisa project for meddling with it in, I guess, late '80s,
[01:02:42.120 --> 01:02:44.600]   and that's when he really took an interest in the Mac project.
[01:02:44.600 --> 01:02:49.440]   So starting in late, like December of 1980, Steve was really involved building the Mac
[01:02:49.440 --> 01:02:51.600]   team.
[01:02:51.600 --> 01:02:57.800]   And then I remember in probably the fall of '81, when we first got the first IBM PC,
[01:02:57.800 --> 01:02:59.080]   we over at the Mac group.
[01:02:59.080 --> 01:03:06.960]   We took it apart, me and Burl and Andy, probably, and Brian Howard, and dissected it and came
[01:03:06.960 --> 01:03:11.000]   to the conclusion that it was actually quite comparable to the Apple III.
[01:03:11.000 --> 01:03:15.280]   I mean, the Apple III looked very favorable by comparison.
[01:03:15.280 --> 01:03:16.600]   For all, it's false, I guess.
[01:03:16.600 --> 01:03:19.920]   But technically, they were quite comparable.
[01:03:19.920 --> 01:03:24.360]   And so did at that time, did people say, "Well, this is no threat IBM's just another
[01:03:24.360 --> 01:03:25.880]   follow-on product?"
[01:03:25.880 --> 01:03:32.960]   Yeah, well, of course, we were much more interested in enthusiastic about the Macintosh design
[01:03:32.960 --> 01:03:34.880]   that we ate already prototypes.
[01:03:34.880 --> 01:03:35.880]   Even then, yeah.
[01:03:35.880 --> 01:03:45.640]   We laughed about how clunky the IBM PC was mechanically compared to, say, the Apple III,
[01:03:45.640 --> 01:03:49.280]   which was much more designed and much more integrated.
[01:03:49.280 --> 01:03:51.160]   In terms of what it could do, they were comparable.
[01:03:51.160 --> 01:03:56.080]   But in terms of how much elegance went into the design, it was just like a bunch of bolt-on
[01:03:56.080 --> 01:03:58.240]   parts in cheap metal.
[01:03:58.240 --> 01:04:01.640]   Apple, of course, is still known for design and for elegance.
[01:04:01.640 --> 01:04:03.480]   Was that always a part of the company?
[01:04:03.480 --> 01:04:05.760]   Yeah, very early on.
[01:04:05.760 --> 01:04:11.040]   Even starting with the engineering elegance of the WaaS disk drive.
[01:04:11.040 --> 01:04:17.760]   Well, Steve, Steve, really liked things to be elegant and beautiful.
[01:04:17.760 --> 01:04:21.280]   And actually, that's one of the reasons he liked my designs over, say, find another
[01:04:21.280 --> 01:04:22.280]   engineer.
[01:04:22.280 --> 01:04:23.280]   Right.
[01:04:23.280 --> 01:04:24.280]   Yes.
[01:04:24.280 --> 01:04:28.560]   It was sort of an artistic quality that you can't really describe or pay for, but he likes
[01:04:28.560 --> 01:04:31.400]   those things to be done well and right.
[01:04:31.400 --> 01:04:38.560]   I remember back in the job's house seeing architectural style renderings or graphical
[01:04:38.560 --> 01:04:42.040]   renderings of cases that Ron Wayne had designed.
[01:04:42.040 --> 01:04:46.520]   And they all looked head and shoulders better than what anything else was doing out there.
[01:04:46.520 --> 01:04:50.880]   Like processor technology saw, which had these nice wood side panels and so forth.
[01:04:50.880 --> 01:04:53.160]   These designs were better and they weren't good enough for jobs.
[01:04:53.160 --> 01:04:58.800]   So he went off and found Jerry Manock from Manock Comprehensive Design, who did the plastic
[01:04:58.800 --> 01:05:00.320]   case design for the Apple II.
[01:05:00.320 --> 01:05:02.760]   And finally, he had something that looked the way he wanted.
[01:05:02.760 --> 01:05:09.360]   So even from those very early days, having a designed look and feel was just as important
[01:05:09.360 --> 01:05:13.080]   as having the design technology inside.
[01:05:13.080 --> 01:05:14.080]   Interesting.
[01:05:14.080 --> 01:05:15.080]   Yeah.
[01:05:15.080 --> 01:05:21.120]   Going with a switching power supply, which was small and cool, rather than the big, giant,
[01:05:21.120 --> 01:05:24.920]   hot behemoth power supplies that were conventional in those days.
[01:05:24.920 --> 01:05:27.720]   That was another thing in that direction.
[01:05:27.720 --> 01:05:32.800]   We want things to be lean and sleek and elegant and the best.
[01:05:32.800 --> 01:05:37.200]   And it's also avoided having to have a fan.
[01:05:37.200 --> 01:05:38.920]   Even then, you didn't want a fan.
[01:05:38.920 --> 01:05:40.240]   The first computer.
[01:05:40.240 --> 01:05:42.280]   So some of these things kind of stick on.
[01:05:42.280 --> 01:05:45.880]   Once you've done it once, you put a value on it and forever try to save that fan.
[01:05:45.880 --> 01:05:48.200]   Yeah, it's interesting, isn't it?
[01:05:48.200 --> 01:05:50.360]   The seeds of the future are already present.
[01:05:50.360 --> 01:05:54.520]   Well, but it's more what Bill was saying, trying to get something a little super and
[01:05:54.520 --> 01:05:57.520]   sleeker than the others out there.
[01:05:57.520 --> 01:05:59.960]   Of course, you've got to do it at an affordable price.
[01:05:59.960 --> 01:06:02.120]   Were you guys science fiction readers?
[01:06:02.120 --> 01:06:04.760]   Were you influenced by science fiction at all?
[01:06:04.760 --> 01:06:07.840]   Was that part of it too?
[01:06:07.840 --> 01:06:10.640]   Of course, but I don't know if that's part of it.
[01:06:10.640 --> 01:06:17.520]   I think where you started out was in your early years, six to 10 to 12 years old, sort
[01:06:17.520 --> 01:06:20.040]   of movies you like to watch, even through high school.
[01:06:20.040 --> 01:06:21.040]   It seems your direction.
[01:06:21.040 --> 01:06:25.840]   So first, we all have all the thoughts that people have that background.
[01:06:25.840 --> 01:06:30.360]   Yeah, I would say that a lot of tech people tend to gravitate towards, say, science and
[01:06:30.360 --> 01:06:33.560]   fantasy or oriented entertainment.
[01:06:33.560 --> 01:06:38.720]   But I wasn't involved in electronics because I had seen robots and science fiction.
[01:06:38.720 --> 01:06:42.800]   It was because I got drawn to building things that worked.
[01:06:42.800 --> 01:06:47.480]   And I wanted to do it with electronics rather than, say, with mechanical parts on a lathe
[01:06:47.480 --> 01:06:48.800]   and a milling machine.
[01:06:48.800 --> 01:06:53.520]   I love doing things with transistors and resistors and capacitors and making those things work.
[01:06:53.520 --> 01:06:54.520]   And I wanted to build things.
[01:06:54.520 --> 01:06:55.760]   And that's a good point.
[01:06:55.760 --> 01:06:56.960]   It applies to me.
[01:06:56.960 --> 01:07:01.720]   And most technical people are practical type people, not theorists that would like the
[01:07:01.720 --> 01:07:04.760]   science fiction and maybe they could do this and want to be dreamers.
[01:07:04.760 --> 01:07:09.840]   I think really the science fiction is an accidental byproduct of the fact that they love things
[01:07:09.840 --> 01:07:12.040]   that are complicated technically.
[01:07:12.040 --> 01:07:16.360]   The stories of science fiction are complicated technically as to what makes something work
[01:07:16.360 --> 01:07:19.480]   or happens in a certain strange way.
[01:07:19.480 --> 01:07:27.440]   And yet I have to think that the vision of what could be the kind of imagining of how
[01:07:27.440 --> 01:07:29.680]   technology could grow.
[01:07:29.680 --> 01:07:34.040]   I mean, that's part of science fiction too and that must have been some of it too, yes?
[01:07:34.040 --> 01:07:38.080]   Well, there are analogies between science fiction as people thinking of things that
[01:07:38.080 --> 01:07:39.080]   don't already exist.
[01:07:39.080 --> 01:07:40.080]   Right.
[01:07:40.080 --> 01:07:43.320]   And the engineers are always thinking of things that don't already exist.
[01:07:43.320 --> 01:07:46.320]   The difference is the science fiction people, they write stories.
[01:07:46.320 --> 01:07:49.120]   The things that others read and the engineers try to actually make it.
[01:07:49.120 --> 01:07:50.120]   Right.
[01:07:50.120 --> 01:07:51.120]   Right.
[01:07:51.120 --> 01:07:52.800]   And I'm with Bill on this one.
[01:07:52.800 --> 01:07:57.120]   Earlier, Steve had been talking about all the effort he put into designing with creative
[01:07:57.120 --> 01:07:59.040]   and cutting edge stuff.
[01:07:59.040 --> 01:08:03.200]   And going back to the time that he and I built the computer in my garage, that was the time
[01:08:03.200 --> 01:08:06.320]   that he taught me never to take anything of face value.
[01:08:06.320 --> 01:08:09.400]   Always look at what things could do, not what their names were.
[01:08:09.400 --> 01:08:13.480]   If you had a flip-flop and you needed an inverter, you could make it invert.
[01:08:13.480 --> 01:08:17.720]   If you had a NAMB gate and you needed a pulse generator, you could make it a pulse generator.
[01:08:17.720 --> 01:08:22.080]   You didn't have to add another chip with the name inverter or pulse generator to get
[01:08:22.080 --> 01:08:25.520]   the thing you wanted if you just thought creatively about what you already had.
[01:08:25.520 --> 01:08:27.400]   And that really grants you on my engineering thinking.
[01:08:27.400 --> 01:08:31.920]   Bill, I have to thank you because I try to put that concept into words over and over
[01:08:31.920 --> 01:08:33.720]   and I can never do it as well as you just did.
[01:08:33.720 --> 01:08:34.720]   Well, thank you.
[01:08:34.720 --> 01:08:35.720]   You're welcome.
[01:08:35.720 --> 01:08:38.600]   And thank you very much because you really changed my way of thinking forever.
[01:08:38.600 --> 01:08:46.360]   Well, it's also the power of constraints, even in poetry or the arts, having some constraints
[01:08:46.360 --> 01:08:51.520]   sometimes enhances creativity, not having all the money in the world or as many chips
[01:08:51.520 --> 01:08:56.760]   as maybe that's why HP couldn't do as good a job as you guys did because you didn't have
[01:08:56.760 --> 01:09:00.080]   all of the resources.
[01:09:00.080 --> 01:09:01.080]   You had to make it.
[01:09:01.080 --> 01:09:06.440]   It forces you to think about other different ways of doing things than the normal, yes.
[01:09:06.440 --> 01:09:07.440]   Right.
[01:09:07.440 --> 01:09:09.160]   I was trying to get it.
[01:09:09.160 --> 01:09:12.200]   Influence Steve's design a lot because he didn't want to spend a lot on the chips because
[01:09:12.200 --> 01:09:14.560]   remember he was doing this all out of his own pocket.
[01:09:14.560 --> 01:09:15.560]   Right.
[01:09:15.560 --> 01:09:16.560]   He didn't have a corporate bankroll.
[01:09:16.560 --> 01:09:17.560]   Right, exactly.
[01:09:17.560 --> 01:09:19.000]   I also was very lazy.
[01:09:19.000 --> 01:09:23.480]   And if I designed something with half as many chips, half as many wires I had to bother
[01:09:23.480 --> 01:09:25.840]   soldering.
[01:09:25.840 --> 01:09:33.200]   Annie has in some ways has been keeping the oral history alive with folklore.org.
[01:09:33.200 --> 01:09:34.720]   I actually want to ask all of you.
[01:09:34.720 --> 01:09:37.440]   I mean, there have been a number of histories written of Apple computer.
[01:09:37.440 --> 01:09:39.960]   I've heard Waz say that none of them were accurate.
[01:09:39.960 --> 01:09:43.760]   In fact, Waz says he's trying to live up to the picture that people paint of him instead
[01:09:43.760 --> 01:09:45.760]   of the truth.
[01:09:45.760 --> 01:09:51.440]   Are there anything, any just horrible blunders that you'd like to correct at this point?
[01:09:51.440 --> 01:09:55.120]   Only one I can think of is just that, as Waz pointed out earlier, is that a lot of people
[01:09:55.120 --> 01:09:58.120]   think that Mike Markle was CEO and that wasn't true.
[01:09:58.120 --> 01:10:02.960]   It was, you know, Mike Scott was CEO for many years and, you know, did a great job.
[01:10:02.960 --> 01:10:04.720]   Markle had put money in early on.
[01:10:04.720 --> 01:10:06.400]   Was that his role early on?
[01:10:06.400 --> 01:10:07.400]   Yes.
[01:10:07.400 --> 01:10:09.320]   Well, he was also the one that assembled the business.
[01:10:09.320 --> 01:10:12.080]   You know, as someone said earlier, he was the adult.
[01:10:12.080 --> 01:10:14.680]   And he knew how business ran and who you needed.
[01:10:14.680 --> 01:10:18.200]   He was the person who found Mike Scott because he said, "You need a real president.
[01:10:18.200 --> 01:10:19.200]   You can't do it, Jobs.
[01:10:19.200 --> 01:10:20.200]   You need a real president.
[01:10:20.200 --> 01:10:23.680]   So let's get Mike Scott because he knows how to do this stuff.
[01:10:23.680 --> 01:10:25.040]   And you need to incorporate.
[01:10:25.040 --> 01:10:26.480]   So this is how you do it.
[01:10:26.480 --> 01:10:27.480]   Right.
[01:10:27.480 --> 01:10:29.760]   And this, I can put in some money, but you need more.
[01:10:29.760 --> 01:10:32.560]   So this is how you go and you get money.
[01:10:32.560 --> 01:10:37.240]   Markle was CEO after Mike Scott and before John Scully for about a year.
[01:10:37.240 --> 01:10:38.800]   He hated it, I think.
[01:10:38.800 --> 01:10:39.960]   He did it.
[01:10:39.960 --> 01:10:42.880]   He aged about 20 years during that one year.
[01:10:42.880 --> 01:10:43.880]   Absolutely.
[01:10:43.880 --> 01:10:46.320]   Takes a certain kind of personality to do it, I guess.
[01:10:46.320 --> 01:10:49.240]   Andy, you came on, you said you were an Apple fan.
[01:10:49.240 --> 01:10:50.960]   You came on in 1979.
[01:10:50.960 --> 01:10:54.560]   What kind of company was it when you joined the Apple company?
[01:10:54.560 --> 01:10:57.960]   Oh, it was still exploding in terms of growing.
[01:10:57.960 --> 01:10:59.880]   It was growing incredibly fast.
[01:10:59.880 --> 01:11:01.680]   Everyone was really excited.
[01:11:01.680 --> 01:11:06.920]   The Apple II was, I came just before VisiCalc came on the market.
[01:11:06.920 --> 01:11:09.360]   I think I started in August '79.
[01:11:09.360 --> 01:11:13.680]   VisiCalc started really taking off just shortly afterwards.
[01:11:13.680 --> 01:11:17.920]   And so Apple's growth just took even another step way forward.
[01:11:17.920 --> 01:11:23.080]   So there was a certain euphoria, I think, because the Apple II had found the sweet spot
[01:11:23.080 --> 01:11:25.920]   and it was growing like crazy.
[01:11:25.920 --> 01:11:33.120]   At the same time, Apple was consciously trying to mature and instead of the homebrew roots
[01:11:33.120 --> 01:11:38.440]   that came from, started hiring all these engineers from Hewlett Packard, I remember
[01:11:38.440 --> 01:11:46.000]   Randy once called them mock Fidesdale engineers because they seemed more for a show than for
[01:11:46.000 --> 01:11:47.000]   their actual skills.
[01:11:47.000 --> 01:11:49.480]   And maybe they plotted a little bit too.
[01:11:49.480 --> 01:11:52.560]   Yeah, Apple was done with it.
[01:11:52.560 --> 01:11:57.120]   Yeah, well, it was very much a company in transition, I would say.
[01:11:57.120 --> 01:12:01.680]   Trying to grow up, putting all its resources into the Apple III and Lisa, which didn't
[01:12:01.680 --> 01:12:03.640]   end up being their future.
[01:12:03.640 --> 01:12:09.520]   But luckily, you know, Jeff Raskin had this small Mac team that did eventually create
[01:12:09.520 --> 01:12:11.560]   Apple's future.
[01:12:11.560 --> 01:12:16.480]   Tell me about the beginning of the Mac team.
[01:12:16.480 --> 01:12:20.320]   It wasn't a pirate organization right up front.
[01:12:20.320 --> 01:12:25.160]   Was it kind of the black box organization of skunk works or was it considered to be important
[01:12:25.160 --> 01:12:27.440]   for the company right from the beginning?
[01:12:27.440 --> 01:12:28.440]   No, it wasn't from the beginning.
[01:12:28.440 --> 01:12:30.400]   It was Jeff Raskins, baby.
[01:12:30.400 --> 01:12:35.040]   Jeff had a dream of an ultra simple, ultra low cost computer.
[01:12:35.040 --> 01:12:42.720]   He was head of pubs at Apple, but he also was a thinker and he started writing papers.
[01:12:42.720 --> 01:12:47.120]   The first one I remember was called Computers by the Millions that analyzed what it would
[01:12:47.120 --> 01:12:50.960]   take to sell computers by the millions.
[01:12:50.960 --> 01:12:55.760]   His answer was extreme simplicity along with extreme low cost.
[01:12:55.760 --> 01:13:03.240]   So he kept lobbying Tom Whitney and Mike Markla for some people to help him set up a little
[01:13:03.240 --> 01:13:04.240]   team.
[01:13:04.240 --> 01:13:09.200]   Finally, in the fall of 1979, they allowed him to do that.
[01:13:09.200 --> 01:13:13.760]   His first great find was Burrell Smith, who he recruited from the service department.
[01:13:13.760 --> 01:13:18.320]   Burrell did an incredible job at designing a little digital board for him and that's
[01:13:18.320 --> 01:13:20.840]   really what made the project take off.
[01:13:20.840 --> 01:13:24.600]   But you have to remember also that the Mac project was given to Raskins so that Raskin
[01:13:24.600 --> 01:13:29.280]   would get out of the hair of Tom Whitney and all those who were doing the important stuff,
[01:13:29.280 --> 01:13:31.720]   which was the Apple III and the Lisa.
[01:13:31.720 --> 01:13:35.720]   So it was really sort of like kicking him out to the side office.
[01:13:35.720 --> 01:13:38.240]   That's how it was internally done.
[01:13:38.240 --> 01:13:43.580]   If you look at the sort of people that Jeff staffed, Mac and Toss group with, it was
[01:13:43.580 --> 01:13:49.400]   the most incredible collection of kind of creative and humanistic people in the company.
[01:13:49.400 --> 01:13:53.000]   I mean, there was a bit of that in the, a lot of that in the Lisa group too, but it was
[01:13:53.000 --> 01:13:58.680]   a rare, strange blend of people, people like Andy Hertzfeld and Burrell Smith and Bill Atkinson
[01:13:58.680 --> 01:13:59.680]   and myself.
[01:13:59.680 --> 01:14:03.360]   All the people you had on the show, even though I'm the only one who wasn't involved
[01:14:03.360 --> 01:14:07.840]   in very early Apple, all of them were involved in the Mac and Toss project in its early stages.
[01:14:07.840 --> 01:14:09.520]   Yeah, I thought that's interesting.
[01:14:09.520 --> 01:14:11.560]   I wonder why that is.
[01:14:11.560 --> 01:14:17.460]   I think when Steve took it over, he hired back as many of the original crew as he could.
[01:14:17.460 --> 01:14:22.860]   Did he see this as a kind of almost a rebirth of the original Apple?
[01:14:22.860 --> 01:14:27.780]   There was some of that, like getting back to the roots, you know, finding the original
[01:14:27.780 --> 01:14:28.780]   spirit.
[01:14:28.780 --> 01:14:34.700]   Well, the Apple III and the Lisa were really intended to be business machines.
[01:14:34.700 --> 01:14:39.380]   And I remember in that at that time, everybody was a little disappointed that the home market
[01:14:39.380 --> 01:14:40.380]   hadn't taken off.
[01:14:40.380 --> 01:14:44.380]   Like the business market was the only personal computer market.
[01:14:44.380 --> 01:14:47.320]   Were you trying to recapture that home market?
[01:14:47.320 --> 01:14:51.780]   Yeah, well, we didn't really have to recapture it because all during the time the Macintosh
[01:14:51.780 --> 01:14:54.680]   was developing, the Apple II was doing just great.
[01:14:54.680 --> 01:14:59.960]   There was nothing really so much to recapture, but we also could see the future a little bit.
[01:14:59.960 --> 01:15:06.080]   And we knew we had to make things radically easier to use to really expand the market.
[01:15:06.080 --> 01:15:07.080]   Right.
[01:15:07.080 --> 01:15:12.640]   Also, a lot of it was motivated by jobs wanted to show that the Apple III and Lisa were not
[01:15:12.640 --> 01:15:13.880]   being run properly.
[01:15:13.880 --> 01:15:17.480]   You know, that he could do things better.
[01:15:17.480 --> 01:15:22.960]   Which seems to be also another light motif in the Jobs' story.
[01:15:22.960 --> 01:15:27.960]   Well, I think another aspect of the Macintosh was that the Apple II had been allowed to
[01:15:27.960 --> 01:15:31.360]   be basically the same kind of computer for so long.
[01:15:31.360 --> 01:15:33.640]   And there was so much more you could do with computers.
[01:15:33.640 --> 01:15:39.400]   And once we had seen what could be done with Xerox Park and with the Lisa and so forth,
[01:15:39.400 --> 01:15:45.480]   that you could really break out of the character-based display and uppercase characters and so forth.
[01:15:45.480 --> 01:15:48.680]   That there was much more you could do and much more people wanted to do with personal
[01:15:48.680 --> 01:15:49.680]   computers.
[01:15:49.680 --> 01:15:50.680]   Yeah.
[01:15:50.680 --> 01:15:54.040]   Keep on mind that it was Jeff Raskin that led us into Xerox Park.
[01:15:54.040 --> 01:15:55.040]   Oh, really?
[01:15:55.040 --> 01:15:56.040]   Yeah.
[01:15:56.040 --> 01:15:57.040]   So, yeah.
[01:15:57.040 --> 01:15:58.680]   His point is, his point is, he's the one that said you guys need to come over and see
[01:15:58.680 --> 01:16:00.920]   what is being done over here.
[01:16:00.920 --> 01:16:05.480]   And that's the famous story of Steve Jobs seeing the interface of the, I guess, the Alto or
[01:16:05.480 --> 01:16:08.960]   the Star and seeing Windows, menus, mouse.
[01:16:08.960 --> 01:16:09.960]   Interesting.
[01:16:09.960 --> 01:16:11.960]   A little more than that.
[01:16:11.960 --> 01:16:13.200]   How did we actually know?
[01:16:13.200 --> 01:16:14.200]   Tell me about the reaction.
[01:16:14.200 --> 01:16:19.480]   Although, it was pretty much, once we all saw it, we sort of knew this.
[01:16:19.480 --> 01:16:20.960]   Once you went this way, you'd never come back.
[01:16:20.960 --> 01:16:22.400]   This was the future.
[01:16:22.400 --> 01:16:29.320]   But Steve's real position was that Xerox didn't know how to mass produce it, make it low cost
[01:16:29.320 --> 01:16:30.320]   for the masses.
[01:16:30.320 --> 01:16:33.320]   And he was absolutely right.
[01:16:33.320 --> 01:16:37.240]   And that's why he was really smart to even start, technically hiring people like Andy
[01:16:37.240 --> 01:16:41.960]   and Burl, were people that could write very short, small code that took very little RAM,
[01:16:41.960 --> 01:16:46.880]   very little money for RAM and could design circuits like Burl didn't, extremely few
[01:16:46.880 --> 01:16:49.040]   chips the way I did.
[01:16:49.040 --> 01:16:51.040]   When did he run up the pirate flag?
[01:16:51.040 --> 01:16:53.200]   Well, Steve, that wasn't Steve.
[01:16:53.200 --> 01:16:57.000]   In a way, we did that to make fun of Steve Jobs.
[01:16:57.000 --> 01:17:03.680]   In January '83, Steve, we had these periodic retreats, like every six month, off sites.
[01:17:03.680 --> 01:17:07.720]   And Steve would begin them with slogans to set the tone for them.
[01:17:07.720 --> 01:17:14.080]   And one slogan he used, I believe, in January 1983 was, "It's better to be pirates than
[01:17:14.080 --> 01:17:16.160]   to join the Navy."
[01:17:16.160 --> 01:17:19.160]   And I can only speculate as to exactly what he meant by that.
[01:17:19.160 --> 01:17:24.320]   But I think it was something to do with the Mac team getting big, and at least some of
[01:17:24.320 --> 01:17:28.600]   the original people not feeling so good about that.
[01:17:28.600 --> 01:17:32.320]   But anyway, in a way, we were making fun of it.
[01:17:32.320 --> 01:17:37.040]   When Steve Cap said the idea, when we were moving into a new building, we moved from
[01:17:37.040 --> 01:17:42.280]   Bannley 4 across the street to Bannley 3, which seemed like an ordinary big, drab-apple
[01:17:42.280 --> 01:17:43.480]   building.
[01:17:43.480 --> 01:17:47.520]   And Steve Cap's was thinking of a way to, "How can we make it reflect our attitude a
[01:17:47.520 --> 01:17:48.720]   little more?"
[01:17:48.720 --> 01:17:50.600]   And he came up with the idea of the pirate flag.
[01:17:50.600 --> 01:17:56.000]   And we weren't sure what Steve Jobs would think of it, but when he saw it, he liked it.
[01:17:56.000 --> 01:17:57.880]   It stayed up there for a while.
[01:17:57.880 --> 01:18:03.200]   Did you feel like you were not a part of the main Apple crew at the time?
[01:18:03.200 --> 01:18:05.800]   In the very beginning, I think there was a feeling of that.
[01:18:05.800 --> 01:18:09.080]   We were often a little building by ourselves.
[01:18:09.080 --> 01:18:13.720]   And I would say, we liked that, because we were a little disenchanted with the main
[01:18:13.720 --> 01:18:18.640]   Apple crew at the time, the large Lisa and Apple 3 projects.
[01:18:18.640 --> 01:18:23.280]   But eventually, by the time the Mac shipped, I thought we were very much in the mainstream
[01:18:23.280 --> 01:18:24.280]   of Apple.
[01:18:24.280 --> 01:18:30.360]   The company had come around sometime in 1983, pinning a lot of hoops on the Mac.
[01:18:30.360 --> 01:18:33.200]   So by then, I think we were in the mainstream.
[01:18:33.200 --> 01:18:37.640]   Also, in 1983, the PC overtook the Apple II as a large selling computer in the world.
[01:18:37.640 --> 01:18:41.080]   I think that was a factor of us being more concerned about our future.
[01:18:41.080 --> 01:18:42.080]   Yeah, yeah.
[01:18:42.080 --> 01:18:47.880]   By the time of the Macintosh introduction, Apple was in a little bit of a panic, because
[01:18:47.880 --> 01:18:53.720]   the IBM PC came in on incredibly strong in the fall of '83.
[01:18:53.720 --> 01:18:57.680]   And of course, Lisa and the Apple III both had stumbled.
[01:18:57.680 --> 01:19:00.000]   So everything was riding on this Macintosh?
[01:19:00.000 --> 01:19:03.360]   Now, Jeff Raskin kind of got chased out before then.
[01:19:03.360 --> 01:19:06.680]   Yeah, way before then.
[01:19:06.680 --> 01:19:14.680]   The day I started was, he was chased out officially the day before in February 1981.
[01:19:14.680 --> 01:19:17.800]   Steve Jobs, actually, what he had done was he had written a memo.
[01:19:17.800 --> 01:19:26.440]   About Steve Jobs that he sent to Mike Markle that was extremely scathing about Steve's
[01:19:26.440 --> 01:19:29.120]   inability as a manager.
[01:19:29.120 --> 01:19:34.600]   And I guess I never really got to the bottom of this, but someone gave that memo to Steve.
[01:19:34.600 --> 01:19:36.720]   I don't know who did it.
[01:19:36.720 --> 01:19:42.360]   When he saw that, he hit the roof, and he asked Jeff to take a little vacation.
[01:19:42.360 --> 01:19:45.760]   A paid three-month leave of absence.
[01:19:45.760 --> 01:19:46.760]   Was that a loss to the team?
[01:19:46.760 --> 01:19:49.520]   I mean, he had already set the tone of an easy to use computer.
[01:19:49.520 --> 01:19:52.160]   He named it Macintosh.
[01:19:52.160 --> 01:19:56.120]   Yeah, the original team more or less loved Jeff.
[01:19:56.120 --> 01:20:00.520]   And a lot of them, like Brian Howard, was his closest personal friend.
[01:20:00.520 --> 01:20:05.840]   But we also saw that for the good of the project, Jeff was against too much of it.
[01:20:05.840 --> 01:20:11.160]   And so all in all, it was sad, but it was a relief when he stepped away.
[01:20:11.160 --> 01:20:14.800]   It wasn't that we thought he would miss him at making the computer.
[01:20:14.800 --> 01:20:17.400]   It was more that we loved him as a person.
[01:20:17.400 --> 01:20:19.400]   Jeff was a great person.
[01:20:19.400 --> 01:20:24.280]   Unfortunately, it seems politics become a part of all of this as the company gets bigger,
[01:20:24.280 --> 01:20:29.240]   as pressures get greater and their strong personalities, of course, all along.
[01:20:29.240 --> 01:20:32.040]   Did they get in the way?
[01:20:32.040 --> 01:20:33.040]   Sure.
[01:20:33.040 --> 01:20:34.040]   Sure.
[01:20:34.040 --> 01:20:37.600]   People had very strong personalities, especially Steve Jobs.
[01:20:37.600 --> 01:20:41.080]   He could sometimes be just a terror on people.
[01:20:41.080 --> 01:20:44.760]   If he weren't self-confident, he could eat you alive.
[01:20:44.760 --> 01:20:49.280]   And there were a lot like a story I didn't put in my book, just because it was a little
[01:20:49.280 --> 01:20:52.960]   too sad was we had an engineer who would just cry at her desk.
[01:20:52.960 --> 01:20:56.000]   If Randy's still here, he'll remember Angeline Lowe.
[01:20:56.000 --> 01:20:57.000]   Oh, yes.
[01:20:57.000 --> 01:21:01.600]   But I didn't I'd walk by her desk at 5 p.m. in the evening and she'd just be sitting there
