;FFMETADATA1
title=St Jeff's Memorial Hospital
artist=Megan Morrone, Roberto Baldwin, Ashley Esqueda, Jason Howell
album_artist=TWiT
publisher=TWiT
album=This Week in Tech
TRDA=2022-07-24
track=885
language=English
genre=Podcast
comment=Amazon Buys One Medical, Google Glass AR, Netflix Ad-Supported		
encoded_by=Uniblab 5.3
date=2022
encoder=Lavf58.76.100



[00:00:00.000 --> 00:00:01.520]   It's time for Twit.
[02:04:47.240 --> 02:04:51.000]   If you don't like big tech tracking you and selling your personal data for profit, it's
[02:04:51.000 --> 02:04:55.240]   time to fight back, visit expressvpn.com/twit.
[02:04:55.240 --> 02:05:00.960]   Do that right now and you will get three months of Express VPN for free.
[02:05:00.960 --> 02:05:01.960]   That's right, for free.
[02:05:01.960 --> 02:05:04.160]   That's expressvpn.com/twit.
[02:05:04.160 --> 02:05:05.160]   Check it out.
[02:05:05.160 --> 02:05:06.160]   Awesome VPN.
[02:05:06.160 --> 02:05:07.160]   It doesn't slow anything down either.
[02:05:07.160 --> 02:05:11.000]   That's like a common complaint about VPN is like when I use VPN, everything slows to a
[02:05:11.000 --> 02:05:12.000]   crawl.
[02:05:12.000 --> 02:05:13.160]   You don't get that with Express VPN.
[02:05:13.160 --> 02:05:14.680]   I certainly don't.
[02:05:14.680 --> 02:05:21.840]   Expressvpn.com/twit and we thank them for their support of this week in tech.
[02:05:21.840 --> 02:05:26.400]   All right, before we get to the last stories of the show, let's take a look back at the
[02:05:26.400 --> 02:05:28.240]   previous week on Twit.
[02:05:28.240 --> 02:05:35.600]   I wanted to share a bit of an oops moment, if you will, in the world of photography.
[02:05:35.600 --> 02:05:43.280]   Well, that got cut short because I ended up stepping in a yellow jacket nest and got stung
[02:05:43.280 --> 02:05:45.680]   in the home a handful of times.
[02:05:45.680 --> 02:05:47.320]   They still out here.
[02:05:47.320 --> 02:05:50.600]   And I got a first safety.
[02:05:50.600 --> 02:05:54.720]   Previously on Twit, Windows Weekly.
[02:05:54.720 --> 02:05:59.000]   It's actually found out from multiple sources at this point that Microsoft is moving away
[02:05:59.000 --> 02:06:04.280]   from its annual sort of major release of Windows and is moving to a major release every
[02:06:04.280 --> 02:06:06.800]   three years with feature jobs in between.
[02:06:06.800 --> 02:06:09.400]   Now they call it the feature jobs moments.
[02:06:09.400 --> 02:06:10.600]   Macbreak Weekly.
[02:06:10.600 --> 02:06:15.960]   You forget if you've been living on an M1 MacBook Air for a while, how slow in comparison
[02:06:15.960 --> 02:06:18.200]   those Intel MacBook Airs were.
[02:06:18.200 --> 02:06:19.840]   M2 is faster than M1.
[02:06:19.840 --> 02:06:21.000]   There's no doubt about it.
[02:06:21.000 --> 02:06:25.000]   And having MagSafe come back, having that extra port now.
[02:06:25.000 --> 02:06:26.240]   This week in Google.
[02:06:26.240 --> 02:06:31.720]   At Google I/O, if you remember, Google was talking about kind of the next iteration of
[02:06:31.720 --> 02:06:35.000]   AR glasses that Google is working on.
[02:06:35.000 --> 02:06:36.280]   I'm going to put it out at some point.
[02:06:36.280 --> 02:06:39.040]   But apparently they're going to start beta testing these suckers.
[02:06:39.040 --> 02:06:44.480]   I think next month starting in August because they learned the lesson with glass that if
[02:06:44.480 --> 02:06:48.640]   you give it to just everyday ordinary schmucks like me, we're going to end up making fun
[02:06:48.640 --> 02:06:50.360]   of it and it's not really going to work.
[02:06:50.360 --> 02:06:56.360]   So they realized that the real use of it was for tradespeople and doctors and so on and
[02:06:56.360 --> 02:06:57.360]   so forth.
[02:06:57.360 --> 02:07:02.280]   Mr. Jarvis is someone that has their own theme song, "You're a not a neighbor day person,
[02:07:02.280 --> 02:07:03.280]   my man."
[02:07:03.280 --> 02:07:04.280]   Twit.
[02:07:04.280 --> 02:07:05.280]   I wasn't.
[02:07:05.280 --> 02:07:09.360]   Definitely not a schmuck.
[02:07:09.360 --> 02:07:15.080]   What y'all think about Google's AR glasses, they're going to be beta testing these.
[02:07:15.080 --> 02:07:20.440]   So it's possible, I mean, not to the degree that they did with Google Glass, of course,
[02:07:20.440 --> 02:07:27.440]   but it's possible that you might encounter someone wearing Google's translating AR glasses.
[02:07:27.440 --> 02:07:28.440]   That's kind of a neat feature.
[02:07:28.440 --> 02:07:29.440]   I don't know.
[02:07:29.440 --> 02:07:31.440]   Are you guys interested?
[02:07:31.440 --> 02:07:32.440]   Crickets.
[02:07:32.440 --> 02:07:39.000]   I made a big stink about Google Glass once on the show and then someone was kind of mad
[02:07:39.000 --> 02:07:40.880]   at me about it and then I pointed it to things.
[02:07:40.880 --> 02:07:43.120]   I'm like, "Wrong, you're wrong, I'm right."
[02:07:43.120 --> 02:07:44.360]   But I was very nice about it.
[02:07:44.360 --> 02:07:49.840]   So we Google Glass, they oversold what that thing was going to be.
[02:07:49.840 --> 02:07:54.400]   And then it came out and everyone bought it and then everyone's like, "Oh, this is dumb.
[02:07:54.400 --> 02:07:57.080]   Everyone's doing this the whole time."
[02:07:57.080 --> 02:07:59.080]   Just half rolling their eyes.
[02:07:59.080 --> 02:08:00.080]   Yeah.
[02:08:00.080 --> 02:08:01.080]   Yeah.
[02:08:01.080 --> 02:08:02.080]   I don't know.
[02:08:02.080 --> 02:08:03.080]   Do I need AR glasses?
[02:08:03.080 --> 02:08:04.680]   Do I need glasses just to translate?
[02:08:04.680 --> 02:08:08.360]   I travel to other countries a lot.
[02:08:08.360 --> 02:08:12.520]   That's part of my job is to leave America pretty often.
[02:08:12.520 --> 02:08:14.040]   And I'm doing okay.
[02:08:14.040 --> 02:08:18.080]   I don't need AR glasses.
[02:08:18.080 --> 02:08:21.120]   I feel like I would rent them for a vacation.
[02:08:21.120 --> 02:08:22.120]   There you go.
[02:08:22.120 --> 02:08:23.120]   Yeah.
[02:08:23.120 --> 02:08:24.120]   There you go.
[02:08:24.120 --> 02:08:27.480]   Like renting seems like a vacation rental.
[02:08:27.480 --> 02:08:28.480]   Yeah.
[02:08:28.480 --> 02:08:33.200]   Like you go to Japan and it's part of your Airbnb because when I went to Taipei, I'm like,
[02:08:33.200 --> 02:08:34.200]   "I don't know.
[02:08:34.200 --> 02:08:35.200]   There's nothing.
[02:08:35.200 --> 02:08:37.000]   I have no frame of reference for what's going on."
[02:08:37.000 --> 02:08:38.000]   Right.
[02:08:38.000 --> 02:08:39.000]   Right.
[02:08:39.000 --> 02:08:40.000]   Where's Europe?
[02:08:40.000 --> 02:08:41.000]   I'm like, "Okay.
[02:08:41.000 --> 02:08:42.000]   I kind of figure it out."
[02:08:42.000 --> 02:08:48.040]   For Latin-based languages for me, I'm able to maybe suss out some stuff and I can kind
[02:08:48.040 --> 02:08:50.560]   of find my way around it over time.
[02:08:50.560 --> 02:08:54.760]   But then yeah, if I was going to a country where I just had no frame of reference for
[02:08:54.760 --> 02:08:57.800]   the language, then having that would be nice.
[02:08:57.800 --> 02:09:03.640]   But yeah, this is the thing where it's like, "I feel like if I was going to stay at a hotel,
[02:09:03.640 --> 02:09:06.080]   maybe I could add it on to my stay."
[02:09:06.080 --> 02:09:08.960]   Or if I was staying at an Airbnb, it would be a very nice perk.
[02:09:08.960 --> 02:09:10.200]   Or it's like, "Okay."
[02:09:10.200 --> 02:09:12.560]   And you have the option to use Google AR glasses.
[02:09:12.560 --> 02:09:14.760]   They can translate for you live while you're here.
[02:09:14.760 --> 02:09:16.960]   Please just make sure that you take care of them.
[02:09:16.960 --> 02:09:19.640]   And if you break them, you have to buy them or whatever.
[02:09:19.640 --> 02:09:21.320]   And then that's it.
[02:09:21.320 --> 02:09:24.960]   Like you're using them and then you're responsible for them and then you put them back and then
[02:09:24.960 --> 02:09:25.960]   you leave.
[02:09:25.960 --> 02:09:30.440]   And it's like, that to me seems like the better sort of way to do it.
[02:09:30.440 --> 02:09:35.360]   Or if you're going to a business conference and you're going to a foreign country where
[02:09:35.360 --> 02:09:45.480]   you can't read the language, then your company provides you with Google AR glasses to go
[02:09:45.480 --> 02:09:46.480]   for the conference.
[02:09:46.480 --> 02:09:49.320]   But again, it's a weird rental thing.
[02:09:49.320 --> 02:09:55.400]   It feels like it would be a thing that would be owned and loaned out to use for a specific
[02:09:55.400 --> 02:09:56.400]   use case.
[02:09:56.400 --> 02:09:58.240]   I don't know that I would use it every day.
[02:09:58.240 --> 02:10:00.760]   Yeah, it's like how often you use Google Translate.
[02:10:00.760 --> 02:10:06.640]   I've used it in Korea and in Taipei and then maybe a few times in Germany.
[02:10:06.640 --> 02:10:07.640]   That's it.
[02:10:07.640 --> 02:10:08.640]   Yeah.
[02:10:08.640 --> 02:10:13.920]   I mean, I do wonder if these glasses, I mean, they can't just be translating glasses.
[02:10:13.920 --> 02:10:15.520]   Like that's the only thing they do.
[02:10:15.520 --> 02:10:18.840]   And if that is, that's a very specialized thing.
[02:10:18.840 --> 02:10:20.720]   Very, very limited, right?
[02:10:20.720 --> 02:10:25.960]   But if they are kind of broad strokes, AR glasses, translation is one thing.
[02:10:25.960 --> 02:10:27.280]   What are those other things?
[02:10:27.280 --> 02:10:28.280]   What is the killer app?
[02:10:28.280 --> 02:10:32.520]   Because that's really cool, but that's a short term kind of drop in sort of thing.
[02:10:32.520 --> 02:10:36.120]   I only need this a handful of times and I need it in very specific situations.
[02:10:36.120 --> 02:10:40.200]   But yeah, I wonder if there would be more functionality.
[02:10:40.200 --> 02:10:46.280]   Yeah, I'd love to be able to get around without looking at my phone, like walking.
[02:10:46.280 --> 02:10:47.280]   Yeah.
[02:10:47.280 --> 02:10:50.000]   But again, like, is that you feel like that's like a tourist thing, right?
[02:10:50.000 --> 02:10:53.480]   Where it's like your, it would be a place that you're unfamiliar with.
[02:10:53.480 --> 02:10:56.480]   A language you're unfamiliar with, something you're unfamiliar with.
[02:10:56.480 --> 02:10:57.480]   You would want to use it.
[02:10:57.480 --> 02:11:00.960]   So it would be by definition, a temporary use case.
[02:11:00.960 --> 02:11:03.680]   It would be in her long term use case.
[02:11:03.680 --> 02:11:04.680]   Yeah.
[02:11:04.680 --> 02:11:06.280]   I'm very mad at direction.
[02:11:06.280 --> 02:11:09.360]   So I would use it all the time walking around my neighborhood.
[02:11:09.360 --> 02:11:10.360]   Well, there you go.
[02:11:10.360 --> 02:11:11.360]   I feel like my husband went to.
[02:11:11.360 --> 02:11:13.400]   Yeah, he's obviously he would get lost.
[02:11:13.400 --> 02:11:15.200]   He would get lost in a wet paper bag.
[02:11:15.200 --> 02:11:16.200]   Like he's terrible.
[02:11:16.200 --> 02:11:17.760]   He has no sense of direction.
[02:11:17.760 --> 02:11:18.760]   No, he knows it.
[02:11:18.760 --> 02:11:19.760]   He'll admit it to you.
[02:11:19.760 --> 02:11:20.760]   He would be great for it.
[02:11:20.760 --> 02:11:21.760]   The mall.
[02:11:21.760 --> 02:11:22.760]   Yeah.
[02:11:22.760 --> 02:11:23.760]   I can never find anything in the mall.
[02:11:23.760 --> 02:11:24.760]   Let's go to the mall.
[02:11:24.760 --> 02:11:25.760]   Yeah.
[02:11:25.760 --> 02:11:26.760]   Go to the mall.
[02:11:26.760 --> 02:11:27.760]   You put your guru.
[02:11:27.760 --> 02:11:28.760]   That's that.
[02:11:28.760 --> 02:11:29.760]   I'm going to find Aunt Annie to get myself a pretzel.
[02:11:29.760 --> 02:11:31.760]   I'm not going to walk for 30 minutes.
[02:11:31.760 --> 02:11:38.160]   If I just had a pair of Google AR glasses that only directed me to the nearest hot pretzel,
[02:11:38.160 --> 02:11:39.520]   I would pay for that actually.
[02:11:39.520 --> 02:11:41.520]   The hot pretzel app.
[02:11:41.520 --> 02:11:42.520]   That's all I wanted.
[02:11:42.520 --> 02:11:44.160]   The hot pretzel is only.
[02:11:44.160 --> 02:11:45.160]   Yeah.
[02:11:45.160 --> 02:11:46.160]   Hot pretzels only.
[02:11:46.160 --> 02:11:47.800]   This is how I'm going to set it to that setting.
[02:11:47.800 --> 02:11:52.440]   Just please do not show me anything but where I can find a hot pretzel with cheese.
[02:11:52.440 --> 02:11:53.440]   That's what I want.
[02:11:53.440 --> 02:11:54.440]   Don't do esta wetsls.
[02:11:54.440 --> 02:11:55.440]   That's all I care.
[02:11:55.440 --> 02:11:59.080]   Wetsls pretzels or Antians.
[02:11:59.080 --> 02:12:00.080]   That's it.
[02:12:00.080 --> 02:12:01.080]   That's all I want.
[02:12:01.080 --> 02:12:02.640]   Just show me where the kiosks are.
[02:12:02.640 --> 02:12:08.000]   So you're wearing these at the mall and sure it tells you how to get to the pretzel.
[02:12:08.000 --> 02:12:13.440]   But on the way you look over in that clothing store, you look over in the clothing store
[02:12:13.440 --> 02:12:18.640]   and there's a little call out that's pointing to a rack with a whole series of pants there.
[02:12:18.640 --> 02:12:23.040]   It says 50 percent or 50 percent off while supplies last or whatever.
[02:12:23.040 --> 02:12:25.400]   Would you be open to that kind of AR?
[02:12:25.400 --> 02:12:27.240]   No, because that's an ad.
[02:12:27.240 --> 02:12:32.240]   But what I would be interested in is if I were, let's say, out of Macy's and I was looking
[02:12:32.240 --> 02:12:38.320]   at a designer handbag and I looked at it and AR was able to scan it and say, "Hey, this
[02:12:38.320 --> 02:12:44.880]   bag is available for 50 percent off on this website or the designer's website or examples
[02:12:44.880 --> 02:12:48.160]   or whatever, that I'm interested in.
[02:12:48.160 --> 02:12:49.680]   That I'm very interested in.
[02:12:49.680 --> 02:12:54.080]   Show me how to get the best deal on something while I'm actively looking at it because I
[02:12:54.080 --> 02:12:56.120]   do that already.
[02:12:56.120 --> 02:12:59.680]   You price compare when you're at a big box retail store.
[02:12:59.680 --> 02:13:01.840]   You look at something, go, "Can I get this cheaper somewhere else?
[02:13:01.840 --> 02:13:02.840]   Let me just double check."
[02:13:02.840 --> 02:13:04.120]   And you check on your phone.
[02:13:04.120 --> 02:13:08.680]   If I could get that information quickly without having to type in a bunch of stuff, it just
[02:13:08.680 --> 02:13:11.560]   scans the item and says, "I know what this is.
[02:13:11.560 --> 02:13:16.840]   This is an iPad from 2020 or whatever."
[02:13:16.840 --> 02:13:18.600]   And here's where you can find it cheaper.
[02:13:18.600 --> 02:13:19.600]   Like, great.
[02:13:19.600 --> 02:13:20.600]   That I'm into.
[02:13:20.600 --> 02:13:22.600]   Can you do that with Google Lens now?
[02:13:22.600 --> 02:13:24.880]   That's a great question.
[02:13:24.880 --> 02:13:26.440]   You can get it with Amazon.
[02:13:26.440 --> 02:13:28.680]   I know if you take a picture.
[02:13:28.680 --> 02:13:29.680]   Yeah.
[02:13:29.680 --> 02:13:34.720]   But I mean just that live parsing of it where it's like there's no real process to it.
[02:13:34.720 --> 02:13:40.400]   If it's just wearing the glasses and it tells me, "Oh, hey, I see that this says it's $2.99,
[02:13:40.400 --> 02:13:43.840]   but you can actually get it for $99 over here.
[02:13:43.840 --> 02:13:48.720]   You know, for this camera lens or whatever, it's $1,000 here and it's half price over
[02:13:48.720 --> 02:13:49.720]   at B&H.
[02:13:49.720 --> 02:13:51.680]   Like, I need to know that information.
[02:13:51.680 --> 02:13:54.200]   Like, that's very helpful to me.
[02:13:54.200 --> 02:13:58.400]   It's waiting for your hot word that is something along the lines of, "Ooh, I like this."
[02:13:58.400 --> 02:13:59.400]   And then it's like, "Bloop!
[02:13:59.400 --> 02:14:00.400]   Okay, let's get to work."
[02:14:00.400 --> 02:14:01.400]   Yeah.
[02:14:01.400 --> 02:14:02.400]   Yeah.
[02:14:02.400 --> 02:14:03.560]   Help me with my help.
[02:14:03.560 --> 02:14:05.000]   Help me impulse buy.
[02:14:05.000 --> 02:14:07.720]   Like, help me with my anxiety spending.
[02:14:07.720 --> 02:14:08.720]   That's what I need.
[02:14:08.720 --> 02:14:11.960]   AR is for anxiety reality.
[02:14:11.960 --> 02:14:12.960]   That's what I need.
[02:14:12.960 --> 02:14:16.160]   I need anxiety reality to help me spend money.
[02:14:16.160 --> 02:14:19.320]   I feel like AR is more anxiety inducing than it is really believing.
[02:14:19.320 --> 02:14:20.320]   Anxious reality, yeah.
[02:14:20.320 --> 02:14:21.920]   It's not augmented.
[02:14:21.920 --> 02:14:22.920]   It's anxious.
[02:14:22.920 --> 02:14:24.680]   It's an anxious reality.
[02:14:24.680 --> 02:14:25.920]   Anxiety ridden.
[02:14:25.920 --> 02:14:26.920]   Yeah.
[02:14:26.920 --> 02:14:27.920]   Yeah.
[02:14:27.920 --> 02:14:33.920]   Maybe AR would be helpful if you were looking for, I don't know how to tie it into the story,
[02:14:33.920 --> 02:14:36.680]   prototypes of an original Apple One being auctioned.
[02:14:36.680 --> 02:14:37.680]   Good try, Jason.
[02:14:37.680 --> 02:14:38.680]   Good try.
[02:14:38.680 --> 02:14:39.680]   Yeah, I tried.
[02:14:39.680 --> 02:14:42.160]   I didn't get those expert transitions in, but not quite.
[02:14:42.160 --> 02:14:43.560]   Good try, you can try.
[02:14:43.560 --> 02:14:51.160]   Apparently though, the original prototype of the Apple One, Steve Jobs' original Apple
[02:14:51.160 --> 02:14:54.520]   computer A prototype, is being auctioned right now.
[02:14:54.520 --> 02:15:00.960]   And I think last I checked it was around $305,000 if you wanted to get it.
[02:15:00.960 --> 02:15:02.560]   So yeah, still $305,000.
[02:15:02.560 --> 02:15:03.920]   See, it's not moving.
[02:15:03.920 --> 02:15:06.480]   You got until August 18th, if you want to get that.
[02:15:06.480 --> 02:15:07.480]   Let's pull our money.
[02:15:07.480 --> 02:15:08.480]   Something.
[02:15:08.480 --> 02:15:10.480]   $125, what do you guys got?
[02:15:10.480 --> 02:15:15.480]   An Apple One in this economy?
[02:15:15.480 --> 02:15:16.480]   No.
[02:15:16.480 --> 02:15:17.480]   No.
[02:15:17.480 --> 02:15:19.480]   Can't it run?
[02:15:19.480 --> 02:15:22.480]   Can't it run do?
[02:15:22.480 --> 02:15:24.480]   That's the question you've got to ask yourself.
[02:15:24.480 --> 02:15:26.720]   It doesn't run do to me if you get a discount.
[02:15:26.720 --> 02:15:28.520]   You should get a discount.
[02:15:28.520 --> 02:15:29.520]   Probably not.
[02:15:29.520 --> 02:15:33.760]   No, no one's giving anybody a discount on that.
[02:15:33.760 --> 02:15:35.360]   And also, yeah, probably not.
[02:15:35.360 --> 02:15:36.440]   It probably cannot renew.
[02:15:36.440 --> 02:15:37.440]   But you know what?
[02:15:37.440 --> 02:15:38.440]   Stranger things have happened.
[02:15:38.440 --> 02:15:41.320]   I love when people put doom on things like pregnancy tests.
[02:15:41.320 --> 02:15:44.680]   It's like the coolest thing in the world.
[02:15:44.680 --> 02:15:46.760]   I haven't seen that one.
[02:15:46.760 --> 02:15:47.760]   Sorry, yeah.
[02:15:47.760 --> 02:15:53.440]   The things people have run doom on is it's actually just like legendary status at this
[02:15:53.440 --> 02:15:54.440]   point.
[02:15:54.440 --> 02:15:58.000]   People have worked very hard to make doom run on just about anything.
[02:15:58.000 --> 02:16:02.640]   If it has a tiny screen, even the tiniest of screens, you can make doom run on it.
[02:16:02.640 --> 02:16:06.000]   Also thanks the question why a pregnancy test has a tiny screen.
[02:16:06.000 --> 02:16:07.920]   Like it's just a yes and a no, right?
[02:16:07.920 --> 02:16:08.920]   No.
[02:16:08.920 --> 02:16:10.920]   Everything needs an app now.
[02:16:10.920 --> 02:16:12.920]   Got to have the words.
[02:16:12.920 --> 02:16:15.240]   It can't just be two lines.
[02:16:15.240 --> 02:16:16.240]   That's confusing.
[02:16:16.240 --> 02:16:19.000]   It's got to be like a plus of a minute.
[02:16:19.000 --> 02:16:20.000]   Yeah, no.
[02:16:20.000 --> 02:16:21.800]   It's really just one thing.
[02:16:21.800 --> 02:16:23.680]   But these people are like, is that a positive?
[02:16:23.680 --> 02:16:25.600]   Does that mean like, oh, what great news?
[02:16:25.600 --> 02:16:26.600]   You're not pregnant.
[02:16:26.600 --> 02:16:27.600]   Like that's positive.
[02:16:27.600 --> 02:16:29.240]   Like it's positive news or positive news.
[02:16:29.240 --> 02:16:30.240]   You are pregnant.
[02:16:30.240 --> 02:16:31.240]   Like it's confusing.
[02:16:31.240 --> 02:16:32.240]   People get confused.
[02:16:32.240 --> 02:16:33.240]   Yeah.
[02:16:33.240 --> 02:16:34.720]   Like the COVID test, it's like positive.
[02:16:34.720 --> 02:16:35.720]   It's not positive.
[02:16:35.720 --> 02:16:36.720]   Yeah.
[02:16:36.720 --> 02:16:37.720]   Oh, wow.
[02:16:37.720 --> 02:16:38.720]   This is the episode of The Office.
[02:16:38.720 --> 02:16:39.720]   I'm sure it is.
[02:16:39.720 --> 02:16:40.720]   Yeah.
[02:16:40.720 --> 02:16:41.720]   I'm sure it is.
[02:16:41.720 --> 02:16:42.720]   Michael, it's positive.
[02:16:42.720 --> 02:16:43.720]   It's negative.
[02:16:43.720 --> 02:16:45.720]   And he's like, oh, no, no, no, negative is good.
[02:16:45.720 --> 02:16:47.720]   He's like, good thing.
[02:16:47.720 --> 02:16:48.720]   Yeah.
[02:16:48.720 --> 02:16:49.720]   Sorry.
[02:16:49.720 --> 02:16:54.960]   I went down the doom on a pregnancy test rabbit hole and found an article on Popular
[02:16:54.960 --> 02:16:56.320]   Mechanics that kind of showed it off.
[02:16:56.320 --> 02:16:58.840]   I put the link in the chat room if anyone wants to check it out.
[02:16:58.840 --> 02:17:02.160]   But that's impressive, even though it's pretty low res.
[02:17:02.160 --> 02:17:04.960]   But you know, technically it works.
[02:17:04.960 --> 02:17:05.960]   Still doom.
[02:17:05.960 --> 02:17:06.960]   It works.
[02:17:06.960 --> 02:17:07.960]   And that's what matters.
[02:17:07.960 --> 02:17:08.960]   That's what matters.
[02:17:08.960 --> 02:17:09.960]   That's what matters.
[02:17:09.960 --> 02:17:15.960]   You are technically correct, which is the best kind of correct.
[02:17:15.960 --> 02:17:20.160]   Well, speaking of doom, I mean, there aren't a whole lot of opportunities to talk about
[02:17:20.160 --> 02:17:21.160]   doom.
[02:17:21.160 --> 02:17:24.200]   Co-creator John Romero apparently working on a new first person shooter.
[02:17:24.200 --> 02:17:30.520]   So if you would like doom, I mean, this isn't the first time that they've made some sort
[02:17:30.520 --> 02:17:31.520]   of a follow up.
[02:17:31.520 --> 02:17:32.520]   So I don't know.
[02:17:32.520 --> 02:17:33.600]   I'm not much of a gamer anymore.
[02:17:33.600 --> 02:17:34.600]   Is this news?
[02:17:34.600 --> 02:17:36.600]   I don't care.
[02:17:36.600 --> 02:17:44.000]   I mean, you know, it's always exciting when somebody who's sort of an icon in games is
[02:17:44.000 --> 02:17:46.360]   doing something new.
[02:17:46.360 --> 02:17:47.360]   That's nice.
[02:17:47.360 --> 02:17:50.400]   But they've got a major publisher, obviously.
[02:17:50.400 --> 02:17:53.000]   I mean, there's a lot of cache there, his name, John Romero.
[02:17:53.000 --> 02:17:56.160]   It's like, oh, yeah, hey, I help make doom.
[02:17:56.160 --> 02:17:57.320]   Like that's kind of a big deal.
[02:17:57.320 --> 02:18:02.160]   So seems like it seems like it'd be pretty easy to find a publisher, which barely that's
[02:18:02.160 --> 02:18:03.160]   the case.
[02:18:03.160 --> 02:18:08.560]   But yeah, they've published other stuff before they had a strategy game.
[02:18:08.560 --> 02:18:13.320]   And I think they talked about this shooter is going to be powered by Unreal Engine.
[02:18:13.320 --> 02:18:16.520]   So it'll be the newest UE5.
[02:18:16.520 --> 02:18:21.520]   So this will be like, you know, a whole, it's going to be a whole thing, I'm sure.
[02:18:21.520 --> 02:18:25.920]   I mean, I'm all about a new single player, shooting man.
[02:18:25.920 --> 02:18:27.880]   The new dooms are so good.
[02:18:27.880 --> 02:18:29.760]   I mean, outrageously good.
[02:18:29.760 --> 02:18:35.440]   If you have not played, if you are a fan of original Doom and you have not played the
[02:18:35.440 --> 02:18:41.440]   new ones, the 2016 Doom, the ones that Bethesda and the ones that they're making, incredible.
[02:18:41.440 --> 02:18:42.440]   So good.
[02:18:42.440 --> 02:18:43.440]   The pacing is so good.
[02:18:43.440 --> 02:18:45.800]   The man, the power fantasy is so good.
[02:18:45.800 --> 02:18:47.480]   The graphics are amazing.
[02:18:47.480 --> 02:18:48.480]   The music is incredible.
[02:18:48.480 --> 02:18:53.760]   It's just like just the way that game just keeps you moving forward and you have so much
[02:18:53.760 --> 02:18:54.760]   fun playing.
[02:18:54.760 --> 02:18:55.760]   It's just great.
[02:18:55.760 --> 02:18:56.760]   It's so, so good.
[02:18:56.760 --> 02:18:57.760]   I can't recommend it enough.
[02:18:57.760 --> 02:18:58.760]   Nice.
[02:18:58.760 --> 02:19:00.520]   I'll have to look into that.
[02:19:00.520 --> 02:19:04.560]   So along the game tip though, Discord coming to Xbox.
[02:19:04.560 --> 02:19:08.160]   Like this, again, I put this in here thinking like, well, that sounds significant because
[02:19:08.160 --> 02:19:10.800]   I know, you know, there's a lot of crossover there.
[02:19:10.800 --> 02:19:16.960]   I'm kind of surprised that Discord wasn't on Xbox prior to this, but apparently that's
[02:19:16.960 --> 02:19:17.960]   the case.
[02:19:17.960 --> 02:19:23.960]   I just don't have to hook a keyboard to my Xbox now.
[02:19:23.960 --> 02:19:26.600]   So now you could just do a Discord call.
[02:19:26.600 --> 02:19:27.600]   It's a call.
[02:19:27.600 --> 02:19:28.600]   It's a voice call.
[02:19:28.600 --> 02:19:29.600]   You're saying voice calls.
[02:19:29.600 --> 02:19:30.600]   I could do that.
[02:19:30.600 --> 02:19:31.600]   I guess.
[02:19:31.600 --> 02:19:34.160]   Here's the problem.
[02:19:34.160 --> 02:19:37.240]   So I love my series.
[02:19:37.240 --> 02:19:38.240]   It's great.
[02:19:38.240 --> 02:19:39.240]   I love Game Pass.
[02:19:39.240 --> 02:19:41.640]   It's an incredible like value for what it is.
[02:19:41.640 --> 02:19:45.600]   This $15 subscription, you get access to so many games.
[02:19:45.600 --> 02:19:50.480]   One, setting up this whole thing is a process and a half.
[02:19:50.480 --> 02:19:52.520]   Like you've got to connect.
[02:19:52.520 --> 02:19:54.200]   You've got to get the mobile app.
[02:19:54.200 --> 02:19:57.040]   And you have to transfer Discord.
[02:19:57.040 --> 02:20:01.640]   You have to use your phone to transfer Discord calls to the Xbox.
[02:20:01.640 --> 02:20:05.680]   You have to connect the Xbox account to your Discord account.
[02:20:05.680 --> 02:20:07.000]   It's very convoluted.
[02:20:07.000 --> 02:20:09.480]   There's a lot going on here.
[02:20:09.480 --> 02:20:14.080]   A lot of gamers use Discord though, so this may prove to be very useful.
[02:20:14.080 --> 02:20:22.720]   And the other thing that I should mention is I have a PS5 and an Xbox series S.
[02:20:22.720 --> 02:20:26.280]   And my best friend and I play video games on both.
[02:20:26.280 --> 02:20:27.720]   We play co-op games on both.
[02:20:27.720 --> 02:20:29.800]   We play on the Switch as well.
[02:20:29.800 --> 02:20:35.920]   And in order of ease of use, PS5 like blows the other two out of the water in terms of
[02:20:35.920 --> 02:20:37.480]   just joining a voice chat.
[02:20:37.480 --> 02:20:38.880]   It's like very simple.
[02:20:38.880 --> 02:20:43.040]   You literally just click on your friend's name and it says join voice chat and you just
[02:20:43.040 --> 02:20:44.040]   join.
[02:20:44.040 --> 02:20:45.040]   That's it.
[02:20:45.040 --> 02:20:48.640]   And on Xbox, it's like more complicated, but it's at least on device.
[02:20:48.640 --> 02:20:53.440]   And then on the Switch, it's like you have to do it through an app that connects to a
[02:20:53.440 --> 02:20:56.280]   specific game that you might be playing at that time.
[02:20:56.280 --> 02:20:57.760]   It's just not even worth it.
[02:20:57.760 --> 02:21:04.880]   So in that regard that it's a little bit more complicated and not as easy to join a voice
[02:21:04.880 --> 02:21:08.560]   chat on Xbox's dashboard.
[02:21:08.560 --> 02:21:10.040]   This is a good thing.
[02:21:10.040 --> 02:21:11.040]   This will be a good thing.
[02:21:11.040 --> 02:21:15.560]   And I think a lot of gamers who are really into Discord and use it very heavily will find
[02:21:15.560 --> 02:21:19.320]   this like a minor inconvenience to connect your accounts and get everything set up.
[02:21:19.320 --> 02:21:22.520]   And then we'll be very happy with it going forward.
