;FFMETADATA1
title=All the President's Phones
artist=TWiT
album_artist=TWiT
album=This Week in Tech
track=690
genre=Podcast
comment=http://twit.tv/twit
copyright=These netcasts are released under a Creative Commons License - Attribution-NonCommercial-NoDerivatives 4.0 International. TWiT and TWiT Logo are registered trademarks of Leo Laporte.
publisher=TWiT
date=2018
encoder=Lavf58.76.100



[00:00:00.000 --> 00:00:02.400]   It's time for Twit.
[01:39:54.640 --> 01:39:56.320]   about operating systems anymore.
[01:39:56.320 --> 01:39:58.720]   I think that it won't matter.
[01:39:58.720 --> 01:40:00.320]   I think some of it,
[01:40:00.320 --> 01:40:04.000]   it will be, there will be layers in between,
[01:40:04.000 --> 01:40:06.960]   operating systems that will unify things.
[01:40:06.960 --> 01:40:09.800]   You're already seeing that in the cloud world where,
[01:40:09.800 --> 01:40:13.480]   you actually, your infrastructure works on both Amazon
[01:40:13.480 --> 01:40:16.040]   and runs on both Amazon and Azure,
[01:40:16.040 --> 01:40:18.040]   sometimes also Google too.
[01:40:18.040 --> 01:40:20.920]   But you have a layer above that where,
[01:40:20.920 --> 01:40:23.600]   essentially functionally, things are running on.
[01:40:23.600 --> 01:40:25.080]   And to the user, it doesn't matter.
[01:40:25.080 --> 01:40:27.960]   And I think the operating systems are gonna be that way.
[01:40:27.960 --> 01:40:30.320]   It's gonna fade further and further into the background.
[01:40:30.320 --> 01:40:33.440]   And that's one of the reasons the companies aren't,
[01:40:33.440 --> 01:40:36.480]   they don't pay a lot of lip service to them anymore.
[01:40:36.480 --> 01:40:39.680]   I think they would like them to move more
[01:40:39.680 --> 01:40:40.520]   into the background.
[01:40:40.520 --> 01:40:43.760]   I think even within a decade, it's possible.
[01:40:43.760 --> 01:40:46.160]   Maybe even five, within five to 10 years,
[01:40:46.160 --> 01:40:50.880]   I think you'll see Windows and Mac both go more
[01:40:50.880 --> 01:40:54.160]   into the Chrome OS model of these sort of incremental updates.
[01:40:54.160 --> 01:40:57.440]   The funny thing is, Microsoft intellectually,
[01:40:57.440 --> 01:40:59.800]   or at least conceptually, was there
[01:40:59.800 --> 01:41:01.840]   when they announced Windows XP, right?
[01:41:01.840 --> 01:41:04.680]   Because the Windows XP, the original launch,
[01:41:04.680 --> 01:41:07.920]   the original pitch of Windows XP is,
[01:41:07.920 --> 01:41:09.960]   we're gonna get out of the operating system business.
[01:41:09.960 --> 01:41:12.400]   We're gonna, you're gonna buy this,
[01:41:12.400 --> 01:41:15.080]   you know, you'll buy it sort of a subscription
[01:41:15.080 --> 01:41:17.880]   and we'll give you updates continually.
[01:41:17.880 --> 01:41:20.360]   And we're gonna stop with these big releases.
[01:41:20.360 --> 01:41:22.160]   That was in 2001.
[01:41:22.160 --> 01:41:24.200]   But there was such a backlash from the people
[01:41:24.200 --> 01:41:26.160]   who still loved and thought of their computer
[01:41:26.160 --> 01:41:27.640]   as the operating system,
[01:41:27.640 --> 01:41:29.600]   that they had to backpedal from that.
[01:41:29.600 --> 01:41:31.280]   And eventually they kind of threw up their arms.
[01:41:31.280 --> 01:41:34.720]   But, you know, this idea has been around for a long time.
[01:41:34.720 --> 01:41:36.520]   And I think we're just sort of at the end
[01:41:36.520 --> 01:41:39.840]   of the cycle for the operating system.
[01:41:39.840 --> 01:41:42.440]   And it's days aren't, you know,
[01:41:42.440 --> 01:41:45.040]   in terms of being a thing that we think about
[01:41:45.040 --> 01:41:47.920]   and talk about and it's part of what we think about
[01:41:47.920 --> 01:41:48.760]   from computers.
[01:41:48.760 --> 01:41:50.160]   Now there's gonna be still new features.
[01:41:50.160 --> 01:41:52.440]   And we're gonna be talking about new features
[01:41:52.440 --> 01:41:54.720]   that are introduced just in the same way we do
[01:41:54.720 --> 01:41:56.920]   in the app world and iOS world.
[01:41:56.920 --> 01:41:59.440]   And when there's new and Android world,
[01:41:59.440 --> 01:42:01.240]   when there are new things that are announced
[01:42:01.240 --> 01:42:04.360]   and like Google Maps has, you know, done this year
[01:42:04.360 --> 01:42:06.680]   an amazing amount of new features, right?
[01:42:06.680 --> 01:42:08.720]   And every time there's a new feature,
[01:42:08.720 --> 01:42:10.680]   it just kind of will slowly, you know,
[01:42:10.680 --> 01:42:12.640]   trickle it out to a certain number of users.
[01:42:12.640 --> 01:42:14.360]   And then somebody gets wind of it
[01:42:14.360 --> 01:42:16.680]   and they start talking about it, you know,
[01:42:16.680 --> 01:42:18.560]   because they were part of the A/B test
[01:42:18.560 --> 01:42:22.320]   where it went out to whatever 10%, 20% of users.
[01:42:22.320 --> 01:42:24.000]   We're gonna still be talking about features
[01:42:24.000 --> 01:42:26.720]   but we're not gonna be talking about these big OS upgrades.
[01:42:26.720 --> 01:42:28.800]   I think the days are definitely numbered.
[01:42:28.800 --> 01:42:31.760]   - Although if you'd asked me 10 years ago
[01:42:31.760 --> 01:42:35.680]   if IBM would acquire Red Hat for $32 billion,
[01:42:35.680 --> 01:42:37.240]   I would have said no.
[01:42:37.240 --> 01:42:38.840]   - Would you have thought that people would be walking around
[01:42:38.840 --> 01:42:40.680]   with Linux boxes in their pocket right at the conqueror?
[01:42:40.680 --> 01:42:41.520]   - I mean, come on.
[01:42:41.520 --> 01:42:44.320]   We thought the Vatican would have created a Pokemon Go
[01:42:44.320 --> 01:42:45.720]   where you catch saints?
[01:42:45.720 --> 01:42:46.400]   - No, no. - No.
[01:42:46.400 --> 01:42:47.800]   - So, no.
[01:42:47.800 --> 01:42:49.240]   - It's gonna be a wee chat at West Leo.
[01:42:49.240 --> 01:42:50.080]   We all know that. - In fact,
[01:42:50.080 --> 01:42:51.440]   if you'd asked me 10 years ago,
[01:42:51.440 --> 01:42:53.400]   would you go around spinning little balls
[01:42:53.400 --> 01:42:56.600]   to throw a pocket monster into visible gyms?
[01:42:56.600 --> 01:42:57.560]   What is the story here?
[01:42:57.560 --> 01:42:58.920]   Is this a made up story?
[01:42:58.920 --> 01:42:59.920]   Is this a joke site?
[01:42:59.920 --> 01:43:00.960]   - No, no, no.
[01:43:00.960 --> 01:43:01.880]   This is a real story.
[01:43:01.880 --> 01:43:03.840]   - We reported it.
[01:43:03.840 --> 01:43:04.680]   We reported it.
[01:43:04.680 --> 01:43:06.120]   It's only in sp--
[01:43:06.120 --> 01:43:08.800]   So the app is only in Spanish right now.
[01:43:08.800 --> 01:43:14.160]   - It's called JC Go, not Pokemon Go.
[01:43:14.160 --> 01:43:15.000]   - Right. - The next rate
[01:43:15.000 --> 01:43:16.400]   for the Pope is such weird.
[01:43:16.400 --> 01:43:20.040]   - It's, the Vatican has essentially, you know,
[01:43:20.040 --> 01:43:21.680]   given it the blessing.
[01:43:21.680 --> 01:43:24.680]   - Is it using the Niantic software or is it--
[01:43:24.680 --> 01:43:25.520]   - No. - Somebody else
[01:43:25.520 --> 01:43:27.200]   is Google Open Source one?
[01:43:27.200 --> 01:43:28.920]   - Oh, maybe. - If somebody else,
[01:43:28.920 --> 01:43:33.000]   you have to memorize like verses and identify.
[01:43:33.000 --> 01:43:36.560]   I only know this because on download.com,
[01:43:36.560 --> 01:43:40.840]   we covered it as well on cnet download.com.
[01:43:40.840 --> 01:43:43.600]   And so, which I've been, you know,
[01:43:43.600 --> 01:43:45.400]   working with them as well.
[01:43:45.400 --> 01:43:48.680]   But, you know, 'cause the app economy is still just,
[01:43:48.680 --> 01:43:51.000]   you know, there's so many apps
[01:43:51.000 --> 01:43:53.480]   and so many interesting things that people are doing.
[01:43:53.480 --> 01:43:55.720]   - So, do you find the character you don't just capture it?
[01:43:55.720 --> 01:43:57.560]   You have to answer questions.
[01:43:57.560 --> 01:43:58.720]   - Yeah. - You have to be out of fire,
[01:43:58.720 --> 01:44:00.400]   Leo, you have to be out of fire.
[01:44:00.400 --> 01:44:03.200]   - So this is virtual altar boy.
[01:44:03.200 --> 01:44:05.720]   - Yes. - That's hysterical.
[01:44:05.720 --> 01:44:07.160]   - Yeah. - I wanna go back to,
[01:44:07.160 --> 01:44:09.560]   I wanna go back to the question that you asked though,
[01:44:09.560 --> 01:44:11.720]   you know, Leo, which is,
[01:44:11.720 --> 01:44:14.240]   are we still going to be using these things?
[01:44:14.240 --> 01:44:17.160]   - Nobody predicts,
[01:44:17.160 --> 01:44:22.800]   the whole point of truly disruptive technologies
[01:44:22.800 --> 01:44:25.920]   is that, you know, people laugh at them
[01:44:25.920 --> 01:44:28.000]   when they first appear. - Right.
[01:44:28.000 --> 01:44:33.000]   - And they appear and they become possible
[01:44:33.000 --> 01:44:36.960]   because there's no market,
[01:44:36.960 --> 01:44:42.040]   there's no established market that you have to cater to
[01:44:42.040 --> 01:44:44.480]   that you have to satisfy. - That's right.
[01:44:44.480 --> 01:44:47.360]   - And so we mentioned OS X, right,
[01:44:47.360 --> 01:44:50.120]   which was, Renee, it was 2001, right?
[01:44:50.120 --> 01:44:51.800]   - Yes. - And I wanna,
[01:44:51.800 --> 01:44:53.600]   1997, I forget, '97?
[01:44:53.600 --> 01:44:57.840]   - OS X? - No, you're right, yeah.
[01:44:57.840 --> 01:44:59.760]   - It was 2001, I'm sorry. - It was 2001,
[01:44:59.760 --> 01:45:04.760]   but I think it was the same year that the iPod came out
[01:45:04.760 --> 01:45:08.680]   and you go back and you read the reviews of the iPod.
[01:45:08.680 --> 01:45:09.880]   - Oh, that's a good point. - When they did this
[01:45:09.880 --> 01:45:13.360]   two years ago and I think I wrote an article about it
[01:45:13.360 --> 01:45:16.400]   and you go back and you read the reviews of the iPod
[01:45:16.400 --> 01:45:18.120]   and people just laughed at it.
[01:45:18.120 --> 01:45:21.240]   It was this big, clunky thing and it has a hard drive in it
[01:45:21.240 --> 01:45:23.240]   and who's gonna, you know,
[01:45:23.240 --> 01:45:26.120]   that how are they going to sell music and put it on it
[01:45:26.120 --> 01:45:27.880]   and it's only for the Mac. - No, that no match failed.
[01:45:27.880 --> 01:45:32.880]   - It has Macs and yet arguably OS X was,
[01:45:32.880 --> 01:45:37.320]   you know, an important product and everything.
[01:45:37.320 --> 01:45:42.320]   But the iPod is the, you know, the, the...
[01:45:42.320 --> 01:45:45.960]   - Big disruptor.
[01:45:45.960 --> 01:45:50.960]   - The promo, the primogenitor of all the smartphones
[01:45:50.960 --> 01:45:53.880]   and all the mobile technology that we have today,
[01:45:53.880 --> 01:45:57.280]   it all goes back to there and yet it was sort of laughed at
[01:45:57.280 --> 01:46:01.720]   as an expensive toy that, you know,
[01:46:01.720 --> 01:46:05.920]   that, "Oh, you know, is this really gonna be a big thing?"
[01:46:05.920 --> 01:46:10.920]   And yet, you know, relentlessly innovating and developing
[01:46:10.920 --> 01:46:14.760]   and turning it into, you know, tablet and smartphone
[01:46:14.760 --> 01:46:17.920]   and all of that, you know, and that's how disruption works.
[01:46:17.920 --> 01:46:22.400]   So, yeah, you know, we're not, we're not going to be using
[01:46:22.400 --> 01:46:24.920]   the technology that we have now.
[01:46:24.920 --> 01:46:28.680]   In 30 years, people are going to look back at movies
[01:46:28.680 --> 01:46:32.200]   from this time and kids are just going to get the jiggle
[01:46:32.200 --> 01:46:34.120]   at, you know, they're just...
[01:46:34.120 --> 01:46:36.680]   - You just need a size of that phone Leo
[01:46:36.680 --> 01:46:38.280]   is holding up to his head.
[01:46:38.280 --> 01:46:40.280]   (laughing)
[01:46:40.280 --> 01:46:42.000]   - And Bramble Leo, God, how old?
[01:46:42.000 --> 01:46:43.360]   He was 90.
[01:46:43.360 --> 01:46:45.000]   - He was shaped like a banana.
[01:46:45.000 --> 01:46:47.400]   (laughing)
[01:46:47.400 --> 01:46:49.800]   - That's a cord, you had a corded phone Leo?
[01:46:49.800 --> 01:46:52.840]   Denise Howell says the Vatican's also working on
[01:46:52.840 --> 01:46:56.360]   an alternative version of Flappy Bird called Flappy Saints.
[01:46:56.360 --> 01:46:57.680]   But I don't think...
[01:46:57.680 --> 01:46:58.680]   - Did you know Fortnite?
[01:46:58.680 --> 01:47:01.040]   (laughing)
[01:47:01.040 --> 01:47:01.880]   - I hope not.
[01:47:01.880 --> 01:47:03.800]   (laughing)
[01:47:03.800 --> 01:47:05.280]   - With the Swiss guards.
[01:47:05.280 --> 01:47:07.640]   - Yeah, we're going to take a little break,
[01:47:07.640 --> 01:47:10.440]   come back with the silly stories of the week.
[01:47:10.440 --> 01:47:13.720]   And another Pokemon ghost story that's very good news.
[01:47:13.720 --> 01:47:17.920]   But first, I want to tell you how you could take your wifi
[01:47:17.920 --> 01:47:19.880]   and make it all better again.
[01:47:19.880 --> 01:47:21.160]   And I know 'cause I did it.
[01:47:21.160 --> 01:47:23.840]   In just a few minutes, it's the Eero.
[01:47:23.840 --> 01:47:26.520]   This is an enterprise grade wifi system
[01:47:26.520 --> 01:47:28.320]   you can install in under 10 minutes.
[01:47:28.320 --> 01:47:30.960]   You just download the Eero software,
[01:47:30.960 --> 01:47:35.640]   just put it on your phone, unplug your cruddy old router,
[01:47:35.640 --> 01:47:37.080]   and plug in this Eero,
[01:47:37.080 --> 01:47:39.760]   and the phone will walk you through it,
[01:47:39.760 --> 01:47:42.320]   attaching additional Eero beacons
[01:47:42.320 --> 01:47:43.920]   if you need it through the home.
[01:47:43.920 --> 01:47:45.320]   This is a distributed system.
[01:47:45.320 --> 01:47:47.400]   This is what we've had for years,
[01:47:47.400 --> 01:47:49.360]   offices have had for years.
[01:47:49.360 --> 01:47:50.600]   Now you can have it in your home,
[01:47:50.600 --> 01:47:54.840]   and it solves the problem of bad wifi.
[01:47:54.840 --> 01:47:56.920]   Wifi isn't any different.
[01:47:56.920 --> 01:47:58.720]   It's just that we're using it more.
[01:47:58.720 --> 01:48:01.240]   Our neighbors are interfering with us more.
[01:48:01.240 --> 01:48:02.880]   We have how many devices do you have
[01:48:02.880 --> 01:48:04.360]   using wifi in your house?
[01:48:04.360 --> 01:48:06.520]   It used to be maybe one laptop.
[01:48:06.520 --> 01:48:09.840]   I have now at last count 62 different devices
[01:48:09.840 --> 01:48:12.000]   in my home that are on the wifi network.
[01:48:12.000 --> 01:48:14.760]   Between Amazon Echoes, my doorbell,
[01:48:14.760 --> 01:48:16.520]   I mean, it just goes on and on,
[01:48:16.520 --> 01:48:18.360]   and everything's on the wifi.
[01:48:18.360 --> 01:48:19.640]   But Eero can handle it.
[01:48:19.640 --> 01:48:21.240]   The Eero app lets you manage your network
[01:48:21.240 --> 01:48:22.880]   from the palm of your hand.
[01:48:22.880 --> 01:48:25.880]   In fact, that's how I know how many devices I have connected.
[01:48:25.880 --> 01:48:27.920]   It also gets the internet speed.
[01:48:27.920 --> 01:48:28.960]   I love the Eero app.
[01:48:28.960 --> 01:48:33.800]   And Eero Plus, which is really nice, is fantastic.
[01:48:33.800 --> 01:48:36.360]   Eero Plus is, in fact, I'll show you,
[01:48:36.360 --> 01:48:39.960]   'cause I have Eero Plus, I've been subscribed to it,
[01:48:39.960 --> 01:48:41.080]   and I love it.
[01:48:41.080 --> 01:48:43.080]   We have five euros in the house.
[01:48:43.080 --> 01:48:45.160]   Eero Plus, so you can see everything looks good.
[01:48:45.160 --> 01:48:46.400]   There's the five euros.
[01:48:46.400 --> 01:48:49.040]   Here's the bandwidth, the recent bandwidth test.
[01:48:49.040 --> 01:48:51.720]   I could take a look at the Eero Plus settings.
[01:48:51.720 --> 01:48:54.120]   Look at all the stuff I get for free, by the way,
[01:48:54.120 --> 01:48:55.160]   with Eero Plus.
[01:48:55.160 --> 01:48:58.840]   13,000 sites were inspected this week.
[01:48:58.840 --> 01:49:02.640]   I can go back to the previous month, as well as I want.
[01:49:02.640 --> 01:49:06.760]   In fact, through October, a million 85 sets sites
[01:49:06.760 --> 01:49:08.880]   that we went to in the house inspected.
[01:49:08.880 --> 01:49:10.480]   The good news is they didn't have to do
[01:49:10.480 --> 01:49:11.960]   any threat blocks this week.
[01:49:11.960 --> 01:49:13.880]   There were a few in weeks past.
[01:49:13.880 --> 01:49:17.440]   These were malicious malware that was blocked.
[01:49:17.440 --> 01:49:19.160]   Spyware that was blocked.
[01:49:19.160 --> 01:49:21.600]   Botnets, phishing attacks that were blocked.
[01:49:21.600 --> 01:49:24.040]   Content filters, I have those turned on
[01:49:24.040 --> 01:49:27.080]   for our 15-year-old, and it will protect him.
[01:49:27.080 --> 01:49:29.840]   Advanced security, even ad blocking.
[01:49:29.840 --> 01:49:32.560]   I love, and this is all part of the router.
[01:49:32.560 --> 01:49:33.840]   The Eero is fantastic.
[01:49:33.840 --> 01:49:35.520]   Guess, ask, access.
[01:49:35.520 --> 01:49:37.520]   I like it so much I installed at my mom's house
[01:49:37.520 --> 01:49:40.200]   'cause she was having problems as well.
[01:49:40.200 --> 01:49:42.840]   This Eero automatically will tag sites that contain
[01:49:42.840 --> 01:49:44.600]   violent, illegal, or adult content.
[01:49:44.600 --> 01:49:46.760]   You could choose what your kids can and cannot see,
[01:49:46.760 --> 01:49:48.200]   and you could do that in the app.
[01:49:48.200 --> 01:49:50.560]   I can even say to my Amazon Echo,
[01:49:50.560 --> 01:49:54.680]   pause Michael's internet if he acts up,
[01:49:54.680 --> 01:49:57.160]   and it turns off his internet.
[01:49:57.160 --> 01:49:58.080]   Not mine.
[01:49:58.080 --> 01:49:59.160]   I still can surf.
[01:49:59.160 --> 01:50:00.960]   I can still play Pokemon Go,
[01:50:00.960 --> 01:50:02.840]   but he's got to go to bed now.
[01:50:02.840 --> 01:50:04.720]   Oh, Michael.
[01:50:04.720 --> 01:50:07.320]   Eero and Eero Plus provides complete protection
[01:50:07.320 --> 01:50:08.600]   for your network, your devices,
[01:50:08.600 --> 01:50:11.400]   and all of those who use them as they connect
[01:50:11.400 --> 01:50:14.560]   to the internet, and I love that.
[01:50:14.560 --> 01:50:18.000]   Make your Wi-Fi work again
[01:50:18.000 --> 01:50:20.880]   with the best router, Eero.
[01:50:20.880 --> 01:50:22.760]   Eero also, and this is really important
[01:50:22.760 --> 01:50:24.160]   for any device that goes on the internet,
[01:50:24.160 --> 01:50:25.800]   automatically updates.
[01:50:25.800 --> 01:50:27.240]   You not only get the latest features,
[01:50:27.240 --> 01:50:29.880]   but the latest in security at all times.
[01:50:29.880 --> 01:50:32.720]   WPA3, yep, they just said, we'll be doing it.
[01:50:32.720 --> 01:50:35.600]   It'll be a software update on the Eero router.
[01:50:35.600 --> 01:50:36.360]   Things like that.
[01:50:36.360 --> 01:50:40.120]   It's really nice to know Eero is taking care of you
[01:50:40.120 --> 01:50:40.960]   at all times.
[01:50:40.960 --> 01:50:44.000]   I am a huge fan of Eero.
[01:50:44.000 --> 01:50:46.960]   Life's too short for bad Wi-Fi.
[01:50:46.960 --> 01:50:50.440]   Right now, just get $100 off the Eero base unit
[01:50:50.440 --> 01:50:53.200]   and two beacons package, $100 off,
[01:50:53.200 --> 01:50:55.920]   and this is the best offer we've ever had,
[01:50:55.920 --> 01:50:58.080]   a year of Eero Plus.
[01:50:58.080 --> 01:51:00.520]   And all you have to do is go to Eero, E-E-R-O,
[01:51:00.520 --> 01:51:04.160]   Eero.com/twit, and I know the offer code Twit at checkout.
[01:51:04.160 --> 01:51:06.000]   If you've been waiting, if you've heard me talk about
[01:51:06.000 --> 01:51:07.360]   how much I love our Eero,
[01:51:07.360 --> 01:51:11.360]   and look at all the stuff you get with Eero Plus,
[01:51:11.360 --> 01:51:13.320]   this is the best offer we've ever offered.
[01:51:13.320 --> 01:51:14.160]   This is great.
[01:51:14.160 --> 01:51:16.520]   $100 off the base unit and two beacons.
[01:51:16.520 --> 01:51:17.720]   That's what you want pretty much.
[01:51:17.720 --> 01:51:21.080]   That's what we have five, but most people three is good.
[01:51:21.080 --> 01:51:24.000]   That's $100 off and a year of Eero Plus.
[01:51:24.000 --> 01:51:26.280]   I think that's worth 99 bucks.
[01:51:26.280 --> 01:51:31.120]   Eero.com/twit, enter the code Twit at checkout.
[01:51:31.120 --> 01:51:33.320]   It's just transfer.
[01:51:33.320 --> 01:51:36.120]   I got so tired of Lisa saying the Wi-Fi now,
[01:51:36.120 --> 01:51:39.640]   and I just had to get the Eero.
[01:51:39.640 --> 01:51:41.520]   She actually, you know she got me to do it.
[01:51:41.520 --> 01:51:45.480]   She said, "I'm gonna have John Russell and Burke come
[01:51:45.480 --> 01:51:47.000]   and fix our Wi-Fi."
[01:51:47.000 --> 01:51:49.240]   (laughing)
[01:51:49.240 --> 01:51:52.440]   But, but, but, but, but, but, you're married to the tech guy.
[01:51:52.440 --> 01:51:53.920]   But, but, but, but, but.
[01:51:53.920 --> 01:51:55.000]   That's when I got the Eero.
[01:51:55.000 --> 01:51:56.800]   At least it wasn't Manny, Mo, and Jack.
[01:51:56.800 --> 01:51:58.120]   (laughing)
[01:51:58.120 --> 01:51:59.600]   I'm getting those Starbucks people.
[01:51:59.600 --> 01:52:00.600]   John Russell and my wife,
[01:52:00.600 --> 01:52:02.360]   like, "She says, 'All I have to do is give them a free dinner
[01:52:02.360 --> 01:52:03.200]   and they'll do it.'"
[01:52:03.200 --> 01:52:11.480]   I said, "Dee, I want that dinner!" (laughing)
[01:52:11.480 --> 01:52:13.640]   It cured the problem, let me tell ya.
[01:52:13.640 --> 01:52:15.200]   All right, couple of weird stories.
[01:52:15.200 --> 01:52:16.040]   How about this?
[01:52:16.040 --> 01:52:19.840]   This is a painting that sold at Christie's at Art Auction.
[01:52:19.840 --> 01:52:22.320]   It's a painting called "Edmond de Bellamy"
[01:52:22.320 --> 01:52:27.160]   from La Famine de Bellamy by the French art collected obvious,
[01:52:27.160 --> 01:52:31.240]   painted entirely by artificial intelligence
[01:52:31.240 --> 01:52:33.320]   after looking in machine learning
[01:52:33.320 --> 01:52:36.240]   a bunch of classic paintings.
[01:52:36.240 --> 01:52:38.080]   And, and this sold at Christie's.
[01:52:38.080 --> 01:52:39.240]   Are you ready for this?
[01:52:39.240 --> 01:52:45.400]   $432,500.
[01:52:45.400 --> 01:52:47.000]   - PT Barnum is cheering and is good.
[01:52:47.000 --> 01:52:47.840]   (laughing)
[01:52:47.840 --> 01:52:48.960]   - And, and, and, and, and, and,
[01:52:48.960 --> 01:52:49.800]   - Is that what you're saying?
[01:52:49.800 --> 01:52:54.320]   - The developer who, you know, wrote the, the code
[01:52:54.320 --> 01:52:57.000]   and the, the primary algorithms behind that
[01:52:57.000 --> 01:52:59.880]   is as I understand it, didn't get a dime.
[01:52:59.880 --> 01:53:00.720]   - What?
[01:53:01.400 --> 01:53:03.080]   - Why not?
[01:53:03.080 --> 01:53:05.720]   - Well, that's, that's,
[01:53:05.720 --> 01:53:06.560]   - Work for hire?
[01:53:06.560 --> 01:53:08.640]   - That's just $132, $1,000.
[01:53:08.640 --> 01:53:11.160]   - Is it minus Torvalds who did it?
[01:53:11.160 --> 01:53:13.440]   So what we don't know is who bought it,
[01:53:13.440 --> 01:53:16.680]   but it, cause it was an anonymous phone bidder.
[01:53:16.680 --> 01:53:17.960]   - It was Sergei.
[01:53:17.960 --> 01:53:20.120]   - It's, you know what, that's what it is, right?
[01:53:20.120 --> 01:53:24.480]   It's Andy Rubin, he got 90 million from Google, you know.
[01:53:24.480 --> 01:53:26.560]   He probably bought, somebody bought it who said,
[01:53:26.560 --> 01:53:27.400]   "Hey," - And he said
[01:53:27.400 --> 01:53:28.440]   the best that money quick.
[01:53:28.440 --> 01:53:31.440]   - If you're so, if you, if you're so rich,
[01:53:31.440 --> 01:53:34.120]   you know, if you're as rich as Larry Page
[01:53:34.120 --> 01:53:37.080]   or Jeff Bezos, that's $20.
[01:53:37.080 --> 01:53:39.560]   Yeah, I'll lay down $20 to buy, buy that.
[01:53:39.560 --> 01:53:41.840]   I'll have a piece of history.
[01:53:41.840 --> 01:53:42.800]   - The money I'm drunk,
[01:53:42.800 --> 01:53:44.960]   - The company, the company, the buying Christie stuff.
[01:53:44.960 --> 01:53:46.240]   - Part of it, too.
[01:53:46.240 --> 01:53:48.280]   - The perfect punch line for that would have been
[01:53:48.280 --> 01:53:51.720]   if it had, you know, as soon as they hit the gavel
[01:53:51.720 --> 01:53:54.680]   on their zoom down through a shredder.
[01:53:54.680 --> 01:53:55.520]   - Yes.
[01:53:55.520 --> 01:53:57.040]   - Into like the Banksy painting.
[01:53:57.040 --> 01:53:59.840]   - Banksy thing is, it's a surprise.
[01:53:59.840 --> 01:54:01.040]   - So this was a painting,
[01:54:01.040 --> 01:54:02.880]   - This was a painting the Banksy did,
[01:54:02.880 --> 01:54:04.840]   it went for a lot of money.
[01:54:04.840 --> 01:54:06.880]   And as soon as the gavel went down,
[01:54:06.880 --> 01:54:09.480]   there was a shredder built into this surprisingly large frame
[01:54:09.480 --> 01:54:10.800]   and it shredded it.
[01:54:10.800 --> 01:54:14.120]   Now here's my question, did the, the bitter still have to buy it?
[01:54:14.120 --> 01:54:16.480]   - The bitter not only had to buy it,
[01:54:16.480 --> 01:54:20.320]   the bitter wound up with a, a bag of.
[01:54:20.320 --> 01:54:21.440]   - Shredded painting.
[01:54:21.440 --> 01:54:24.520]   - Shredded stuff that was worth 10 times
[01:54:24.520 --> 01:54:26.520]   what he paid for the original piece of art
[01:54:26.520 --> 01:54:29.800]   because it's a Banksy project.
[01:54:29.800 --> 01:54:32.200]   - It's more than, it's more than,
[01:54:32.200 --> 01:54:34.960]   it's performance art, it's more than just,
[01:54:34.960 --> 01:54:40.160]   wait, let me see if I can show this being shredded.
[01:54:40.160 --> 01:54:45.360]   It's more than just the painting now.
[01:54:45.360 --> 01:54:47.480]   It's a shredding.
[01:54:47.480 --> 01:54:51.000]   This is actually them building the frame.
[01:54:51.000 --> 01:54:55.360]   And this is the auction at Sotheby's.
[01:54:55.360 --> 01:54:56.200]   There's the art.
[01:54:56.200 --> 01:54:59.960]   I have that Banksy painting on a magnet.
[01:54:59.960 --> 01:55:01.200]   Hasn't been shredded yet.
[01:55:01.200 --> 01:55:03.680]   Look at it going, man.
[01:55:03.680 --> 01:55:04.960]   The people are going crazy.
[01:55:04.960 --> 01:55:11.920]   Let's jump ahead.
[01:55:11.920 --> 01:55:14.880]   Oh, wait a minute, wait a minute.
[01:55:14.880 --> 01:55:18.240]   So there's the auctioneer.
[01:55:18.240 --> 01:55:19.920]   He lowered the gavel.
[01:55:19.920 --> 01:55:23.440]   People are going, oh my God, it's, it's being shredded.
[01:55:25.360 --> 01:55:27.120]   You're taking it off the wall.
[01:55:27.120 --> 01:55:40.360]   - So, my wish was, I wish they'd just gone one step further
[01:55:40.360 --> 01:55:44.640]   and made the paper canvas or whatever it was on.
[01:55:44.640 --> 01:55:48.560]   Made that like a, something with a half life
[01:55:48.560 --> 01:55:50.840]   of like three days or something.
[01:55:50.840 --> 01:55:53.440]   So you've got this bag of, of.
[01:55:53.440 --> 01:55:55.840]   - I have that burst into the paper.
[01:55:55.840 --> 01:55:58.240]   And then it either bursts into flame
[01:55:58.240 --> 01:56:02.560]   or it disintegrates into a pile of ashes or dust or something.
[01:56:02.560 --> 01:56:05.880]   And basically it just comes down to when you're done,
[01:56:05.880 --> 01:56:06.880]   when you're done with it,
[01:56:06.880 --> 01:56:10.080]   there's this little compressed thing,
[01:56:10.080 --> 01:56:12.960]   a little ball that you can squeeze into
[01:56:12.960 --> 01:56:14.400]   make a diamond out of it.
[01:56:14.400 --> 01:56:16.640]   - The more you destroy it, the more it's worth.
[01:56:16.640 --> 01:56:18.520]   - Yeah, one of this becomes a thing.
[01:56:18.520 --> 01:56:20.840]   It reminds me of those, the Buddhist monks
[01:56:20.840 --> 01:56:23.040]   that they work for, you know.
[01:56:23.040 --> 01:56:26.040]   - Those mandalas, the sand mandalas, they have beautiful.
[01:56:26.040 --> 01:56:29.560]   - For, they'll work for months, you know,
[01:56:29.560 --> 01:56:32.520]   building those, sorry, creating those
[01:56:32.520 --> 01:56:34.960]   and they're just stunning.
[01:56:34.960 --> 01:56:37.960]   And then they get done and they let everybody see it.
