;FFMETADATA1
title=TWiT Episode 23
comment=http://twit.tv/23
album=TWiT September 2005
TYER=2005-09-18
genre=Podcast
artist=Leo Laporte
encoder=Lavf58.76.100
;FFMETADATA1
title=TWiT Episode 23
comment=http://twit.tv/23
album=TWiT September 2005
TYER=2005-09-18
genre=Podcast
artist=Leo Laporte
encoder=Lavf58.76.100



[00:00:00.000 --> 00:00:06.420]   This is Twitch this week in tech episode 23 for September 18 2005
[01:02:18.640 --> 01:02:22.160]   I listen to like dignity and watch command then and and then uh
[01:02:22.160 --> 01:02:23.360]   uh
[01:02:23.360 --> 01:02:26.240]   But then also I uh, I watch you know, I'm from pittsburgh
[01:02:26.240 --> 01:02:30.240]   So there's a stealer podcast that I you know I listen to every week religiously
[01:02:30.240 --> 01:02:33.440]   Get ready. There's a philadelphia eagles one. I do a green bay one. That's funny
[01:02:33.440 --> 01:02:37.760]   We all have our food podcast. That's great because I'm out of pittsburgh and I don't I can't keep up with all the news
[01:02:37.760 --> 01:02:40.880]   You know all I know is that you know the stealers won today 27 to 7
[01:02:40.880 --> 01:02:42.960]   Everybody knows but uh
[01:02:42.960 --> 01:02:44.720]   But um, uh, you know
[01:02:44.720 --> 01:02:47.920]   It's something that I feel totally disconnected from and it's really really great
[01:02:47.920 --> 01:02:52.560]   So that I think is and all of us obviously have different ones that well you're starting to see a few services
[01:02:52.560 --> 01:02:58.640]   Lumiya l o o mia is an interesting one because they're starting to do recommendation engines for podcasts
[01:02:58.640 --> 01:03:04.400]   Uh, you know, we're all essentially competing for drive time. It's drive time. It's exercise time and what else is it?
[01:03:04.400 --> 01:03:06.160]   There's no people don't have enough time, right?
[01:03:06.160 --> 01:03:10.000]   You'll see recommendations sites coming out odeo. I think is going to be doing
[01:03:10.000 --> 01:03:14.640]   What do you know, so I I think that's uh, that's a good way for people to find stuff
[01:03:14.640 --> 01:03:19.920]   I hope somebody perfects that service or a ranking or something just to let you browse what's out there a little easier because
[01:03:20.080 --> 01:03:26.320]   That's one of the curses and benefits of ip media in general is just that too much so many people anybody can do it
[01:03:26.320 --> 01:03:30.400]   Right, it'd be great if people rated it also by i'd love to hear but either I never had to find it
[01:03:30.400 --> 01:03:35.360]   Yeah, it'd be great. It'd be great to also know the the quality of the content and also the quality of the the podcast
[01:03:35.360 --> 01:03:41.040]   I mean does it sound like it was in somebody's closet or does it sound like it is you know rate that rating system using?
[01:03:41.040 --> 01:03:45.120]   Yeah, we have a new on the news thing. We're building. We have three ratings for the podcast
[01:03:45.280 --> 01:03:49.200]   It's the audio quality the content quality and the geekiness
[01:03:49.200 --> 01:03:53.920]   Which is no matter what the topic is how deep is it is it for uh, you know average people or
[01:03:53.920 --> 01:03:56.400]   I like that for people who are way deep in the tech
[01:03:56.400 --> 01:03:58.640]   Yeah, because some of your some of your talks are marketing folks
[01:03:58.640 --> 01:04:04.000]   And I'm less interested in that than if somebody's going to talk about something really deep, but if it goes deep biotech you might say
[01:04:04.000 --> 01:04:09.600]   No, I love that. Do you? Yeah, that's great. You know, I have to steer clear. I'm listening to more and more of that. Yeah
[01:04:09.600 --> 01:04:12.240]   Well, what else do you listen to it? Okay
[01:04:12.240 --> 01:04:17.360]   Uh, there's one. I like that just they only have one episode out right now. It's called the web 2o show
[01:04:17.360 --> 01:04:21.680]   Over over I've listened to it 20 times my favorite podcast
[01:04:21.680 --> 01:04:27.200]   No, it's actually it's quite good these guys just talk about next generation website technologies and know the ajax and like the
[01:04:27.200 --> 01:04:33.520]   By that. Yeah, I've been a little disappointed. There's a there's a pro podcast is a python podcast is a ruby
[01:04:33.520 --> 01:04:37.440]   On rails podcast none of them. It's hard. I guess to do programming
[01:04:37.440 --> 01:04:41.280]   As a podcast man. What do you get to talk about? Yeah, do you listen to the rubies on real?
[01:04:41.280 --> 01:04:44.480]   I haven't heard that one yet. Yeah, it's kind of produced in a tunnel way
[01:04:44.480 --> 01:04:49.280]   You know, it's hard to it's hard to listen when you can't really hear it very well, but uh, yeah
[01:04:49.280 --> 01:04:51.440]   I've been trying and I keep subscribing to it
[01:04:51.440 --> 01:04:56.800]   Because I'm fascinated by this stuff. Yeah, same here the python podcast is is pretty good. There's a cocoa podcast
[01:04:56.800 --> 01:05:00.480]   Uh, where the guy and I think this is one way to do it talks to developers
[01:05:00.480 --> 01:05:04.960]   So interview developers about what they do how they would have what's their you know, what's their workflow and stuff?
[01:05:04.960 --> 01:05:06.960]   It's hard. You can't really say well, you know, okay
[01:05:06.960 --> 01:05:12.240]   Here's a problem when you've got a hook that you're in the you know, and you can't wait you're not gonna talk about that
[01:05:12.240 --> 01:05:14.720]   What do you listen to David? Do you listen to podcast?
[01:05:14.720 --> 01:05:20.080]   Well, I just mentioned like that science Friday one another one that I think I suppose this is credit
[01:05:20.080 --> 01:05:21.600]   This is pretty uh
[01:05:21.600 --> 01:05:26.240]   From from a from a liberal point of view I suppose there's one that's called weekly radio address
[01:05:26.240 --> 01:05:31.520]   I think it's some comedian who decides to do a two-minute a week podcast about two minutes per week
[01:05:31.520 --> 01:05:36.400]   Where he does a mock. I'm George Bush giving the video address. I like that
[01:05:36.960 --> 01:05:40.000]   He's really funny, but uh, I mean again like he's very
[01:05:40.000 --> 01:05:44.400]   A certain type of what's the name of that? You know, I think it's called weekly radio address
[01:05:44.400 --> 01:05:49.120]   I mean if you type in weekly read address podcast bush something like that. Um, I want to hear more comics doing those
[01:05:49.120 --> 01:05:51.760]   There's a few comics doing podcasts that are Dan class does one
[01:05:51.760 --> 01:05:55.840]   Um, but I'd like to hear more. I think that's that's a good me comedy comedy or like
[01:05:55.840 --> 01:06:01.280]   Talking and being funny, you know, you know, I want to hear more radio drama
[01:06:01.280 --> 01:06:03.360]   That's what I'd like to do is uh more more
[01:06:03.920 --> 01:06:07.600]   More theater. We're very curious to see how this martin sergeant podcast goes
[01:06:07.600 --> 01:06:12.720]   You know, he's very funny guy and if it's well produced it could be his it could be a hoot
[01:06:12.720 --> 01:06:15.280]   Yeah, yeah, yeah, do you listen to anything at all?
[01:06:15.280 --> 01:06:20.480]   Robert not enough. Yeah, I mean, I listen to the stuff we do just to you know, check it out
[01:06:20.480 --> 01:06:23.440]   You know, it's funny is the catholic insider you ever listened to that
[01:06:23.440 --> 01:06:28.960]   Because I think he you know, he's a priest and I think he always wanted to be a radio guy because it's really produced
[01:06:28.960 --> 01:06:33.200]   You know, he's got music and he's talking like this and it's really it's fun though. It's quite well done
[01:06:33.200 --> 01:06:37.520]   I think it's it's quite entertaining. The only time I've ever heard a sound scene to her that was actually
[01:06:37.520 --> 01:06:42.400]   entertainee he did one of um, he got some special scoop in the Vatican didn't yeah
[01:06:42.400 --> 01:06:45.280]   He was there during the the the election of the pope and stuff
[01:06:45.280 --> 01:06:50.960]   So, you know, it's that's kind of interesting and it's an example of a niche a real nichey podcast
[01:06:50.960 --> 01:06:54.800]   It actually could be quite well a lot of the catholic church is a really large niche. I mean, it's well
[01:06:54.800 --> 01:06:59.920]   I'm not that interested in the catholic church, but if it's well if it's well done and the guy's kind of interesting
[01:07:00.320 --> 01:07:03.600]   Um, you can make almost anything interesting. I guess that's what you're talking about with a passion
[01:07:03.600 --> 01:07:07.280]   If you have that passion, uh, that comes through and you listen to it
[01:07:07.280 --> 01:07:09.840]   And I'm hoping that you know, we've been talking I mean have your
[01:07:09.840 --> 01:07:13.280]   Kevin's doing one on on, uh, you know, how to do podcasting
[01:07:13.280 --> 01:07:15.840]   We're talking about doing stuff that talks about the technology of it
[01:07:15.840 --> 01:07:20.800]   But also how to fix before yeah in the pixel core of how to use your voice how to do the you know
[01:07:20.800 --> 01:07:26.960]   Do all those pieces because it's something that is really missing. I mean some I mean a lot of podcasts. Hello. This is oh, there's thousands of people
[01:07:28.800 --> 01:07:32.560]   And the funny thing is they're not that bad. They just need a tiny little bit of tweaking
[01:07:32.560 --> 01:07:34.640]   That's all right. Yeah, and I think that yeah
[01:07:34.640 --> 01:07:39.120]   Figure you can run around to be 10 times more excited a little more energy a half an hour before they start the show and then they
[01:07:39.120 --> 01:07:44.560]   That'd be sad. I think if they all talk like this it'll be a lot. They'll make it sound easy. Yeah, everybody should talk like that
[01:07:44.560 --> 01:07:49.680]   That's the key yomping in the morning. I could teach anybody that talk like that
[01:07:49.680 --> 01:07:56.480]   Yeah, how you doing? I'm Alex. I came down from uh, Medford, Oregon. I like your shirt. Thank you. I'm popular in south dakota
[01:07:56.480 --> 01:07:58.480]   I
[01:07:58.480 --> 01:08:04.000]   Was wondering what you guys thought of this I saw this on dig actually the new microsoft max
[01:08:04.000 --> 01:08:07.920]   It's direct. It looks like it's a direct competitor with google spicasa
[01:08:07.920 --> 01:08:14.560]   You heard of that. It must be part of that. Oh, it's microsoft new application. Yeah, it's a video. Are there
[01:08:14.560 --> 01:08:17.520]   When effects and yeah, I did see that
[01:08:17.520 --> 01:08:22.400]   Even looked at the app yet. I have I heard about that. Is it part of the expression package or is something else?
[01:08:22.560 --> 01:08:26.720]   It's a new application that microsoft just launched last it's just it's the pain application, right?
[01:08:26.720 --> 01:08:31.200]   Is that no, it's it's like a photo organization. Yeah, it's like Picasa. You just pulling on your multi-media
[01:08:31.200 --> 01:08:35.120]   I think I dig it for that. I mean if you have a computer just full of
[01:08:35.120 --> 01:08:39.760]   Every image you've taken for the last five years in no particular order. That's what you need
[01:08:39.760 --> 01:08:45.360]   It's a great way to look at a straightening it out and then backing it up. Right. It'll offer to Picasa
[01:08:45.360 --> 01:08:49.760]   You're talking about Picasa. Yeah, look for duplicates eliminate them for you and then let you burn it off to a media
[01:08:49.840 --> 01:08:52.720]   It's beautiful. That's a beautiful thing. Yeah, actually to add to that
[01:08:52.720 --> 01:08:58.160]   I was just wondering what you guys thought about this sort of battle that's going on between google and microsoft and is it gonna come to a head soon?
[01:08:58.160 --> 01:09:03.360]   Doug says google's about to buy yahoo or was it yahoo's about to buy google? No, firstly
[01:09:03.360 --> 01:09:08.080]   Not about it. I don't know as soon as it is. Just remember you heard it on twitter first the google
[01:09:08.080 --> 01:09:10.720]   Yahoo
[01:09:10.720 --> 01:09:15.440]   That would make a giant that's almost that's yeah, that's that's almost an SEC
[01:09:15.440 --> 01:09:19.200]   You know, I mean that's almost like a you know as long as there's microsoft around they'll get away with it
[01:09:19.280 --> 01:09:24.240]   Yeah, exactly. Well, that would be very interesting. I mean really is it's coming down to the big players now
[01:09:24.240 --> 01:09:30.080]   Uh and they're and they're all looking for that kind of domination and it's google. It's yahoo
[01:09:30.080 --> 01:09:35.840]   It's microsoft. There's a microsoft max. Oh, I did I looked at that website. Yeah, I didn't download it though
[01:09:35.840 --> 01:09:38.400]   I'll have to download it. Yeah, I've downloaded it either. What's the what's the ure?
[01:09:38.400 --> 01:09:43.360]   Microsoft dot com slash max. I'm really interested to try I loved Picasa
[01:09:44.320 --> 01:09:49.200]   I can see improvements that could be made and if Microsoft makes a better one like I'll use it
[01:09:49.200 --> 01:09:52.240]   No, they probably had that in the lab
[01:09:52.240 --> 01:09:58.080]   Just sitting on a shelf because they didn't acquire somebody for this no somebody written it and uh and you know
[01:09:58.080 --> 01:10:02.960]   They probably have stuff like that all over the place, right? They bought it for 2.6 billion dollars from no
[01:10:02.960 --> 01:10:06.640]   It was a Skype product
[01:10:06.640 --> 01:10:12.000]   What's your name? I am jesse. I'm here from uh, New York. Hi, Jesse. What brings you out here from New York?
[01:10:12.240 --> 01:10:18.720]   I came for you guys. No, I'm here with my wife on a small vacation. How do you keep your wife from hating geeks? I see you brought her
[01:10:18.720 --> 01:10:25.360]   Yeah, she's back there. She doesn't mind that you geek out, huh? No, I just I just it's a give-and-take situation
[01:10:25.360 --> 01:10:28.320]   You know I let her go shopping for a while and she lets me go shopping for a while
[01:10:28.320 --> 01:10:32.000]   She spent a while in union square. I spent a while in the apple store to work there
[01:10:32.000 --> 01:10:33.840]   That's a good relationship
[01:10:33.840 --> 01:10:40.240]   But I'm wondering what you guys think of mobile computing in the future with Verizon launching their wireless broadband and all these other companies
[01:10:40.960 --> 01:10:46.000]   Trying to push data on you, but it doesn't really seem to be catching nobody's really catching on saying hey, I could buy
[01:10:46.000 --> 01:10:51.200]   A nice cell phone and use the internet anywhere. Where do you guys see it going in the future? Well, I I uh
[01:10:51.200 --> 01:10:56.640]   The big I think that one of the big players is going to be coming out as amped mobile and they're going to be and I talked
[01:10:56.640 --> 01:11:00.400]   I mentioned it I think in the last show and it's not anything like what Verizon has right now
[01:11:00.400 --> 01:11:07.920]   So they took in 67 million dollars in their first round and they they start rolling stuff out in I think October, November
[01:11:08.240 --> 01:11:16.080]   Limited and then the EVDO or it's EVDO. It's what we mentioned is 2.4 megabits per second to the to the phone, but it's going to point four megabits
[01:11:16.080 --> 01:11:22.240]   So that means 30 frames a second to the phone, you know, and you know a really hot interface. It's going to be you know, it's not vcast
[01:11:22.240 --> 01:11:24.000]   It's not what they're doing. It's not what they're doing now
[01:11:24.000 --> 01:11:29.440]   It's it's going to be a completely new, you know process and it's going to I think it's going to really change the way we I mean
[01:11:29.440 --> 01:11:34.480]   I don't like surfing with a phone see I don't know if it's a if that's a good device for surfing
[01:11:34.480 --> 01:11:40.400]   But for watching a little video and the thing is at that rate, I mean they're making deals with you know ESPN with
[01:11:40.400 --> 01:11:45.600]   I could see watching the Steelers game on your phone, right? I totally do it, you know, especially when you're
[01:11:45.600 --> 01:11:48.960]   That I have a modem with my PC though. What can I use that as a modem for my notebook?
[01:11:48.960 --> 01:11:51.360]   I don't think so. I think that that's always the yes
[01:11:51.360 --> 01:11:54.960]   I get 2.4 megabits my phone, but I mean there's a lot of times like when I'm sitting there
[01:11:54.960 --> 01:11:59.040]   I want 2.4 megabits to hear right. Yeah, I mean this is a great device
[01:11:59.040 --> 01:12:02.160]   I mean if you get Wi-Fi if you get enough bandwidth in your cell network
[01:12:02.160 --> 01:12:06.480]   I can receive 2.4 megabits my notebook with a USB cable or then on behalf of more folks
[01:12:06.480 --> 01:12:10.800]   They're doing that and they're doing that right now if you in the EVDO markets
[01:12:10.800 --> 01:12:12.880]   You can buy a PC card with an antenna, right?
[01:12:12.880 --> 01:12:19.120]   And you have access you have full access to the EVDO network it. I don't know if it's that fast, but do you know it's good
[01:12:19.120 --> 01:12:25.360]   It's ISDN or better. I'll try to find out from them. I think that's a Verizon selling right now in LA
[01:12:25.360 --> 01:12:28.160]   You could buy that car. Yeah, but I think soon here by the way
[01:12:28.160 --> 01:12:34.560]   When you look at companies like ESPN is probably right on the front edge of a lot of how do we use our media in every possible way known to man
[01:12:34.560 --> 01:12:38.080]   You know and I think that yeah, they're good at that. They even got stores
[01:12:38.080 --> 01:12:40.560]   I always thought we should have a tech TV store
[01:12:40.560 --> 01:12:45.200]   They have stores that have restaurants. No, they have they're not even stores or restaurants
[01:12:45.200 --> 01:12:50.320]   They're amusement centers. They've got games. They've got TVs. They've got
[01:12:50.320 --> 01:12:56.640]   Full HD bar. It's the yes, it's a sports zone. They call it credible. There's one in Disneyland
[01:12:56.640 --> 01:13:01.920]   There's one in school. It's one of Vegas. Yeah, but I mean that's a perfect example of if I could see highlights
[01:13:01.920 --> 01:13:06.560]   For me of the Steelers on myself. That's a great mark. I'd be I'd be all over that
[01:13:06.560 --> 01:13:08.560]   And there's a lot of times
[01:13:08.560 --> 01:13:10.960]   I mean I do want to be able to connect it to my to my computer
[01:13:10.960 --> 01:13:15.120]   But I also there's sometimes like when I when I want to watch like I end up watching movies on
[01:13:15.120 --> 01:13:20.320]   I just got my finally got a PSP, you know the Sony PSP and uh
[01:13:20.320 --> 01:13:25.120]   And I watch movies while I'm standing in line for like when I'm on flights when I'm standing in the
[01:13:25.600 --> 01:13:30.160]   The really really long line at SFO to get on my flight. Uh, I sit there and I'm just watching my
[01:13:30.160 --> 01:13:32.720]   How long I take you get them on the umd format
[01:13:32.720 --> 01:13:40.000]   Okay, you use it. You get as a web browser and you you download it get content to the internet. Oh, there's a lot of
[01:13:40.000 --> 01:13:42.240]   Yeah, something like that. Yes, so
[01:13:42.240 --> 01:13:46.080]   Has anybody yet cracked the PSP in terms of being able to use the full resolution for your own
[01:13:46.080 --> 01:13:48.880]   The HD H264 there's a lot of people working on it
[01:13:48.880 --> 01:13:52.080]   But I don't think it's there's some it's some wanky version of H264
[01:13:52.080 --> 01:13:54.560]   So right now you have to use the mpeg
[01:13:54.800 --> 01:13:59.040]   Uh mpeg 4 you can you can get you can put it on the memory state, but you don't get the full resolution
[01:13:59.040 --> 01:14:00.720]   Yeah, you don't get the full resolution, but they're
[01:14:00.720 --> 01:14:05.280]   Someone's gonna figure it out. I mean all it is is a retool h2. They've hacked the umd
[01:14:05.280 --> 01:14:08.080]   It can't be much longer before they figure out how to get full res out
[01:14:08.080 --> 01:14:13.200]   I mean generally the one thing to be careful of with your PSP is almost every update to the operating system. It's security
[01:14:13.200 --> 01:14:17.600]   Yes, all it is. They're not improving one five anything on it. All they're doing is making it
[01:14:17.600 --> 01:14:21.760]   Well, they have a browser and all that's better stuff. Yeah, that's it's a way to
[01:14:22.320 --> 01:14:26.000]   Oh, though all the point all the one point which is a little fix. It's just break
[01:14:26.000 --> 01:14:30.960]   Right break all the things you act all the cool things that we did. Yeah, you know next week
[01:14:30.960 --> 01:14:35.120]   Jen cutter will be on the show a little bit talking about that she hacked my uh
[01:14:35.120 --> 01:14:40.160]   Sony PSP and uh, we'll talk a little bit about that amber McCarthy's coming down to from toronto
[01:14:40.160 --> 01:14:44.480]   To visit us she'll be on the show and I trust you all will be back. Don't come back anytime
[01:14:44.480 --> 01:14:49.280]   We'd love to have you back. I need the exercise. It's only a mile and the beer is free in the peanuts
[01:14:49.280 --> 01:14:53.600]   Well, we'll charge you for those, but that's all right. Uh, all the pocket protectors. You can carry home
[01:14:53.600 --> 01:14:57.680]   I want to thank everybody for showing up here. I also want to thank america online
[01:14:57.680 --> 01:15:00.800]   radio for providing us with the bandwidth at podcasting
[01:15:00.800 --> 01:15:05.760]   Uh dot aol.com or i something like that a wall music dot com. I will get you there
[01:15:05.760 --> 01:15:08.160]   Uh with a new pod scope at her face
[01:15:08.160 --> 01:15:13.920]   Alex lensia pixel core. Thank you for bringing your crew out here. It's my pleasure. I can't wait to see this video
[01:15:13.920 --> 01:15:16.800]   This was on one day's notice so they all kind of they it was amazing
[01:15:17.120 --> 01:15:22.080]   To have this in toronto on on Friday night and uh here they are so i'm
[01:15:22.080 --> 01:15:25.040]   I'm pretty pretty excited about it. We're hoping to uh, this is the first round
[01:15:25.040 --> 01:15:27.840]   We'll keep on playing with it trying to and we'll see how this one turns out
[01:15:27.840 --> 01:15:33.040]   Um, but we'll keep on playing with it and see how it turns. I'm gonna send this edition to ashley twit to get debuzzed
[01:15:33.040 --> 01:15:35.920]   Do do a good job of debuzzing the last one. We still have a little buzz in here
[01:15:35.920 --> 01:15:40.960]   I don't know where that's coming from and I really want to thank that I don't know we have 60 or 70 people here
[01:15:40.960 --> 01:15:42.960]   I really want to thank you all for being here
[01:15:42.960 --> 01:15:46.480]   It's kind of staring
[01:15:46.720 --> 01:15:48.720]   It's kind of scary
[01:15:48.720 --> 01:15:51.760]   Robert here on dave at trager kevin rose dug k
[01:15:51.760 --> 01:15:55.040]   Axel axel linsey
[01:15:55.040 --> 01:15:58.160]   That's good. You said we'll do ragging you could yeah
[01:15:58.160 --> 01:16:03.760]   Call it getting a guy named flea and you'd be said i'm leo la porta. Thank you very much for joining us
[01:16:03.760 --> 01:16:06.640]   We'll see you next week another twit is in the can
[01:16:06.640 --> 01:16:09.760]   Thank you everybody
[01:16:09.760 --> 01:16:17.920]   Around the morning
[01:16:17.920 --> 01:16:30.320]   Around the morning
[01:16:30.320 --> 01:16:32.720]   All right
[01:16:32.720 --> 01:16:35.520]   I should have paid attention. I don't know what i'm gonna do too much work
[01:16:35.600 --> 01:16:39.840]   The problem is there's no limit my servers completely collapsed. So here's the deal
[01:16:39.840 --> 01:16:44.880]   I'm just trying to get the thing off, but I have a hell of a time when blue screens like forget it
[01:16:44.880 --> 01:16:47.120]   I'm killing you
[01:16:47.120 --> 01:16:52.640]   Around the morning
[01:16:52.640 --> 01:16:57.280]   Do on the twit all right
[01:16:57.280 --> 01:16:59.920]   Baby
[01:16:59.920 --> 01:17:02.720]   Do on the twit baby
[01:17:02.720 --> 01:17:04.720]   Do on the twit all right
[01:17:04.720 --> 01:17:06.720]   Do on the twit baby
[01:17:06.720 --> 01:17:08.720]   Do on the twit all right
[01:17:08.720 --> 01:17:10.720]   Do on the twit baby
[01:17:10.720 --> 01:17:12.720]   Do on the twit all right
[01:17:12.720 --> 01:17:14.720]   Do on the twit baby
[01:17:14.720 --> 01:17:16.720]   Let's go round
[01:17:16.720 --> 01:17:18.720]   Let's go round
[01:17:18.720 --> 01:17:24.720]   Around the morning
[01:17:24.720 --> 01:17:28.720]   All right
[01:17:28.720 --> 01:17:32.720]   P.S. 3 and held device from raster
[01:17:32.720 --> 01:17:34.240]   megabyte
[01:17:34.240 --> 01:17:36.240]   Sit phone back at the anti-virus
[01:17:36.240 --> 01:17:40.400]   Microsoft M3 service park one service pack two service back to
[01:17:40.400 --> 01:17:42.400]   Let's grant that fire wall
[01:17:42.400 --> 01:17:52.000]   Do on the twit do on the twit all right
[01:17:52.000 --> 01:17:54.640]   Do on the twit baby
[01:17:54.640 --> 01:17:56.640]   Do on the twit all right
[01:17:56.640 --> 01:17:58.640]   Do on the twit baby
[01:17:58.640 --> 01:18:00.640]   Do on the twit you're right
[01:18:00.640 --> 01:18:02.640]   Do on the twit baby
[01:18:02.640 --> 01:18:04.640]   Do on the twit baby
[01:18:04.640 --> 01:18:06.640]   Do on the twit all right
[01:18:06.640 --> 01:18:08.640]   Do on the twit baby
[01:18:08.640 --> 01:18:10.640]   Do on the twit all right
[01:18:10.640 --> 01:18:12.640]   Do on the twit baby
[01:18:12.640 --> 01:18:14.640]   Do on the twit baby
[01:18:14.640 --> 01:18:16.640]   Do on the twit baby
[01:18:16.640 --> 01:18:18.640]   Do on the twit baby
[01:18:18.640 --> 01:18:20.640]   Do on the twit baby
[01:18:20.640 --> 01:18:22.640]   Do on the twit baby
[01:18:22.640 --> 01:18:24.640]   Do on the twit baby
[01:18:24.640 --> 01:18:26.640]   Do on the twit baby
[01:18:26.640 --> 01:18:28.640]   Do on the twit baby
[01:18:28.640 --> 01:18:30.640]   Do on the twit baby
[01:18:30.640 --> 01:18:32.640]   Do on the twit baby
[01:18:32.640 --> 01:18:34.640]   Do on the twit baby
[01:18:34.640 --> 01:18:36.640]   Do on the twit baby
[01:18:36.640 --> 01:18:38.640]   Do on the twit baby
[01:18:38.640 --> 01:18:40.640]   Do on the twit baby
[01:18:40.640 --> 01:18:42.640]   Do on the twit baby
[01:18:42.640 --> 01:18:44.640]   Round the horn
[01:18:44.640 --> 01:18:46.640]   Do on the twit
[01:18:46.640 --> 01:18:48.640]   Do on the twit all right
[01:18:48.640 --> 01:18:50.640]   Do on the twit baby
[01:18:50.640 --> 01:18:52.640]   Do on the twit baby
[01:18:52.640 --> 01:18:54.640]   Do on the twit baby
[01:18:54.640 --> 01:18:56.640]   Do on the twit baby
[01:18:56.640 --> 01:18:58.640]   Do on the twit baby
[01:18:58.640 --> 01:19:00.640]   Do on the twit baby
[01:19:00.640 --> 01:19:02.640]   Do on the twit baby
[01:19:02.640 --> 01:19:04.640]   Do on the twit baby
[01:19:04.640 --> 01:19:06.640]   Do on the twit baby
[01:19:06.640 --> 01:19:08.640]   Do on the twit baby
[01:19:08.640 --> 01:19:10.640]   Do on the twit baby
[01:19:10.640 --> 01:19:12.640]   Do on the twit baby
[01:19:12.640 --> 01:19:14.640]   Do on the twit baby
[01:19:14.640 --> 01:19:16.640]   Do on the twit baby
[01:19:16.640 --> 01:19:18.640]   Do on the twit baby
[01:19:18.640 --> 01:19:20.640]   Do on the twit baby
[01:19:20.640 --> 01:19:22.640]   Do on the twit baby

