
[00:00:00.000 --> 00:00:01.180]   (upbeat music)
[01:54:31.060 --> 01:54:32.060]   They were doing it.
[01:54:32.060 --> 01:54:33.060]   They were doing it.
[01:54:33.060 --> 01:54:34.060]   They were doing it.
[01:54:34.060 --> 01:54:35.060]   They were doing it.
[01:54:35.060 --> 01:54:36.060]   They were doing it.
[01:54:36.060 --> 01:54:37.060]   They were doing it.
[01:54:37.060 --> 01:54:38.060]   They were doing it.
[01:54:38.060 --> 01:54:39.060]   They were doing it.
[01:54:39.060 --> 01:54:40.060]   They were doing it.
[01:54:40.060 --> 01:54:41.060]   They were doing it.
[01:54:41.060 --> 01:54:42.060]   They were doing it.
[01:54:42.060 --> 01:54:43.060]   They were doing it.
[01:54:43.060 --> 01:54:44.060]   They were doing it.
[01:54:44.060 --> 01:54:45.060]   They were doing it.
[01:54:45.060 --> 01:54:46.060]   They were doing it.
[01:54:46.060 --> 01:54:47.060]   They were doing it.
[01:54:47.060 --> 01:54:48.060]   They were doing it.
[01:54:48.060 --> 01:54:49.060]   They were doing it.
[01:54:49.060 --> 01:54:50.060]   They were doing it.
[01:54:50.060 --> 01:54:51.060]   They were doing it.
[01:54:51.060 --> 01:54:52.060]   They were doing it.
[01:54:52.060 --> 01:54:53.060]   They were doing it.
[01:54:53.060 --> 01:54:54.060]   They were doing it.
[01:54:54.060 --> 01:54:55.060]   They were doing it.
[01:54:55.060 --> 01:54:56.060]   They were doing it.
[01:54:56.060 --> 01:54:57.060]   They were doing it.
[01:54:57.060 --> 01:54:58.060]   They were doing it.
[01:54:58.060 --> 01:54:59.060]   They were doing it.
[01:54:59.060 --> 01:55:00.060]   They were doing it.
[01:55:00.060 --> 01:55:01.060]   They were doing it.
[01:55:01.060 --> 01:55:02.060]   They were doing it.
[01:55:02.060 --> 01:55:03.060]   They were doing it.
[01:55:03.060 --> 01:55:04.060]   They were doing it.
[01:55:04.060 --> 01:55:05.060]   They were doing it.
[01:55:05.060 --> 01:55:06.060]   They were doing it.
[01:55:06.060 --> 01:55:07.060]   They were doing it.
[01:55:07.060 --> 01:55:08.060]   They were doing it.
[01:55:08.060 --> 01:55:09.060]   They were doing it.
[01:55:09.060 --> 01:55:10.060]   They were doing it.
[01:55:10.060 --> 01:55:11.060]   They were doing it.
[01:55:11.060 --> 01:55:12.060]   They were doing it.
[01:55:12.060 --> 01:55:13.060]   They were doing it.
[01:55:13.060 --> 01:55:14.060]   They were doing it.
[01:55:14.060 --> 01:55:15.060]   They were doing it.
[01:55:15.060 --> 01:55:16.060]   They were doing it.
[01:55:16.060 --> 01:55:17.060]   They were doing it.
[01:55:17.060 --> 01:55:18.060]   They were doing it.
[01:55:18.060 --> 01:55:19.060]   They were doing it.
[01:55:19.060 --> 01:55:20.060]   They were doing it.
[01:55:20.060 --> 01:55:21.060]   They were doing it.
[01:55:21.060 --> 01:55:22.060]   They were doing it.
[01:55:22.060 --> 01:55:23.060]   They were doing it.
[01:55:23.060 --> 01:55:24.060]   They were doing it.
[01:55:24.060 --> 01:55:25.060]   They were doing it.
[01:55:25.060 --> 01:55:26.060]   They were doing it.
[01:55:26.060 --> 01:55:27.060]   They were doing it.
[01:55:27.060 --> 01:55:28.060]   They were doing it.
[01:55:28.060 --> 01:55:29.060]   They were doing it.
[01:55:29.060 --> 01:55:30.060]   They were doing it.
[01:55:30.060 --> 01:55:31.060]   They were doing it.
[01:55:31.060 --> 01:55:32.060]   They were doing it.
[01:55:32.060 --> 01:55:33.060]   They were doing it.
[01:55:33.060 --> 01:55:34.060]   They were doing it.
[01:55:34.060 --> 01:55:35.060]   They were doing it.
[01:55:35.060 --> 01:55:36.060]   They were doing it.
[01:55:36.060 --> 01:55:37.060]   They were doing it.
[01:55:37.060 --> 01:55:38.060]   They were doing it.
[01:55:38.060 --> 01:55:39.060]   They were doing it.
[01:55:39.060 --> 01:55:40.060]   They were doing it.
[01:55:40.060 --> 01:55:41.060]   They were doing it.
[01:55:41.060 --> 01:55:42.060]   They were doing it.
[01:55:42.060 --> 01:55:43.060]   They were doing it.
[01:55:43.060 --> 01:55:44.060]   They were doing it.
[01:55:44.060 --> 01:55:45.060]   They were doing it.
[01:55:45.060 --> 01:55:46.060]   They were doing it.
[01:55:46.060 --> 01:55:47.060]   They were doing it.
[01:55:47.060 --> 01:55:48.060]   They were doing it.
[01:55:48.060 --> 01:55:49.060]   They were doing it.
[01:55:49.060 --> 01:55:50.060]   They were doing it.
[01:55:50.060 --> 01:55:51.060]   They were doing it.
[01:55:51.060 --> 01:55:52.060]   They were doing it.
[01:55:52.060 --> 01:55:53.060]   They were doing it.
[01:55:53.060 --> 01:55:54.060]   They were doing it.
[01:55:54.060 --> 01:55:55.060]   They were doing it.
[01:55:55.060 --> 01:55:56.060]   They were doing it.
[01:55:56.060 --> 01:55:57.060]   They were doing it.
[01:55:57.060 --> 01:55:58.060]   They were doing it.
[01:55:58.060 --> 01:55:59.060]   They were doing it.
[01:55:59.060 --> 01:56:00.060]   They were doing it.
[01:56:00.060 --> 01:56:01.060]   They were doing it.
[01:56:01.060 --> 01:56:02.060]   They were doing it.
[01:56:02.060 --> 01:56:03.060]   They were doing it.
[01:56:03.060 --> 01:56:04.060]   They were doing it.
[01:56:04.060 --> 01:56:05.060]   They were doing it.
[01:56:05.060 --> 01:56:06.060]   They were doing it.
[01:56:06.060 --> 01:56:07.060]   They were doing it.
[01:56:07.060 --> 01:56:08.060]   They were doing it.
[01:56:08.060 --> 01:56:09.060]   They were doing it.
[01:56:09.060 --> 01:56:10.060]   They were doing it.
[01:56:10.060 --> 01:56:11.060]   They were doing it.
[01:56:11.060 --> 01:56:12.060]   They were doing it.
[01:56:12.060 --> 01:56:13.060]   They were doing it.
[01:56:13.060 --> 01:56:14.060]   They were doing it.
[01:56:14.060 --> 01:56:15.060]   They were doing it.
[01:56:15.060 --> 01:56:16.060]   They were doing it.
[01:56:16.060 --> 01:56:17.060]   They were doing it.
[01:56:17.060 --> 01:56:18.060]   They were doing it.
[01:56:18.060 --> 01:56:19.060]   They were doing it.
[01:56:19.060 --> 01:56:20.060]   They were doing it.
[01:56:20.060 --> 01:56:21.060]   They were doing it.
[01:56:21.060 --> 01:56:22.060]   They were doing it.
[01:56:22.060 --> 01:56:23.060]   They were doing it.
[01:56:23.060 --> 01:56:24.060]   They were doing it.
[01:56:24.060 --> 01:56:25.060]   They were doing it.
[01:56:25.060 --> 01:56:26.060]   They were doing it.
[01:56:26.060 --> 01:56:27.060]   They were doing it.
[01:56:27.060 --> 01:56:28.060]   They were doing it.
[01:56:28.060 --> 01:56:29.060]   They were doing it.
[01:56:29.060 --> 01:56:30.060]   They were doing it.
[01:56:30.060 --> 01:56:31.060]   They were doing it.
[01:56:31.060 --> 01:56:32.060]   They were doing it.
[01:56:32.060 --> 01:56:33.060]   They were doing it.
[01:56:33.060 --> 01:56:34.060]   They were doing it.
[01:56:34.060 --> 01:56:35.060]   They were doing it.
[01:56:35.060 --> 01:56:36.060]   They were doing it.
[01:56:36.060 --> 01:56:37.060]   They were doing it.
[01:56:37.060 --> 01:56:38.060]   They were doing it.
[01:56:38.060 --> 01:56:39.060]   They were doing it.
[01:56:39.060 --> 01:56:40.060]   They were doing it.
[01:56:40.060 --> 01:56:41.060]   They were doing it.
[01:56:41.060 --> 01:56:42.060]   They were doing it.
[01:56:42.060 --> 01:56:43.060]   They were doing it.
[01:56:43.060 --> 01:56:44.060]   They were doing it.
[01:56:44.060 --> 01:56:45.060]   They were doing it.
[01:56:45.060 --> 01:56:46.060]   They were doing it.
[01:56:46.060 --> 01:56:47.060]   They were doing it.
[01:56:47.060 --> 01:56:48.060]   They were doing it.
[01:56:48.060 --> 01:56:49.060]   They were doing it.
[01:56:49.060 --> 01:56:50.060]   They were doing it.
[01:56:50.060 --> 01:56:51.060]   They were doing it.
[01:56:51.060 --> 01:56:52.060]   They were doing it.
[01:56:52.060 --> 01:56:53.060]   They were doing it.
[01:56:53.060 --> 01:56:54.060]   They were doing it.
[01:56:54.060 --> 01:56:55.060]   They were doing it.
[01:56:55.060 --> 01:56:56.060]   They were doing it.
[01:56:56.060 --> 01:56:57.060]   They were doing it.
[01:56:57.060 --> 01:56:58.060]   They were doing it.
[01:56:58.060 --> 01:56:59.060]   They were doing it.
[01:56:59.060 --> 01:57:00.060]   They were doing it.
[01:57:00.060 --> 01:57:01.060]   They were doing it.
[01:57:01.060 --> 01:57:02.060]   They were doing it.
[01:57:02.060 --> 01:57:03.060]   They were doing it.
[01:57:03.060 --> 01:57:04.060]   They were doing it.
[01:57:04.060 --> 01:57:05.060]   They were doing it.
[01:57:05.060 --> 01:57:06.060]   They were doing it.
[01:57:06.060 --> 01:57:07.060]   They were doing it.
[01:57:07.060 --> 01:57:08.060]   They were doing it.
[01:57:08.060 --> 01:57:09.060]   They were doing it.
[01:57:09.060 --> 01:57:10.060]   They were doing it.
[01:57:10.060 --> 01:57:11.060]   They were doing it.
[01:57:11.060 --> 01:57:12.060]   They were doing it.
[01:57:12.060 --> 01:57:13.060]   They were doing it.
[01:57:13.060 --> 01:57:14.060]   They were doing it.
[01:57:14.060 --> 01:57:15.060]   They were doing it.
[01:57:15.060 --> 01:57:16.060]   They were doing it.
[01:57:16.060 --> 01:57:17.060]   They were doing it.
[01:57:17.060 --> 01:57:18.060]   They were doing it.
[01:57:18.060 --> 01:57:19.060]   They were doing it.
[01:57:19.060 --> 01:57:20.060]   They were doing it.
[01:57:20.060 --> 01:57:21.060]   They were doing it.
[01:57:21.060 --> 01:57:22.060]   They were doing it.
[01:57:22.060 --> 01:57:23.060]   They were doing it.
[01:57:23.060 --> 01:57:24.060]   They were doing it.
[01:57:24.060 --> 01:57:25.060]   They were doing it.
[01:57:25.060 --> 01:57:26.060]   They were doing it.
[01:57:26.060 --> 01:57:27.060]   They were doing it.
[01:57:27.060 --> 01:57:28.060]   They were doing it.
[01:57:28.060 --> 01:57:29.060]   They were doing it.
[01:57:29.060 --> 01:57:30.060]   They were doing it.
[01:57:30.060 --> 01:57:31.060]   They were doing it.
[01:57:31.060 --> 01:57:32.060]   They were doing it.
[01:57:32.060 --> 01:57:33.060]   They were doing it.
[01:57:33.060 --> 01:57:34.060]   They were doing it.
[01:57:34.060 --> 01:57:35.060]   They were doing it.
[01:57:35.060 --> 01:57:36.060]   They were doing it.
[01:57:36.060 --> 01:57:37.060]   They were doing it.
[01:57:37.060 --> 01:57:38.060]   They were doing it.
[01:57:38.060 --> 01:57:39.060]   They were doing it.
[01:57:39.060 --> 01:57:40.060]   They were doing it.
[01:57:40.060 --> 01:57:41.060]   They were doing it.
[01:57:41.060 --> 01:57:42.060]   They were doing it.
[01:57:42.060 --> 01:57:43.060]   They were doing it.
[01:57:43.060 --> 01:57:44.060]   They were doing it.
[01:57:44.060 --> 01:57:45.060]   They were doing it.
[01:57:45.060 --> 01:57:46.060]   They were doing it.
[01:57:46.060 --> 01:57:47.060]   They were doing it.
[01:57:47.060 --> 01:57:48.060]   They were doing it.
[01:57:48.060 --> 01:57:49.060]   They were doing it.
[01:57:49.060 --> 01:57:50.060]   They were doing it.
[01:57:50.060 --> 01:57:51.060]   They were doing it.
[01:57:51.060 --> 01:57:52.060]   They were doing it.
[01:57:52.060 --> 01:57:53.060]   They were doing it.
[01:57:53.060 --> 01:57:54.060]   They were doing it.
[01:57:54.060 --> 01:57:55.060]   They were doing it.
[01:57:55.060 --> 01:57:56.060]   They were doing it.
[01:57:56.060 --> 01:57:57.060]   They were doing it.
[01:57:57.060 --> 01:57:58.060]   They were doing it.
[01:57:58.060 --> 01:57:59.060]   They were doing it.
[01:57:59.060 --> 01:58:00.060]   They were doing it.
[01:58:00.060 --> 01:58:01.060]   They were doing it.
[01:58:01.060 --> 01:58:02.060]   They were doing it.
[01:58:02.060 --> 01:58:03.060]   They were doing it.
[01:58:03.060 --> 01:58:04.060]   They were doing it.
[01:58:04.060 --> 01:58:05.060]   They were doing it.
[01:58:05.060 --> 01:58:06.060]   They were doing it.
[01:58:06.060 --> 01:58:07.060]   They were doing it.
[01:58:07.060 --> 01:58:08.060]   They were doing it.
[01:58:08.060 --> 01:58:09.060]   They were doing it.
[01:58:09.060 --> 01:58:10.060]   They were doing it.
[01:58:10.060 --> 01:58:11.060]   They were doing it.
[01:58:11.060 --> 01:58:12.060]   They were doing it.
[01:58:12.060 --> 01:58:13.060]   They were doing it.
[01:58:13.060 --> 01:58:14.060]   They were doing it.
[01:58:14.060 --> 01:58:15.060]   They were doing it.
[01:58:15.060 --> 01:58:16.060]   They were doing it.
[01:58:16.060 --> 01:58:17.060]   They were doing it.
[01:58:17.060 --> 01:58:18.060]   They were doing it.
[01:58:18.060 --> 01:58:19.060]   They were doing it.
[01:58:19.060 --> 01:58:20.060]   They were doing it.
[01:58:20.060 --> 01:58:21.060]   They were doing it.
[01:58:21.060 --> 01:58:22.060]   They were doing it.
[01:58:22.060 --> 01:58:23.060]   They were doing it.
[01:58:23.060 --> 01:58:24.060]   They were doing it.
[01:58:24.060 --> 01:58:25.060]   They were doing it.
[01:58:25.060 --> 01:58:26.060]   They were doing it.
[01:58:26.060 --> 01:58:27.060]   They were doing it.
[01:58:27.060 --> 01:58:28.060]   They were doing it.
[01:58:28.060 --> 01:58:29.060]   They were doing it.
[01:58:29.060 --> 01:58:30.060]   They were doing it.
[01:58:30.060 --> 01:58:31.060]   They were doing it.
[01:58:31.060 --> 01:58:32.060]   They were doing it.
[01:58:32.060 --> 01:58:33.060]   They were doing it.
[01:58:33.060 --> 01:58:34.060]   They were doing it.
[01:58:34.060 --> 01:58:35.060]   They were doing it.
[01:58:35.060 --> 01:58:36.060]   They were doing it.
[01:58:36.060 --> 01:58:37.060]   They were doing it.
[01:58:37.060 --> 01:58:38.060]   They were doing it.
[01:58:38.060 --> 01:58:39.060]   They were doing it.
[01:58:39.060 --> 01:58:40.060]   They were doing it.
[01:58:40.060 --> 01:58:41.060]   They were doing it.
[01:58:41.060 --> 01:58:42.060]   They were doing it.
[01:58:42.060 --> 01:58:43.060]   They were doing it.
[01:58:43.060 --> 01:58:44.060]   They were doing it.
[01:58:44.060 --> 01:58:45.060]   They were doing it.
[01:58:45.060 --> 01:58:46.060]   They were doing it.
[01:58:46.060 --> 01:58:47.060]   They were doing it.
[01:58:47.060 --> 01:58:48.060]   They were doing it.
[01:58:48.060 --> 01:58:49.060]   They were doing it.
[01:58:49.060 --> 01:58:50.060]   They were doing it.
[01:58:50.060 --> 01:58:51.060]   They were doing it.
[01:58:51.060 --> 01:58:52.060]   They were doing it.
[01:58:52.060 --> 01:58:53.060]   They were doing it.
[01:58:53.060 --> 01:58:54.060]   They were doing it.
[01:58:54.060 --> 01:58:55.060]   They were doing it.
[01:58:55.060 --> 01:58:56.060]   They were doing it.
[01:58:56.060 --> 01:58:57.060]   They were doing it.
[01:58:57.060 --> 01:58:58.060]   They were doing it.
[01:58:58.060 --> 01:58:59.060]   They were doing it.
[01:58:59.060 --> 01:59:00.060]   They were doing it.
[01:59:00.060 --> 01:59:01.060]   They were doing it.
[01:59:01.060 --> 01:59:02.060]   They were doing it.
[01:59:02.060 --> 01:59:03.060]   They were doing it.
[01:59:03.060 --> 01:59:04.060]   They were doing it.
[01:59:04.060 --> 01:59:05.060]   They were doing it.
[01:59:05.060 --> 01:59:06.060]   They were doing it.
[01:59:06.060 --> 01:59:07.060]   They were doing it.
[01:59:07.060 --> 01:59:08.060]   They were doing it.
[01:59:08.060 --> 01:59:09.060]   They were doing it.
[01:59:09.060 --> 01:59:10.060]   They were doing it.
[01:59:10.060 --> 01:59:11.060]   They were doing it.
[01:59:11.060 --> 01:59:12.060]   They were doing it.
[01:59:12.060 --> 01:59:13.060]   They were doing it.
[01:59:13.060 --> 01:59:14.060]   They were doing it.
[01:59:14.060 --> 01:59:15.060]   They were doing it.
[01:59:15.060 --> 01:59:16.060]   They were doing it.
[01:59:16.060 --> 01:59:17.060]   They were doing it.
[01:59:17.060 --> 01:59:18.060]   They were doing it.
[01:59:18.060 --> 01:59:19.060]   They were doing it.
[01:59:19.060 --> 01:59:20.060]   They were doing it.
[01:59:20.060 --> 01:59:21.060]   They were doing it.
[01:59:21.060 --> 01:59:22.060]   They were doing it.
[01:59:22.060 --> 01:59:23.060]   They were doing it.
[01:59:23.060 --> 01:59:24.060]   They were doing it.
[01:59:24.060 --> 01:59:25.060]   They were doing it.
[01:59:25.060 --> 01:59:26.060]   They were doing it.
[01:59:26.060 --> 01:59:27.060]   They were doing it.
[01:59:27.060 --> 01:59:28.060]   They were doing it.
[01:59:28.060 --> 01:59:29.060]   They were doing it.
[01:59:29.060 --> 01:59:30.060]   They were doing it.
[01:59:30.060 --> 01:59:31.060]   They were doing it.
[01:59:31.060 --> 01:59:32.060]   They were doing it.
[01:59:32.060 --> 01:59:33.060]   They were doing it.
[01:59:33.060 --> 01:59:34.060]   They were doing it.
[01:59:34.060 --> 01:59:35.060]   They were doing it.
[01:59:35.060 --> 01:59:36.060]   They were doing it.
[01:59:36.060 --> 01:59:37.060]   They were doing it.
[01:59:37.060 --> 01:59:38.060]   They were doing it.
[01:59:38.060 --> 01:59:39.060]   They were doing it.
[01:59:39.060 --> 01:59:40.060]   They were doing it.
[01:59:40.060 --> 01:59:41.060]   They were doing it.
[01:59:41.060 --> 01:59:42.060]   They were doing it.
[01:59:42.060 --> 01:59:43.060]   They were doing it.
[01:59:43.060 --> 01:59:44.060]   They were doing it.
[01:59:44.060 --> 01:59:45.060]   They were doing it.
[01:59:45.060 --> 01:59:46.060]   They were doing it.
[01:59:46.060 --> 01:59:47.060]   They were doing it.
[01:59:47.060 --> 01:59:48.060]   They were doing it.
[01:59:48.060 --> 01:59:49.060]   They were doing it.
[01:59:49.060 --> 01:59:50.060]   They were doing it.
[01:59:50.060 --> 01:59:51.060]   They were doing it.
[01:59:51.060 --> 01:59:52.060]   They were doing it.
[01:59:52.060 --> 01:59:53.060]   They were doing it.
[01:59:53.060 --> 01:59:54.060]   They were doing it.
[01:59:54.060 --> 01:59:55.060]   They were doing it.
[01:59:55.060 --> 01:59:56.060]   They were doing it.
[01:59:56.060 --> 01:59:57.060]   They were doing it.
[01:59:57.060 --> 01:59:58.060]   They were doing it.
[01:59:58.060 --> 01:59:59.060]   They were doing it.
[01:59:59.060 --> 02:00:00.060]   They were doing it.
[02:00:00.060 --> 02:00:01.060]   They were doing it.
[02:00:01.060 --> 02:00:02.060]   They were doing it.
[02:00:02.060 --> 02:00:03.060]   They were doing it.
[02:00:03.060 --> 02:00:04.060]   They were doing it.
[02:00:04.060 --> 02:00:05.060]   They were doing it.
[02:00:05.060 --> 02:00:06.060]   They were doing it.
[02:00:06.060 --> 02:00:07.060]   They were doing it.
[02:00:07.060 --> 02:00:08.060]   They were doing it.
[02:00:08.060 --> 02:00:09.060]   They were doing it.
[02:00:09.060 --> 02:00:10.060]   They were doing it.
[02:00:10.060 --> 02:00:11.060]   They were doing it.
[02:00:11.060 --> 02:00:12.060]   They were doing it.
[02:00:12.060 --> 02:00:13.060]   They were doing it.
[02:00:13.060 --> 02:00:14.060]   They were doing it.
[02:00:14.060 --> 02:00:15.060]   They were doing it.
[02:00:15.060 --> 02:00:16.060]   They were doing it.
[02:00:16.060 --> 02:00:17.060]   They were doing it.
[02:00:17.060 --> 02:00:18.060]   They were doing it.
[02:00:18.060 --> 02:00:19.060]   They were doing it.
[02:00:19.060 --> 02:00:20.060]   They were doing it.
[02:00:20.060 --> 02:00:21.060]   They were doing it.
[02:00:21.060 --> 02:00:22.060]   They were doing it.
[02:00:22.060 --> 02:00:23.060]   They were doing it.
[02:00:23.060 --> 02:00:24.060]   They were doing it.
[02:00:24.060 --> 02:00:25.060]   They were doing it.
[02:00:25.060 --> 02:00:26.060]   They were doing it.
[02:00:26.060 --> 02:00:27.060]   They were doing it.
[02:00:27.060 --> 02:00:28.060]   They were doing it.
[02:00:28.060 --> 02:00:29.060]   They were doing it.
[02:00:29.060 --> 02:00:30.060]   They were doing it.
[02:00:30.060 --> 02:00:31.060]   They were doing it.
[02:00:31.060 --> 02:00:32.060]   They were doing it.
[02:00:32.060 --> 02:00:33.060]   They were doing it.
[02:00:33.060 --> 02:00:34.060]   They were doing it.
[02:00:34.060 --> 02:00:35.060]   They were doing it.
[02:00:35.060 --> 02:00:36.060]   They were doing it.
[02:00:36.060 --> 02:00:37.060]   They were doing it.
[02:00:37.060 --> 02:00:38.060]   They were doing it.
[02:00:38.060 --> 02:00:39.060]   They were doing it.
[02:00:39.060 --> 02:00:40.060]   They were doing it.
[02:00:40.060 --> 02:00:41.060]   They were doing it.
[02:00:41.060 --> 02:00:42.060]   They were doing it.
[02:00:42.060 --> 02:00:43.060]   They were doing it.
[02:00:43.060 --> 02:00:44.060]   They were doing it.
[02:00:44.060 --> 02:00:45.060]   They were doing it.
[02:00:45.060 --> 02:00:46.060]   They were doing it.
[02:00:46.060 --> 02:00:47.060]   They were doing it.
[02:00:47.060 --> 02:00:48.060]   They were doing it.
[02:00:48.060 --> 02:00:49.060]   They were doing it.
[02:00:49.060 --> 02:00:50.060]   They were doing it.
[02:00:50.060 --> 02:00:51.060]   They were doing it.
[02:00:51.060 --> 02:00:52.060]   They were doing it.
[02:00:52.060 --> 02:00:53.060]   They were doing it.
[02:00:53.060 --> 02:00:54.060]   They were doing it.
[02:00:54.060 --> 02:00:55.060]   They were doing it.
[02:00:55.060 --> 02:00:56.060]   They were doing it.
[02:00:56.060 --> 02:00:57.060]   They were doing it.
[02:00:57.060 --> 02:00:58.060]   They were doing it.
[02:00:58.060 --> 02:00:59.060]   They were doing it.
[02:00:59.060 --> 02:01:00.060]   They were doing it.
[02:01:00.060 --> 02:01:01.060]   They were doing it.
[02:01:01.060 --> 02:01:02.060]   They were doing it.
[02:01:02.060 --> 02:01:03.060]   They were doing it.
[02:01:03.060 --> 02:01:04.060]   They were doing it.
[02:01:04.060 --> 02:01:05.060]   They were doing it.
[02:01:05.060 --> 02:01:06.060]   They were doing it.
[02:01:06.060 --> 02:01:07.060]   They were doing it.
[02:01:07.060 --> 02:01:08.060]   They were doing it.
[02:01:08.060 --> 02:01:09.060]   They were doing it.
[02:01:09.060 --> 02:01:10.060]   They were doing it.
[02:01:10.060 --> 02:01:11.060]   They were doing it.
[02:01:11.060 --> 02:01:12.060]   They were doing it.
[02:01:12.060 --> 02:01:13.060]   They were doing it.
[02:01:13.060 --> 02:01:14.060]   They were doing it.
[02:01:14.060 --> 02:01:15.060]   They were doing it.
[02:01:15.060 --> 02:01:16.060]   They were doing it.
[02:01:16.060 --> 02:01:17.060]   They were doing it.
[02:01:17.060 --> 02:01:18.060]   They were doing it.
[02:01:18.060 --> 02:01:19.060]   They were doing it.
[02:01:19.060 --> 02:01:20.060]   They were doing it.
[02:01:20.060 --> 02:01:21.060]   They were doing it.
[02:01:21.060 --> 02:01:22.060]   They were doing it.
[02:01:22.060 --> 02:01:23.060]   They were doing it.
[02:01:23.060 --> 02:01:24.060]   They were doing it.
[02:01:24.060 --> 02:01:25.060]   They were doing it.
[02:01:25.060 --> 02:01:26.060]   They were doing it.
[02:01:26.060 --> 02:01:27.060]   They were doing it.
[02:01:27.060 --> 02:01:28.060]   They were doing it.
[02:01:28.060 --> 02:01:29.060]   They were doing it.
[02:01:29.060 --> 02:01:30.060]   They were doing it.
[02:01:30.060 --> 02:01:31.060]   They were doing it.
[02:01:31.060 --> 02:01:32.060]   They were doing it.
[02:01:32.060 --> 02:01:33.060]   They were doing it.
[02:01:33.060 --> 02:01:34.060]   They were doing it.
[02:01:34.060 --> 02:01:35.060]   They were doing it.
[02:01:35.060 --> 02:01:36.060]   They were doing it.
[02:01:36.060 --> 02:01:37.060]   They were doing it.
[02:01:37.060 --> 02:01:38.060]   They were doing it.
[02:01:38.060 --> 02:01:39.060]   They were doing it.
[02:01:39.060 --> 02:01:40.060]   They were doing it.
[02:01:40.060 --> 02:01:41.060]   They were doing it.
[02:01:41.060 --> 02:01:42.060]   They were doing it.
[02:01:42.060 --> 02:01:43.060]   They were doing it.
[02:01:43.060 --> 02:01:44.060]   They were doing it.
[02:01:44.060 --> 02:01:45.060]   They were doing it.
[02:01:45.060 --> 02:01:46.060]   They were doing it.
[02:01:46.060 --> 02:01:47.060]   They were doing it.
[02:01:47.060 --> 02:01:48.060]   They were doing it.
[02:01:48.060 --> 02:01:49.060]   They were doing it.
[02:01:49.060 --> 02:01:50.060]   They were doing it.
[02:01:50.060 --> 02:01:51.060]   They were doing it.
[02:01:51.060 --> 02:01:52.060]   They were doing it.
[02:01:52.060 --> 02:01:53.060]   They were doing it.
[02:01:53.060 --> 02:01:54.060]   They were doing it.
[02:01:54.060 --> 02:01:55.060]   They were doing it.
[02:01:55.060 --> 02:01:56.060]   They were doing it.
[02:01:56.060 --> 02:01:57.060]   They were doing it.
[02:01:57.060 --> 02:01:58.060]   They were doing it.
[02:01:58.060 --> 02:01:59.060]   They were doing it.
[02:01:59.060 --> 02:02:00.060]   They were doing it.
[02:02:00.060 --> 02:02:01.060]   They were doing it.
[02:02:01.060 --> 02:02:02.060]   They were doing it.
[02:02:02.060 --> 02:02:03.060]   They were doing it.
[02:02:03.060 --> 02:02:04.060]   They were doing it.
[02:02:04.060 --> 02:02:05.060]   They were doing it.
[02:02:05.060 --> 02:02:06.060]   They were doing it.
[02:02:06.060 --> 02:02:07.060]   They were doing it.
[02:02:07.060 --> 02:02:08.060]   They were doing it.
[02:02:08.060 --> 02:02:09.060]   They were doing it.
[02:02:09.060 --> 02:02:10.060]   They were doing it.
[02:02:10.060 --> 02:02:11.060]   They were doing it.
[02:02:11.060 --> 02:02:12.060]   They were doing it.
[02:02:12.060 --> 02:02:13.060]   They were doing it.
[02:02:13.060 --> 02:02:14.060]   They were doing it.
[02:02:14.060 --> 02:02:15.060]   They were doing it.
[02:02:15.060 --> 02:02:16.060]   They were doing it.
[02:02:16.060 --> 02:02:17.060]   They were doing it.
[02:02:17.060 --> 02:02:18.060]   They were doing it.
[02:02:18.060 --> 02:02:19.060]   They were doing it.
[02:02:19.060 --> 02:02:20.060]   They were doing it.
[02:02:20.060 --> 02:02:21.060]   They were doing it.
[02:02:21.060 --> 02:02:22.060]   They were doing it.
[02:02:22.060 --> 02:02:23.060]   They were doing it.
[02:02:23.060 --> 02:02:24.060]   They were doing it.
[02:02:24.060 --> 02:02:25.060]   They were doing it.
[02:02:25.060 --> 02:02:26.060]   They were doing it.
[02:02:26.060 --> 02:02:27.060]   They were doing it.
[02:02:27.060 --> 02:02:28.060]   They were doing it.
[02:02:28.060 --> 02:02:29.060]   They were doing it.
[02:02:29.060 --> 02:02:30.060]   They were doing it.
[02:02:30.060 --> 02:02:31.060]   They were doing it.
[02:02:31.060 --> 02:02:32.060]   They were doing it.
[02:02:32.060 --> 02:02:33.060]   They were doing it.
[02:02:33.060 --> 02:02:34.060]   They were doing it.
[02:02:34.060 --> 02:02:36.060]   They were doing it.
[02:02:36.060 --> 02:02:37.060]   They were doing it.
[02:02:37.060 --> 02:02:38.060]   They were doing it.
[02:02:38.060 --> 02:02:39.060]   They were doing it.
[02:02:39.060 --> 02:02:40.060]   They were doing it.
[02:02:40.060 --> 02:02:41.060]   They were doing it.
[02:02:41.060 --> 02:02:42.060]   They were doing it.
[02:02:42.060 --> 02:02:43.060]   They were doing it.
[02:02:43.060 --> 02:02:44.060]   They were doing it.
[02:02:44.060 --> 02:02:45.060]   They were doing it.
[02:02:45.060 --> 02:02:46.060]   They were doing it.
[02:02:46.060 --> 02:02:47.060]   They were doing it.
[02:02:47.060 --> 02:02:48.060]   They were doing it.
[02:02:48.060 --> 02:02:49.060]   They were doing it.
[02:02:49.060 --> 02:02:50.060]   They were doing it.
