
[00:00:00.000 --> 00:00:02.000]   This week in time.
[00:45:35.100 --> 00:45:39.220]   Yeah, well, there's got to be some kind of program to move it on.
[00:45:39.220 --> 00:45:43.180]   I mean, as soon as you start putting wireless in there, you need a huge battery and all
[00:45:43.180 --> 00:45:45.420]   kinds of intelligence to handle the communications.
[00:45:45.420 --> 00:45:50.020]   They're going to have a relatively dumb device and use USB and save the battery life for
[00:45:50.020 --> 00:45:51.020]   a better thing.
[00:45:51.020 --> 00:45:52.020]   That's fine with me.
[00:45:52.020 --> 00:45:53.020]   You're going to put 80 books on there.
[00:45:53.020 --> 00:45:55.900]   Although that makes the RSS a little less exciting.
[00:45:55.900 --> 00:45:58.060]   We go on RSS for a second.
[00:45:58.060 --> 00:46:00.660]   We got a demo of Windows.
[00:46:00.660 --> 00:46:05.900]   I was over there actually with Lloyd Case from Extreme Tech and Jim and a couple other
[00:46:05.900 --> 00:46:07.660]   folks from PC Magazine.
[00:46:07.660 --> 00:46:11.300]   This is the first time I've ever actually gotten to talk to a real genuine person inside a
[00:46:11.300 --> 00:46:12.660]   Microsoft in years, right?
[00:46:12.660 --> 00:46:15.620]   Because we never got to talk to him at Tech TV.
[00:46:15.620 --> 00:46:18.860]   We're asking the questions to do in the "Dog and Pony Show us Windows" media player
[00:46:18.860 --> 00:46:20.020]   at 11.
[00:46:20.020 --> 00:46:21.700]   It's a really clean interface.
[00:46:21.700 --> 00:46:25.060]   It's going to be really interesting to see how people like it compared to the version
[00:46:25.060 --> 00:46:26.620]   now because it's graphics.
[00:46:26.620 --> 00:46:27.620]   It's much more graphical.
[00:46:27.620 --> 00:46:28.620]   It's much cleaner.
[00:46:28.620 --> 00:46:33.340]   But I asked him, "Are there going to be RSS support in Windows Media Player 11?"
[00:46:33.340 --> 00:46:34.340]   Pause.
[00:46:34.340 --> 00:46:35.340]   Wait, hold on.
[00:46:35.340 --> 00:46:36.340]   It's scribbling.
[00:46:36.340 --> 00:46:39.300]   Looking back and forth, we're going to have to ask the product manager, which are the
[00:46:39.300 --> 00:46:40.620]   palm.
[00:46:40.620 --> 00:46:42.140]   So-and-so the palm is in the next office.
[00:46:42.140 --> 00:46:43.140]   We'll have to grab them.
[00:46:43.140 --> 00:46:45.980]   That's where I asked John if you've ever heard of this palm.
[00:46:45.980 --> 00:46:51.540]   No, the funny thing is Microsoft has a whole slew of these weird buzz words that they use
[00:46:51.540 --> 00:46:52.540]   internally.
[00:46:52.540 --> 00:46:55.700]   I've had a lot of meetings with them myself.
[00:46:55.700 --> 00:46:59.540]   They'll just drop one into the conversation because they don't realize that there's an
[00:46:59.540 --> 00:47:00.540]   alien amongst them.
[00:47:00.540 --> 00:47:03.140]   And then I'll ask them, I say, "What if that's a composer to me?"
[00:47:03.140 --> 00:47:04.140]   And then they-
[00:47:04.140 --> 00:47:07.540]   They all clam up and then they won't tell me.
[00:47:07.540 --> 00:47:11.940]   Like, it's a-that's funny.
[00:47:11.940 --> 00:47:14.060]   Well, they grabbed on their way out.
[00:47:14.060 --> 00:47:17.620]   They grabbed the palm for the Windows Media Player 11 and asked them, "Are you going to
[00:47:17.620 --> 00:47:18.940]   have RSS feeds?"
[00:47:18.940 --> 00:47:23.860]   And they don't expect to ship Windows Media Player 11 with RSS support.
[00:47:23.860 --> 00:47:25.860]   Chris Prillo will be very kind of suppressing.
[00:47:25.860 --> 00:47:28.100]   Yeah, Chris Prillo will be very disappointed.
[00:47:28.100 --> 00:47:29.700]   What would you do with RSS support?
[00:47:29.700 --> 00:47:31.700]   I guess catch podcasts for one thing.
[00:47:31.700 --> 00:47:33.660]   Well, catch podcasts, download.dl.tv.
[00:47:33.660 --> 00:47:39.300]   Download an even number of other favorite audio and video programs.
[00:47:39.300 --> 00:47:40.300]   I see.
[00:47:40.300 --> 00:47:41.300]   Yeah, podcast video.
[00:47:41.300 --> 00:47:42.300]   Yeah.
[00:47:42.300 --> 00:47:43.300]   Yeah, I mean-
[00:47:43.300 --> 00:47:45.460]   I've been talking about Avalanche for the longest time, right?
[00:47:45.460 --> 00:47:47.020]   Is there like alternative BitTorrent?
[00:47:47.020 --> 00:47:51.420]   You would think they would have support for like Avalanche and RSS feeds built in.
[00:47:51.420 --> 00:47:53.420]   I mean, how hard can that be, I guess?
[00:47:53.420 --> 00:47:54.420]   I think I'm starting-
[00:47:54.420 --> 00:47:55.420]   I'm starting a letter writing campaign.
[00:47:55.420 --> 00:47:58.900]   You know, I honestly believe that Microsoft's so out of touch with what's actually going
[00:47:58.900 --> 00:48:02.260]   on that they just-they just overlooked it.
[00:48:02.260 --> 00:48:05.620]   When you ask the question, they probably freaked out and somebody like a couple of guys will
[00:48:05.620 --> 00:48:07.100]   be slapping their forehands to it.
[00:48:07.100 --> 00:48:08.900]   They're working right now to write it.
[00:48:08.900 --> 00:48:10.180]   How did we overlook that?
[00:48:10.180 --> 00:48:13.140]   The feeling I got was that they-they were looking at it.
[00:48:13.140 --> 00:48:14.860]   They didn't think they were going to have it in time for launch.
[00:48:14.860 --> 00:48:17.340]   I would just look to the guy and like, "What do you-case of scotch?
[00:48:17.340 --> 00:48:20.540]   How do we get this put up higher on the development of this flat food, the slider and the programmer
[00:48:20.540 --> 00:48:22.980]   stores?"
[00:48:22.980 --> 00:48:27.740]   So maybe if we mail like, you know, tons of packages of craft slices to Microsoft, they
[00:48:27.740 --> 00:48:29.060]   get it together on this.
[00:48:29.060 --> 00:48:32.740]   Any other big stories that CES brought you?
[00:48:32.740 --> 00:48:35.420]   Well, do you guys read about the Google keynote, right?
[00:48:35.420 --> 00:48:37.620]   Yeah, we were kind of slamming the Google pack.
[00:48:37.620 --> 00:48:39.260]   I didn't- wasn't impressed by that.
[00:48:39.260 --> 00:48:42.300]   On the other hand, Google video might be very good for all of us.
[00:48:42.300 --> 00:48:45.300]   Has anybody checked Google's video on the page?
[00:48:45.300 --> 00:48:46.300]   Is it on the page?
[00:48:46.300 --> 00:48:47.300]   Is it on the page?
[00:48:47.300 --> 00:48:48.300]   Yeah.
[00:48:48.300 --> 00:48:49.300]   The pay service isn't up yet.
[00:48:49.300 --> 00:48:50.300]   I don't know.
[00:48:50.300 --> 00:48:52.620]   Google pack, I think, could be a really interesting move for them.
[00:48:52.620 --> 00:48:55.940]   Because it's obviously-you look at it, it's like they did it half just to piss off Microsoft.
[00:48:55.940 --> 00:48:56.940]   Right.
[00:48:56.940 --> 00:48:59.380]   You know, you can't maintain your own operating system.
[00:48:59.380 --> 00:49:00.380]   Let us help you.
[00:49:00.380 --> 00:49:01.380]   Right.
[00:49:01.380 --> 00:49:03.700]   You know, and it's a really interesting idea if they can help, you know, if they can sort
[00:49:03.700 --> 00:49:08.020]   of slither in and-and sorry, help people maintain their systems.
[00:49:08.020 --> 00:49:12.340]   You know, maybe that is their stepping stone to having some sort of online.
[00:49:12.340 --> 00:49:16.340]   I mean, it's like-it sounds like everybody's describing job machines from 1996, you know?
[00:49:16.340 --> 00:49:20.060]   There's going to be an online operating system in Google's going to own the world.
[00:49:20.060 --> 00:49:24.860]   I really think-I'm going to have to go with Jason Callicannis on this and say that their
[00:49:24.860 --> 00:49:28.500]   only real goal is just to get AdSense everywhere.
[00:49:28.500 --> 00:49:29.980]   And that's what they've done.
[00:49:29.980 --> 00:49:34.060]   It packaged up a bunch of programs that will put ads on your system in one form or fashion.
[00:49:34.060 --> 00:49:38.700]   And then they made a deal with Reel and Norton to, you know, put a little extra stuff in
[00:49:38.700 --> 00:49:39.700]   there.
[00:49:39.700 --> 00:49:40.700]   I'm sure they make money off of that.
[00:49:40.700 --> 00:49:41.700]   Right.
[00:49:41.700 --> 00:49:44.780]   Well, it-it's even goes one step further than that they want to get targeted AdSense everywhere.
[00:49:44.780 --> 00:49:45.780]   Yes.
[00:49:45.780 --> 00:49:49.140]   You know, they're bundling all these tools like chat and the ability to search your file
[00:49:49.140 --> 00:49:50.340]   so they know what you're looking at.
[00:49:50.340 --> 00:49:51.340]   Yes.
[00:49:51.340 --> 00:49:52.340]   They know who you're talking to.
[00:49:52.340 --> 00:49:53.340]   Yes.
[00:49:53.340 --> 00:49:56.660]   They know where you're located and they can deliver those, you know, extremely highly targeted
[00:49:56.660 --> 00:49:57.820]   ads and make more money.
[00:49:57.820 --> 00:49:58.820]   That's the key.
[00:49:58.820 --> 00:50:01.740]   That's the key to successive AdSense is that the ads match content that you-
[00:50:01.740 --> 00:50:02.740]   Yeah, you know what though?
[00:50:02.740 --> 00:50:05.140]   I think that they-there's a lot of talk and no action.
[00:50:05.140 --> 00:50:09.700]   I mean, all you have to do is look at anybody's blog that's running ads since I run it myself.
[00:50:09.700 --> 00:50:12.740]   And they miss the mark so often that it's just not even-
[00:50:12.740 --> 00:50:14.340]   I mean, it's just-it's almost funny.
[00:50:14.340 --> 00:50:15.340]   Yeah, I agree.
[00:50:15.340 --> 00:50:16.340]   They should be bad.
[00:50:16.340 --> 00:50:17.340]   I think I'd make more money if they were better.
[00:50:17.340 --> 00:50:21.900]   But we're, you know, I'm making almost 2,000 a month now on very small little AdSense ads.
[00:50:21.900 --> 00:50:27.840]   And I'm sure people who make more of an effort to make the AdSense appear more prominently
[00:50:27.840 --> 00:50:29.220]   are doing even better.
[00:50:29.220 --> 00:50:30.220]   There's money to be made.
[00:50:30.220 --> 00:50:33.460]   You know, if I'm making 2 grand, that they're making a lot more.
[00:50:33.460 --> 00:50:34.460]   Right.
[00:50:34.460 --> 00:50:36.220]   Yeah, I know that about it.
[00:50:36.220 --> 00:50:39.980]   You know, yeah, in fact, I think I've come into conclusion that if you look at the-just
[00:50:39.980 --> 00:50:43.660]   the way the numbers work and the fact that what you get your-how you get your few pennies
[00:50:43.660 --> 00:50:48.740]   now and again is that your best bet is to take out the Google AdSense ads rather than
[00:50:48.740 --> 00:50:49.740]   displaying it.
[00:50:49.740 --> 00:50:51.020]   Yeah, I think you're probably right.
[00:50:51.020 --> 00:50:52.020]   I think you're probably right.
[00:50:52.020 --> 00:50:56.580]   And it is-it is, I would say, you know, the vast majority, the bulk of their revenue,
[00:50:56.580 --> 00:50:59.220]   if not all of their revenue, comes from these ads.
[00:50:59.220 --> 00:51:05.940]   So I think that that's Jason Calick-I'll put a link to Jason's blog posting.
[00:51:05.940 --> 00:51:09.220]   But basically his thesis was Google's not a search company.
[00:51:09.220 --> 00:51:11.580]   They're an AdSense company.
[00:51:11.580 --> 00:51:12.580]   That's their business.
[00:51:12.580 --> 00:51:15.420]   And everything they do, if you take it, if you consider it in that light, makes a lot
[00:51:15.420 --> 00:51:16.420]   of sense.
[00:51:16.420 --> 00:51:20.580]   I'm kind of curious to see what they're going to do with the video distribution.
[00:51:20.580 --> 00:51:24.300]   Well, we're hoping that they'll do-you know, I mean, there's many things to like about
[00:51:24.300 --> 00:51:25.300]   it over Apple.
[00:51:25.300 --> 00:51:28.300]   What Apple's been doing, well, one is you could set your own price.
[00:51:28.300 --> 00:51:31.700]   If they take a smaller cut, you could choose whether to have DRM or not.
[00:51:31.700 --> 00:51:32.700]   I mean, I sort of-
[00:51:32.700 --> 00:51:37.260]   Well, is anybody other than-anybody other than the, you know, than the-the-the couple
[00:51:37.260 --> 00:51:40.100]   of Apple's partners actually able to sell video?
[00:51:40.100 --> 00:51:42.340]   You mean on-on Google or on iTunes?
[00:51:42.340 --> 00:51:47.300]   On iTunes, you're not allowed to sell video on iTunes unless you have a special deal,
[00:51:47.300 --> 00:51:48.300]   as far as I know.
[00:51:48.300 --> 00:51:49.300]   Yeah, we-
[00:51:49.300 --> 00:51:50.300]   Like ABC does instead of-
[00:51:50.300 --> 00:51:54.260]   I approached them right away and they said, yeah, we're interested, but right now the
[00:51:54.260 --> 00:51:58.860]   complication, you know, we don't want to do deals with a million different little people,
[00:51:58.860 --> 00:52:00.740]   so we've got to figure out a way to centralize it.
[00:52:00.740 --> 00:52:05.900]   I imagine they'll do something like they do with CD Baby, which gives independent musicians
[00:52:05.900 --> 00:52:07.100]   the chance to sell on iTunes.
[00:52:07.100 --> 00:52:09.100]   You go to some central clearinghouse.
[00:52:09.100 --> 00:52:10.100]   But then-
[00:52:10.100 --> 00:52:11.100]   That's just a bigger cut.
[00:52:11.100 --> 00:52:12.940]   You know, you might be-you might be wrong there, Leo.
[00:52:12.940 --> 00:52:14.220]   And I'll tell you why.
[00:52:14.220 --> 00:52:18.660]   There-you know, in the cable TV business you run into the situation where these-these
[00:52:18.660 --> 00:52:22.300]   deals are made that basically cut out the little guy.
[00:52:22.300 --> 00:52:24.820]   And I wouldn't be surprised if these networks do some sort of thing.
[00:52:24.820 --> 00:52:29.340]   But why are you gonna-if you're gonna give them carriage, you're gonna give us carriage,
[00:52:29.340 --> 00:52:33.420]   we're more important, you know, let's do an exclusive or you can only have that-you
[00:52:33.420 --> 00:52:36.260]   can have us an NBC, but you can't have these little guys.
[00:52:36.260 --> 00:52:39.620]   There's a really strong effort by these big companies to keep little guys from doing what
[00:52:39.620 --> 00:52:40.620]   you described.
[00:52:40.620 --> 00:52:41.620]   You may well be right.
[00:52:41.620 --> 00:52:42.620]   I mean, it's very threatening to them.
[00:52:42.620 --> 00:52:47.060]   Apple-you know, I talked with Apple in the earliest days when they didn't have much content.
[00:52:47.060 --> 00:52:50.500]   Maybe they were using the threat of that to get the big guys to come along now that
[00:52:50.500 --> 00:52:51.500]   they have.
[00:52:51.500 --> 00:52:53.260]   Maybe they don't need the little guys anymore.
[00:52:53.260 --> 00:52:56.940]   Well, have you guys been here and I've got hit from three different directions in the
[00:52:56.940 --> 00:53:02.620]   last couple of weeks that the big announcement at Macworld is gonna be a new version of iTunes
[00:53:02.620 --> 00:53:05.140]   with a lot of the video functionality.
[00:53:05.140 --> 00:53:08.940]   You're-pardon me, my voice is going again.
[00:53:08.940 --> 00:53:14.140]   Oh, and with a lot of increased video, like all the tools that are missing to make video
[00:53:14.140 --> 00:53:17.300]   play on the iPod, the fifth generation iPod.
[00:53:17.300 --> 00:53:20.520]   And some ideas that there's gonna be some interesting stuff done with video distribution
[00:53:20.520 --> 00:53:23.980]   on the inside the software itself.
[00:53:23.980 --> 00:53:25.060]   You know what, buddy?
[00:53:25.060 --> 00:53:28.580]   That makes perfect sense, but I think what's really clear, whether they do or don't, is
[00:53:28.580 --> 00:53:30.380]   that this is the next big thing.
[00:53:30.380 --> 00:53:36.260]   I mean, everybody from Yahoo to Google to Apple is looking at video distribution over the net.
[00:53:36.260 --> 00:53:38.100]   That's the next big thing.
[00:53:38.100 --> 00:53:42.140]   Well, so it was online, you know, bill tracking for lawyers and-
[00:53:42.140 --> 00:53:47.660]   Yeah, maybe it's bogus.com was gonna kill off, you know.
[00:53:47.660 --> 00:53:50.680]   What was IPTV looking like at CES?
[00:53:50.680 --> 00:53:52.520]   Was there a lot of IPTV action?
[00:53:52.520 --> 00:53:53.520]   There is.
[00:53:53.520 --> 00:53:57.760]   You couldn't swing a dead cat without hitting something that had some angle with online
[00:53:57.760 --> 00:53:59.360]   video or IPTV or-
[00:53:59.360 --> 00:54:04.200]   I mean, and what was bizarre is when you ran into stuff like Modio, which they-
[00:54:04.200 --> 00:54:07.440]   Nokia had demonstrating on a phone, which is a company who is-
[00:54:07.440 --> 00:54:08.680]   They were called Crown Castle.
[00:54:08.680 --> 00:54:10.240]   They changed their name recently.
[00:54:10.240 --> 00:54:16.960]   They own a ton of 10 megahertz bandwidth, and they're doing a broadcast network for cellular
[00:54:16.960 --> 00:54:17.960]   and portable devices.
[00:54:17.960 --> 00:54:20.460]   And over the air broadcast network, a 10 megahertz.
[00:54:20.460 --> 00:54:24.360]   You know, at the same time, you've got the IPTV stuff.
[00:54:24.360 --> 00:54:29.420]   You've got MobyTV and the Verizon stuff competing on cell phones.
[00:54:29.420 --> 00:54:35.840]   You've got, you know, I could start listening to Google video, Yahoo to go-
[00:54:35.840 --> 00:54:39.740]   Is it Yahoo video to go or Yahoo video to go?
[00:54:39.740 --> 00:54:43.140]   The Dave TV.
[00:54:43.140 --> 00:54:45.420]   And there's just stuff everywhere.
[00:54:45.420 --> 00:54:48.100]   And there's- The portable players are going to be interesting.
[00:54:48.100 --> 00:54:53.740]   We've got our chances to get our hands on the new Vision M from Creative, which doesn't
[00:54:53.740 --> 00:55:00.580]   seem to have any video DRM agreements in place right now, but is looking to be a fairly
[00:55:00.580 --> 00:55:06.460]   strong competitor to Apple's iPod and delivering their claim in four hours of battery life
[00:55:06.460 --> 00:55:08.700]   out of a similar two and a half in screen.
[00:55:08.700 --> 00:55:10.620]   A lot of portable devices.
[00:55:10.620 --> 00:55:11.620]   One of the-
[00:55:11.620 --> 00:55:12.620]   You know, you-
[00:55:12.620 --> 00:55:13.620]   Go ahead.
[00:55:13.620 --> 00:55:18.860]   And if people want to keep up with IPTV, they go to iptvdaily.com.
[00:55:18.860 --> 00:55:22.260]   One of the people- One of the reasons people were complaining about Google doing its own
[00:55:22.260 --> 00:55:27.140]   DRM instead of using one of the existing solutions is now you've got yet another DRM
[00:55:27.140 --> 00:55:28.140]   standard.
[00:55:28.140 --> 00:55:31.300]   And how are you going to get all device makers to support, you know, 15 different kinds of
[00:55:31.300 --> 00:55:33.140]   copy protection?
[00:55:33.140 --> 00:55:37.060]   I would be really interested to see what, if anything lies under that, because I've
[00:55:37.060 --> 00:55:40.540]   noticed a bunch of people are like, "We have our custom system for protecting our content
[00:55:40.540 --> 00:55:44.100]   is just a re-warmed over, you know, Windows media player."
[00:55:44.100 --> 00:55:46.100]   I don't think Google obviously is doing that.
[00:55:46.100 --> 00:55:47.100]   Yeah, I know.
[00:55:47.100 --> 00:55:48.100]   I'm sure Google is doing it for the internet.
[00:55:48.100 --> 00:55:52.020]   They're going to say, "Well, we can do it better, so we're going to do it ourselves."
[00:55:52.020 --> 00:55:53.740]   But it does raise an issue for consumers.
[00:55:53.740 --> 00:55:56.780]   First of all, consumers don't like copy protection to begin with.
[00:55:56.780 --> 00:56:00.140]   They'll put up with it, but it's got to be easy and there can't be- It can't be- I have
[00:56:00.140 --> 00:56:04.900]   to use one program to copy video from one machine, from one source and another program
[00:56:04.900 --> 00:56:08.220]   to copy from another source and none of it will play on my Zen, but some of it will play
[00:56:08.220 --> 00:56:09.220]   on my iPod.
[00:56:09.220 --> 00:56:11.300]   That's not going to work.
[00:56:11.300 --> 00:56:14.380]   You talk about Betamax versus VHS.
[00:56:14.380 --> 00:56:18.180]   That's like 20 times worse.
[00:56:18.180 --> 00:56:21.380]   Betamax versus a builder on VCR kit in some cases.
[00:56:21.380 --> 00:56:23.060]   I can't remember who it was.
[00:56:23.060 --> 00:56:27.900]   I tested a portable video player last year that he manufactured and listed any of the
[00:56:27.900 --> 00:56:31.060]   specs for compatible video formats for the player.
[00:56:31.060 --> 00:56:32.420]   It plays it all.
[00:56:32.420 --> 00:56:33.420]   Don't worry about it.
[00:56:33.420 --> 00:56:40.500]   No, it played like two bizarre formats and it took us like four or eight attempts to figure
[00:56:40.500 --> 00:56:41.500]   out what they were.
[00:56:41.500 --> 00:56:44.140]   Where's August Morbism when we need it?
[00:56:44.140 --> 00:56:48.420]   Divx actually made a number of good partnerships it looks like with hardware manufacturers to
[00:56:48.420 --> 00:56:49.420]   play back Divx.
[00:56:49.420 --> 00:56:51.420]   They were a number of Divx- Well, they did what Google did.
[00:56:51.420 --> 00:56:54.020]   They didn't think that's how Google was going to be doing the D.I. videos.
[00:56:54.020 --> 00:56:55.020]   Oh, interesting.
[00:56:55.020 --> 00:56:56.020]   I didn't see that.
[00:56:56.020 --> 00:56:57.020]   That's a big deal.
[00:56:57.020 --> 00:56:59.380]   Divx and Google partner up, Yahoo News.
[00:56:59.380 --> 00:57:00.380]   Wow.
[00:57:00.380 --> 00:57:01.460]   That's right.
[00:57:01.460 --> 00:57:03.540]   So some good moves for Divx.
[00:57:03.540 --> 00:57:05.220]   Divx is doing okay.
[00:57:05.220 --> 00:57:10.180]   I installed a bulb, a new Divx stuff and I recorded a bunch of things off the various
[00:57:10.180 --> 00:57:14.180]   devices and put them on my laptop so I can watch movies and things while I'm traveling.
[00:57:14.180 --> 00:57:17.220]   And the sound is never sinking up right on any of it.
[00:57:17.220 --> 00:57:21.300]   It's like the levels are going one way and the text is going.
[00:57:21.300 --> 00:57:26.860]   I have one scene where this Ingmar Bergman and somebody else and Bogart are like talking
[00:57:26.860 --> 00:57:27.860]   to each other.
[00:57:27.860 --> 00:57:32.500]   He's talking on his voice and when he's talking to Turvois it's weird.
[00:57:32.500 --> 00:57:33.700]   It's like a Woody Allen movie.
[00:57:33.700 --> 00:57:34.700]   He's in the Compressant.
[00:57:34.700 --> 00:57:35.700]   Yeah, really.
[00:57:35.700 --> 00:57:36.700]   It's the Divx.
[00:57:36.700 --> 00:57:37.700]   With some Tiger Lily part three.
[00:57:37.700 --> 00:57:40.260]   But I mean, which Divx presser?
[00:57:40.260 --> 00:57:41.660]   Dr. Divx or the...
[00:57:41.660 --> 00:57:43.500]   Well, Dr. Divx is gone, unfortunately.
[00:57:43.500 --> 00:57:44.500]   No, it's the New York.
[00:57:44.500 --> 00:57:45.740]   No, there's an open source version.
[00:57:45.740 --> 00:57:46.740]   Yeah, which I'm glad.
[00:57:46.740 --> 00:57:47.740]   Thank goodness.
[00:57:47.740 --> 00:57:48.740]   And there's a pretty good...
[00:57:48.740 --> 00:57:50.820]   The new Divx tool is pretty amazing, actually.
[00:57:50.820 --> 00:57:51.820]   Is it?
[00:57:51.820 --> 00:57:52.820]   You had a lot of code rewriting.
[00:57:52.820 --> 00:57:57.180]   Yeah, actually, if you're not running the latest version of the Divx tool, it's worth
[00:57:57.180 --> 00:57:58.180]   downloading it.
[00:57:58.180 --> 00:58:00.740]   But again, consumers are having a hell of a time.
[00:58:00.740 --> 00:58:03.340]   And in fact, audio videos sync is one of the biggest issues.
[00:58:03.340 --> 00:58:06.660]   There's no real good way to do it.
[00:58:06.660 --> 00:58:09.020]   That's why people are going to end up buying stuff from iTunes.
[00:58:09.020 --> 00:58:11.540]   Why Kevin's buying stuff from iTunes Music Store?
[00:58:11.540 --> 00:58:12.540]   Because it works, right?
[00:58:12.540 --> 00:58:15.500]   Kevin, you don't have to worry about syncing audio and video.
[00:58:15.500 --> 00:58:16.500]   Exactly.
[00:58:16.500 --> 00:58:18.460]   And you know you're going to get a quality download every time.
[00:58:18.460 --> 00:58:23.820]   Kevin, Mr. BitTorrent, the man that taught me everything I knew about stealing content.
[00:58:23.820 --> 00:58:26.180]   Get a company going and you start paying for stuff.
[00:58:26.180 --> 00:58:27.020]   No, no, no.
[00:58:27.020 --> 00:58:30.660]   I'm not saying BitTorrent doesn't have its uses, but you know, it's one of those things
[00:58:30.660 --> 00:58:35.420]   if you want to collect an archive of ten different episodes of one of your favorite
[00:58:35.420 --> 00:58:39.780]   seasons of Battlestar Galactica or something like that, you're going to want that same
[00:58:39.780 --> 00:58:42.260]   quality across the entire list of episodes.
[00:58:42.260 --> 00:58:44.380]   How much you think it's going to provide it?
[00:58:44.380 --> 00:58:46.980]   Kevin, you can download called Series as One Download.
[00:58:46.980 --> 00:58:47.980]   I know.
[00:58:47.980 --> 00:58:48.980]   $1.99.
[00:58:48.980 --> 00:58:52.460]   You get paid $1.99 to watch Battlestar Galactica?
[00:58:52.460 --> 00:58:53.460]   I would.
[00:58:53.460 --> 00:58:55.580]   You'd have to pay me $5 to watch it.
[00:58:55.580 --> 00:58:58.740]   Did you watch the first season?
[00:58:58.740 --> 00:59:01.380]   You know, I'd rather stick pins in my eyes.
[00:59:01.380 --> 00:59:02.380]   Wow.
[00:59:02.380 --> 00:59:05.980]   Would you have paid a Buck99 to see firefly episodes?
[00:59:05.980 --> 00:59:06.980]   Yes.
[00:59:06.980 --> 00:59:07.980]   Absolutely.
[00:59:07.980 --> 00:59:08.980]   You know what I mean?
[00:59:08.980 --> 00:59:09.980]   I just bit torrented that one.
[00:59:09.980 --> 00:59:10.980]   I didn't.
[00:59:10.980 --> 00:59:16.920]   But yeah, but I mean, what's funny though is I mean, I just did a big chunk of a feature
[00:59:16.920 --> 00:59:20.060]   on BitTorrent and iTunes video.
[00:59:20.060 --> 00:59:22.660]   And it was like the one thing I said in the BitTorrent thing is like, yeah, BitTorrent's
[00:59:22.660 --> 00:59:26.300]   amazing, but it would be so much nicer if you could.
[00:59:26.300 --> 00:59:30.100]   Just like what you said before, Kevin, if you could buy the HBO stuff, like you could
[00:59:30.100 --> 00:59:32.780]   buy Deadwood two weeks after it goes live for a couple bucks.
[00:59:32.780 --> 00:59:33.780]   I totally pay a few dollars.
[00:59:33.780 --> 00:59:34.780]   That's what's going to happen.
[00:59:34.780 --> 00:59:35.780]   That's what's going to happen.
[00:59:35.780 --> 00:59:38.940]   All you're seeing, the reason BitTorrent has been successful up to now is because it's
[00:59:38.940 --> 00:59:43.860]   really a bellwether of the interest that consumers have in getting video this way.
[00:59:43.860 --> 00:59:48.380]   As soon as companies figure out how to do it, reliably, people are going to people
[00:59:48.380 --> 00:59:49.380]   pay for it.
[00:59:49.380 --> 00:59:50.740]   Well, it's just like in the threes.
[00:59:50.740 --> 00:59:55.300]   It's been so long since I've actually downloaded an MP3 legally because I want that quality
[00:59:55.300 --> 00:59:57.740]   and I just go on the iTunes music store and buy it.
[00:59:57.740 --> 01:00:01.460]   This is what we've been saying all along from the day one of Napster.
[01:00:01.460 --> 01:00:04.740]   We kept yelling at these guys, hey, you know, the people want this stuff.
[01:00:04.740 --> 01:00:06.300]   They're not really wanting to steal it.
[01:00:06.300 --> 01:00:08.220]   They just, it's the only way they can get it.
[01:00:08.220 --> 01:00:11.220]   It's funny because it looked like at the keynotes, everybody was saying the thing I've
[01:00:11.220 --> 01:00:15.060]   been saying in my speeches for a long time, consumers just want content where they want
[01:00:15.060 --> 01:00:18.220]   it, when they want it, how they want it with no restrictions.
[01:00:18.220 --> 01:00:20.820]   And finally, that message seems to be coming through.
[01:00:20.820 --> 01:00:24.820]   I mean, there's always going to be a DRM, but I think there are one hopes try to keep
[01:00:24.820 --> 01:00:26.540]   it as unobtrusive as possible.
[01:00:26.540 --> 01:00:30.060]   They do have to solve this issue, though, of multiple DRM solutions.
[01:00:30.060 --> 01:00:33.180]   I was going to say one of the things that sucks right now is that you can't decrypt
[01:00:33.180 --> 01:00:34.420]   your iTunes music.
[01:00:34.420 --> 01:00:35.740]   That's one of the things I am kind of pissed off at.
[01:00:35.740 --> 01:00:37.540]   Jaim doesn't work anymore.
[01:00:37.540 --> 01:00:38.540]   They broke it.
[01:00:38.540 --> 01:00:39.540]   Well, here's the deal.
[01:00:39.540 --> 01:00:40.900]   I don't share with anyone.
[01:00:40.900 --> 01:00:45.140]   I just want to decrypt it so I can move it between my multiple machines and not worry about
[01:00:45.140 --> 01:00:47.340]   authorizing and deauthorizing my music.
[01:00:47.340 --> 01:00:51.100]   And Jaim was great because I could buy the music online, decrypt it, and then do whatever
[01:00:51.100 --> 01:00:52.100]   I want with it.
[01:00:52.100 --> 01:00:53.100]   But now it's broken.
[01:00:53.100 --> 01:00:56.820]   See, this sounds like the Kevin I know and love.
[01:00:56.820 --> 01:01:01.620]   Most of the iTunes updates of the last four or five updates have been not to improve it,
[01:01:01.620 --> 01:01:05.660]   not to add a feature to turn it to reverse copy protection.
[01:01:05.660 --> 01:01:07.140]   That's the stuff.
[01:01:07.140 --> 01:01:08.140]   Yeah.
[01:01:08.140 --> 01:01:14.940]   Did you hear, according to Reuters, the digital track sales tally last year was 142.5%
[01:01:14.940 --> 01:01:20.460]   and this year it's 147% more at 350,000,000.
[01:01:20.460 --> 01:01:22.460]   That's just about to say.
[01:01:22.460 --> 01:01:23.460]   Yeah, but you know what?
[01:01:23.460 --> 01:01:24.780]   When a million of it was in the last seven days in the year.
