
[00:00:00.000 --> 00:00:02.000]   This Week in Time.
[00:46:13.800 --> 00:46:14.800]   They'd be like, just some kid.
[00:46:14.800 --> 00:46:21.200]   No, there was 10,000 gift certificate iTunes 5/5 generation of fake pods in a scholarship
[00:46:21.200 --> 00:46:22.840]   but the guy's name is Julie Hart.
[00:46:22.840 --> 00:46:23.840]   Isn't that cool?
[00:46:23.840 --> 00:46:24.840]   It's the name of the event.
[00:46:24.840 --> 00:46:25.840]   The scholarship and his name.
[00:46:25.840 --> 00:46:26.840]   I thought he got 10 iTunes.
[00:46:26.840 --> 00:46:27.840]   I thought he got 10 iTunes.
[00:46:27.840 --> 00:46:35.720]   Yeah, he got 10 iPods, $10,000 in songs and a 20-inch iMac and a scholarship in his name
[00:46:35.720 --> 00:46:36.720]   in Juar.
[00:46:36.720 --> 00:46:37.720]   That's pretty good.
[00:46:37.720 --> 00:46:38.720]   All for buying.
[00:46:38.720 --> 00:46:39.720]   What song did he buy?
[00:46:39.720 --> 00:46:40.720]   Something by Coldplay.
[00:46:40.720 --> 00:46:41.720]   Something called "Play."
[00:46:41.720 --> 00:46:44.000]   Something off X and Y.
[00:46:44.000 --> 00:46:45.000]   That's pretty funny.
[00:46:45.000 --> 00:46:47.920]   The grocery store used to do this and not get as much publicity.
[00:46:47.920 --> 00:46:48.920]   Yeah.
[00:46:48.920 --> 00:46:50.840]   The one billion, though, that's a pretty big number.
[00:46:50.840 --> 00:46:53.840]   That's got a lot of zeros after it.
[00:46:53.840 --> 00:46:57.480]   Kevin, we are talking about our speculation about the Apple announcement on Tuesday.
[00:46:57.480 --> 00:46:58.480]   Do you have any speculation?
[00:46:58.480 --> 00:47:00.480]   I don't have any insiders.
[00:47:00.480 --> 00:47:03.880]   They're doing it on the Apple campus, so I know nothing this time.
[00:47:03.880 --> 00:47:07.160]   Yeah, because you picked it the last time it was at the keynote.
[00:47:07.160 --> 00:47:10.520]   You hit it, nailed it when they announced the Nano.
[00:47:10.520 --> 00:47:12.080]   So nothing, huh?
[00:47:12.080 --> 00:47:13.080]   Nothing.
[00:47:13.080 --> 00:47:14.280]   What do you guys think it is?
[00:47:14.280 --> 00:47:15.280]   Well, I think we're thinking maybe the-
[00:47:15.280 --> 00:47:17.400]   I think it's a waste of time, personally.
[00:47:17.400 --> 00:47:19.240]   The 4X disgruntled.
[00:47:19.240 --> 00:47:21.400]   We think it's a big video touchscreen iPod.
[00:47:21.400 --> 00:47:22.400]   Although, I don't know.
[00:47:22.400 --> 00:47:27.320]   I think there's even money on the Mac Mini on the mini media center.
[00:47:27.320 --> 00:47:30.120]   I don't think it was a video of airport express is what I'm hoping for.
[00:47:30.120 --> 00:47:33.240]   Yeah, I think people forget that that was something everybody's wanted as an airport
[00:47:33.240 --> 00:47:36.600]   express, not only plays music, but also allows you to distribute that video.
[00:47:36.600 --> 00:47:38.440]   Kevin, I think you might be right.
[00:47:38.440 --> 00:47:39.440]   I don't think so.
[00:47:39.440 --> 00:47:41.120]   I bet against that.
[00:47:41.120 --> 00:47:42.120]   Why is that?
[00:47:42.120 --> 00:47:43.120]   Movie industry?
[00:47:43.120 --> 00:47:46.880]   I think it's too ahead of the- that and I think it's ahead of its time.
[00:47:46.880 --> 00:47:47.880]   Yeah.
[00:47:47.880 --> 00:47:50.880]   I mean, Apple's usually a little bit ahead of its time, but that's pretty far out there.
[00:47:50.880 --> 00:47:56.000]   You know, talking about iTunes, I heard a story, I think, on NPR about some of the record
[00:47:56.000 --> 00:48:01.920]   labels now holding back certain singles in order to convince people to buy physical CDs.
[00:48:01.920 --> 00:48:03.800]   Oh, that's rude.
[00:48:03.800 --> 00:48:07.840]   They're freaking out about the fact that people are just buying singles from the online stores
[00:48:07.840 --> 00:48:08.840]   and they don't like it.
[00:48:08.840 --> 00:48:11.960]   So they're saying, "Hey, we're going to keep some of our best stuff out of there."
[00:48:11.960 --> 00:48:15.680]   You know, the thing is, is that the reason that this music business is so screwed up
[00:48:15.680 --> 00:48:17.720]   is because they killed the singles business.
[00:48:17.720 --> 00:48:20.840]   When I was a kid, we used to be able to buy singles.
[00:48:20.840 --> 00:48:23.840]   They used to make 45s until the album business-
[00:48:23.840 --> 00:48:29.360]   Then they realized that they could sell you an $18 CD with only one good song on it.
[00:48:29.360 --> 00:48:30.880]   Yeah, the thing is that-
[00:48:30.880 --> 00:48:33.920]   From 45 to set singles and then the-
[00:48:33.920 --> 00:48:34.920]   Right.
[00:48:34.920 --> 00:48:35.920]   There were CD singles for a while.
[00:48:35.920 --> 00:48:40.800]   Yeah, until the Beatles and the Rolling Stones came along, no band could sustain a whole album.
[00:48:40.800 --> 00:48:42.720]   And no one since has been able to.
[00:48:42.720 --> 00:48:43.720]   It's very difficult.
[00:48:43.720 --> 00:48:44.720]   It's very few and far between.
[00:48:44.720 --> 00:48:47.160]   And I think Frank Sinatra would argue with you about-
[00:48:47.160 --> 00:48:48.160]   Oh, all right.
[00:48:48.160 --> 00:48:49.160]   Sinatra.
[00:48:49.160 --> 00:48:50.160]   Oh, yeah, well, that's fine.
[00:48:50.160 --> 00:48:51.160]   Duke of Sinatra.
[00:48:51.160 --> 00:48:55.120]   Bring in the Sinatra card.
[00:48:55.120 --> 00:48:56.120]   Every time.
[00:48:56.120 --> 00:48:58.400]   It always descends to that, doesn't it, John?
[00:48:58.400 --> 00:49:00.920]   Sinatra probably had a Mac too, right?
[00:49:00.920 --> 00:49:06.160]   It's probably as many Mac as we speak.
[00:49:06.160 --> 00:49:09.640]   Any other stories top of mind?
[00:49:09.640 --> 00:49:10.640]   This is kind of-
[00:49:10.640 --> 00:49:11.640]   Either it was a demo-
[00:49:11.640 --> 00:49:16.160]   Actually, we're going to have a fun demo coming up on DLTTV on Tuesday.
[00:49:16.160 --> 00:49:18.720]   We're going to show off the Democracy player.
[00:49:18.720 --> 00:49:19.720]   Have you guys seen this yet?
[00:49:19.720 --> 00:49:20.720]   Yeah, we're on it.
[00:49:20.720 --> 00:49:23.240]   That's our broadcast machine.
[00:49:23.240 --> 00:49:28.400]   Our BitTorrent broadcast machine support is from the Participatory Culture Foundation.
[00:49:28.400 --> 00:49:30.800]   Yeah, the player is really cool.
[00:49:30.800 --> 00:49:33.800]   Yeah, and we're supposed to be on the guide.
[00:49:33.800 --> 00:49:35.880]   I don't know if that's actually happened or not.
[00:49:35.880 --> 00:49:37.840]   Well, there was a big channel guide.
[00:49:37.840 --> 00:49:43.960]   There's a few channels that are actually hosted right there, like Rocket Booms on there.
[00:49:43.960 --> 00:49:44.960]   They said they would-
[00:49:44.960 --> 00:49:48.960]   I'm mad at them because they said if you use our broadcast machine, if you keep using
[00:49:48.960 --> 00:49:53.480]   our broadcast machine, you'll be featured on the Democracy player.
[00:49:53.480 --> 00:49:56.480]   So it's been out for a Mac for a while, but it's not out for Windows.
[00:49:56.480 --> 00:49:58.080]   It came out for Windows.
[00:49:58.080 --> 00:49:59.080]   Yeah, it's good.
[00:49:59.080 --> 00:50:00.080]   It's pretty cool.
[00:50:00.080 --> 00:50:01.080]   Yeah, it's great.
[00:50:01.080 --> 00:50:03.680]   I think that there's a couple of good ones we've mentioned Fire Ant before, which is also
[00:50:03.680 --> 00:50:04.680]   very good.
[00:50:04.680 --> 00:50:10.000]   The problem is do people want yet another player on their computer?
[00:50:10.000 --> 00:50:14.920]   Well, it's less the player than the fact that it's the player that's built around being
[00:50:14.920 --> 00:50:18.160]   able to play back torrents.
[00:50:18.160 --> 00:50:19.160]   Wow, video.
[00:50:19.160 --> 00:50:20.160]   Right.
[00:50:20.160 --> 00:50:24.400]   Did you know that the beaver lived amid dinosaurs?
[00:50:24.400 --> 00:50:28.840]   Somebody's up on Google News.
[00:50:28.840 --> 00:50:32.680]   We are really down at the bottom of the bar.
[00:50:32.680 --> 00:50:38.240]   Why don't we bring up that there's a March- is there a probe approaching Mars?
[00:50:38.240 --> 00:50:41.720]   Oh, well, I hope Mars is ready.
[00:50:41.720 --> 00:50:46.280]   Yeah, when we just start playing some Mike Myers clips.
[00:50:46.280 --> 00:50:49.640]   I tell you, we're in bad shape now.
[00:50:49.640 --> 00:50:51.720]   We're going to kill the show.
[00:50:51.720 --> 00:50:54.400]   Oh, no, don't kill it yet, please.
[00:50:54.400 --> 00:50:58.240]   Hey, John, is it true you're doing a new show on Ziff Davis?
[00:50:58.240 --> 00:51:00.440]   Yeah, I haven't found it but the two.
[00:51:00.440 --> 00:51:01.440]   What's that?
[00:51:01.440 --> 00:51:02.440]   What's now?
[00:51:02.440 --> 00:51:03.440]   What's he working on?
[00:51:03.440 --> 00:51:04.440]   We're working on something.
[00:51:04.440 --> 00:51:05.440]   What?
[00:51:05.440 --> 00:51:07.880]   It's another, you know, Jim Lauterback's basically recreating ZD TV over there.
[00:51:07.880 --> 00:51:08.880]   No, he can't do that.
[00:51:08.880 --> 00:51:09.880]   We're doing that.
[00:51:09.880 --> 00:51:10.880]   That's not allowed.
[00:51:10.880 --> 00:51:12.320]   We got something else going on here.
[00:51:12.320 --> 00:51:13.960]   What have we got going on?
[00:51:13.960 --> 00:51:15.760]   Well, tonight, nothing.
[00:51:15.760 --> 00:51:17.840]   Absolutely, nothing, clearly.
[00:51:17.840 --> 00:51:19.280]   But generally speaking, we get something.
[00:51:19.280 --> 00:51:21.000]   I don't know if, yeah.
[00:51:21.000 --> 00:51:24.040]   So, well, Patrick, you would know what's going on.
[00:51:24.040 --> 00:51:27.400]   Oh, I'm not ready to talk about it.
[00:51:27.400 --> 00:51:29.120]   Not at all.
[00:51:29.120 --> 00:51:30.120]   Interesting.
[00:51:30.120 --> 00:51:33.720]   So, should I just fold up the 10 here and put to twit.tv to bed?
[00:51:33.720 --> 00:51:38.720]   No, actually part of the deal was I can't do this thing unless I can cross-promote.
[00:51:38.720 --> 00:51:39.720]   Mm-hmm.
[00:51:39.720 --> 00:51:42.320]   Is the new network called Yiff Davis?
[00:51:42.320 --> 00:51:47.200]   Yiff.tv.
[00:51:47.200 --> 00:51:48.200]   Yiff.tv.
[00:51:48.200 --> 00:51:49.200]   What a whore.
[00:51:49.200 --> 00:51:50.200]   Oh, my God.
[00:51:50.200 --> 00:51:51.200]   Okay, you got it.
[00:51:51.200 --> 00:51:54.680]   But English subtitles are still in German.
[00:51:54.680 --> 00:51:55.680]   Yig.
[00:51:55.680 --> 00:51:56.680]   Yiff.
[00:51:56.680 --> 00:51:57.680]   Yiff.
[00:51:57.680 --> 00:51:58.680]   Yiff.
[00:51:58.680 --> 00:52:00.520]   Do you have to use in Yig from now on?
[00:52:00.520 --> 00:52:01.520]   I'm going to give you a Kevin.
[00:52:01.520 --> 00:52:02.520]   Yeah.
[00:52:02.520 --> 00:52:04.040]   But you got to learn German first, John.
[00:52:04.040 --> 00:52:05.040]   Sorry.
[00:52:05.040 --> 00:52:07.480]   I wonder if I can get the license for Yig here in the USA.
[00:52:07.480 --> 00:52:09.040]   Yig.com is probably available.
[00:52:09.040 --> 00:52:10.040]   Yeah.
[00:52:10.040 --> 00:52:11.040]   You act quickly.
[00:52:11.040 --> 00:52:13.040]   There's too many domain names to try and buy.
[00:52:13.040 --> 00:52:14.040]   Yeah.
[00:52:14.040 --> 00:52:15.040]   Too many.
[00:52:15.040 --> 00:52:16.040]   Can't own them all.
[00:52:16.040 --> 00:52:17.040]   Expensive after a while.
[00:52:17.040 --> 00:52:20.800]   So, okay, so you guys, you're going to go out and you're going to start a tech TV with
[00:52:20.800 --> 00:52:21.800]   Ziff Davis.
[00:52:21.800 --> 00:52:23.200]   You're going to let them do it again, huh?
[00:52:23.200 --> 00:52:24.600]   Well, you know what?
[00:52:24.600 --> 00:52:28.440]   Let me actually, let me, I had time to speak for a moment here because--
[00:52:28.440 --> 00:52:29.440]   Speak freely.
[00:52:29.440 --> 00:52:36.040]   --Ziff Davis, the Ziff Davis that you ranked on in the podcast, which was a fun interview
[00:52:36.040 --> 00:52:37.040]   to listen to actually.
[00:52:37.040 --> 00:52:38.040]   I've never seen--
[00:52:38.040 --> 00:52:39.400]   Did they take the obscenities out?
[00:52:39.400 --> 00:52:40.400]   I can't remember.
[00:52:40.400 --> 00:52:41.400]   They took--
[00:52:41.400 --> 00:52:42.400]   Some of them.
[00:52:42.400 --> 00:52:44.400]   --the fluffer references were still in there.
[00:52:44.400 --> 00:52:45.400]   I don't know about you.
[00:52:45.400 --> 00:52:46.400]   I'm thinking I'm the absurdity.
[00:52:46.400 --> 00:52:48.400]   And that was part of it.
[00:52:48.400 --> 00:52:50.400]   Yeah, I was hoping they didn't.
[00:52:50.400 --> 00:52:52.400]   Boy, I just got the best look from my life.
[00:52:52.400 --> 00:52:56.400]   Just looking at her head, shaking her head, and looking at me.
[00:52:56.400 --> 00:53:03.600]   This is the Leoville Town Square podcast, which is not an official production of Leoville
[00:53:03.600 --> 00:53:06.120]   Town Square, but they asked me to be on it, so I agreed.
[00:53:06.120 --> 00:53:08.480]   So, let me just give-- I'll give you the background.
[00:53:08.480 --> 00:53:10.200]   They asked, "Why are you never on D.L.TV?"
[00:53:10.200 --> 00:53:14.760]   I said, "Well, I'm reluctant to be on D.L.TV, because I don't want to-- if Patrick and
[00:53:14.760 --> 00:53:17.840]   I appear on a show that looks like the screensavers together, people are going to say, "The
[00:53:17.840 --> 00:53:18.840]   screensavers back together."
[00:53:18.840 --> 00:53:23.440]   And I don't think Ziff Davis has standing to be the one who does it.
[00:53:23.440 --> 00:53:25.240]   I don't want them to do it again.
[00:53:25.240 --> 00:53:27.480]   And so you want to say that they're not the same ZD.
[00:53:27.480 --> 00:53:32.120]   Well, yeah, it's a vastly different crew, because the Ziff Davis that sold--
[00:53:32.120 --> 00:53:39.120]   That sold us down the river to Vulcan ventures is like-- not a whole lot of people from those
[00:53:39.120 --> 00:53:40.120]   days now.
[00:53:40.120 --> 00:53:41.120]   Sure.
[00:53:41.120 --> 00:53:42.120]   And it's totally new management.
[00:53:42.120 --> 00:53:43.440]   It's not so much that it's ZD.
[00:53:43.440 --> 00:53:45.800]   It's mostly-- I just don't want any corporation at all.
[00:53:45.800 --> 00:53:50.440]   I think we've learned our lesson having corporate stujes run these things.
[00:53:50.440 --> 00:53:52.000]   I mean, I think we should do it ourselves.
[00:53:52.000 --> 00:53:54.840]   But if you guys choose to go that way, be my guess.
[00:53:54.840 --> 00:54:00.280]   I'd like to say that I'd like to also point out that I'm working for a couple of-- and
[00:54:00.280 --> 00:54:04.640]   I quote, "corporate stujes" who are basically like, "Do what you gotta do, make the content."
[00:54:04.640 --> 00:54:05.640]   Oh, I agree.
[00:54:05.640 --> 00:54:09.600]   And I was very clear, and I said that, that you and Jim Latterback are great, and I have
[00:54:09.600 --> 00:54:10.600]   no trouble at all.
[00:54:10.600 --> 00:54:11.760]   I would love to do that.
[00:54:11.760 --> 00:54:14.840]   But I just think that-- I don't know.
[00:54:14.840 --> 00:54:18.520]   I think that if we're going to bring back tech TV, we should bring back tech TV, not
[00:54:18.520 --> 00:54:19.520]   somebody else.
[00:54:19.520 --> 00:54:20.520]   Yeah.
[00:54:20.520 --> 00:54:21.520]   Well, apart from Eric Hippo.
[00:54:21.520 --> 00:54:22.520]   Not Eric Hippo.
[00:54:22.520 --> 00:54:23.520]   I'm actually in disagreement with that.
[00:54:23.520 --> 00:54:24.720]   Why do you say that, John?
[00:54:24.720 --> 00:54:28.080]   Because I don't think-- I think tech TV died and it's over.
[00:54:28.080 --> 00:54:29.080]   I think--
[00:54:29.080 --> 00:54:30.080]   Well, I agree with that also.
[00:54:30.080 --> 00:54:31.080]   Yeah, absolutely.
[00:54:31.080 --> 00:54:34.240]   I don't think you're really-- I think you want to just create something new from scratch.
[00:54:34.240 --> 00:54:35.240]   Yes.
[00:54:35.240 --> 00:54:36.240]   Which is what you're doing.
[00:54:36.240 --> 00:54:37.880]   And so the other stuff is just like ancillary.
[00:54:37.880 --> 00:54:39.880]   Well, I mean, it's what everybody's doing.
[00:54:39.880 --> 00:54:43.040]   It's Kevin when you're looking at what's going on in dignity.
[00:54:43.040 --> 00:54:48.160]   I think that it doesn't matter where we are, as long as we're producing good quality content
[00:54:48.160 --> 00:54:50.960]   that's free to people to download, it's like, why not?
[00:54:50.960 --> 00:54:53.520]   If we can make money, let's do it.
[00:54:53.520 --> 00:54:54.520]   Yeah, but--
[00:54:54.520 --> 00:54:55.520]   Well, I disagree, Kevin.
[00:54:55.520 --> 00:54:56.520]   It does matter where we are.
[00:54:56.520 --> 00:54:57.520]   I mean, you're right.
[00:54:57.520 --> 00:54:58.520]   But can you be free--
[00:54:58.520 --> 00:54:59.520]   Kevin's only going to make money.
[00:54:59.520 --> 00:55:04.480]   Can you be free if you're doing it for a major corporation or a network?
[00:55:04.480 --> 00:55:05.480]   I would say no.
[00:55:05.480 --> 00:55:07.840]   Well, it depends on what kind of constraints that you're running into.
[00:55:07.840 --> 00:55:12.240]   I mean, I know with Patrick, I mean, you pretty much are in charge of that show.
[00:55:12.240 --> 00:55:13.240]   But until he's not.
[00:55:13.240 --> 00:55:14.240]   Until he's not.
[00:55:14.240 --> 00:55:15.240]   Until he's not.
[00:55:15.240 --> 00:55:16.240]   Well, then they don't want to change it.
[00:55:16.240 --> 00:55:17.240]   They want to change it.
[00:55:17.240 --> 00:55:18.240]   They could.
[00:55:18.240 --> 00:55:22.120]   Hey, Leo, I was never under contract at Tech TV or ZD TV.
[00:55:22.120 --> 00:55:24.720]   So if they did so-- if they wanted to tell me to do something they didn't want to do,
[00:55:24.720 --> 00:55:25.720]   I could quit.
[00:55:25.720 --> 00:55:26.720]   And that's my option.
[00:55:26.720 --> 00:55:27.720]   Right.
[00:55:27.720 --> 00:55:29.840]   But I think if we build ourselves, we don't have to worry about that option.
[00:55:29.840 --> 00:55:30.840]   Yeah.
[00:55:30.840 --> 00:55:33.120]   Well, what I wanted-- what I wanted to-- somebody I want to say though, it's like, I get a lot
[00:55:33.120 --> 00:55:35.000]   of email like, oh, are you going to try to bring this?
[00:55:35.000 --> 00:55:36.200]   And I know you get this, Leo.
[00:55:36.200 --> 00:55:38.760]   And I know you get a Kevin where it's like, oh, are you guys going to try to get this
[00:55:38.760 --> 00:55:39.760]   on television?
[00:55:39.760 --> 00:55:43.400]   And it's like the last thing I ever want to do is want to be involved with.
[00:55:43.400 --> 00:55:47.240]   If somebody-- if somebody's out there and they want to take-- which I can't imagine
[00:55:47.240 --> 00:55:53.080]   want to take, you know, www.dl.tv and put it on insert name of network here, you know,
[00:55:53.080 --> 00:55:55.360]   and sign us a check and say, send us the tapes.
[00:55:55.360 --> 00:55:56.360]   Great.
[00:55:56.360 --> 00:55:57.360]   I'm not going to say no to that.
[00:55:57.360 --> 00:55:58.360]   No, but we wouldn't be happy to be honest with you.
[00:55:58.360 --> 00:55:59.360]   Yeah, well--
[00:55:59.360 --> 00:56:00.360]   We wouldn't be happy.
[00:56:00.360 --> 00:56:03.560]   Well, I can't imagine any network that wouldn't want to be like the classic like what you
[00:56:03.560 --> 00:56:04.560]   need is.
[00:56:04.560 --> 00:56:05.560]   Right.
[00:56:05.560 --> 00:56:06.560]   And I'm going to check, Leo.
[00:56:06.560 --> 00:56:07.560]   Well, no, no.
[00:56:07.560 --> 00:56:11.720]   And by the way, I'm the only one who's still doing this kind of stuff on mainstream media,
[00:56:11.720 --> 00:56:14.280]   both for Clear Channel and for Rogers in Canada.
[00:56:14.280 --> 00:56:15.280]   Ironically enough.
[00:56:15.280 --> 00:56:17.600]   Ironically enough.
[00:56:17.600 --> 00:56:21.800]   But my dream and my goal and my prayer is that we could-- we can own this stuff ourselves
[00:56:21.800 --> 00:56:23.960]   and not have to do it-- and not have to work for the new--
[00:56:23.960 --> 00:56:24.960]   That's right, Leo.
[00:56:24.960 --> 00:56:26.400]   --are working for Clear Channel, aren't you?
[00:56:26.400 --> 00:56:27.400]   I am.
[00:56:27.400 --> 00:56:29.800]   That's like the cruel irony of this, is that you're working for--
[00:56:29.800 --> 00:56:32.720]   Well, but I can-- but that's the only reason I can afford to do all this stuff for free.
[00:56:32.720 --> 00:56:33.720]   And same for you.
[00:56:33.720 --> 00:56:34.720]   I understand.
[00:56:34.720 --> 00:56:35.720]   That's not the issue.
[00:56:35.720 --> 00:56:39.120]   But what I'm hoping we're building to is creating our own jobs.
[00:56:39.120 --> 00:56:40.120]   But maybe not.
[00:56:40.120 --> 00:56:41.120]   I don't know.
[00:56:41.120 --> 00:56:43.320]   Maybe it does require a Ziff Davis or a Yahoo or an AOL--
[00:56:43.320 --> 00:56:44.320]   No, it doesn't.
[00:56:44.320 --> 00:56:46.680]   Well, then what are you doing?
[00:56:46.680 --> 00:56:47.680]   Quit your whining.
[00:56:47.680 --> 00:56:52.000]   What are you doing going to the man, man?
[00:56:52.000 --> 00:56:53.000]   What do you think, K?
[00:56:53.000 --> 00:56:54.000]   You're the only outsider here.
[00:56:54.000 --> 00:56:58.160]   If anybody knows me, they know I do as much work as I possibly can across the market
[00:56:58.160 --> 00:56:59.160]   as much as possible.
[00:56:59.160 --> 00:57:00.160]   You don't care.
[00:57:00.160 --> 00:57:01.320]   And nobody ever has owned Devorak.
[00:57:01.320 --> 00:57:02.560]   And that's really the truth of it.
[00:57:02.560 --> 00:57:04.560]   But we're not in that situation.
[00:57:04.560 --> 00:57:05.560]   Yeah.
[00:57:05.560 --> 00:57:06.560]   You know, there's always a man--
[00:57:06.560 --> 00:57:07.560]   There's always a man.
[00:57:07.560 --> 00:57:10.880]   --is there-- that's what I'm starting to realize that there is always a man, isn't there?
[00:57:10.880 --> 00:57:11.880]   Yeah.
[00:57:11.880 --> 00:57:12.880]   I like that.
[00:57:12.880 --> 00:57:14.680]   You know, we've got a teeny little network.
[00:57:14.680 --> 00:57:17.040]   And some people think I'm the man and look at me that way.
[00:57:17.040 --> 00:57:18.040]   Right, there's always a man.
[00:57:18.040 --> 00:57:19.040]   I love the ad.
[00:57:19.040 --> 00:57:21.840]   Have you seen the ad where the phone company, exec, or somebody, executive is--
[00:57:21.840 --> 00:57:22.840]   Sticking it to myself.
[00:57:22.840 --> 00:57:27.440]   Sticking it to the man and his little underlink says, but sir, aren't you the man?
[00:57:27.440 --> 00:57:29.560]   Well, yes, I am.
[00:57:29.560 --> 00:57:32.840]   Hey, what about Ricky Gervais getting $2 a show?
[00:57:32.840 --> 00:57:33.840]   Is he going to get $2 a show?
[00:57:33.840 --> 00:57:34.840]   That's the question.
[00:57:34.840 --> 00:57:35.840]   Yeah, that was announced a couple days ago.
[00:57:35.840 --> 00:57:36.840]   Yeah, but is he going to get--
[00:57:36.840 --> 00:57:38.440]   He's not in the podcast section.
[00:57:38.440 --> 00:57:40.280]   Is he going to get it?
[00:57:40.280 --> 00:57:43.560]   He may get it, but what they're going to do is they're moving that over.
[00:57:43.560 --> 00:57:45.200]   It's going to end up being in the audio books.
[00:57:45.200 --> 00:57:48.200]   Now, we could-- by the way, we've always been in the position of doing this.
[00:57:48.200 --> 00:57:52.880]   Audible came to us very early on and said, you could sell to it on Audible.
[00:57:52.880 --> 00:57:56.200]   We could have-- nobody would have put out a press release had we done it.
[00:57:56.200 --> 00:57:57.560]   Ricky got-- look it.
[00:57:57.560 --> 00:58:01.040]   There were a lot of downloads when it was free of Ricky's podcast.
[00:58:01.040 --> 00:58:06.080]   And Glenn, over there, said he was getting $400,000 downloads a week.
[00:58:06.080 --> 00:58:11.600]   But the question is, OK, now start charging $6.95 for four baby episodes.
[00:58:11.600 --> 00:58:13.080]   They don't even think how many episodes they're going to do.
[00:58:13.080 --> 00:58:14.560]   I think it was four months.
[00:58:14.560 --> 00:58:15.560]   Maybe.
[00:58:15.560 --> 00:58:16.560]   At $6.95.
[00:58:16.560 --> 00:58:17.560]   Maybe.
[00:58:17.560 --> 00:58:18.560]   They're not even guaranteeing that.
[00:58:18.560 --> 00:58:19.560]   How many people are going to subscribe?
[00:58:19.560 --> 00:58:20.560]   How many do they lose?
[00:58:20.560 --> 00:58:21.560]   $10,000.
[00:58:21.560 --> 00:58:22.560]   Well, $10,000?
[00:58:22.560 --> 00:58:23.560]   $10,000?
[00:58:23.560 --> 00:58:24.560]   $10,000?
[00:58:24.560 --> 00:58:25.560]   $10,000?
[00:58:25.560 --> 00:58:26.560]   That's $7.00 a pop, $70,000 a month.
[00:58:26.560 --> 00:58:27.560]   No, they'll do more than that.
[00:58:27.560 --> 00:58:29.880]   I think they were smart because they put the first season out for free and they hooked
[00:58:29.880 --> 00:58:30.880]   a lot of people.
[00:58:30.880 --> 00:58:31.880]   First case is always for you.
[00:58:31.880 --> 00:58:35.160]   I think they're going to be shocked that I think that they're expecting more people
[00:58:35.160 --> 00:58:36.160]   to sign up.
[00:58:36.160 --> 00:58:37.480]   I think the minute this stuff is paid, I don't know.
[00:58:37.480 --> 00:58:39.480]   I think you lose a lot of the audience.
[00:58:39.480 --> 00:58:42.280]   You don't seem to find out if it gets cracked too.
[00:58:42.280 --> 00:58:44.240]   The classic number is 10 to 1.
[00:58:44.240 --> 00:58:46.720]   What happened when Wall Street Journal went WSK.com?
[00:58:46.720 --> 00:58:47.820]   That's different, though.
[00:58:47.820 --> 00:58:51.000]   You pay for Wall Street Journal because you make money from getting Wall Street Journal.
[00:58:51.000 --> 00:58:52.640]   I think that's you can justify that.
[00:58:52.640 --> 00:58:53.640]   I think that's true.
[00:58:53.640 --> 00:58:56.400]   I think that Wall Street Journal doesn't count in any of these comparisons.
[00:58:56.400 --> 00:59:00.480]   Yeah, but if anyone ever told me people would pay what they do for ringtones, I wouldn't
[00:59:00.480 --> 00:59:01.480]   believe that's true.
[00:59:01.480 --> 00:59:04.080]   Yeah, the ringtone thing is a different story.
[00:59:04.080 --> 00:59:05.080]   That's a fair point.
[00:59:05.080 --> 00:59:06.080]   I think it's right now.
[00:59:06.080 --> 00:59:08.280]   It's a $6 billion worldwide industry.
[00:59:08.280 --> 00:59:15.280]   So we have had a standing invitation to put it on Audible to sell it for whatever we wanted.
[00:59:15.280 --> 00:59:19.600]   The two reasons I've said no is I don't want to put copy protection in it.
[00:59:19.600 --> 00:59:23.160]   I think that our audience doesn't want a paid version of it.
[00:59:23.160 --> 00:59:25.840]   That's why we've kind of headed more towards the advertising.
[00:59:25.840 --> 00:59:28.520]   I'd like to do a paid version, but I just don't think people will pay for it.
[00:59:28.520 --> 00:59:32.760]   But on Audible, you can't even pay for anything on Audible without having a paid membership
[00:59:32.760 --> 00:59:34.200]   already.
[00:59:34.200 --> 00:59:35.440]   That's what I think is the stupid thing.
[00:59:35.440 --> 00:59:36.440]   You can.
[00:59:36.440 --> 00:59:37.440]   No, you can.
[00:59:37.440 --> 00:59:41.160]   Through iTunes, you can buy anything on Audible through iTunes, can't you?
[00:59:41.160 --> 00:59:44.160]   Okay, because I had an Audible version for the longest time.
[00:59:44.160 --> 00:59:45.160]   That's different.
[00:59:45.160 --> 00:59:46.160]   Yeah.
[00:59:46.160 --> 00:59:47.160]   No, I have an Audible membership.
[00:59:47.160 --> 00:59:48.160]   I cancelled it.
[00:59:48.160 --> 00:59:49.920]   I use it because I get two books a month.
[00:59:49.920 --> 00:59:54.720]   But they're trying to get me to cancel it because I have the old program, which they
[00:59:54.720 --> 01:00:00.960]   sent me a note, they sent me a free, like harmonica, some sort of cheap thing and a
[01:00:00.960 --> 01:00:07.080]   note begging me to change my subscription saying, you know, we lose money on this.
[01:00:07.080 --> 01:00:10.520]   You would really be doing us a favor if you changed a more expensive subscription.
[01:00:10.520 --> 01:00:11.520]   I kid you not.
[01:00:11.520 --> 01:00:13.080]   I should have saved this note.
[01:00:13.080 --> 01:00:16.240]   And of course, I've ignored it.
[01:00:16.240 --> 01:00:17.640]   I'll edit this all out.
[01:00:17.640 --> 01:00:20.240]   Of course, I always say that and I never do because I get a lot of...
