
[00:00:00.000 --> 00:00:01.180]   (upbeat music)
[01:56:44.320 --> 01:56:47.280]   for legislative bodies to understand the implications
[01:56:47.280 --> 01:56:47.680]   and the future--
[01:56:47.680 --> 01:56:49.240]   Well, and this is impossible, in force.
[01:56:49.240 --> 01:56:49.680]   Of the decision.
[01:56:49.680 --> 01:56:52.960]   So everybody in Illinois, if you've got Snapchat, Facebook,
[01:56:52.960 --> 01:56:55.320]   or any photo app on your program--
[01:56:55.320 --> 01:56:58.600]   Oh, by the way, Face ID, you must turn that off now
[01:56:58.600 --> 01:57:00.840]   because it's illegal.
[01:57:00.840 --> 01:57:03.720]   That's crazy talk.
[01:57:03.720 --> 01:57:04.640]   It sounds like--
[01:57:04.640 --> 01:57:05.080]   I think Apple--
[01:57:05.080 --> 01:57:06.600]   You want to test this?
[01:57:06.600 --> 01:57:09.000]   Snapchat should just say, yeah, not available in Texas
[01:57:09.000 --> 01:57:09.840]   in Illinois.
[01:57:09.840 --> 01:57:10.840]   See along that law lines.
[01:57:10.840 --> 01:57:12.520]   Well, I think that Google was just being--
[01:57:12.520 --> 01:57:13.680]   maybe overly cautious.
[01:57:13.680 --> 01:57:14.720]   Maybe they just felt like this--
[01:57:14.720 --> 01:57:15.180]   I don't know.
[01:57:15.180 --> 01:57:17.280]   I don't know what Google thought, but maybe they were like--
[01:57:17.280 --> 01:57:18.680]   But maybe that's what Google was--
[01:57:18.680 --> 01:57:19.960]   They actually might have been doing that.
[01:57:19.960 --> 01:57:21.760]   They might have been saying like, well, OK.
[01:57:21.760 --> 01:57:22.880]   All right, you want to test that law--
[01:57:22.880 --> 01:57:24.280]   I'll call your blood, because this isn't that important.
[01:57:24.280 --> 01:57:24.880]   Anyway.
[01:57:24.880 --> 01:57:25.360]   Yeah.
[01:57:25.360 --> 01:57:26.520]   See how that-- you feel.
[01:57:27.520 --> 01:57:29.520]   I don't know.
[01:57:29.520 --> 01:57:32.520]   It's-- all right.
[01:57:32.520 --> 01:57:33.520]   [LAUGHTER]
[01:57:33.520 --> 01:57:36.520]   I obviously am not in the mainstream on this.
[01:57:36.520 --> 01:57:37.520]   I'll acknowledge that.
[01:57:37.520 --> 01:57:38.520]   I don't get it.
[01:57:38.520 --> 01:57:39.520]   I just don't get it.
[01:57:39.520 --> 01:57:41.520]   It doesn't make any sense to me.
[01:57:41.520 --> 01:57:44.520]   And because nobody's making you use this app, I understand--
[01:57:44.520 --> 01:57:46.520]   Most people don't know.
[01:57:46.520 --> 01:57:47.520]   They don't know what they're doing.
[01:57:47.520 --> 01:57:50.520]   There should be laws against the state putting cameras
[01:57:50.520 --> 01:57:53.520]   every freak in wear and using face recognition.
[01:57:53.520 --> 01:57:55.520]   And by the way, they do this very effectively
[01:57:55.520 --> 01:57:57.520]   in Russia and China.
[01:57:57.520 --> 01:57:58.520]   And they can tell--
[01:57:58.520 --> 01:58:01.520]   It was fascinating piece on what they can do in China.
[01:58:01.520 --> 01:58:04.520]   They can tell if you're in Beijing where you've gone,
[01:58:04.520 --> 01:58:05.520]   where you've been, what you've done.
[01:58:05.520 --> 01:58:06.520]   I understand.
[01:58:06.520 --> 01:58:07.520]   There should be rules against that.
[01:58:07.520 --> 01:58:10.520]   That happens here with license plates.
[01:58:10.520 --> 01:58:11.520]   Yeah, I'm saying.
[01:58:11.520 --> 01:58:14.520]   There aren't any rules against that in the United States.
[01:58:14.520 --> 01:58:17.520]   Well, Leo, why are you now saying that in public places,
[01:58:17.520 --> 01:58:20.520]   the government shouldn't have cameras yet in your private--
[01:58:20.520 --> 01:58:22.520]   If I want to take a picture of myself--
[01:58:22.520 --> 01:58:23.520]   Totally OK.
[01:58:23.520 --> 01:58:24.520]   It is, because I gave--
[01:58:24.520 --> 01:58:25.520]   I did it.
[01:58:25.520 --> 01:58:26.520]   I took it.
[01:58:26.520 --> 01:58:27.520]   I bought the camera.
[01:58:27.520 --> 01:58:29.520]   I put the app on my phone and I did it.
[01:58:29.520 --> 01:58:31.520]   You didn't have to walk down that road.
[01:58:31.520 --> 01:58:32.520]   I chose to do it.
[01:58:32.520 --> 01:58:35.520]   Meanwhile, the government does not restrict it anyway.
[01:58:35.520 --> 01:58:37.520]   It's right to take pictures of your face,
[01:58:37.520 --> 01:58:41.520]   match them up in a database that's corrupt and poorly run
[01:58:41.520 --> 01:58:44.520]   and produces all sorts of false positives.
[01:58:44.520 --> 01:58:46.520]   There's no limit on that.
[01:58:46.520 --> 01:58:48.520]   But the government can also subpoena anything.
[01:58:48.520 --> 01:58:51.520]   So it's kind of, I think, again, it's like there's no actual
[01:58:51.520 --> 01:58:53.520]   boundary between what you elect into
[01:58:53.520 --> 01:58:54.520]   and what you--
[01:58:54.520 --> 01:58:55.520]   That's a good point.
[01:58:55.520 --> 01:58:58.520]   But it's disingenuous of the state of Illinois and Texas
[01:58:58.520 --> 01:59:01.520]   governments to say, well, you better not do that.
[01:59:01.520 --> 01:59:04.520]   When they're doing it anyway all the time, I mean, to me,
[01:59:04.520 --> 01:59:08.520]   that's actually more of a problem because they're basically
[01:59:08.520 --> 01:59:11.520]   got a monopoly on face recognition.
[01:59:11.520 --> 01:59:12.520]   Mm.
[01:59:12.520 --> 01:59:13.520]   Mm.
[01:59:13.520 --> 01:59:14.520]   Mm.
[01:59:14.520 --> 01:59:15.520]   All right.
[01:59:15.520 --> 01:59:16.520]   All right.
[01:59:16.520 --> 01:59:17.520]   I know I'm not in the mainstream.
[01:59:17.520 --> 01:59:18.520]   I'm not in the mainstream.
[01:59:18.520 --> 01:59:19.520]   Let's take a break.
[01:59:19.520 --> 01:59:20.520]   We got more to do.
[01:59:20.520 --> 01:59:21.520]   We got a great panel.
[01:59:21.520 --> 01:59:22.520]   I'm so glad you're here.
[01:59:22.520 --> 01:59:25.520]   I'm the president of the American Tech School of Illinois.
[01:59:25.520 --> 01:59:29.520]   I'm the president of the American Tech School of Illinois.
[01:59:29.520 --> 01:59:32.520]   I'm the president of the American Tech School of Illinois.
[01:59:32.520 --> 01:59:35.520]   And I'm the president of the American Tech School of Illinois.
[01:59:35.520 --> 01:59:37.520]   I'm the president of the American Tech School of Illinois.
[01:59:37.520 --> 01:59:39.520]   I'm the president of the American Tech School of Illinois.
[01:59:39.520 --> 01:59:41.520]   I'm the president of the American Tech School of Illinois.
[01:59:41.520 --> 01:59:44.520]   And I'm the president of the American Tech School of Illinois.
[01:59:44.520 --> 01:59:46.520]   And I'm the president of the American Tech School of Illinois.
[01:59:46.520 --> 01:59:48.520]   I'm the president of the American Tech School of Illinois.
[01:59:48.520 --> 01:59:50.520]   I'm the president of the American Tech School of Illinois.
[01:59:50.520 --> 01:59:52.520]   I'm the president of the American Tech School of Illinois.
[01:59:52.520 --> 01:59:54.520]   I'm the president of the American Tech School of Illinois.
[01:59:54.520 --> 01:59:56.520]   I'm the president of the American Tech School of Illinois.
[01:59:56.520 --> 01:59:58.520]   I'm the president of the American Tech School of Illinois.
[01:59:58.520 --> 02:00:00.520]   I'm the president of the American Tech School of Illinois.
[02:00:00.520 --> 02:00:02.520]   I'm the president of the American Tech School of Illinois.
[02:00:02.520 --> 02:00:03.520]   I'm the president of the American Tech School of Illinois.
[02:00:03.520 --> 02:00:04.520]   I'm the president of the American Tech School of Illinois.
[02:00:04.520 --> 02:00:05.520]   I'm the president of the American Tech School of Illinois.
[02:00:05.520 --> 02:00:06.520]   I'm the president of the American Tech School of Illinois.
[02:00:06.520 --> 02:00:07.520]   I'm the president of the American Tech School of Illinois.
[02:00:07.520 --> 02:00:08.520]   I'm the president of the American Tech School of Illinois.
[02:00:08.520 --> 02:00:09.520]   I'm the president of the American Tech School of Illinois.
[02:00:09.520 --> 02:00:10.520]   I'm the president of the American Tech School of Illinois.
[02:00:10.520 --> 02:00:11.520]   I'm the president of the American Tech School of Illinois.
[02:00:11.520 --> 02:00:18.520]   This is the cleaning your nails selfie.
[02:00:18.520 --> 02:00:20.520]   I know because my daughter does a lot of nail selfies.
[02:00:20.520 --> 02:00:24.520]   Tim Stevens is all I do not do nail selfies.
[02:00:24.520 --> 02:00:25.520]   Tim Stevens is also here.
[02:00:25.520 --> 02:00:28.520]   He does ice driving, ice racing selfies.
[02:00:28.520 --> 02:00:30.520]   Have you been ice racing this winter?
[02:00:30.520 --> 02:00:34.520]   I was on the lake about three hours ago as a matter of fact.
[02:00:34.520 --> 02:00:35.520]   So, yes, I was racing today.
[02:00:35.520 --> 02:00:38.520]   Where can I see some videos of this?
[02:00:38.520 --> 02:00:40.520]   This was the first of the season, wasn't it?
[02:00:40.520 --> 02:00:41.520]   Tim, did I see that this morning?
[02:00:41.520 --> 02:00:42.520]   Was your first race?
[02:00:42.520 --> 02:00:43.520]   It was the first.
[02:00:43.520 --> 02:00:46.520]   Yeah, I shared a video on Twitter, Leo, a couple hours ago.
[02:00:46.520 --> 02:00:49.520]   Yeah, this was the first racing weekend.
[02:00:49.520 --> 02:00:51.520]   First, I've done it like two years, so it was good to get back out there.
[02:00:51.520 --> 02:00:52.520]   Oh, really?
[02:00:52.520 --> 02:00:53.520]   I got it.
[02:00:53.520 --> 02:00:54.520]   Second and a third today.
[02:00:54.520 --> 02:00:55.520]   So, not too bad.
[02:00:55.520 --> 02:00:56.520]   I just got to get back out.
[02:00:56.520 --> 02:00:59.520]   Now, do you ice race on skates, on a car, running?
[02:00:59.520 --> 02:01:00.520]   How do you do this?
[02:01:00.520 --> 02:01:02.520]   In a Subaru, actually.
[02:01:02.520 --> 02:01:06.520]   So, I was out on Lake Elgonquin in Wales, New York, in my Subaru.
[02:01:06.520 --> 02:01:14.520]   And do you modify in any way this vehicle so that it will race better on ice?
[02:01:14.520 --> 02:01:16.520]   We run street legal tires.
[02:01:16.520 --> 02:01:18.520]   We're required to buy regulations.
[02:01:18.520 --> 02:01:21.520]   So, they are studded tires, but there's street legal studded tires.
[02:01:21.520 --> 02:01:23.520]   They're not very big, gnarly studs.
[02:01:23.520 --> 02:01:27.520]   My car's got some upgrades on it, but by and large, it's pretty much the stock 2004 STI.
[02:01:27.520 --> 02:01:30.520]   Wow, let me let's watch the video, kids.
[02:01:30.520 --> 02:01:33.520]   Ice racing, round one, heat one.
[02:01:33.520 --> 02:01:34.520]   It's 360 videos.
[02:01:34.520 --> 02:01:35.520]   You can click and scroll around.
[02:01:35.520 --> 02:01:36.520]   Oh, no.
[02:01:36.520 --> 02:01:38.520]   What did you use for that?
[02:01:38.520 --> 02:01:39.520]   I was a gear 360.
[02:01:39.520 --> 02:01:43.520]   It came with my no-date, so I was playing around with it today.
[02:01:43.520 --> 02:01:44.520]   Oh, neat.
[02:01:44.520 --> 02:01:45.520]   This is figure.
[02:01:45.520 --> 02:01:47.520]   You're right there in the cockpit.
[02:01:47.520 --> 02:01:49.520]   Put on your daydream and you can...
[02:01:49.520 --> 02:01:50.520]   Holy cow.
[02:01:50.520 --> 02:01:51.520]   That's amazing.
[02:01:51.520 --> 02:01:52.520]   You did this today.
[02:01:52.520 --> 02:01:53.520]   Yeah, that was me.
[02:01:53.520 --> 02:01:54.520]   This is up to noon.
[02:01:54.520 --> 02:01:58.520]   It's almost like he knows something about technology and cars.
[02:01:58.520 --> 02:01:59.520]   I think this should be out loud.
[02:01:59.520 --> 02:02:01.520]   You should never be allowed to do this.
[02:02:01.520 --> 02:02:02.520]   You see my exhaust.
[02:02:02.520 --> 02:02:03.520]   You ran into a car.
[02:02:03.520 --> 02:02:06.520]   Is the car ran into you or you ran into a car?
[02:02:06.520 --> 02:02:09.520]   No, so I'm fighting for second place.
[02:02:09.520 --> 02:02:11.520]   That second place ahead of me.
[02:02:11.520 --> 02:02:13.520]   I don't know how long I want to watch this video for, but...
[02:02:13.520 --> 02:02:14.520]   Forever.
[02:02:14.520 --> 02:02:18.520]   I basically passed him right before the line anyway, which I got very excited when I did it.
[02:02:18.520 --> 02:02:19.520]   This is great.
[02:02:19.520 --> 02:02:23.520]   Well, let's jump ahead to the photo finish.
[02:02:23.520 --> 02:02:26.520]   I think you got to go back a little bit.
[02:02:26.520 --> 02:02:27.520]   Oh, here we go.
[02:02:27.520 --> 02:02:28.520]   Here we go.
[02:02:28.520 --> 02:02:29.520]   Here we go.
[02:02:29.520 --> 02:02:30.520]   Here we go.
[02:02:30.520 --> 02:02:31.520]   Here we go.
[02:02:31.520 --> 02:02:32.520]   There's that already.
[02:02:32.520 --> 02:02:33.520]   You already win.
[02:02:33.520 --> 02:02:35.520]   Yeah, I'm not sure where to actually choose.
[02:02:35.520 --> 02:02:37.520]   I might want to jump back a little bit more.
[02:02:37.520 --> 02:02:39.520]   It's a back a little bit more.
[02:02:39.520 --> 02:02:40.520]   Here we go.
[02:02:40.520 --> 02:02:41.520]   Here we go.
[02:02:41.520 --> 02:02:42.520]   Oh, this is exciting.
[02:02:42.520 --> 02:02:43.520]   Oh, I'm excited.
[02:02:43.520 --> 02:02:44.520]   Oh, by the way, not a lot of traction.
[02:02:44.520 --> 02:02:45.520]   That car is kind of going...
[02:02:45.520 --> 02:02:48.520]   Yeah, so we're going on a straight side.
[02:02:48.520 --> 02:02:49.520]   Oh!
[02:02:49.520 --> 02:02:50.520]   Oh!
[02:02:50.520 --> 02:02:51.520]   Bye-bye!
[02:02:51.520 --> 02:02:52.520]   Goodbye!
[02:02:52.520 --> 02:02:53.520]   Goodbye!
[02:02:53.520 --> 02:02:55.520]   That was great to mine.
[02:02:55.520 --> 02:02:58.520]   I love it that you did 360.
[02:02:58.520 --> 02:03:01.520]   That is so much fun.
[02:03:01.520 --> 02:03:03.520]   We were all ice racing with you.
[02:03:03.520 --> 02:03:04.520]   Thanks for coming to the ride.
[02:03:04.520 --> 02:03:05.520]   Round one heat run.
[02:03:05.520 --> 02:03:07.520]   Second place.
[02:03:07.520 --> 02:03:09.520]   Given the silver medal, ladies and gentlemen.
[02:03:09.520 --> 02:03:10.520]   I started last.
[02:03:10.520 --> 02:03:11.520]   I was very proud of second place.
[02:03:11.520 --> 02:03:12.520]   Wow.
[02:03:12.520 --> 02:03:13.520]   That's very cool.
[02:03:13.520 --> 02:03:17.520]   Lake Algonquin in Wells, New York, if you want to go out to the next meet.
[02:03:17.520 --> 02:03:19.520]   That might be cooler than yellow nails.
[02:03:19.520 --> 02:03:20.520]   I mean, I don't know.
[02:03:20.520 --> 02:03:21.520]   I don't know.
[02:03:21.520 --> 02:03:22.520]   You're both up there.
[02:03:22.520 --> 02:03:24.520]   He should race with yellow nails.
[02:03:24.520 --> 02:03:25.520]   I have yellow helmet.
[02:03:25.520 --> 02:03:26.520]   I don't know.
[02:03:26.520 --> 02:03:29.520]   Also, Georgia Dow, she's here.
[02:03:29.520 --> 02:03:32.520]   We love Georgia and we are so thrilled to see you.
[02:03:32.520 --> 02:03:34.520]   Don't forget Georgia's anxiety videos.
[02:03:34.520 --> 02:03:37.520]   That sounds a little weird when I say that.
[02:03:37.520 --> 02:03:40.520]   Anxiety-videos.com.
[02:03:40.520 --> 02:03:41.520]   She does some great videos.
[02:03:41.520 --> 02:03:46.520]   Not just about anxiety, but getting sleep, getting comfortable.
[02:03:46.520 --> 02:03:53.520]   All sorts of interesting stuff that you can just download these DVDs, boundaries and consequences.
[02:03:53.520 --> 02:03:54.520]   Parenting.
[02:03:54.520 --> 02:03:55.520]   Parenting.
[02:03:55.520 --> 02:03:56.520]   We all need that.
[02:03:56.520 --> 02:03:58.520]   We all need that.
[02:03:58.520 --> 02:04:01.520]   Go to anxiety-videos.com.
[02:04:01.520 --> 02:04:08.520]   Help, as they say, is just a click away.
[02:04:08.520 --> 02:04:09.520]   I hope these are doing really well.
[02:04:09.520 --> 02:04:10.520]   These are just really...
[02:04:10.520 --> 02:04:11.520]   They do well.
[02:04:11.520 --> 02:04:12.520]   They do well.
[02:04:12.520 --> 02:04:13.520]   Good.
[02:04:13.520 --> 02:04:17.520]   Because not everybody can get a good therapist or can find one or afford one.
[02:04:17.520 --> 02:04:23.720]   Sometimes people are shy too and don't feel comfortable going in, so you can kind of take
[02:04:23.720 --> 02:04:26.320]   care of things that you can take care of yourself.
[02:04:26.320 --> 02:04:28.320]   Or some people do it in adjunct, right?
[02:04:28.320 --> 02:04:32.320]   They want to see someone and then they can keep this and take it home whenever they're feeling.
[02:04:32.320 --> 02:04:33.320]   I am so...
[02:04:33.320 --> 02:04:36.320]   I actually post my therapy sessions on Instagram.
[02:04:36.320 --> 02:04:37.320]   Do you really?
[02:04:37.320 --> 02:04:38.320]   No.
[02:04:38.320 --> 02:04:39.320]   No.
[02:04:39.320 --> 02:04:40.320]   I don't.
[02:04:40.320 --> 02:04:41.320]   What is it?
[02:04:41.320 --> 02:04:43.320]   I just said he doesn't care about privacy.
[02:04:43.320 --> 02:04:46.320]   That's going one step too far.
[02:04:46.320 --> 02:04:47.320]   I'm not more than crazy.
[02:04:47.320 --> 02:04:48.320]   I could.
[02:04:48.320 --> 02:04:49.320]   No.
[02:04:49.320 --> 02:04:54.320]   There's a lot of issues that are important to talk about because that gets rid of stigma.
[02:04:54.320 --> 02:04:55.320]   No stigma.
[02:04:55.320 --> 02:04:56.320]   We all have our stuff, right?
[02:04:56.320 --> 02:04:58.640]   We all have different things we need to deal with.
[02:04:58.640 --> 02:05:01.960]   If we dealt with them more openly, I think that people would realize that we're all just
[02:05:01.960 --> 02:05:02.960]   human.
[02:05:02.960 --> 02:05:03.960]   Yeah.
[02:05:03.960 --> 02:05:04.960]   I was telling my daughter that.
[02:05:04.960 --> 02:05:08.800]   Again, 22 years old or 25 years old, just talking about boys and stuff.
[02:05:08.800 --> 02:05:10.160]   I said, "You know what?
[02:05:10.160 --> 02:05:11.760]   There's no perfect kid boy.
[02:05:11.760 --> 02:05:13.880]   We're all F'd up."
[02:05:13.880 --> 02:05:16.480]   It's just as you get in a relationship with somebody, you just realize, "Well, this is
[02:05:16.480 --> 02:05:19.320]   how they're F'd up and I'm going to be able to work around that.
[02:05:19.320 --> 02:05:20.320]   That's fine."
[02:05:20.320 --> 02:05:21.320]   Right?
[02:05:21.320 --> 02:05:22.320]   Am I wrong?
[02:05:22.320 --> 02:05:24.120]   Are any of you in a perfect relationship?
[02:05:24.120 --> 02:05:25.120]   Nobody's perfect.
[02:05:25.120 --> 02:05:29.360]   It would be boring if you were married to someone or you were yourself were perfect.
[02:05:29.360 --> 02:05:33.320]   Well, you'd feel like crap if you were perfect and married to a normal person.
[02:05:33.320 --> 02:05:34.320]   Right.
[02:05:34.320 --> 02:05:35.320]   It just would.
[02:05:35.320 --> 02:05:36.320]   It doesn't happen.
[02:05:36.320 --> 02:05:38.680]   That would be its own annoyance is having someone that was perfect.
[02:05:38.680 --> 02:05:40.480]   That would be what would be perfect.
[02:05:40.480 --> 02:05:41.480]   Important lesson.
[02:05:41.480 --> 02:05:44.000]   It does not happen.
[02:05:44.000 --> 02:05:46.320]   We all have our weirdnesses.
[02:05:46.320 --> 02:05:49.520]   And one person's perfect might be another person's totally F'd up.
[02:05:49.520 --> 02:05:50.520]   That is a good point.
[02:05:50.520 --> 02:05:51.520]   That is a good point.
[02:05:51.520 --> 02:05:52.920]   Actually, that's an excellent point.
[02:05:52.920 --> 02:05:53.920]   Yeah.
[02:05:53.920 --> 02:05:54.920]   It's a good question.
[02:05:54.920 --> 02:05:55.920]   It's what makes us interesting.
[02:05:55.920 --> 02:05:56.920]   It's what makes us interesting.
[02:05:56.920 --> 02:05:57.920]   We're different.
[02:05:57.920 --> 02:05:58.920]   It makes us interesting.
[02:05:58.920 --> 02:05:59.920]   It is.
[02:05:59.920 --> 02:06:01.920]   It is, I guess.
[02:06:01.920 --> 02:06:02.920]   [laughter]
[02:06:02.920 --> 02:06:03.920]   Totally.
[02:06:03.920 --> 02:06:10.160]   We'll be back one more segment to come before we go though.
[02:06:10.160 --> 02:06:13.440]   I want to tell you about Tracker because you, the last thing you want to do, you've got
[02:06:13.440 --> 02:06:16.880]   a busy life, you've got lots to do, you've got places to go, people to see, the last thing
[02:06:16.880 --> 02:06:22.080]   you want to do is spend the next hour looking for your keys so you can go.
[02:06:22.080 --> 02:06:24.800]   But how many of us do that all the time?
[02:06:24.800 --> 02:06:26.640]   It's like stop the insanity.
[02:06:26.640 --> 02:06:28.360]   There is a better way.
[02:06:28.360 --> 02:06:32.360]   If there's stuff you know you have, but you cannot find, you need Tracker.
[02:06:32.360 --> 02:06:33.680]   Tracker goes on your keys.
[02:06:33.680 --> 02:06:34.680]   It goes in your purse.
[02:06:34.680 --> 02:06:35.680]   It goes in your suitcase.
[02:06:35.680 --> 02:06:36.680]   It goes on your bicycle.
[02:06:36.680 --> 02:06:37.960]   It goes in your headphones.
[02:06:37.960 --> 02:06:41.000]   Goes on your remote control.
[02:06:41.000 --> 02:06:42.440]   Anything that you misplace.
[02:06:42.440 --> 02:06:45.240]   And by the way, the new Tracker Pixel, the lightest Tracker ever.
[02:06:45.240 --> 02:06:48.520]   It's so small about the size of a dime weighs absolutely nothing.
[02:06:48.520 --> 02:06:51.640]   And that means you can put it on anything.
[02:06:51.640 --> 02:06:52.640]   It pairs to your phone.
[02:06:52.640 --> 02:06:53.640]   It's a Bluetooth tracking device.
[02:06:53.640 --> 02:06:54.640]   It's not GPS.
[02:06:54.640 --> 02:06:55.960]   I should be clear about this.
[02:06:55.960 --> 02:06:56.960]   It's a Bluetooth tracking device.
[02:06:56.960 --> 02:06:57.960]   So you pair it to your phone.
[02:06:57.960 --> 02:06:59.640]   Your phone has GPS.
[02:06:59.640 --> 02:07:03.360]   If you, there are a number of ways it helps you find stuff.
[02:07:03.360 --> 02:07:05.160]   First of all, the two-way separation alerts.
[02:07:05.160 --> 02:07:08.600]   If you leave your Tracker, let's say my Tracker is on my keys, which it is.
[02:07:08.600 --> 02:07:11.240]   When I leave my keys behind the phone makes noises.
[02:07:11.240 --> 02:07:12.840]   Say, "Hey, you left your keys."
[02:07:12.840 --> 02:07:14.320]   And I go, "Oh shoot, I left my keys."
[02:07:14.320 --> 02:07:15.320]   Same thing the other way around.
[02:07:15.320 --> 02:07:17.240]   Leave my phone behind.
[02:07:17.240 --> 02:07:18.960]   Keys make noise.
[02:07:18.960 --> 02:07:23.440]   If you can't find your keys, you open up the Tracker app on your phone, you press the
[02:07:23.440 --> 02:07:25.520]   button and the keys make a very loud noise.
[02:07:25.520 --> 02:07:26.880]   And with the Pixel, they have lights.
[02:07:26.880 --> 02:07:27.880]   So they light up.
[02:07:27.880 --> 02:07:31.040]   And if it's fallen down the couch or whatever, it's easier to find under the bed.
[02:07:31.040 --> 02:07:32.120]   Really easy to find.
[02:07:32.120 --> 02:07:34.680]   I put these by the way on my AirPods.
[02:07:34.680 --> 02:07:37.280]   Because I actually bought a second pair of AirPods.
[02:07:37.280 --> 02:07:38.560]   Because I thought I lost them.
[02:07:38.560 --> 02:07:39.680]   And they were under the bed the whole time.
[02:07:39.680 --> 02:07:41.680]   So now I have Tracker on my AirPods.
[02:07:41.680 --> 02:07:42.680]   They're on the case.
[02:07:42.680 --> 02:07:43.680]   They're not there.
[02:07:43.680 --> 02:07:44.680]   Yeah, not on the...
[02:07:44.680 --> 02:07:46.480]   It looks like they'd probably then be like earrings.
[02:07:46.480 --> 02:07:47.480]   Yeah.
[02:07:47.480 --> 02:07:50.360]   Yeah, although, wait a minute now, that's a stylish look.
[02:07:50.360 --> 02:07:51.360]   I think I might do that.
[02:07:51.360 --> 02:07:52.360]   Could be fast.
[02:07:52.360 --> 02:07:54.360]   I didn't even think about that.
[02:07:54.360 --> 02:07:55.360]   Yeah.
[02:07:55.360 --> 02:07:56.360]   Dangles.
[02:07:56.360 --> 02:07:57.360]   You also have a button on the Tracker.
[02:07:57.360 --> 02:08:00.920]   So if you can't find your phone, and that happens all the time, right?
[02:08:00.920 --> 02:08:01.920]   It's not like you...
[02:08:01.920 --> 02:08:05.400]   In this case, it's not like you left it somewhere far away.
[02:08:05.400 --> 02:08:06.400]   It's on the kitchen counter.
[02:08:06.400 --> 02:08:08.120]   And you just forgot where you put it.
[02:08:08.120 --> 02:08:11.200]   You press the button on the Tracker, the phone, even if it's silenced, go, "Yeah, I'm here."
[02:08:11.200 --> 02:08:13.200]   It's not worth firing up the fine my iPhone.
[02:08:13.200 --> 02:08:14.200]   You just press the button, it's there.
[02:08:14.200 --> 02:08:15.200]   You got it.
[02:08:15.200 --> 02:08:16.280]   It simplifies your life.
[02:08:16.280 --> 02:08:22.640]   Now, the larger issue is if you do your keys fall out of your pocket, and you lose them,
[02:08:22.640 --> 02:08:26.880]   and then somebody picks them up and takes them somewhere, now you open up the phone,
[02:08:26.880 --> 02:08:28.280]   the Tracker shows the last...
[02:08:28.280 --> 02:08:30.120]   Because Bluetooth, it's only good for 150 feet.
[02:08:30.120 --> 02:08:32.160]   So it shows you the last place it saw them.
[02:08:32.160 --> 02:08:33.680]   You go there, they're not there.
[02:08:33.680 --> 02:08:36.120]   This is where Tracker really sings.
[02:08:36.120 --> 02:08:38.280]   It's the world's largest crowd locate network.
[02:08:38.280 --> 02:08:40.640]   See, there's five million trackers out there.
[02:08:40.640 --> 02:08:43.800]   So that means there's millions of Tracker users.
[02:08:43.800 --> 02:08:44.800]   And there...
[02:08:44.800 --> 02:08:46.040]   It's like they're on your team.
[02:08:46.040 --> 02:08:48.040]   And they don't have to do anything.
[02:08:48.040 --> 02:08:49.040]   You don't have to do anything.
[02:08:49.040 --> 02:08:50.560]   You're always participating in this.
[02:08:50.560 --> 02:08:54.360]   Whenever you walk by somebody's keys, your phone says, "Because it's Bluetooth-ely.
[02:08:54.360 --> 02:08:57.200]   I see keys or I see a Tracker device, actually.
[02:08:57.200 --> 02:08:58.200]   I see a Tracker device.
[02:08:58.200 --> 02:08:59.200]   It's a...
[02:08:59.200 --> 02:09:00.200]   What's the serial number?
[02:09:00.200 --> 02:09:01.200]   Okay."
[02:09:01.200 --> 02:09:05.840]   And then it pings your phone and says, "Your tracker was just seeing your keys are here."
[02:09:05.840 --> 02:09:06.840]   That is fantastic.
[02:09:06.840 --> 02:09:07.840]   It works really, really well.
[02:09:07.840 --> 02:09:10.120]   In fact, if you've got a Tracker, you can test it.
[02:09:10.120 --> 02:09:11.240]   It's not on by default.
[02:09:11.240 --> 02:09:14.680]   It's only when you lose something, you turn on the notifications, but turn it on now.
[02:09:14.680 --> 02:09:16.880]   And every time you walk by your keys, you get a notification.
[02:09:16.880 --> 02:09:17.880]   There's your keys.
[02:09:17.880 --> 02:09:18.880]   There's your keys.
[02:09:18.880 --> 02:09:19.880]   It really works.
[02:09:19.880 --> 02:09:23.720]   Tracker's one of the few Bluetooth trackers that has a replaceable battery.
[02:09:23.720 --> 02:09:26.400]   Even on the tiny Tracker pixel, that's huge.
[02:09:26.400 --> 02:09:29.160]   That means you don't have to throw it out when it wears out.
[02:09:29.160 --> 02:09:31.160]   You can keep it going for a long, long time.
[02:09:31.160 --> 02:09:32.160]   They're very affordable.
[02:09:32.160 --> 02:09:34.800]   They even have a 30-day money back guarantee.
[02:09:34.800 --> 02:09:36.040]   And we've got an even better deal.
[02:09:36.040 --> 02:09:41.960]   If you go to the Tracker.com/twit, you'll save 20% on any order.
[02:09:41.960 --> 02:09:43.040]   On any order.
[02:09:43.040 --> 02:09:45.800]   If you go load up on Tracker, get the Tracker Bravo.
[02:09:45.800 --> 02:09:48.600]   That's the Aluminized, Anidized, Aluminized.
[02:09:48.600 --> 02:09:50.520]   You can get that monogram.
[02:09:50.520 --> 02:09:52.720]   You can even print a picture on it.
[02:09:52.720 --> 02:09:54.280]   Or get the Tracker pixel, the new one.
[02:09:54.280 --> 02:09:57.920]   There's lots of accessories, lanyards and pitons and things.
[02:09:57.920 --> 02:10:01.720]   T-H-E-T-R-A-C-K-R, the Tracker.com/twit.
[02:10:01.720 --> 02:10:03.120]   20% off.
