
[00:00:00.000 --> 00:00:01.880]   It's time for Twit.
[02:11:55.440 --> 02:11:56.440]   Yeah.
[02:11:56.440 --> 02:11:57.440]   Is it?
[02:11:57.440 --> 02:11:58.440]   Yes.
[02:11:58.440 --> 02:12:00.240]   Is it obvious how this is making its money?
[02:12:00.240 --> 02:12:01.240]   Yes.
[02:12:01.240 --> 02:12:04.960]   If it's not obvious how it's making its money, it's making its money off of you and what you're
[02:12:04.960 --> 02:12:05.960]   sharing.
[02:12:05.960 --> 02:12:09.560]   So just think about that every single time you use something and when you have small
[02:12:09.560 --> 02:12:13.080]   children, you have to teach them how to wipe their Facebook.
[02:12:13.080 --> 02:12:14.080]   I think that's important.
[02:12:14.080 --> 02:12:16.760]   But my friends were so thankful.
[02:12:16.760 --> 02:12:19.400]   They were so like, Oh my gosh, I hadn't thought about it that way.
[02:12:19.400 --> 02:12:20.400]   Yeah.
[02:12:20.400 --> 02:12:21.400]   Okay.
[02:12:21.400 --> 02:12:22.400]   My business works.
[02:12:22.400 --> 02:12:23.400]   Yeah.
[02:12:23.400 --> 02:12:24.640]   Do your friends post photos of their kids on Facebook?
[02:12:24.640 --> 02:12:25.640]   Oh, sure.
[02:12:25.640 --> 02:12:26.640]   Yeah.
[02:12:26.640 --> 02:12:27.640]   All right.
[02:12:27.640 --> 02:12:32.200]   So then what the I was then then, then, then, kind of like, we need to have the talk.
[02:12:32.200 --> 02:12:35.680]   I've been posting your picture on Facebook for 13 years.
[02:12:35.680 --> 02:12:36.680]   Right.
[02:12:36.680 --> 02:12:41.760]   I mean, it's kind of like, you know, you don't put your picture, like if you're actually
[02:12:41.760 --> 02:12:47.000]   concerned about this stuff, then you have to exercise himself for strain and don't put
[02:12:47.000 --> 02:12:51.160]   pictures of your kids' twoshes in the bathtub on the Facebook.
[02:12:51.160 --> 02:12:53.480]   You know, I mean, it's part of this.
[02:12:53.480 --> 02:12:56.440]   This has been sort of a threat, a through line for this entire show tonight.
[02:12:56.440 --> 02:13:01.200]   But a lot of this just comes back to like, life moves pretty fast.
[02:13:01.200 --> 02:13:04.400]   Technology moves faster than we do.
[02:13:04.400 --> 02:13:08.360]   And we got to, you know, stop and think about what we're doing.
[02:13:08.360 --> 02:13:09.840]   You know who else ought to move fast?
[02:13:09.840 --> 02:13:15.840]   People in Mountain View, because Waymo has just received a permit for no driver testing
[02:13:15.840 --> 02:13:20.120]   in California and Mountain View is the first place.
[02:13:20.120 --> 02:13:21.120]   Watch out.
[02:13:21.120 --> 02:13:22.560]   There's Lexus is driving down the street.
[02:13:22.560 --> 02:13:25.320]   There's nobody inside.
[02:13:25.320 --> 02:13:27.360]   And I bet if it hits you, it just keeps going.
[02:13:27.360 --> 02:13:28.360]   Right?
[02:13:28.360 --> 02:13:31.280]   Who said they're driving what they've got like a trailer car behind it?
[02:13:31.280 --> 02:13:35.040]   No, they're they talk about moving too fast.
[02:13:35.040 --> 02:13:38.800]   We just, you know, had this Uber issue, the Tesla issue.
[02:13:38.800 --> 02:13:43.040]   Waymo confirmed on Friday, the California Department of Motor Vehicles has approved its
[02:13:43.040 --> 02:13:47.520]   permit to test without a safety driver behind the wheel.
[02:13:47.520 --> 02:13:49.160]   That's lobbying at work.
[02:13:49.160 --> 02:13:50.160]   That's amazing.
[02:13:50.160 --> 02:13:51.160]   Wow.
[02:13:51.160 --> 02:13:52.160]   Amazing.
[02:13:52.160 --> 02:13:53.160]   Yeah.
[02:13:53.160 --> 02:13:54.160]   Yeah.
[02:13:54.160 --> 02:13:58.400]   So if you see a Chrysler minivan with strange accoutrement on the roof coming at you, Ron,
[02:13:58.400 --> 02:14:00.400]   there's somebody at the wheel.
[02:14:00.400 --> 02:14:02.040]   That's actually, you know, it's interesting though.
[02:14:02.040 --> 02:14:07.320]   I wonder, I bet you nobody at the California Department of Motor Vehicles asked in depth
[02:14:07.320 --> 02:14:13.360]   questions about how secure the system is and if it's vulnerable to intrusion outside
[02:14:13.360 --> 02:14:14.360]   in Cleveland.
[02:14:14.360 --> 02:14:16.080]   No, I doubt it.
[02:14:16.080 --> 02:14:21.640]   I have to say, I mean, Waymo's done a lot better job than Uber with self-driving Uber.
[02:14:21.640 --> 02:14:28.200]   I think the Uber record of average was a driver had to take over every 13 miles, had
[02:14:28.200 --> 02:14:30.000]   overrided the system.
[02:14:30.000 --> 02:14:32.840]   And Waymo is something like, I can't remember what it was, hundreds of times.
[02:14:32.840 --> 02:14:37.080]   Well, Uber's having a hard time with object and image recognition and making some mistakes.
[02:14:37.080 --> 02:14:38.080]   Yeah.
[02:14:38.080 --> 02:14:39.640]   And I think this all comes back again.
[02:14:39.640 --> 02:14:41.920]   Like Waymo is part of a data company.
[02:14:41.920 --> 02:14:42.920]   Yeah.
[02:14:42.920 --> 02:14:44.920]   Uber is a transportation company that uses data.
[02:14:44.920 --> 02:14:45.920]   Right.
[02:14:45.920 --> 02:14:46.920]   It's kind of interesting.
[02:14:46.920 --> 02:14:52.920]   And I sort of wonder if part of Waymo's lobbying effort was just like, well, look at the statistics.
[02:14:52.920 --> 02:14:57.720]   We have actually many hours and miles of safe testing on a closed course.
[02:14:57.720 --> 02:15:00.120]   Yeah, they've been doing this for a long time.
[02:15:00.120 --> 02:15:01.120]   But you know what?
[02:15:01.120 --> 02:15:03.720]   Let's all hand it to the California Department of Motor Vehicles.
[02:15:03.720 --> 02:15:07.240]   That's probably literally the fastest they've ever moved on anything.
[02:15:07.240 --> 02:15:08.240]   Right.
[02:15:08.240 --> 02:15:09.440]   So we know it can jump.
[02:15:09.440 --> 02:15:11.240]   We're all standing online.
[02:15:11.240 --> 02:15:13.800]   It's really true.
[02:15:13.800 --> 02:15:20.400]   Waymo says that on average, once every 5,600 miles, the safety driver has had to take over
[02:15:20.400 --> 02:15:22.360]   compared to Uber's every 13 miles.
[02:15:22.360 --> 02:15:23.360]   It's pretty remarkable.
[02:15:23.360 --> 02:15:24.360]   Yeah, let me get that.
[02:15:24.360 --> 02:15:26.160]   Well, they've been at it for a long time though.
[02:15:26.160 --> 02:15:30.720]   Remember, this is a secret project inside Google for a long time before we knew about
[02:15:30.720 --> 02:15:31.720]   it.
[02:15:31.720 --> 02:15:32.720]   And then we've also known about it for a long time.
[02:15:32.720 --> 02:15:33.720]   Google is alphabet.
[02:15:33.720 --> 02:15:34.720]   Right.
[02:15:34.720 --> 02:15:35.720]   Before Google's alphabet, thank you.
[02:15:35.720 --> 02:15:40.040]   Should point out though that with no safety driver, there's not going to be somebody there
[02:15:40.040 --> 02:15:43.200]   every 5,600 miles to correct the car.
[02:15:43.200 --> 02:15:48.360]   I wonder who's ensuring them because there's no actual-- we don't have the insurance stuff
[02:15:48.360 --> 02:15:49.360]   figured out yet.
[02:15:49.360 --> 02:15:50.360]   I wonder how--
[02:15:50.360 --> 02:15:51.360]   Google's probably self-insuring.
[02:15:51.360 --> 02:15:53.200]   Yeah, I was just thinking the same thing.
[02:15:53.200 --> 02:15:54.200]   Google insurance company.
[02:15:54.200 --> 02:15:55.200]   I think so.
[02:15:55.200 --> 02:15:57.280]   Are we saying they have some money?
[02:15:57.280 --> 02:15:58.280]   Wow.
[02:15:58.280 --> 02:15:59.280]   Wow.
[02:15:59.280 --> 02:16:02.280]   That's just-- that's wild.
[02:16:02.280 --> 02:16:03.280]   Let's take a break.
[02:16:03.280 --> 02:16:04.280]   Surprise.
[02:16:04.280 --> 02:16:05.280]   Last ad.
[02:16:05.280 --> 02:16:08.480]   And then we can say a good night because it's as much as I love talking to you.
[02:16:08.480 --> 02:16:11.000]   This has probably gone on way too long.
[02:16:11.000 --> 02:16:13.240]   Our shooting front.
[02:16:13.240 --> 02:16:15.040]   You know, I discovered something really cool.
[02:16:15.040 --> 02:16:16.040]   I use Sonos.
[02:16:16.040 --> 02:16:17.440]   We were talking about Sonos.
[02:16:17.440 --> 02:16:20.200]   And the Sonos app has now added Audible back in.
[02:16:20.200 --> 02:16:22.720]   You can listen to your audio books on your Sonos.
[02:16:22.720 --> 02:16:27.240]   This morning to celebrate, I had Ready Player One playing throughout the entire house.
[02:16:27.240 --> 02:16:29.800]   It was so awesome.
[02:16:29.800 --> 02:16:32.120]   Audible makes great audio books.
[02:16:32.120 --> 02:16:37.000]   Whether you like to listen to books to get away from it all, like Ready Player One, you
[02:16:37.000 --> 02:16:38.640]   like to get-- learn.
[02:16:38.640 --> 02:16:39.640]   I do that too.
[02:16:39.640 --> 02:16:41.920]   I love reading history.
[02:16:41.920 --> 02:16:44.360]   I've been an Audible member since the year 2000.
[02:16:44.360 --> 02:16:45.360]   18 years.
[02:16:45.360 --> 02:16:46.640]   That's kind of hard to believe.
[02:16:46.640 --> 02:16:47.640]   18 years.
[02:16:47.640 --> 02:16:50.560]   Longer than I've been doing this show, I've been an Audible member.
[02:16:50.560 --> 02:16:52.840]   And I love Audible.
[02:16:52.840 --> 02:16:54.320]   You will too.
[02:16:54.320 --> 02:16:58.040]   The selection on Audible's phenomenal.
[02:16:58.040 --> 02:17:02.480]   Pretty much every book that comes out now comes out in audio as well as prints so that
[02:17:02.480 --> 02:17:05.160]   you can get it day and date on Audible.
[02:17:05.160 --> 02:17:06.160]   I do that a lot.
[02:17:06.160 --> 02:17:07.720]   I'll pre-order books that I know are coming out.
[02:17:07.720 --> 02:17:09.480]   I'm very excited about reading.
[02:17:09.480 --> 02:17:16.600]   When Bill Gates said my favorite book was Stephen Pinker's The Better Angel of Our--
[02:17:16.600 --> 02:17:17.600]   Angels of Our Better Nature.
[02:17:17.600 --> 02:17:18.680]   Angels of Our Better Nature.
[02:17:18.680 --> 02:17:20.400]   I immediately got it on Audible.
[02:17:20.400 --> 02:17:21.920]   And that's another nice thing.
[02:17:21.920 --> 02:17:23.920]   You get a book immediately.
[02:17:23.920 --> 02:17:27.320]   You go to Audible.com/twit.
[02:17:27.320 --> 02:17:30.160]   And you can get a book for free right now.
[02:17:30.160 --> 02:17:33.960]   And you're downloading it and you're listening within seconds.
[02:17:33.960 --> 02:17:36.440]   That's pretty cool.
[02:17:36.440 --> 02:17:38.000]   Jason, your book's Audible.
[02:17:38.000 --> 02:17:39.280]   It is on Audible.
[02:17:39.280 --> 02:17:44.240]   And as a matter of fact, if you go to Audible and you listen to the sample chapter, it is
[02:17:44.240 --> 02:17:46.400]   the chapter number nine.
[02:17:46.400 --> 02:17:47.400]   About me.
[02:17:47.400 --> 02:17:48.400]   You're on the report.
[02:17:48.400 --> 02:17:49.400]   Yeah.
[02:17:49.400 --> 02:17:50.400]   You're probably going to be sick of that by now.
[02:17:50.400 --> 02:17:51.400]   Yes.
[02:17:51.400 --> 02:17:52.400]   That's adorable.
[02:17:52.400 --> 02:17:53.400]   You guys.
[02:17:53.400 --> 02:17:55.600]   Read by yours truly as well.
[02:17:55.600 --> 02:17:56.600]   Yeah.
[02:17:56.600 --> 02:18:00.120]   My book is also on there, but not read by me.
[02:18:00.120 --> 02:18:05.360]   But a professional person who knows how to read a book out loud to other people.
[02:18:05.360 --> 02:18:06.360]   Really.
[02:18:06.360 --> 02:18:07.360]   Yeah.
[02:18:07.360 --> 02:18:08.360]   No, it's so good.
[02:18:08.360 --> 02:18:13.040]   I have to say every book on Audible is something you learn, something you can enjoy, something
[02:18:13.040 --> 02:18:14.040]   you can escape to.
[02:18:14.040 --> 02:18:17.040]   I was just looking at my Audible library.
[02:18:17.040 --> 02:18:19.640]   And I have a pretty good mix of fiction and nonfiction.
[02:18:19.640 --> 02:18:21.680]   I learn a lot from Audible.
[02:18:21.680 --> 02:18:26.960]   I'm going to Japan, so I'm just reading Haruki Murakami's Wind Up Bird Chronicle.
[02:18:26.960 --> 02:18:29.600]   I don't know if you've read that, Amy, but it's really funny.
[02:18:29.600 --> 02:18:33.000]   Hey, can I ask you a question since we're talking about books in Audible?
[02:18:33.000 --> 02:18:34.000]   Yeah.
[02:18:34.000 --> 02:18:35.800]   Is it what books is everybody?
[02:18:35.800 --> 02:18:39.240]   I need, I just finished Born by Jeff Vandermeer.
[02:18:39.240 --> 02:18:40.920]   I don't know that book.
[02:18:40.920 --> 02:18:42.240]   Tell me about that.
[02:18:42.240 --> 02:18:43.240]   It's weird and crazy.
[02:18:43.240 --> 02:18:44.840]   He's the guy who wrote Annihilation.
[02:18:44.840 --> 02:18:45.840]   Oh.
[02:18:45.840 --> 02:18:46.840]   And this one is another.
[02:18:46.840 --> 02:18:49.120]   So you want science fiction or horror?
[02:18:49.120 --> 02:18:52.320]   It's sort of dystopian futures.
[02:18:52.320 --> 02:18:53.320]   It's me.
[02:18:53.320 --> 02:18:59.360]   So I'm reading, I'm way back and I'm reading even Cowgirls Get the Blues.
[02:18:59.360 --> 02:19:00.360]   Love that.
[02:19:00.360 --> 02:19:01.360]   Oh, yeah.
[02:19:01.360 --> 02:19:02.360]   Great book.
[02:19:02.360 --> 02:19:03.360]   And you know what?
[02:19:03.360 --> 02:19:04.360]   It's working for me right now.
[02:19:04.360 --> 02:19:08.560]   It's totally escapist, but also the most fantastic use of metaphor I've ever encountered.
[02:19:08.560 --> 02:19:09.920]   Like, just the wildest metaphor.
[02:19:09.920 --> 02:19:13.000]   She had giant thumbs because she hitchhiked.
[02:19:13.000 --> 02:19:14.800]   She hitchhiked because she had giant thumbs.
[02:19:14.800 --> 02:19:15.800]   Avisa Versa.
[02:19:15.800 --> 02:19:17.440]   Yeah, that's a big distinction.
[02:19:17.440 --> 02:19:18.440]   Interesting.
[02:19:18.440 --> 02:19:23.720]   I do one that I'm about to do because the second season of Handmaid's Tale is about
[02:19:23.720 --> 02:19:24.720]   to be found.
[02:19:24.720 --> 02:19:26.840]   Oh, there's a new version.
[02:19:26.840 --> 02:19:32.600]   It's Claire Danes who did a reading of the original, but this one is a performance version
[02:19:32.600 --> 02:19:33.880]   where there's other voices.
[02:19:33.880 --> 02:19:34.880]   I love those.
[02:19:34.880 --> 02:19:38.320]   When Audible does that, it's really cool because it brings a book to life.
[02:19:38.320 --> 02:19:39.320]   I love Tom Robbins.
[02:19:39.320 --> 02:19:40.800]   You know, you got me kind of in the mood.
[02:19:40.800 --> 02:19:41.800]   I'm just--
[02:19:41.800 --> 02:19:42.800]   I love Tom Robbins.
[02:19:42.800 --> 02:19:43.800]   Yeah.
[02:19:43.800 --> 02:19:45.480]   Half of Sleep and Frog Pajamas is one of my favorite books of all time.
[02:19:45.480 --> 02:19:50.120]   I listened on Audible way back in 2010 to Fierce Envelopes from Hot Climate's Home
[02:19:50.120 --> 02:19:51.120]   from Hot Climate.
[02:19:51.120 --> 02:19:52.120]   That was a great book.
[02:19:52.120 --> 02:19:54.000]   Tom Robbins on audio has got to be great.
[02:19:54.000 --> 02:19:55.000]   Yeah, it is.
[02:19:55.000 --> 02:19:56.000]   Oh, did he read it?
[02:19:56.000 --> 02:19:57.000]   No.
[02:19:57.000 --> 02:19:58.000]   No, no, no.
[02:19:58.000 --> 02:19:59.000]   Okay.
[02:19:59.000 --> 02:20:00.000]   Just the words, right?
[02:20:00.000 --> 02:20:01.000]   Such fun words to read.
[02:20:01.000 --> 02:20:02.000]   Yeah.
[02:20:02.000 --> 02:20:04.000]   No, it's like, you know, who else is great in Audible?
[02:20:04.000 --> 02:20:06.520]   Vonnegut, kind of for the same reason.
[02:20:06.520 --> 02:20:07.520]   It just--
[02:20:07.520 --> 02:20:08.520]   Kind of--
[02:20:08.520 --> 02:20:12.120]   They write like they speak very naturally and you can hear the voice.
[02:20:12.120 --> 02:20:16.120]   I want Jeff Bridges to read Tom Robbins.
[02:20:16.120 --> 02:20:18.120]   The dude should read Tom Robbins.
[02:20:18.120 --> 02:20:19.120]   He should, right?
[02:20:19.120 --> 02:20:20.120]   Yeah, definitely.
[02:20:20.120 --> 02:20:21.120]   We're Vonnegut too.
[02:20:21.120 --> 02:20:22.120]   Yeah.
[02:20:22.120 --> 02:20:23.120]   Yeah.
[02:20:23.120 --> 02:20:28.720]   One of the recommendations, it's a nonfiction one though, Whiplash by Joey Ito and Jeff How.
[02:20:28.720 --> 02:20:29.720]   Love Joey.
[02:20:29.720 --> 02:20:31.520]   How to survive our faster future.
[02:20:31.520 --> 02:20:32.520]   Yeah.
[02:20:32.520 --> 02:20:37.240]   So a lot of this is how, you know, because we're in a world where we're absorbing so
[02:20:37.240 --> 02:20:44.960]   much data and things are moving so much faster, you know, a lot of the laws and principles
[02:20:44.960 --> 02:20:51.600]   that we've worked on in business and life and culture, you know, don't-- they're-- we're
[02:20:51.600 --> 02:20:57.480]   breaking them and we have to be comfortable with that and think about them differently.
[02:20:57.480 --> 02:20:58.480]   So Whiplash.
[02:20:58.480 --> 02:21:00.640]   Listening to business books on Audible is really cool.
[02:21:00.640 --> 02:21:01.640]   Yeah.
[02:21:01.640 --> 02:21:06.120]   It's a great way to kind of take the time that you're in the car or walk in the dog
[02:21:06.120 --> 02:21:08.000]   or doing the dishes and make some use of it.
[02:21:08.000 --> 02:21:09.000]   Get a little smarter.
[02:21:09.000 --> 02:21:10.000]   Yeah, exactly.
[02:21:10.000 --> 02:21:11.000]   Yeah.
[02:21:11.000 --> 02:21:12.000]   You know, it's cool about the Vonnegut books.
[02:21:12.000 --> 02:21:14.200]   They have movie stars reading them all.
[02:21:14.200 --> 02:21:15.880]   Audible's really good at choosing voices.
[02:21:15.880 --> 02:21:18.640]   James Franco reads science as Slaughterhouse 5.
[02:21:18.640 --> 02:21:20.120]   Tony Roberts reads Cats Cradle.
[02:21:20.120 --> 02:21:23.120]   I want to hear John Malkovich read Breakfast of Champions.
[02:21:23.120 --> 02:21:25.120]   Oh, that would be good.
[02:21:25.120 --> 02:21:26.120]   Wow.
[02:21:26.120 --> 02:21:27.120]   Yeah.
[02:21:27.120 --> 02:21:28.120]   Wouldn't that be something?
[02:21:28.120 --> 02:21:29.120]   Yeah.
[02:21:29.120 --> 02:21:30.120]   Yeah.
[02:21:30.120 --> 02:21:31.120]   So it goes.
[02:21:31.120 --> 02:21:32.960]   I listened to Galapagos before I went to the Galapagos.
[02:21:32.960 --> 02:21:35.960]   Turns out it's not really about the Galapagos, but it still is.
[02:21:35.960 --> 02:21:38.680]   It was a great book.
[02:21:38.680 --> 02:21:39.840]   I really enjoyed it.
[02:21:39.840 --> 02:21:41.640]   And the Galapagos does figure in it.
[02:21:41.640 --> 02:21:43.640]   It's just not a natural history or anything.
[02:21:43.640 --> 02:21:44.640]   It's not a trauma.
[02:21:44.640 --> 02:21:47.080]   I feel like you should have a book club, Leo.
[02:21:47.080 --> 02:21:51.480]   I've always wanted to do an Audio Audible book club because I listened to so many Audible
[02:21:51.480 --> 02:21:52.480]   books.
[02:21:52.480 --> 02:21:53.640]   Welcome to the Monarchy House.
[02:21:53.640 --> 02:21:59.040]   This is a dramatization with David Straythairn, Maria Tucci, Biller, when Tony Roberts and
[02:21:59.040 --> 02:22:00.040]   Dylan Baker.
[02:22:00.040 --> 02:22:01.040]   That would be awesome.
[02:22:01.040 --> 02:22:02.880]   See, this is the fun part.
[02:22:02.880 --> 02:22:06.440]   If you're an Audible subscriber, when you get together with other Audible subscribers,
[02:22:06.440 --> 02:22:11.720]   which apparently we all are, coincidentally, what you do is talk about what you hear lately.
[02:22:11.720 --> 02:22:13.560]   What's a great book?
[02:22:13.560 --> 02:22:14.560]   Audible facilitates this.
[02:22:14.560 --> 02:22:17.840]   You can now send books, share books from your library with anyone.
[02:22:17.840 --> 02:22:19.640]   If it's their first time, they listen free.
[02:22:19.640 --> 02:22:21.000]   You could share audio excerpts.
[02:22:21.000 --> 02:22:22.800]   I really like this from your favorite books.
[02:22:22.800 --> 02:22:23.800]   That's awesome.
[02:22:23.800 --> 02:22:24.800]   So if you listen to something and say, "Oh, this is really good.
[02:22:24.800 --> 02:22:25.800]   Jason's got to hear this.
[02:22:25.800 --> 02:22:26.960]   I can send this to you."
[02:22:26.960 --> 02:22:29.840]   A lot of people listen to our podcast faster.
[02:22:29.840 --> 02:22:32.280]   You can do that with Audible too or slower.
[02:22:32.280 --> 02:22:33.520]   Get the narration you want.
[02:22:33.520 --> 02:22:37.880]   If you're an Amazon Kindle user and you use Whisper Sync, you can buy the book on the
[02:22:37.880 --> 02:22:42.360]   Kindle as well as the audiobook and watch as it reads or switch back and forth.
[02:22:42.360 --> 02:22:43.360]   So listen.
[02:22:43.360 --> 02:22:44.360]   You get home.
[02:22:44.360 --> 02:22:46.760]   You can read it if you like to read books on a Kindle.
[02:22:46.760 --> 02:22:50.080]   Audible members get a credit every month, good for any audiobook, regardless of price.
[02:22:50.080 --> 02:22:53.000]   Unused credits roll over.
[02:22:53.000 --> 02:22:54.520]   Although I never have unused credits.
[02:22:54.520 --> 02:22:58.480]   I look forward to my reset date, which is the 22nd of every month.
[02:22:58.480 --> 02:23:01.360]   I immediately jump in because I have an Audible wish list.
[02:23:01.360 --> 02:23:05.200]   As long as my arm books have a great feature too that I recently discovered.
[02:23:05.200 --> 02:23:11.520]   If you used a credit on a book and you didn't like it, you can exchange that credit for
[02:23:11.520 --> 02:23:12.520]   another book.
[02:23:12.520 --> 02:23:13.520]   That's really nice.
[02:23:13.520 --> 02:23:14.520]   Yeah.
[02:23:14.520 --> 02:23:15.520]   So I...
[02:23:15.520 --> 02:23:16.520]   No questions asked.
[02:23:16.520 --> 02:23:17.520]   No questions asked.
[02:23:17.520 --> 02:23:18.600]   And with Audible, you're not renting.
[02:23:18.600 --> 02:23:19.600]   These books are yours to keep.
[02:23:19.600 --> 02:23:23.040]   I have my library because I've been an Audible member so long as hundreds and hundreds of
[02:23:23.040 --> 02:23:24.040]   books.
[02:23:24.040 --> 02:23:28.360]   And I often go back and reread favorites, especially when, you know, just I need a...
[02:23:28.360 --> 02:23:31.360]   I need even cowgroves get the blues to get me through the night.
[02:23:31.360 --> 02:23:33.960]   And then I got it, which is really, really nice.
[02:23:33.960 --> 02:23:34.960]   I forgot.
[02:23:34.960 --> 02:23:35.960]   I love that book.
[02:23:35.960 --> 02:23:36.960]   I'm going to re-download it.
[02:23:36.960 --> 02:23:37.960]   Me too.
[02:23:37.960 --> 02:23:40.760]   I did a lot of John Irving's too, like Cider House Rules.
[02:23:40.760 --> 02:23:42.360]   For some reason they were mine.
[02:23:42.360 --> 02:23:43.360]   In narrative.
[02:23:43.360 --> 02:23:47.160]   Yeah, they're great stories, but they're real and it's their fun.
[02:23:47.160 --> 02:23:48.760]   Get a free audiobook right now.
[02:23:48.760 --> 02:23:50.360]   You get a 30 day free trial.
[02:23:50.360 --> 02:23:51.360]   Here's two ways to do it.
[02:23:51.360 --> 02:23:53.360]   You can go to audible.com/twit.
[02:23:53.360 --> 02:23:54.360]   We've got a new way.
[02:23:54.360 --> 02:23:56.280]   You know, most people listen Audible on their phone.
[02:23:56.280 --> 02:23:57.360]   So you could just use your phone.
[02:23:57.360 --> 02:24:02.480]   And text "twit" TWIT TWIT 500 500.
[02:24:02.480 --> 02:24:03.480]   That's the short code.
[02:24:03.480 --> 02:24:04.480]   That's as easy as you can get.
[02:24:04.480 --> 02:24:05.480]   You get a link back.
[02:24:05.480 --> 02:24:06.480]   You click.
[02:24:06.480 --> 02:24:07.480]   That's it.
[02:24:07.480 --> 02:24:08.480]   You're done.
[02:24:08.480 --> 02:24:13.920]   Text "twit" to 500 500 or go to audibla.com/twit.
[02:24:13.920 --> 02:24:19.120]   Audible.com/twit or text "twit" to 500 500.
[02:24:19.120 --> 02:24:24.400]   You'll get a link, a free book and a whole world of amazing literature awaits you.
[02:24:24.400 --> 02:24:26.880]   That's how these people got so smart.
[02:24:26.880 --> 02:24:29.280]   I know why you all are so darn smart.
[02:24:29.280 --> 02:24:30.280]   I forgot.
[02:24:30.280 --> 02:24:32.440]   I just remembered another recommendation.
[02:24:32.440 --> 02:24:33.960]   Hamilton the Revolution.
[02:24:33.960 --> 02:24:38.240]   They did the story of how they created Hamilton.
[02:24:38.240 --> 02:24:39.240]   That I got a read.
[02:24:39.240 --> 02:24:40.240]   Terrific audio book.
[02:24:40.240 --> 02:24:41.240]   I got to read that.
[02:24:41.240 --> 02:24:42.240]   Yeah.
[02:24:42.240 --> 02:24:45.440]   I think you just made a great shout out to English majors.
[02:24:45.440 --> 02:24:50.760]   English majors are pretty much everybody because we couldn't get a real job.
[02:24:50.760 --> 02:24:56.640]   In the future people, people who have, we all focus on STEM, STEM, STEM, but the people
[02:24:56.640 --> 02:25:02.720]   who are going to fare pretty well going forward are people who have had very rigorous liberal
[02:25:02.720 --> 02:25:10.440]   arts degrees with super concentrated abilities to do critical thinking and comparative reasoning
[02:25:10.440 --> 02:25:11.440]   and logic.
[02:25:11.440 --> 02:25:12.440]   Analysis.
[02:25:12.440 --> 02:25:17.840]   I would submit why I reject the notion that you're one of the other, your left brain
[02:25:17.840 --> 02:25:18.840]   or right brain.
[02:25:18.840 --> 02:25:19.840]   Do both.
[02:25:19.840 --> 02:25:24.200]   Really, the secret to my success in life, and I bet you to all of yours too, is that
[02:25:24.200 --> 02:25:29.240]   you understand technology, that you have an affinity for STEM, for science, for technology,
[02:25:29.240 --> 02:25:35.160]   for engineering, for math, but you also can talk or write and explicate.
[02:25:35.160 --> 02:25:36.640]   We really need that.
[02:25:36.640 --> 02:25:42.600]   I do think, Amy, that STEM gives you a logic foundation in a way that no language thing.
[02:25:42.600 --> 02:25:43.600]   Sure.
[02:25:43.600 --> 02:25:48.680]   They're not in exchange for comparative, the best possible degree would be instead of
[02:25:48.680 --> 02:25:50.840]   algebra, like applied mathematics.
[02:25:50.840 --> 02:25:51.840]   Yeah.
[02:25:51.840 --> 02:25:52.840]   More practical.
[02:25:52.840 --> 02:25:53.840]   That's what coding is.
[02:25:53.840 --> 02:25:54.840]   And world religion.
[02:25:54.840 --> 02:25:55.840]   Yeah.
[02:25:55.840 --> 02:26:02.680]   And, you know, like that makes you a super, like a super powerful person if you're able
[02:26:02.680 --> 02:26:03.680]   to do all of that.
[02:26:03.680 --> 02:26:08.720]   And you know, one thing that this whole panel represents is lifelong learners, that you
[02:26:08.720 --> 02:26:12.480]   got a good foundation and you never stopped learning, that you still read, you still learn,
[02:26:12.480 --> 02:26:13.720]   you're still inquisitive.
[02:26:13.720 --> 02:26:14.720]   That's really cool.
[02:26:14.720 --> 02:26:17.560]   Well, because no matter what happens, nobody can take away what you've learned.
[02:26:17.560 --> 02:26:20.680]   Like nobody can take away your education, which is why education is paramount.
[02:26:20.680 --> 02:26:23.120]   I completely agree with you.
[02:26:23.120 --> 02:26:26.560]   Take a coding class as well as a comparative religions class.
[02:26:26.560 --> 02:26:27.560]   They're both great.
[02:26:27.560 --> 02:26:28.560]   Yeah.
[02:26:28.560 --> 02:26:29.560]   Well, we should do it all.
[02:26:29.560 --> 02:26:30.560]   That's the big, right?
[02:26:30.560 --> 02:26:32.000]   I say, I can't do that.
[02:26:32.000 --> 02:26:33.000]   I can't do that.
[02:26:33.000 --> 02:26:36.280]   That's why all good liberalized schools and most big, wonderful public universities too
[02:26:36.280 --> 02:26:40.280]   require you to take a number of different types of courses so that you can think that
[02:26:40.280 --> 02:26:41.280]   way.
[02:26:41.280 --> 02:26:48.600]   I am a big proponent of a lot of high school math curricula is not very good these days,
[02:26:48.600 --> 02:26:53.120]   but there is good coding curriculum out there.
[02:26:53.120 --> 02:26:58.560]   Learn math through coding that will help you learn math and logic and technology.
[02:26:58.560 --> 02:27:05.680]   I interviewed a guy who was a professor of computer science at Brown University.
[02:27:05.680 --> 02:27:07.920]   I'm trying to remember the name.
[02:27:07.920 --> 02:27:09.840]   It was on triangulation.
[02:27:09.840 --> 02:27:15.320]   The name of his, they have a school curriculum that any math teacher can teach.
[02:27:15.320 --> 02:27:17.880]   It doesn't matter if you don't know coding.
[02:27:17.880 --> 02:27:21.640]   It's really good and it's free and it's available.
