
[00:00:00.000 --> 00:00:02.000]   It's time for Twit.
[01:22:01.080 --> 01:22:02.080]   That's ridiculous.
[01:22:02.080 --> 01:22:03.600]   Amazon got up.
[01:22:03.600 --> 01:22:05.440]   First of all, I don't know whether to blame Amazon.
[01:22:05.440 --> 01:22:09.280]   I think I blame the US Patent and Trademark Office.
[01:22:09.280 --> 01:22:18.000]   Amazon has patented the idea of taking a picture of a product against a seamless white
[01:22:18.000 --> 01:22:19.000]   background.
[01:22:19.000 --> 01:22:23.000]   Yeah, because that's never been done before.
[01:22:23.000 --> 01:22:30.320]   Amazon's filing said, "In the past, you've had to use green screen or post-processing
[01:22:30.320 --> 01:22:35.680]   or image retouching or other special effects to achieve the result of an object set against
[01:22:35.680 --> 01:22:37.960]   a true white background."
[01:22:37.960 --> 01:22:41.080]   Thanks to our amazing invention.
[01:22:41.080 --> 01:22:46.600]   You can now take pictures of an object against a white background that don't need retouching.
[01:22:46.600 --> 01:22:51.040]   Never approved this at the patent office should be fired.
[01:22:51.040 --> 01:22:56.320]   Whoever submitted it from Amazon, whoever the lawyer was, should be disbarred.
[01:22:56.320 --> 01:22:58.080]   This is bullish.
[01:22:58.080 --> 01:23:00.040]   It's stunning.
[01:23:00.040 --> 01:23:01.520]   But you're right.
[01:23:01.520 --> 01:23:08.760]   It mainly shows the complete and utter incompetence of the US Patent Office, which routinely
[01:23:08.760 --> 01:23:10.720]   gives out ridiculous patents.
[01:23:10.720 --> 01:23:14.840]   That's why we have this ridiculous and terrible patent situation.
[01:23:14.840 --> 01:23:19.120]   You want to read it, it's patent 8,676,045.
[01:23:19.120 --> 01:23:22.160]   They got the patent on March 18th.
[01:23:22.160 --> 01:23:24.240]   If you look at the diagram, it's...
[01:23:24.240 --> 01:23:25.840]   The diagram's like stick figures.
[01:23:25.840 --> 01:23:27.440]   It's not even an interesting diagram.
[01:23:27.440 --> 01:23:30.280]   They didn't even pay five bucks to some artist to do it right.
[01:23:30.280 --> 01:23:36.000]   Yeah, it'd be a curved paper and some lights and you too can take perfect pictures against
[01:23:36.000 --> 01:23:38.160]   the white background.
[01:23:38.160 --> 01:23:40.360]   You sure this wasn't published on April 1st?
[01:23:40.360 --> 01:23:41.360]   That's what I thought.
[01:23:41.360 --> 01:23:43.120]   First thing I thought when I saw it.
[01:23:43.120 --> 01:23:44.360]   Because look at it.
[01:23:44.360 --> 01:23:45.360]   Look at that picture.
[01:23:45.360 --> 01:23:46.360]   That...
[01:23:46.360 --> 01:23:48.040]   I know it's ludicrous.
[01:23:48.040 --> 01:23:51.080]   That children do better than that.
[01:23:51.080 --> 01:23:52.080]   That's really amazing.
[01:23:52.080 --> 01:23:53.080]   That makes no sense.
[01:23:53.080 --> 01:23:54.080]   Look at the man.
[01:23:54.080 --> 01:23:55.080]   Look at the person.
[01:23:55.080 --> 01:23:58.080]   Yeah, it's literally a stick figure.
[01:23:58.080 --> 01:23:59.080]   Yeah.
[01:23:59.080 --> 01:24:00.080]   It's great.
[01:24:00.080 --> 01:24:01.080]   What is this?
[01:24:01.080 --> 01:24:02.080]   A telephone?
[01:24:02.080 --> 01:24:06.440]   I think they're just trying to make mockery of the whole thing.
[01:24:06.440 --> 01:24:07.440]   That's it.
[01:24:07.440 --> 01:24:12.680]   But you know what happens at companies like Amazon and Apple and Google, they have on
[01:24:12.680 --> 01:24:13.680]   staff.
[01:24:13.680 --> 01:24:16.240]   They're not even on a retainer on staff attorneys.
[01:24:16.240 --> 01:24:18.040]   Often they're own building.
[01:24:18.040 --> 01:24:19.040]   Full of them.
[01:24:19.040 --> 01:24:24.680]   And their only job is to go around and the story is told in Fred Vogelstein's excellent
[01:24:24.680 --> 01:24:26.200]   book Dogfight.
[01:24:26.200 --> 01:24:28.520]   Apple attorneys going around saying what did you invent today?
[01:24:28.520 --> 01:24:29.520]   Yeah.
[01:24:29.520 --> 01:24:30.520]   No, I know.
[01:24:30.520 --> 01:24:32.000]   And they're trying to get ideas going with that.
[01:24:32.000 --> 01:24:33.000]   Oh, Lincoln patent net.
[01:24:33.000 --> 01:24:34.000]   That's patentable.
[01:24:34.000 --> 01:24:35.000]   What else?
[01:24:35.000 --> 01:24:36.000]   Oh, that's patentable.
[01:24:36.000 --> 01:24:37.000]   Yeah.
[01:24:37.000 --> 01:24:38.000]   And you know what?
[01:24:38.000 --> 01:24:39.560]   I don't blame the companies because this is such a broken system.
[01:24:39.560 --> 01:24:41.400]   Well, they should patent everything.
[01:24:41.400 --> 01:24:42.400]   Why not?
[01:24:42.400 --> 01:24:46.680]   I wish I'd patent it podcasting when I invented it.
[01:24:46.680 --> 01:24:49.200]   So it's you still can.
[01:24:49.200 --> 01:24:50.200]   There's time.
[01:24:50.200 --> 01:24:51.200]   I could reinvent it.
[01:24:51.200 --> 01:24:52.200]   Yeah.
[01:24:52.200 --> 01:24:54.240]   I'll approve any new invention.
[01:24:54.240 --> 01:24:55.240]   Just submit it.
[01:24:55.240 --> 01:24:57.000]   I don't look for prior art.
[01:24:57.000 --> 01:24:58.000]   Oh, no.
[01:24:58.000 --> 01:24:59.000]   They don't.
[01:24:59.000 --> 01:25:00.000]   Why should you?
[01:25:00.000 --> 01:25:01.000]   Yeah.
[01:25:01.000 --> 01:25:07.040]   I have to think that some of this, it seems to be that the and maybe this is the law.
[01:25:07.040 --> 01:25:12.360]   I don't know that the point is kind of give most patents approve most patents and let
[01:25:12.360 --> 01:25:15.400]   it let them fight it out in court because we don't have the manpower.
[01:25:15.400 --> 01:25:16.400]   No, that's what they're always saying.
[01:25:16.400 --> 01:25:18.280]   We haven't got the manpower.
[01:25:18.280 --> 01:25:19.960]   The second thing is more important.
[01:25:19.960 --> 01:25:21.600]   They should look at this something like that.
[01:25:21.600 --> 01:25:25.040]   The owner of the manpower just take a quick look and say this is out.
[01:25:25.040 --> 01:25:28.320]   If you haven't got manpower, you don't approve this crap.
[01:25:28.320 --> 01:25:32.840]   Well, the number one, you know, one of the main features you're supposed to look at is
[01:25:32.840 --> 01:25:33.840]   novelty.
[01:25:33.840 --> 01:25:34.840]   Is this something new?
[01:25:34.840 --> 01:25:35.840]   Right.
[01:25:35.840 --> 01:25:37.640]   Presumably this would fail right away.
[01:25:37.640 --> 01:25:40.200]   Yes, I'll just figure out what we've been doing this.
[01:25:40.200 --> 01:25:43.160]   So get this.
[01:25:43.160 --> 01:25:50.800]   This is a graph from Tim Lee patent approval rates.
[01:25:50.800 --> 01:25:56.240]   If the patent office says we approve 54% of all patents, but that's a little funny number
[01:25:56.240 --> 01:26:01.640]   because what they're saying is of the patents that come in the door, 54% get approved immediately.
[01:26:01.640 --> 01:26:05.280]   But it turns out what mostly happens is patents that are turned down, the guy goes back, rewrites
[01:26:05.280 --> 01:26:07.920]   a few words, brings it in again.
[01:26:07.920 --> 01:26:14.320]   Of all patent filings, 94% are approved.
[01:26:14.320 --> 01:26:16.320]   That's nice.
[01:26:16.320 --> 01:26:17.320]   94%.
[01:26:17.320 --> 01:26:19.840]   Now here's a graph.
[01:26:19.840 --> 01:26:21.400]   It's kind of hard to see.
[01:26:21.400 --> 01:26:25.760]   I'll zoom in a little bit on this patent office allowance rates.
[01:26:25.760 --> 01:26:28.640]   The patent office uses the lower line, but the top line is the line.
[01:26:28.640 --> 01:26:33.440]   If we just look at all patents that come in the door, whether they ever get patented,
[01:26:33.440 --> 01:26:41.040]   we start in 1996, got almost 100% in 2001 and then went dipped a little bit under President
[01:26:41.040 --> 01:26:46.440]   Obama's patent commissioner, who happens to be a former Googler, by the way.
[01:26:46.440 --> 01:26:50.040]   It's going, it's sky rocket and it's now currently 94%.
[01:26:50.040 --> 01:26:52.920]   I'll start with that guy Clinton put in.
[01:26:52.920 --> 01:26:58.080]   I actually was at a thing at the Commonwealth Club where it was the patent guy that was with
[01:26:58.080 --> 01:27:03.600]   Clinton and some, I think it was maybe less Sigur, somebody saying this is bogus.
[01:27:03.600 --> 01:27:06.640]   I asked them an interesting question.
[01:27:06.640 --> 01:27:10.600]   Because they had all these business practice patents now legal.
[01:27:10.600 --> 01:27:14.880]   I said, is it possible to patent a football play?
[01:27:14.880 --> 01:27:19.560]   He said, well, he says the problem is there has to be some technology aspect to it or
[01:27:19.560 --> 01:27:20.760]   you can't patent it.
[01:27:20.760 --> 01:27:23.400]   I said, what if it's a timing play?
[01:27:23.400 --> 01:27:25.520]   He says, yeah, you could patent that.
[01:27:25.520 --> 01:27:28.320]   I'm sorry, he's not a Googler, he's an IBMer.
[01:27:28.320 --> 01:27:30.720]   Oh, well the IBM, the number one patent machine.
[01:27:30.720 --> 01:27:31.720]   They have a few.
[01:27:31.720 --> 01:27:32.720]   They have a word.
[01:27:32.720 --> 01:27:33.720]   Dave Capos.
[01:27:33.720 --> 01:27:34.720]   They crank out everything.
[01:27:34.720 --> 01:27:40.280]   He was a former Undersecretary of Commerce for Intellectual Property and the Director
[01:27:40.280 --> 01:27:43.760]   of USPTO for, oh, till 2013.
[01:27:43.760 --> 01:27:44.760]   So the new one.
[01:27:44.760 --> 01:27:47.120]   I think IBM, didn't IBM invent patent trolling?
[01:27:47.120 --> 01:27:49.440]   I mean, they're pretty much, pretty much.
[01:27:49.440 --> 01:27:50.440]   I think you're right.
[01:27:50.440 --> 01:27:56.160]   Currently, the current Director of USPTO is Teresa Stanek Ria.
[01:27:56.160 --> 01:27:57.560]   She's interim.
[01:27:57.560 --> 01:27:59.760]   She's a pharmacist.
[01:27:59.760 --> 01:28:00.760]   Worked for drug companies.
[01:28:00.760 --> 01:28:02.800]   What else does a lot of patents?
[01:28:02.800 --> 01:28:04.680]   Oh, yeah, big pharma.
[01:28:04.680 --> 01:28:05.680]   Big pharma.
[01:28:05.680 --> 01:28:06.680]   Big pharma.
[01:28:06.680 --> 01:28:08.440]   They're patenting genes.
[01:28:08.440 --> 01:28:09.440]   Yeah.
[01:28:09.440 --> 01:28:12.320]   Oh, wait a minute.
[01:28:12.320 --> 01:28:13.320]   She resigned in November.
[01:28:13.320 --> 01:28:14.960]   Who is it now?
[01:28:14.960 --> 01:28:15.960]   No, it's.
[01:28:15.960 --> 01:28:16.960]   What?
[01:28:16.960 --> 01:28:17.960]   Okay.
[01:28:17.960 --> 01:28:19.640]   Any guesses on who this person will have worked for?
[01:28:19.640 --> 01:28:21.800]   Peggy Fokarino.
[01:28:21.800 --> 01:28:23.680]   She doesn't even, she is not even a wiki producer.
[01:28:23.680 --> 01:28:28.520]   Not even in Wikipedia.
[01:28:28.520 --> 01:28:36.000]   She became, began performing the functions and duties of the commissioner for patents,
[01:28:36.000 --> 01:28:38.200]   but we don't know who she is.
[01:28:38.200 --> 01:28:40.680]   I'm guessing, I bet you she worked for somebody that doesn't.
[01:28:40.680 --> 01:28:43.040]   That's probably the big pharma is the one really dominating.
[01:28:43.040 --> 01:28:45.480]   Big pharma is the one, yeah.
[01:28:45.480 --> 01:28:49.240]   That's where the, in fact, if I was big pharma trying to patent all this crazy stuff, I'd
[01:28:49.240 --> 01:28:52.960]   put some of these goofball patents through like the one about the white background, just
[01:28:52.960 --> 01:28:57.720]   a distract from the really nasty patents going through drugs.
[01:28:57.720 --> 01:28:58.720]   Well, that's actually for drugs.
[01:28:58.720 --> 01:28:59.720]   Yeah.
[01:28:59.720 --> 01:29:02.040]   Hey, we'll talk about Snapchat and wrap this up in a second.
[01:29:02.040 --> 01:29:03.680]   But, Snapchat, Snapchat.
[01:29:03.680 --> 01:29:06.480]   I know you love Snapchat for sending sexy pictures.
[01:29:06.480 --> 01:29:08.480]   I've never used Snapchat, actually.
[01:29:08.480 --> 01:29:09.480]   Really?
[01:29:09.480 --> 01:29:11.400]   And I've always thought it was a honeypot.
[01:29:11.400 --> 01:29:13.200]   Well, maybe it is.
[01:29:13.200 --> 01:29:15.240]   The FTC thinks it is.
[01:29:15.240 --> 01:29:16.240]   Somebody thinks it is.
[01:29:16.240 --> 01:29:18.000]   Our show is brought to you by Carbonite.com.
[01:29:18.000 --> 01:29:21.600]   Whether you have one computer at home or several of your small business, Carbonite's
[01:29:21.600 --> 01:29:27.080]   backing up those files to the cloud automatically, continuously accessing your files anytime
[01:29:27.080 --> 01:29:31.960]   is easy with their free Carbonite app or you just log on to any computer and with your
[01:29:31.960 --> 01:29:33.960]   Carbonite account and there's your stuff.
[01:29:33.960 --> 01:29:34.960]   You can email it to somebody.
[01:29:34.960 --> 01:29:36.320]   You can see if it's really been backed up.
[01:29:36.320 --> 01:29:37.320]   You can see if it's there.
[01:29:37.320 --> 01:29:38.880]   It gives you peace of mind protection.
[01:29:38.880 --> 01:29:43.120]   And should the worst happen, you're going to get that file back.
[01:29:43.120 --> 01:29:46.520]   350 million files a day are backed up at Carbonite.com.
[01:29:46.520 --> 01:29:51.560]   I think the total is over 30 billion files backed up.
[01:29:51.560 --> 01:29:55.320]   I'm sorry, 300 billion files backed up total.
[01:29:55.320 --> 01:29:56.320]   It's just amazing.
[01:29:56.320 --> 01:30:01.440]   The Carbonite for business, such a great solution because it's automatic, it's continuous to
[01:30:01.440 --> 01:30:03.240]   the cloud.
[01:30:03.240 --> 01:30:09.440]   Carbonite for home starts at $59.99 a year for everything on your Mac or your PC.
[01:30:09.440 --> 01:30:13.840]   That's less than five bucks a month for real peace of mind.
[01:30:13.840 --> 01:30:15.680]   Start your free trial today at Carbonite.com.
[01:30:15.680 --> 01:30:16.680]   You don't need a credit card.
[01:30:16.680 --> 01:30:18.800]   You just need the offer code TWIT.
[01:30:18.800 --> 01:30:22.760]   You get two weeks free and two months free when you purchase.
[01:30:22.760 --> 01:30:23.920]   You got to back it up to get it back.
[01:30:23.920 --> 01:30:27.840]   Do it right with Carbonite.
[01:30:27.840 --> 01:30:29.520]   So Snapchat, we knew this.
[01:30:29.520 --> 01:30:34.680]   Snapchat, it turns out that's the company that teens love because they can take a picture
[01:30:34.680 --> 01:30:36.680]   and actually now messages.
[01:30:36.680 --> 01:30:39.440]   They can provide each other child pornography.
[01:30:39.440 --> 01:30:41.200]   I don't think they do that.
[01:30:41.200 --> 01:30:46.000]   I think that's what adults think they would do if they were teenagers.
[01:30:46.000 --> 01:30:47.480]   Because that's what we would do.
[01:30:47.480 --> 01:30:51.880]   In fact, there's a lot of sexting.
[01:30:51.880 --> 01:30:52.880]   Let's put it.
[01:30:52.880 --> 01:30:53.880]   Is it really?
[01:30:53.880 --> 01:30:54.880]   Come on.
[01:30:54.880 --> 01:30:55.880]   Is it places loaded with?
[01:30:55.880 --> 01:30:56.880]   That's where you would go to do this.
[01:30:56.880 --> 01:30:57.880]   Yes, that's again.
[01:30:57.880 --> 01:30:58.880]   I think that's what you think.
[01:30:58.880 --> 01:30:59.880]   You think?
[01:30:59.880 --> 01:31:00.880]   Everybody, well fine.
[01:31:00.880 --> 01:31:01.880]   Maybe I'm wrong.
[01:31:01.880 --> 01:31:06.600]   But everybody out there who used the system to send a couple of, you know, racy pictures,
[01:31:06.600 --> 01:31:07.720]   you can be good.
[01:31:07.720 --> 01:31:10.680]   Well, we all thought they disappeared.
[01:31:10.680 --> 01:31:15.840]   You could set when you sent the picture, you could say I want it to be visible for 10
[01:31:15.840 --> 01:31:16.840]   to 30 seconds.
[01:31:16.840 --> 01:31:19.320]   And then after that, it disappears.
[01:31:19.320 --> 01:31:21.080]   Both my kids use it a lot.
[01:31:21.080 --> 01:31:24.400]   And I think we talked to Dana Boyd on triangulation a couple of weeks ago.
[01:31:24.400 --> 01:31:29.240]   She said she's the wonderful researcher who, the Harvard researcher, who really kind of
[01:31:29.240 --> 01:31:32.440]   keeps up on what kids today are doing and thinking.
[01:31:32.440 --> 01:31:33.440]   These kids.
[01:31:33.440 --> 01:31:37.680]   No, she's good because she said, you know, what they really, it's for them, they understand
[01:31:37.680 --> 01:31:39.440]   privacy, the implications.
[01:31:39.440 --> 01:31:42.080]   And they just want to, they want ephemera.
[01:31:42.080 --> 01:31:45.760]   They want, they don't want, they don't like the fact that everything they do is preserved
[01:31:45.760 --> 01:31:48.120]   forever on ephemera.
[01:31:48.120 --> 01:31:51.520]   They want, they want to be able to send an ephemeral picture once in a while.
[01:31:51.520 --> 01:31:52.520]   I think that's reasonable.
[01:31:52.520 --> 01:31:56.600]   Yeah, I've actually talked to my daughter and some of her friends about it, their teenagers.
[01:31:56.600 --> 01:32:01.360]   And they, it's not so much that the pictures are dirty or it's that they don't have to
[01:32:01.360 --> 01:32:02.360]   care about them.
[01:32:02.360 --> 01:32:03.360]   Right.
[01:32:03.360 --> 01:32:07.320]   So if you take a picture, you put it on Instagram or Facebook, people are going to see it forever.
[01:32:07.320 --> 01:32:09.920]   So then you have to agonize about whether it's any good or not.
[01:32:09.920 --> 01:32:13.480]   You just want to take a stupid picture of yourself sticking your tongue out or making
[01:32:13.480 --> 01:32:14.480]   a stupid face.
[01:32:14.480 --> 01:32:18.520]   You know, you don't have to worry about all these, everybody seeing it because only the
[01:32:18.520 --> 01:32:22.440]   person you sent it to is going to see it and they're only going to see it for 10 seconds.
[01:32:22.440 --> 01:32:26.280]   I have to think, and my kids say exactly the same thing and everybody, and this isn't
[01:32:26.280 --> 01:32:27.280]   about second.
[01:32:27.280 --> 01:32:30.640]   But I have to think there must be, there must be a, there must be a little bit of a subtle
[01:32:30.640 --> 01:32:37.600]   pressure on, on people who use Facebook and Instagram and Twitter that this is going
[01:32:37.600 --> 01:32:38.600]   to live forever.
[01:32:38.600 --> 01:32:43.000]   They just, this little, little niggling feeling of, well, it's, it's, yeah, it's the social
[01:32:43.000 --> 01:32:44.000]   pressure.
[01:32:44.000 --> 01:32:48.480]   In fact, I was at a party yesterday and there was a young kid who was, I think 14 and,
[01:32:48.480 --> 01:32:52.280]   and he was talking about Instagram and how, you know, this picture got this many likes
[01:32:52.280 --> 01:32:55.080]   and picture that many likes and it's so important.
[01:32:55.080 --> 01:32:56.080]   Yeah.
[01:32:56.080 --> 01:33:00.160]   And there's a huge amount of social pressure to just, well, why didn't my picture get
[01:33:00.160 --> 01:33:01.160]   any likes?
[01:33:01.160 --> 01:33:03.200]   But Snapchat, you don't have to worry about any of that.
[01:33:03.200 --> 01:33:04.720]   It's literally just there and gone.
[01:33:04.720 --> 01:33:07.760]   Well, clearly kid, the kids like somebody likes it because it's huge.
[01:33:07.760 --> 01:33:08.760]   Yes.
[01:33:08.760 --> 01:33:09.760]   Facebook.
[01:33:09.760 --> 01:33:10.760]   They're not so gone.
[01:33:10.760 --> 01:33:11.760]   Yeah.
[01:33:11.760 --> 01:33:13.880]   And pictures and corrupt apparently.
[01:33:13.880 --> 01:33:15.560]   So, so well, let's talk about this.
[01:33:15.560 --> 01:33:19.040]   But first Facebook tried to buy, no, Google tried to buy them or Facebook, somebody for
[01:33:19.040 --> 01:33:21.880]   three billion, Snapchat said, who were worth more than that?
[01:33:21.880 --> 01:33:25.200]   They probably would have been except for this.
[01:33:25.200 --> 01:33:26.360]   Maybe they wish they'd taken the money.
[01:33:26.360 --> 01:33:29.200]   I think, yeah, that would be what I would think.
[01:33:29.200 --> 01:33:31.200]   Facebook tried to compete with Polk.
[01:33:31.200 --> 01:33:33.800]   Mark Zuckerberg said, I wrote this myself.
[01:33:33.800 --> 01:33:38.960]   Actually this week, Facebook announced that they're killing both Polk and Facebook camera
[01:33:38.960 --> 01:33:42.880]   to apps that they developed that nobody adopted, but Snapchat lived on.
[01:33:42.880 --> 01:33:48.200]   Well, a settlement with the Federal Trade Commission, Snapchat, the FTC said Snapchat was
[01:33:48.200 --> 01:33:54.960]   deceiving customers because, well, see this I don't, I think is BS because there are ways
[01:33:54.960 --> 01:34:00.080]   to save the message, for instance, opening it in a third party app or doing a screenshot.
[01:34:00.080 --> 01:34:02.280]   I think everybody understands that app for sure.
[01:34:02.280 --> 01:34:03.480]   And you can't fight that.
[01:34:03.480 --> 01:34:09.120]   I mean, you could always put the Snapchat picture up there and take it with picture with a camera.
[01:34:09.120 --> 01:34:14.040]   But also there's some issue about whether Snapchat may not actually be getting rid of
[01:34:14.040 --> 01:34:15.240]   that image on the server.
[01:34:15.240 --> 01:34:19.480]   Well, they keep keeping something because apparently a bunch of phone numbers were like
[01:34:19.480 --> 01:34:20.480]   ripped off by some hackers.
[01:34:20.480 --> 01:34:23.400]   Yeah, to me it's not just the images.
[01:34:23.400 --> 01:34:25.720]   They kept your location in some cases.
[01:34:25.720 --> 01:34:30.320]   They kept contact information and other sort of personal information.
[01:34:30.320 --> 01:34:34.240]   Like the images, I think we all knew they're on your phone.
[01:34:34.240 --> 01:34:36.040]   Someone can get them if they want to.
[01:34:36.040 --> 01:34:42.720]   Well, the FTC complaint did point out that for a year the FAQ at Snapchat's website read
[01:34:42.720 --> 01:34:46.240]   like this, "Is there any way to view an image after the time has expired?"
[01:34:46.240 --> 01:34:49.640]   Snapchat's answer, "No, snaps disappear after the timer runs out."
[01:34:49.640 --> 01:34:53.200]   I think it's reasonable for the FTC to say, "Well, a consumer might read that and think
[01:34:53.200 --> 01:34:56.840]   foolishly those pictures have disappeared."
[01:34:56.840 --> 01:35:00.480]   In 20 years...
[01:35:00.480 --> 01:35:06.440]   The third parties were getting access to the phone numbers of other people.
[01:35:06.440 --> 01:35:08.640]   That was the real problem, I think.
[01:35:08.640 --> 01:35:11.640]   That happened with WhatsApp as well, by the way.
[01:35:11.640 --> 01:35:20.760]   There was a couple of malware apps on Android that were sending bogus paid texts, remember?
[01:35:20.760 --> 01:35:24.400]   And the way they got the phone number was they just checked with WhatsApp.
[01:35:24.400 --> 01:35:26.560]   They said, "Hey, what's the phone number?"
[01:35:26.560 --> 01:35:28.600]   And WhatsApp said, "Oh, I'll tell you."
[01:35:28.600 --> 01:35:30.840]   So this is an issue all right.
[01:35:30.840 --> 01:35:35.160]   FTC's complaint also said there were several security failures at Snapchat, a data breach
[01:35:35.160 --> 01:35:39.560]   in December in which 4.6 million Snapchat accounts and cell numbers were leaked onto
[01:35:39.560 --> 01:35:42.600]   the internet.
[01:35:42.600 --> 01:35:47.720]   But did anybody assert that Snapchat could save those images on the Snapchat servers?
[01:35:47.720 --> 01:35:48.880]   Because I read that as well.
[01:35:48.880 --> 01:35:50.480]   Yeah, I did too.
[01:35:50.480 --> 01:35:51.480]   Why not?
[01:35:51.480 --> 01:35:53.280]   They have to go through this.
[01:35:53.280 --> 01:35:54.920]   It's not clear that they did.
[01:35:54.920 --> 01:35:56.880]   No, but why wouldn't they?
[01:35:56.880 --> 01:36:01.600]   But they did keep location information and contact info.
[01:36:01.600 --> 01:36:06.040]   You know, I have a rule of thumb about information that goes online.
[01:36:06.040 --> 01:36:11.720]   If it's something I'm really going to want to have later, I need to back it up myself.
[01:36:11.720 --> 01:36:16.400]   If it's something that might embarrass me someday, I don't need to take any action.
[01:36:16.400 --> 01:36:19.480]   It will live forever without any intervention.
[01:36:19.480 --> 01:36:23.200]   That's the case.
[01:36:23.200 --> 01:36:25.080]   That's for sure.
[01:36:25.080 --> 01:36:32.040]   Information Week lists five ways Snapchat violated your privacy security.
[01:36:32.040 --> 01:36:34.600]   Recipients may have saved your image, right?
[01:36:34.600 --> 01:36:36.440]   Recipients may have saved your videos, right?
[01:36:36.440 --> 01:36:41.360]   Snapchat may have transmitted your location, or Snapchat may have collected contact information
[01:36:41.360 --> 01:36:45.600]   from your address book, and the Find Friends feature was not secure.
[01:36:45.600 --> 01:36:47.080]   I thought it was interesting.
[01:36:47.080 --> 01:36:49.000]   There was no financial penalty.
[01:36:49.000 --> 01:36:52.200]   They just for 20, but this is a penalty though.
[01:36:52.200 --> 01:36:55.880]   For 20 years, like Snapchat's going to be around 20 years.
[01:36:55.880 --> 01:36:58.800]   Does anybody think Snapchat is around 20 years?
[01:36:58.800 --> 01:36:59.800]   Really?
[01:36:59.800 --> 01:37:00.800]   Really?
[01:37:00.800 --> 01:37:02.960]   The FTC has mandated a monitor.
[01:37:02.960 --> 01:37:05.080]   They're going to have to wear a bracelet.
[01:37:05.080 --> 01:37:06.880]   Around their ankle?
[01:37:06.880 --> 01:37:07.880]   Yeah.
[01:37:07.880 --> 01:37:08.720]   20 years.
[01:37:08.720 --> 01:37:11.040]   It won't be 20.
[01:37:11.040 --> 01:37:12.280]   Wait till you're right.
[01:37:12.280 --> 01:37:15.800]   They'll be out of business, or the next Republican president will just drop it.
[01:37:15.800 --> 01:37:16.800]   Yeah.
[01:37:16.800 --> 01:37:18.640]   Well, didn't well, no, but now let's be honest.
[01:37:18.640 --> 01:37:19.640]   They're a public inheritor.
[01:37:19.640 --> 01:37:25.840]   Same thing happened to Microsoft in that Department of Justice case, and that was one of the penalties
[01:37:25.840 --> 01:37:28.600]   Microsoft had to have a monitor.
[01:37:28.600 --> 01:37:30.560]   And I think that person's not doing much.
[01:37:30.560 --> 01:37:31.560]   That's a good job.
[01:37:31.560 --> 01:37:33.560]   You've got to have an office in Redmond.
[01:37:33.560 --> 01:37:34.560]   You're just sitting there.
[01:37:34.560 --> 01:37:35.560]   Yeah, that ended.
[01:37:35.560 --> 01:37:37.560]   Go to Burger Master.
[01:37:37.560 --> 01:37:38.560]   It didn't.
[01:37:38.560 --> 01:37:39.560]   Yeah.
[01:37:39.560 --> 01:37:41.280]   What did the monitor do?
[01:37:41.280 --> 01:37:42.280]   Nothing.
[01:37:42.280 --> 01:37:43.280]   Okay.
[01:37:43.280 --> 01:37:45.040]   What would you do?
[01:37:45.040 --> 01:37:46.040]   You sent a report.
[01:37:46.040 --> 01:37:47.040]   Hey, Bill.
[01:37:47.040 --> 01:37:50.640]   If I'm going to talk to you in a while, anything you want me to know?
[01:37:50.640 --> 01:37:51.640]   No.
[01:37:51.640 --> 01:37:52.640]   Okay.
[01:37:52.640 --> 01:37:53.640]   Thanks.
[01:37:53.640 --> 01:37:55.440]   Like parole officer, you drop by, you say hi.
[01:37:55.440 --> 01:37:56.440]   You drop by.
[01:37:56.440 --> 01:37:57.440]   Yeah.
[01:37:57.440 --> 01:37:59.440]   Check and see if there's anybody buried in the backyard.
[01:37:59.440 --> 01:38:00.440]   What are you?
[01:38:00.440 --> 01:38:01.440]   What's in that backyard?
[01:38:01.440 --> 01:38:02.920]   There's a lump there with some fresh dirt.
[01:38:02.920 --> 01:38:03.920]   Does that anything?
[01:38:03.920 --> 01:38:04.920]   It's a flower bed.
[01:38:04.920 --> 01:38:05.920]   Okay.
[01:38:05.920 --> 01:38:06.920]   Thanks.
[01:38:06.920 --> 01:38:07.920]   See you.
[01:38:07.920 --> 01:38:08.920]   Let's have lunch.
[01:38:08.920 --> 01:38:09.920]   What do you say?
[01:38:09.920 --> 01:38:10.920]   Uh, Burger Master.
[01:38:10.920 --> 01:38:11.920]   Okay.
[01:38:11.920 --> 01:38:18.840]   Uh, Target CEO out of a job.
[01:38:18.840 --> 01:38:20.440]   See, there's repercussions.
[01:38:20.440 --> 01:38:21.440]   Yeah.
[01:38:21.440 --> 01:38:23.800]   I'm surprised that these guys lasted that long.
[01:38:23.800 --> 01:38:24.800]   I know.
[01:38:24.800 --> 01:38:25.800]   That was a huge screw up.
[01:38:25.800 --> 01:38:27.320]   I think it's hurt to come to this day.
[01:38:27.320 --> 01:38:32.320]   I actually still, when I go to Target, I have a Target nearby and I pay cash.
[01:38:32.320 --> 01:38:35.400]   I actually, last time I was there, I was pulling out my credit card and I said, "Nah, I'll
[01:38:35.400 --> 01:38:36.400]   pay cash."
[01:38:36.400 --> 01:38:37.400]   Yeah.
[01:38:37.400 --> 01:38:39.920]   Because I don't know if I trust you still.
[01:38:39.920 --> 01:38:44.720]   That may be the first time there's been actual consequences for a company doing a big data
[01:38:44.720 --> 01:38:45.720]   breach.
[01:38:45.720 --> 01:38:46.720]   I mean, and it's the first one I remember.
[01:38:46.720 --> 01:38:47.720]   Typically, there's no consequence at all.
