
[00:00:00.000 --> 00:00:03.340]   [music playing]
[00:49:36.480 --> 00:49:37.880]   I was thinking with the hardware, you could do it all.
[00:49:37.880 --> 00:49:41.360]   You could pop it to the bottom of the iPhone, it could be just like this little, you know,
[00:49:41.360 --> 00:49:44.680]   it could fan out into like four little things and be nifty.
[00:49:44.680 --> 00:49:45.680]   That's pretty.
[00:49:45.680 --> 00:49:50.360]   They did ask about external keyboards via Bluetooth and the Q&A and their response was
[00:49:50.360 --> 00:49:52.520]   nothing to announce at this time.
[00:49:52.520 --> 00:49:54.520]   So there you go.
[00:49:54.520 --> 00:49:56.720]   They said that's a bit too.
[00:49:56.720 --> 00:49:59.640]   Yeah, it would be nice if the screen was a little bigger.
[00:49:59.640 --> 00:50:01.080]   I guess to summarize what...
[00:50:01.080 --> 00:50:02.080]   Oh, shut up.
[00:50:02.080 --> 00:50:03.080]   Oh, shut up.
[00:50:03.080 --> 00:50:04.080]   Oh, you stopped.
[00:50:04.080 --> 00:50:05.080]   Here we go.
[00:50:05.080 --> 00:50:06.320]   Oh, you tease.
[00:50:06.320 --> 00:50:07.400]   We talked about that last week.
[00:50:07.400 --> 00:50:08.400]   If you missed last week's show.
[00:50:08.400 --> 00:50:09.560]   June, June, you think?
[00:50:09.560 --> 00:50:10.560]   Yep.
[00:50:10.560 --> 00:50:11.560]   At WWDC?
[00:50:11.560 --> 00:50:12.560]   Yes.
[00:50:12.560 --> 00:50:15.800]   China Times, one of the electronics magazines.
[00:50:15.800 --> 00:50:16.800]   We're building them.
[00:50:16.800 --> 00:50:20.840]   Said, yeah, Apple bought a bunch of touch screens that are bigger.
[00:50:20.840 --> 00:50:22.840]   Nine and a half, ten inches.
[00:50:22.840 --> 00:50:23.840]   Yo.
[00:50:23.840 --> 00:50:24.840]   What would that be for?
[00:50:24.840 --> 00:50:27.480]   I don't know.
[00:50:27.480 --> 00:50:30.120]   The touch means probably another notebook.
[00:50:30.120 --> 00:50:34.720]   So I think to summarize, I think this is all exactly what everybody said.
[00:50:34.720 --> 00:50:40.560]   Kevin Rose was right and very good news, making it more of a computer platform than
[00:50:40.560 --> 00:50:43.640]   anything else, more of a usable computer platform.
[00:50:43.640 --> 00:50:47.960]   And that's really what, you know, we wanted from that.
[00:50:47.960 --> 00:50:51.600]   I think just like the App Store, with these new additions, just when the App Store popped
[00:50:51.600 --> 00:50:55.440]   out, with these new additions of hardware tethering Bluetooth, and a lot of these other
[00:50:55.440 --> 00:50:58.920]   pieces that they've added, I think we're going to see another explosion of applications
[00:50:58.920 --> 00:51:00.880]   and uses for the iPhone.
[00:51:00.880 --> 00:51:04.080]   And I think that it's going to pull, you know, it's going to continue to pull the iPhone
[00:51:04.080 --> 00:51:08.880]   away from all the other phone manufacturers, you know, because when you start looking at
[00:51:08.880 --> 00:51:13.640]   as an interface for a lot of other things, I think that you stop thinking that I really
[00:51:13.640 --> 00:51:14.880]   want to have a keyboard built in.
[00:51:14.880 --> 00:51:15.880]   I really...
[00:51:15.880 --> 00:51:18.520]   I certainly know if I want to have all that stuff in there, because I'm using this as
[00:51:18.520 --> 00:51:21.680]   a visual interface for these other applications.
[00:51:21.680 --> 00:51:26.080]   And so I think that it, once again, I think the iPhone is going to continue to take a
[00:51:26.080 --> 00:51:27.080]   lead.
[00:51:27.080 --> 00:51:28.080]   It's very exciting.
[00:51:28.080 --> 00:51:32.240]   All I can say is I hope that it lasts for more than 15 minutes with all these new features
[00:51:32.240 --> 00:51:33.240]   running.
[00:51:33.240 --> 00:51:34.240]   That's right.
[00:51:34.240 --> 00:51:35.240]   They did not...
[00:51:35.240 --> 00:51:36.240]   It's turn off Wi-Fi.
[00:51:36.240 --> 00:51:37.240]   Battery life.
[00:51:37.240 --> 00:51:38.240]   That's what I do.
[00:51:38.240 --> 00:51:39.400]   They killed my battery life with 221.
[00:51:39.400 --> 00:51:40.400]   I don't know why.
[00:51:40.400 --> 00:51:41.400]   It was really good with 222.
[00:51:41.400 --> 00:51:42.400]   I just went right back.
[00:51:42.400 --> 00:51:43.400]   I keep my Wi-Fi off.
[00:51:43.400 --> 00:51:44.400]   That's what I just did.
[00:51:44.400 --> 00:51:45.400]   It was a really neat Wi-Fi.
[00:51:45.400 --> 00:51:46.400]   It only lasts for days.
[00:51:46.400 --> 00:51:47.400]   Yeah, without Wi-Fi.
[00:51:47.400 --> 00:51:48.400]   Without Wi-Fi.
[00:51:48.400 --> 00:51:49.400]   Yeah.
[00:51:49.400 --> 00:51:50.400]   That's what I just did.
[00:51:50.400 --> 00:51:52.280]   I don't use it as a phone either.
[00:51:52.280 --> 00:51:53.280]   I don't...
[00:51:53.280 --> 00:51:54.280]   Okay, so you don't call with it.
[00:51:54.280 --> 00:51:55.280]   You don't use Wi-Fi with it.
[00:51:55.280 --> 00:51:56.280]   What do you do?
[00:51:56.280 --> 00:51:57.920]   You play crayon physics.
[00:51:57.920 --> 00:51:58.920]   Exactly.
[00:51:58.920 --> 00:51:59.920]   Exactly.
[00:51:59.920 --> 00:52:00.920]   It'll last for two days.
[00:52:00.920 --> 00:52:01.920]   I SMS constantly.
[00:52:01.920 --> 00:52:03.320]   I use it for some email.
[00:52:03.320 --> 00:52:06.680]   I use it for a lot of the applications that I have there.
[00:52:06.680 --> 00:52:07.880]   And I call when I have to.
[00:52:07.880 --> 00:52:08.880]   But it's not...
[00:52:08.880 --> 00:52:11.400]   I mean, I'm probably on the phone maybe 10 minutes a day.
[00:52:11.400 --> 00:52:18.000]   I have to say with the new Google Voice app, SMS, unlimited SMS on the iPhone, just got
[00:52:18.000 --> 00:52:19.280]   very important.
[00:52:19.280 --> 00:52:20.280]   I think this...
[00:52:20.280 --> 00:52:23.880]   You know, because it'll text me a message text.
[00:52:23.880 --> 00:52:27.840]   I mean, my iPhone is much more useful thanks to Google Voice.
[00:52:27.840 --> 00:52:30.640]   So I'm actually not giving out my iPhone phone number anymore.
[00:52:30.640 --> 00:52:33.880]   I'm giving out the Google Voice number and just using that.
[00:52:33.880 --> 00:52:34.880]   Just fantastic.
[00:52:34.880 --> 00:52:35.880]   Just fantastic.
[00:52:35.880 --> 00:52:36.880]   All right, we're going to take a break.
[00:52:36.880 --> 00:52:38.520]   Come back with your picks, ladies and gentlemen.
[00:52:38.520 --> 00:52:39.520]   So get them ready.
[00:52:39.520 --> 00:52:42.880]   Nikki, you don't have to do a pick unless you've got something that you want to tell the world
[00:52:42.880 --> 00:52:45.800]   about software or hardware that you think is fantabulous.
[00:52:45.800 --> 00:52:48.360]   I'll give you a minute to think about that, okay?
[00:52:48.360 --> 00:52:50.840]   You're going to play the Japanese theme song now.
[00:52:50.840 --> 00:52:55.760]   You know I'm going to do an audible ad actually, and that's even better.
[00:52:55.760 --> 00:53:02.320]   If you know about audible.com, you know it is my pick for the place to go for the best
[00:53:02.320 --> 00:53:06.080]   deals, or the best books.
[00:53:06.080 --> 00:53:08.320]   Not just a good deal, but the best books, audio books.
[00:53:08.320 --> 00:53:10.760]   If you've gone to the bookstore and said, "I'm going to try an audio book and you saw
[00:53:10.760 --> 00:53:15.480]   much of CDs because like 70 or 80 bucks, forget it."
[00:53:15.480 --> 00:53:18.200]   Go to audible.com right now.
[00:53:18.200 --> 00:53:19.200]   Much more affordable.
[00:53:19.200 --> 00:53:23.000]   And when you sign up for one of the Audible subscription plans, even more affordable still.
[00:53:23.000 --> 00:53:26.480]   I recommend the Gold Plan for light readers, one book a month.
[00:53:26.480 --> 00:53:30.480]   I happen to be a platinum plan fella because I go through two books a month.
[00:53:30.480 --> 00:53:34.720]   Go to, if you want to sign up for the Gold Plan and get a free book too, to give yourself
[00:53:34.720 --> 00:53:37.320]   a chance to use Audible, go to audible.com/adabble.
[00:53:37.320 --> 00:53:47.960]   And you'll get a chance to hear all the amazing stuff.
[00:53:47.960 --> 00:53:51.760]   Just take a pick from one of 51,000 books.
[00:53:51.760 --> 00:53:53.280]   We like to recommend in our Audible ads.
[00:53:53.280 --> 00:53:54.280]   We like to recommend a book.
[00:53:54.280 --> 00:53:56.840]   And usually Andy and I've got something great up his sleeve.
[00:53:56.840 --> 00:54:00.040]   Andy, what are you reading these days?
[00:54:00.040 --> 00:54:04.920]   I just downloaded three days ago a book that's sort of a companion piece to something that
[00:54:04.920 --> 00:54:07.520]   I recommended a month or so ago.
[00:54:07.520 --> 00:54:14.560]   A while ago I recommended Life from New York, which is the story of a bunch of hippies who
[00:54:14.560 --> 00:54:20.720]   sort of took over TV and took an outdated sort of old person's format and revolutionized
[00:54:20.720 --> 00:54:21.920]   it and that sort of stuff.
[00:54:21.920 --> 00:54:23.920]   There is another book that's on that same vein.
[00:54:23.920 --> 00:54:26.800]   Only it's about the creation of Sesame Street.
[00:54:26.800 --> 00:54:31.800]   It's called A Street Gang, The Complete History of Sesame Street by Michael Davis.
[00:54:31.800 --> 00:54:37.600]   And it is narrated by the voice of Big Bird and Oscar the Grouch.
[00:54:37.600 --> 00:54:38.600]   Wow.
[00:54:38.600 --> 00:54:43.120]   It's not like listening to a book read by Frank Ours where even when he's talking to you
[00:54:43.120 --> 00:54:47.760]   normally, it's Grover and it's Yoda.
[00:54:47.760 --> 00:54:51.200]   It's distracting for the first 10 minutes because you're really trying to hear Oscar
[00:54:51.200 --> 00:54:52.200]   the Grouch and the voice.
[00:54:52.200 --> 00:54:54.440]   It's there if you can hear it.
[00:54:54.440 --> 00:54:55.440]   But it really is a great story.
[00:54:55.440 --> 00:55:03.040]   It really is about a bunch of hippies and artists who are like it's like a gang of cats trying
[00:55:03.040 --> 00:55:06.400]   to herd them towards a certain destination.
[00:55:06.400 --> 00:55:11.440]   But because there was such a bunch of commitment and passion and basically the idea that look
[00:55:11.440 --> 00:55:16.800]   the grownups are giving us the keys to the car and the garage and the machine shop for
[00:55:16.800 --> 00:55:20.800]   building cars, I bet we can do something fairly awesome with this.
[00:55:20.800 --> 00:55:27.040]   It really is a very well told story that gives you a lot of the behind the scenes stuff but
[00:55:27.040 --> 00:55:30.320]   also makes you understand a lot of the people who are involved in it.
[00:55:30.320 --> 00:55:35.360]   I mean, we know a lot of these people just by virtue that we grew up on the Muppet Show.
[00:55:35.360 --> 00:55:42.240]   But it's nice to see Jim Henson not just as the shaper of dreams and the maker of worlds
[00:55:42.240 --> 00:55:46.320]   but also as this guy who's trying to keep this team together and trying to get the budget
[00:55:46.320 --> 00:55:50.400]   together and trying to keep together this idea of revolutionizing children's programming
[00:55:50.400 --> 00:55:53.920]   and having to deal with people who work for these things called networks and even people
[00:55:53.920 --> 00:55:58.640]   who work for PBS, they're still TV people and so they're still at least a percent DNA reptile.
[00:55:58.640 --> 00:56:03.200]   Obviously there are a lot of fights involved trying to get that off the beams.
[00:56:03.200 --> 00:56:08.080]   I'm only it's about eight hours long. I'm only about one and a half hours into it
[00:56:08.080 --> 00:56:13.120]   so I'm still early in the thing. I do anticipate that when we get to the end of the book when
[00:56:13.120 --> 00:56:17.120]   we get to Jim Henson's funeral, I will probably have to pull up on the side of the road and
[00:56:17.120 --> 00:56:22.320]   probably turn me into a quivering wreck. Yes, I had to. But so far it really is a
[00:56:22.320 --> 00:56:29.680]   endlessly entertained book. So the name is again, Street Gang, The Complete History of Sesame Street
[00:56:29.680 --> 00:56:38.160]   by Michael Davis. Wow. And Frank Oz reads it. No, no, so narrated by Carol Spinni who's the voice of
[00:56:38.160 --> 00:56:43.360]   Oscar the Grouch and Big Bird. Oh, why did I think Oz was? Okay. Oscar the Grouch and Big Bird,
[00:56:43.360 --> 00:56:49.360]   Carol Spinni. Wow, that sounds so cool. Well, check it out right now. Go to audible.com/macbreak
[00:56:49.360 --> 00:56:53.040]   and download it for free when you sign up for the gold account. And even if you decide not to
[00:56:53.040 --> 00:57:01.280]   stick around, it's yours to keep our gift to you audible.com/macbreak. So Kiki, I don't want to
[00:57:01.280 --> 00:57:06.640]   put you on the spot, but what he's going to? I'm going to. Did you find something? No, you still
[00:57:06.640 --> 00:57:10.640]   looking? I got nothing. Yeah, nothing. Good. I was hoping that would be the case. Damn, I was
[00:57:10.640 --> 00:57:16.320]   going to talk about that. I'll find something. I got nothing either. Anybody else? Alex Lindsey,
[00:57:16.320 --> 00:57:22.000]   what have you got? So I have, so we do a lot of compression, as you may have guessed,
[00:57:22.000 --> 00:57:27.200]   given that we are compressing as far as video compression. And when you buy, you know,
[00:57:27.200 --> 00:57:30.480]   quick time will do compression for you. I move, we will do some compression for you.
[00:57:30.480 --> 00:57:36.320]   When you move up to Matt Final Cut Pro Studio, you will, you know, comes with a program called
[00:57:36.320 --> 00:57:42.400]   Compressor that will do compression for you. But one of the things that kind of takes it up a
[00:57:42.400 --> 00:57:47.120]   notch that we've been using in the office here that we're really excited about is a
[00:57:47.120 --> 00:57:53.760]   program called episode, episode Pro. Now this is not, this is about 1.3, Alex's.
[00:57:53.760 --> 00:58:03.840]   So it's not a, yeah, so you're talking $999 for a compressor that comes free with Final Cut Pro
[00:58:03.840 --> 00:58:10.000]   Studio. So why do we have it? It is a entirely different world when it comes to episode Pro
[00:58:10.000 --> 00:58:17.120]   for people who are really serious about getting, putting out, you know, if you want to go out to
[00:58:17.120 --> 00:58:20.480]   all the different formats that are available, whether it's Flash or Windows Media Player or
[00:58:20.480 --> 00:58:26.240]   or QuickTime, of course, you want to have all the control. I got to say that when you open up the
[00:58:26.240 --> 00:58:31.760]   episode Pro thing, the first thing that we hit was you have a lot more control over Ace 264 than
[00:58:31.760 --> 00:58:38.640]   what you get in QuickTime or in Compressor. There's just an enormous amount of control over exactly
[00:58:38.640 --> 00:58:43.120]   how you're setting up keyframes, exactly how you're putting stuff together. It is really,
[00:58:43.120 --> 00:58:50.480]   it's extremely powerful. You can actually work with it in Compressor. So you can use Compressor and
[00:58:50.480 --> 00:58:57.200]   use the built-in features of Compressor and have it send out to episode Pro. It takes full advantage
[00:58:57.200 --> 00:59:07.840]   of eight processors. It will saturate them. And it's a very fast compressor. We started using it and
[00:59:07.840 --> 00:59:13.600]   now, you know, a growing number of our shows are moving over to episode Pro. I mean, our pipelines,
[00:59:13.600 --> 00:59:19.600]   especially when working with clients who have various specific needs for either a Flash output or
[00:59:21.600 --> 00:59:29.040]   kind of a more specific QuickTime output, this has turned out to be just a really, really great
[00:59:29.040 --> 00:59:34.240]   application. And as I hesitate to recommend it because it's $1,000 for a compressing application,
[00:59:34.240 --> 00:59:38.240]   but if this is your business, then you're listening to us and I think there are people who do that
[00:59:38.240 --> 00:59:42.320]   in our listener. It's definitely worth downloading, I believe they have a demo.
[00:59:43.040 --> 00:59:55.280]   This is Telestream, makes it. And it is definitely worth checking out. And it is, I said $1,000,
[00:59:55.280 --> 00:59:58.800]   Telestream is the owner. They also make Flip for Mac. So you know that it's going to work with
[00:59:58.800 --> 01:00:02.960]   WMB. So if you're trying to output a whole bunch of things to a whole lot of different areas and
[01:00:02.960 --> 01:00:07.040]   you want to have absolute control, for us, the reason that we looked at it in the first place was
[01:00:07.040 --> 01:00:12.160]   because we could do lookup tables. So we could actually build what's called a LUT that would
[01:00:12.160 --> 01:00:17.200]   be applied to all the videos as they went through. And it was custom LUTs that actually got us to
[01:00:17.200 --> 01:00:21.200]   even open the application because it's something we couldn't do in Compressor. This is important
[01:00:21.200 --> 01:00:25.520]   if you're doing film work and you have everything shot, let's say, to what's called log and you
[01:00:25.520 --> 01:00:31.680]   need to convert it to Lin on the way through or linear, a lot of the rhythmical linear conversions.
[01:00:31.680 --> 01:00:38.080]   Anyway, all of this stuff is available. It's the best application we found in its little pod.
[01:00:38.080 --> 01:00:41.680]   You have to be serious about what you're doing. There's no reason to get it if you are happy with
[01:00:41.680 --> 01:00:47.200]   Compressor. But if you find that you want just a little bit more power, this is the next notch.
[01:00:47.200 --> 01:00:52.640]   You were going to say that, weren't you, Kiki? I knew you were. I jumped in because I saw Kiki
[01:00:52.640 --> 01:00:59.200]   using it all the time. I feel like it's my job to get into to have kind of the geeky video
[01:00:59.200 --> 01:01:05.200]   for Mac users' recommendations. And he was going to pick it, but he thought it was too obvious.
[01:01:07.280 --> 01:01:12.400]   Harkwell's thick and parrot about hearing about $1,000 compressors. I'm going to give you one for
[01:01:12.400 --> 01:01:18.800]   free to make up for this. My antidote to the expensive program. I've mentioned before menu
[01:01:18.800 --> 01:01:24.240]   calendar clock, which was a great little program to put a much more sophisticated calendar up in
[01:01:24.240 --> 01:01:28.560]   your menu bar and clock. And they started charging for it. And then they really got me, which I
[01:01:28.560 --> 01:01:32.240]   can understand. That's fine. I don't mind if pay paying for share, weren't I always do.
[01:01:32.240 --> 01:01:36.880]   But then they charge for the second edition with minor improvements. And it was like, come on.
[01:01:36.880 --> 01:01:41.200]   So I've been looking for a free replacement. I found one from charcoal design. It's called
[01:01:41.200 --> 01:01:49.200]   MAGICAL, charcoaldesign.co.uk/magical. And this has every feature you'd ever want. In fact,
[01:01:49.200 --> 01:01:56.640]   Andy, you might like this because I'm using one of those comic book fonts as my day and date in my
[01:01:56.640 --> 01:02:01.120]   menu bar. It lets you, of course, change all the fonts. It gives you a pop-up calendar when you
[01:02:01.120 --> 01:02:07.280]   click on the date. Very highly customizable. So you can have all sorts of different settings in the
[01:02:07.280 --> 01:02:12.400]   preferences. I mean, it just goes on and on all the preferences. And it's absolutely free. I like
[01:02:12.400 --> 01:02:17.360]   to have more information in my menu bar than just the time I like to know what day and date it is
[01:02:17.360 --> 01:02:22.320]   and so forth. You can have hours, minutes. I'm using CCHedge backwards, one of your comic book
[01:02:22.320 --> 01:02:28.080]   fonts. You can have any font you want in your menu bar. There's a calendar icon. You got a choice
[01:02:28.080 --> 01:02:33.840]   of calendar icons you can use. You have, of course, the calendars and I'm going to uncheck week begins
[01:02:33.840 --> 01:02:40.720]   on Monday because that's been making me nuts. I was wondering what was going on there. And, of course,
[01:02:40.720 --> 01:02:46.560]   automatic launch, unlogging and so forth. I have to say, this is a really, very, very full-featured,
[01:02:46.560 --> 01:02:53.760]   very nice program. If you want to put a calendar, day and date, and the menu and time in your menu
[01:02:53.760 --> 01:02:57.840]   and have some customization capabilities that Apple didn't give you, this is a free week.
[01:02:57.840 --> 01:03:05.120]   And I love it. Magic Cal from charcoal design. Is that Doc icon live? Because that is a beautiful
[01:03:05.120 --> 01:03:13.360]   icon. Which one the one? When you're showing the product download page.
[01:03:13.360 --> 01:03:18.000]   Oh, the icon. That beautiful, like, gray letters on the dark gray tech.
[01:03:18.000 --> 01:03:21.520]   That's an interesting question. I don't know. That is beautiful, isn't it? That would be nice
[01:03:21.520 --> 01:03:26.240]   if that were alive. If that were just sitting on my desktop, I would be paying this guy at least
[01:03:26.240 --> 01:03:31.280]   five bucks for it. That is beautiful. You know, you're right. And there are a lot of yahoo widgets
[01:03:31.280 --> 01:03:35.360]   for my, I have a big 24 clock on my desktop that keeps track of the time.
[01:03:35.360 --> 01:03:42.880]   You know, first, when I first put it on the desktop, it would do the 24 set at the top of the
[01:03:42.880 --> 01:03:47.520]   hour, "Bom, bom, bom, bom." And I couldn't figure out what's going on. What is that sound? Where's
[01:03:47.520 --> 01:03:51.600]   Jack Bauer? I know there's something. And then I realized, "Oh, it's the clock I put on my desktop."
[01:03:51.600 --> 01:03:55.600]   Because I, you know, I'm not big. I don't watch 24. So I couldn't figure out why, you know,
[01:03:55.600 --> 01:03:59.120]   people were getting all excited about it. So there's another one. You can have that on
[01:03:59.120 --> 01:04:03.840]   Yahoo! has some great widgets. Highly recommend them. Now they're on TV too, you know.
[01:04:03.840 --> 01:04:09.520]   Mr. Andy and not co, your turn. What do you got for us, sir, on St. Patty's Day 2009?
[01:04:09.520 --> 01:04:14.480]   I'm not drunk enough to do an Irish accent, so I'll do my old TV. Apparently, neither am I.
[01:04:15.120 --> 01:04:19.360]   I'll do my usual fake American accent for this one. Okay. There's a there's an app I downloaded a
[01:04:19.360 --> 01:04:24.960]   few days ago for the iPhone called Color Splash. I'm normally not a big fan of photo enhancing and
[01:04:24.960 --> 01:04:30.320]   photo trickery apps for the iPhone because you're dealing with, you know, a shaky low resolution
[01:04:30.320 --> 01:04:33.680]   image and it's kind of junky to begin with. And there's nothing wrong with a camera phone image
[01:04:33.680 --> 01:04:37.840]   looking like a camera phone image. And by the time I'm done twigging all those sliders that these
[01:04:37.840 --> 01:04:42.560]   applications give you for brightness and contrast and saturation and filters and stuff like that.
[01:04:42.560 --> 01:04:47.280]   I'm like, well, gee, if I just emailed this to myself and then dumped it into even eye photo,
[01:04:47.280 --> 01:04:51.280]   I would have been able to do something four times as good as this in just three seconds.
[01:04:51.280 --> 01:04:57.600]   But Color Splash is really, really cool. It does one thing. All it does is it lets you mask out
[01:04:57.600 --> 01:05:02.320]   certain areas and turn it into turn into a black and white photo in which certain areas of the
[01:05:02.320 --> 01:05:07.440]   photo are left in color. So if you want a practical reason for this, it means that when you're
[01:05:07.440 --> 01:05:11.520]   sending a picture to somebody, you can make sure that they know exactly what you think is so cool
[01:05:11.520 --> 01:05:16.240]   about this picture. If there's a guy and we're in the top half of an elf costume in the bottom half
[01:05:16.240 --> 01:05:19.920]   of a Santa Claus costume and he's in the middle of a parade. And you want to say, no, no, not the
[01:05:19.920 --> 01:05:24.480]   band in front of him. No, not the school orchestra behind him, but the weird guy within the elf
[01:05:24.480 --> 01:05:29.680]   Santa Claus tomb. You can basically black and white the entire the entire scene except for the guy
[01:05:29.680 --> 01:05:36.160]   and leave him in glorious saturated Technicolor. But it's always number two. It does produce really
[01:05:36.160 --> 01:05:40.240]   cool pictures. So when I email picture people pictures from this, it actually looks pretty cool
[01:05:40.240 --> 01:05:45.440]   as diverting as distracting. But also it's really fun to play with. I mean, I love taking pictures
[01:05:45.440 --> 01:05:51.120]   and I'm a big fan of photography and my enthusiasm exceeds my talent, I know. But I have a lot of
[01:05:51.120 --> 01:05:56.080]   fun taking just a casual picture then saying, well, what happens if we just make the trees and color
[01:05:56.080 --> 01:05:59.280]   and make the rest in black and white? Or what if we just colorize the people and leave everything
[01:05:59.280 --> 01:06:06.240]   else with desaturated? And you know, it's a good way to. So if you want to get a buck 99 for me off
[01:06:06.240 --> 01:06:12.880]   the iPhone store, give me a way to kill three to nine minutes in line at the bank or the post office.
[01:06:12.880 --> 01:06:17.280]   And I'll not only buy your application, but I'll recommend it to other people and I'll give you
[01:06:17.280 --> 01:06:23.120]   five bucks for double decaf, tall, venti latte, whatever. I don't drink coffee, but five bucks.
[01:06:23.120 --> 01:06:27.440]   I'll give you extra because this is really a fun application to play with. And again,
[01:06:27.440 --> 01:06:31.360]   it also produces really cool pictures. I love this is really looks great.
[01:06:31.360 --> 01:06:36.000]   Color splash on the attitude store. It's all done by a touch. You basically are painting
[01:06:36.000 --> 01:06:40.880]   this mask in by hand. So it's actually kind of fun just to play with the masking features.
[01:06:40.880 --> 01:06:44.080]   Yeah, very cool. And just buck 99.
[01:06:44.080 --> 01:06:48.400]   Buck 99. All right. Now it's time for Mr. Ryan. I didn't warn you when you
[01:06:48.400 --> 01:06:52.560]   you joined us. I'm not going to make you do it, Ryan. Okay. Unless you have a Mac app that you'd
[01:06:52.560 --> 01:06:57.680]   like to share with us. I mean, if you think I'm a novice enough Mac user, the only thing I was
[01:06:57.680 --> 01:07:00.880]   going to throw out there was cam twist. And I'm sure that's something you guys have. You're using
[01:07:00.880 --> 01:07:06.320]   it. I know. Yeah. In fact, aren't you using it to Scott right now? I mean, you're doing multi cam,
[01:07:06.320 --> 01:07:14.480]   aren't you? No, I was just I have two monitors up each with the cam and then I just was switching
[01:07:14.480 --> 01:07:18.800]   between them and Skype. Oh, okay. Yeah. Cam twist is a good way to do it, actually. It's pretty cool.
[01:07:18.800 --> 01:07:23.680]   And it's free. It's free. That's a good recommend. I think we've made it a pick before by the
[01:07:23.680 --> 01:07:32.240]   dwarf repeating the cam twist. And now Mr. Scotty ball. Well, my first question to Alex is, did that
[01:07:32.240 --> 01:07:39.440]   $1,000 deal come with a chart? No, no, I did not. I'm didn't forget it. I'm not buying it. I
[01:07:39.440 --> 01:07:44.000]   did buy another. I was so happy with that $1,500 chart that I got a couple weeks ago that I did
[01:07:44.000 --> 01:07:50.080]   buy another $500 chart. Okay. For focus. Yeah, I guess over there on the compound, they need a
[01:07:50.080 --> 01:08:00.960]   medic. I pick today is constrictor three and it's a whopping 10 bucks and a share where. And my
[01:08:00.960 --> 01:08:06.000]   gosh, is it so much better than the native screen capture built into a Mac? I mean, for 10 bucks,
[01:08:06.000 --> 01:08:10.240]   Apple should have built this in. This thing is cool. You can you can set it up transparently
[01:08:10.240 --> 01:08:14.960]   over the screen, completely adjust it, adjust its output, any number of ways like you can have
[01:08:14.960 --> 01:08:22.400]   bleeds, you can have fadeaways. It's very powerful. It's very easy to use. And I've been, you know,
[01:08:22.400 --> 01:08:26.720]   I do a lot of screenshots for the blog and my gosh, this has just made it way easier.
[01:08:26.720 --> 01:08:34.240]   It's available from stick software.com. And you can download it for free. And then if you like it
[01:08:34.240 --> 01:08:41.200]   after so many times, you have to pay for it. But for 10 bucks, I mean, you know, they do a lot
[01:08:41.200 --> 01:08:45.120]   of stuff. I'm looking all the all the different programs they do stick. Oh, yeah, it's part of the
[01:08:45.120 --> 01:08:52.400]   icon family. So they have so they have a bunch of other cool little apps. But this one is, you know,
[01:08:52.400 --> 01:08:56.880]   I thought to myself, you don't want to make sure when I give a pick, it's something I'm actually
[01:08:56.880 --> 01:09:01.440]   using a lot. And I realized I've been using the crud out of this thing and hadn't talked about it.
[01:09:01.440 --> 01:09:08.960]   So I happily sent them $10. And I think anybody that tries it will do the same. It works, you know,
[01:09:08.960 --> 01:09:14.480]   on the current lines of Mac, but they do have an older version, constrictor 2.3 that will work
[01:09:14.480 --> 01:09:19.600]   with the older operating systems as well. I use sketch for that. Have you ever used sketch?
[01:09:19.600 --> 01:09:25.360]   I love you, sketch. I've used sketch and I've used a couple other things. There's just something
[01:09:25.360 --> 01:09:28.320]   about the way the constrictor does it that I like better. Yeah.
[01:09:28.320 --> 01:09:34.640]   Sketch only because once you do the annotated, you can annotate, you can put it drop shadow.
[01:09:34.640 --> 01:09:40.320]   That's what I use for my blog a lot is a sketch. I've been blogging every day for the last few
[01:09:40.320 --> 01:09:45.200]   days. I'm just going to try to blog more often. You must write several posts a day, Scott.
[01:09:45.200 --> 01:09:50.640]   About a dozen. Yeah. I've never seen somebody so prolific because you know,
[01:09:50.640 --> 01:09:56.880]   it's not just one blog you've got. I got numerous blogs. Yeah. I'm writing about a dozen a day and
[01:09:56.880 --> 01:10:01.680]   it does, you know, for, well, I got to tell you, for some reason, it just comes to me. And part of
[01:10:01.680 --> 01:10:07.200]   it is I'm thankful for my, you know, the people that the audience, they make it easy. I mean,
[01:10:07.200 --> 01:10:12.000]   you know, I get people send me tweeters and emails and say, Scott, what about this? And I go,
[01:10:12.000 --> 01:10:16.080]   hey, that'd be a great, that'd be a great blog topic because, you know, on Twitch photo alone,
[01:10:16.080 --> 01:10:22.080]   I've written 700 posts. Wow. So, and that's in, you know, a little over a year. And eventually,
[01:10:22.080 --> 01:10:26.560]   the old brain starts to say, ideas? Any ideas out there? Right.
[01:10:26.560 --> 01:10:31.200]   Help. You know, like Andy just talking about this thing now is giving me an idea. So,
[01:10:31.200 --> 01:10:35.760]   basically what happens is I get an idea and then I immediately go vomit it down onto textmate.
[01:10:35.760 --> 01:10:42.240]   So basically you're blogging vomit. I've been that up a little bit when I talked to my editors.
[01:10:42.240 --> 01:10:47.680]   Yeah. I'll try to coalesce perfect jewels of truth, beauty and wisdom for you. If I had to
[01:10:47.680 --> 01:10:53.040]   play two p.m. No chunks, please. What I do is it's just a brain dump and then I clean it up a
[01:10:53.040 --> 01:10:56.320]   little bit later and put it up on the page. It's sort of a creative Ipaca.
