
[00:00:00.000 --> 00:00:05.520]   It's diver Mac break weekly Renee Richie's here Andy Nachos here big big big news story
[01:10:51.840 --> 01:10:57.600]   Your test your test results suggest that perhaps you had a friend help you turn on the computer
[01:10:57.600 --> 01:11:00.320]   Now tell them to never let you have a computer
[01:11:00.320 --> 01:11:03.760]   Was has a message for me to see
[01:11:04.640 --> 01:11:06.640]   Was congratulations. Thank you
[01:11:06.640 --> 01:11:10.480]   You are now on the fast track to get out into the workforce to make a difference
[01:11:10.480 --> 01:11:12.960]   I hope to see you after you graduate
[01:11:12.960 --> 01:11:23.360]   You know, I know I I have no opinion on was you but I'm saying that any game developer that does not hire was to be like the in-game
[01:11:23.360 --> 01:11:30.080]   Like a I advise I love him just popping up like that. That's all well. So how long before my phone rings kids
[01:11:31.440 --> 01:11:37.760]   What do you think let's take a break when we come back release the kraken? I've been waiting to say that I'll show
[01:11:37.760 --> 01:11:42.560]   Our show today brought to you by video blocks from story blocks
[01:11:42.560 --> 01:11:46.800]   We've talked before about how great oh my phone's ringing
[01:11:46.800 --> 01:11:51.760]   Oh, wow, look it's a text message from was
[01:11:51.760 --> 01:11:54.480]   You're awesome
[01:11:54.480 --> 01:12:00.080]   Due to high demand it may take our career cancels up to 48 hours to return your inquiry about was you online
[01:12:00.480 --> 01:12:02.480]   So now they're texting me
[01:12:02.480 --> 01:12:07.440]   There you go hard stop right Andy hard stop. No not getting my phone number. Yeah
[01:12:07.440 --> 01:12:12.800]   Uh video blocks is a way to really improve your
[01:12:12.800 --> 01:12:19.600]   video background on your website your podcast audio put a hero image on your blog
[01:12:19.600 --> 01:12:26.240]   studio quality stock video for a fraction of the cost with video blocks by story blocks and
[01:12:26.560 --> 01:12:32.640]   When I say fraction of the cost I mean it you could download all the stock video your heart desires from their member library
[01:12:32.640 --> 01:12:35.280]   Including 150
[01:12:35.280 --> 01:12:36.400]   115
[01:12:36.400 --> 01:12:42.240]   thousands studio quality HD videos after effects templates motion backions back rounds or more
[01:12:42.240 --> 01:12:48.000]   New content is added regularly. There's always something fresh to download everything you download is
[01:12:48.000 --> 01:12:51.840]   royalty free so you can use it for commercial and personal products
[01:12:51.840 --> 01:12:54.960]   Forever it's yours to keep and use forever
[01:12:55.600 --> 01:13:01.680]   No outdated footage no more footage for the ugly watermark. I know sometimes people save money by doing that don't
[01:13:01.680 --> 01:13:06.000]   Video blocks is used by the best and get ready. I told you it was affordable
[01:13:06.000 --> 01:13:11.040]   Go to video blocks.com/macbreak and get all the stock video you can imagine
[01:13:11.040 --> 01:13:14.320]   $149 a year
[01:13:14.320 --> 01:13:17.120]   a year
[01:13:17.120 --> 01:13:21.840]   90,000 customers including nbc national geographic the history channel the travel channel
[01:13:21.840 --> 01:13:24.800]   These are really great high quality stock video clips
[01:13:24.800 --> 01:13:29.840]   $149 a year they also have a marketplace which is awesome
[01:13:29.840 --> 01:13:36.000]   So that these are 5 million additional videos that you buy directly from the creators of the video and you save
[01:13:36.000 --> 01:13:40.320]   40% if you sign up and the artists take all 100% of the sales price
[01:13:40.320 --> 01:13:44.240]   So this is a case where video blocks is just providing access
[01:13:44.240 --> 01:13:49.680]   Uh, I love this to a marketplace and and the artist gets all the money
[01:13:49.680 --> 01:13:54.720]   I love that video blocks.com/macbreak all the stock video you can imagine for
[01:13:54.720 --> 01:13:57.760]   $149 a year we've been using it
[01:13:57.760 --> 01:14:04.240]   We're so we'd love it because we were spending a lot more. I mean way more than that for a stock video
[01:14:04.240 --> 01:14:09.440]   Video blocks by story blocks. We think of their support of Mac break weekly
[01:14:09.440 --> 01:14:12.320]   So one day I get up
[01:14:12.320 --> 01:14:17.680]   I got a day off. I think I'm gonna relax. I'm gonna take it easy and the first thing I see is
[01:14:18.240 --> 01:14:20.240]   Oh no
[01:14:20.240 --> 01:14:25.600]   WPA2 the Wi-Fi and crypto. We've been recommending for everybody
[01:14:25.600 --> 01:14:28.560]   Has been cracked
[01:14:28.560 --> 01:14:34.800]   I know we'll be spending literally. I know we krcc which stands for
[01:14:34.800 --> 01:14:39.760]   Key replaying reinstall key reinstallation attack
[01:14:39.760 --> 01:14:43.040]   And I know Steve Gibson's going to dive into this in great depth
[01:14:43.840 --> 01:14:48.560]   But it has something to do with the the four step negotiation
[01:14:48.560 --> 01:14:54.480]   Uh, third step of the four step handshake can be replayed and you get the nonce
[01:14:54.480 --> 01:14:58.240]   The key but yeah, the nonce and once you get the nonce you're in
[01:14:58.240 --> 01:15:03.280]   What that means is somebody who can get first they have to have physical access to the Wi-Fi network, right?
[01:15:03.280 --> 01:15:06.800]   Yeah, you have to be in proximity to the Wi-Fi network. Yeah sitting on your doorstep
[01:15:06.800 --> 01:15:10.400]   They can't do it remotely like they can't be from across the country. They need to be in neighbor within your Wi-Fi range
[01:15:10.400 --> 01:15:13.760]   Yeah, or whatever then now correct me if I'm wrong Renee
[01:15:13.760 --> 01:15:18.160]   But my understanding is they would have the same kind of access that you would they would have if you were in a coffee
[01:15:18.160 --> 01:15:22.320]   An open access coffee shop and you signed in and they signed in right at that point
[01:15:22.320 --> 01:15:23.360]   They're on your net worth
[01:15:23.360 --> 01:15:27.600]   Mutating and it seems to depend a lot on a lot of different things when originally came out
[01:15:27.600 --> 01:15:31.680]   It sounded like exactly that that they that you effectively the
[01:15:31.680 --> 01:15:38.560]   The full encryption was gone and you would have to be as vulnerable as you would be sitting at a Starbucks on an open access point
[01:15:38.880 --> 01:15:43.760]   And some people get confused like that because some coffee shops they give you a username and password and they use wp to
[01:15:43.760 --> 01:15:47.280]   We're talking about the ones that don't force you to enter a username or password
[01:15:47.280 --> 01:15:52.400]   Just an open Wi-Fi access point where anyone else on that network can also see what you're doing on that network
[01:15:52.400 --> 01:15:54.720]   And now it's sort of like well
[01:15:54.720 --> 01:15:59.840]   They can do some kinds of attacks, but they can't do other kinds of attacks and they can't they can change this
[01:15:59.840 --> 01:16:02.320]   But they can't change that they can read this but they can't read that
[01:16:02.320 --> 01:16:07.120]   I think just to be prudent we should assume that they have pretty good access once they get on your network
[01:16:07.360 --> 01:16:09.360]   It has the safest thing to assume with it. Okay
[01:16:09.360 --> 01:16:12.640]   and it's
[01:16:12.640 --> 01:16:14.640]   an issue first of all because
[01:16:14.640 --> 01:16:22.560]   We our advice has been for years remember when we first started using Wi-Fi people said use web wired wireless wired equivalent
[01:16:22.560 --> 01:16:27.280]   Protocol then web was shortly there after crack because it wasn't well designed at all
[01:16:27.280 --> 01:16:30.320]   But ever since we've been telling everybody
[01:16:30.320 --> 01:16:36.240]   I've been telling everybody's been saying all you need to do to secure wife network is turn on wp-a-2 encryption
[01:16:36.640 --> 01:16:38.640]   It works. It's effective
[01:16:38.640 --> 01:16:42.400]   Now it's cracked like web was much the same way rep web was cracked
[01:16:42.400 --> 01:16:47.760]   Patches are going to be a problem not because I would imagine
[01:16:47.760 --> 01:16:52.320]   In fact, I've already talked to the folks at euro because they're a sponsor and they uh, they have it in beta
[01:16:52.320 --> 01:16:54.320]   They have a patch already in beta
[01:16:54.320 --> 01:16:57.440]   Does apple patched it yet or are they're about to patch it?
[01:16:57.440 --> 01:16:58.800]   It is in the car beta
[01:16:58.800 --> 01:17:03.840]   So the iOS 11.1 beta for both developers and the public has the fix in it
[01:17:03.920 --> 01:17:07.680]   And that means it'll roll out to everybody within the next few weeks just a little ways out
[01:17:07.680 --> 01:17:09.280]   uh
[01:17:09.280 --> 01:17:11.280]   Windows is apparently not vulnerable
[01:17:11.280 --> 01:17:17.680]   Android and Linux depending on your version could be android phones have to get an update google has an update
[01:17:17.680 --> 01:17:20.320]   They will be pushing it out soon just everybody
[01:17:20.320 --> 01:17:27.040]   Everybody responsible is saying oh, yes apparently it's easy enough to fix that they're beta testing the fixer right away
[01:17:27.040 --> 01:17:32.160]   Uh, some companies were notified ahead of time monday was the public announcement
[01:17:32.560 --> 01:17:35.120]   But of course the security researcher who found yeah
[01:17:35.120 --> 01:17:40.000]   Bsd kind of jumped the gun which I think is going to lead to some controversy moving forward
[01:17:40.000 --> 01:17:44.720]   They put out a patch that you could have difft and sort of seen what the different with the vulnerability was if you're well
[01:17:44.720 --> 01:17:48.480]   And there are patches for many linuxes google has a patch for android
[01:17:48.480 --> 01:17:54.800]   So patches are rapidly flowing out you yes, you will want to patch your router. Here's the problem
[01:17:54.800 --> 01:17:57.920]   Your internet of things devices
[01:17:58.800 --> 01:18:04.560]   But two problems one is if you have older hardware so for example the latest Samsung phones the pixel phones all of those will be fine
[01:18:04.560 --> 01:18:10.240]   If you have a much older phone the odds of you especially on a certain carriers the odds of you getting an update are really low
[01:18:10.240 --> 01:18:13.520]   Yes, there are 41 percent of android phones will never get updated
[01:18:13.520 --> 01:18:19.120]   Same with routers like if you have a really modern router from a good vendor who's paying attention to all those things like that
[01:18:19.120 --> 01:18:22.400]   Those will be updated apparently the airport is not vulnerable to this attack
[01:18:22.400 --> 01:18:28.000]   I wonder if like microsoft apple didn't follow completely the standard and that ended up being lucky for them
[01:18:28.160 --> 01:18:29.440]   Isn't that when it comes to this?
[01:18:29.440 --> 01:18:29.920]   Wow
[01:18:29.920 --> 01:18:34.880]   But there will be something like if you've had a 10 year old router and you don't even like in the manufacturer
[01:18:34.880 --> 01:18:37.520]   You can't fly anymore. You probably want to replace that router
[01:18:37.520 --> 01:18:40.400]   But
[01:18:40.400 --> 01:18:47.280]   It doesn't have to be your router that gets attacked right it could be any device on your wpa to protected network the clients
[01:18:47.280 --> 01:18:51.760]   Yeah, which means all of those iot devices most of which don't get updated ever
[01:18:51.760 --> 01:18:54.720]   Are a real problem
[01:18:55.440 --> 01:19:01.760]   Right yes, no totally and especially there was some concern over the security cameras that sometimes come bundled with your modems
[01:19:01.760 --> 01:19:08.160]   That treat it because they're a bundle they treat it as an encrypted network when it's not they just basically say that it must be a trusted device
[01:19:08.160 --> 01:19:11.360]   And don't even bother encrypting it and if you get into that again
[01:19:11.360 --> 01:19:13.120]   Like it's it's unclear what they could do
[01:19:13.120 --> 01:19:17.520]   Maybe they can make your printer put out a bunch of garbage or maybe they could try to put malware on your device
[01:19:17.520 --> 01:19:22.160]   Or maybe they can't really do anything at all. We don't we don't have all the details on a per device basis yet
[01:19:22.480 --> 01:19:25.840]   But anything that that you you can't positively identify as safe
[01:19:25.840 --> 01:19:29.040]   I think just out of prudence you have to decide is not safe at this point
[01:19:29.040 --> 01:19:31.520]   and since you don't know the state of
[01:19:31.520 --> 01:19:35.200]   Public Wi-Fi access points whether they've been patched or not
[01:19:35.200 --> 01:19:40.800]   You probably don't want to use Wi-Fi out when you're out and about you might want to disable Wi-Fi on your ipad
[01:19:40.800 --> 01:19:42.800]   Your phone and your laptop for now, right?
[01:19:42.800 --> 01:19:50.240]   I'm certainly to say go ahead any I certainly to say disable automatically connect to no networks
[01:19:50.880 --> 01:19:52.880]   At least for the next month or two
[01:19:52.880 --> 01:19:54.880]   But I think that my my
[01:19:54.880 --> 01:20:00.880]   Understandings that if you're using vpn, it's not going to really affect you. Yes, you should have been using vpn anyway
[01:20:00.880 --> 01:20:06.160]   Yeah, well that really makes it even more important in fact. I I've been I got
[01:20:06.160 --> 01:20:10.000]   A couple of days ago and I've been using it now a new you know
[01:20:10.000 --> 01:20:15.600]   I'm a big proponent of the tiny hardware firewall. I've been recommending them for a while that basically
[01:20:16.240 --> 01:20:21.120]   This is a great solution. They just came out with this they call it the I can't remember the name
[01:20:21.120 --> 01:20:25.440]   It's a funny name, but it's 30 or 40 dollars. It looks like a usb key
[01:20:25.440 --> 01:20:28.560]   Uh, if you want to use it with a mac you have to use an adapter
[01:20:28.560 --> 01:20:31.600]   You can't use it obviously with a phone or ipad
[01:20:31.600 --> 01:20:36.800]   But I can tell you how you can use it and what's smart about this one is this looks to your
[01:20:36.800 --> 01:20:39.440]   computer like an ethernet dongle
[01:20:39.440 --> 01:20:44.480]   So the computer already has a driver for it goes. Oh, yeah. Yeah, you've got ethernet
[01:20:45.440 --> 01:20:49.360]   Do you join the Wi-Fi network even the unsafe Wi-Fi network?
[01:20:49.360 --> 01:20:51.120]   Uh
[01:20:51.120 --> 01:20:54.480]   It works with captive portals because you can do mac address spoofing
[01:20:54.480 --> 01:20:55.920]   So you can actually
[01:20:55.920 --> 01:20:59.440]   Join the captive portal on your computer and then put that mac address in this device
[01:20:59.440 --> 01:21:03.520]   And from then on your connection is coming through this usb port
[01:21:03.520 --> 01:21:06.480]   It's going through a router, but then you could turn on vpn
[01:21:06.480 --> 01:21:10.080]   You have to draw back as this comes from Wi-Fi consulting you have to use one of their
[01:21:10.800 --> 01:21:17.120]   Services either hotspot vpn or their new black cloud hosting which I really like because each person is on a separate vpn server
[01:21:17.120 --> 01:21:20.640]   Um, and uh, it doesn't slow it down too much
[01:21:20.640 --> 01:21:26.320]   If you use this full time out and about you'd be fine plus you can turn this into a Wi-Fi access point
[01:21:26.320 --> 01:21:28.720]   So now you can have your phone
[01:21:28.720 --> 01:21:31.440]   Basically you set up as a Wi-Fi access point this phone
[01:21:31.440 --> 01:21:36.800]   The ipad and everything join this one this vpn and everything including your laptop your access point
[01:21:36.800 --> 01:21:39.120]   uh, your phone and your uh
[01:21:39.360 --> 01:21:43.920]   Your ipad so there are solutions out there. So vpn will protect you is that correct?
[01:21:43.920 --> 01:21:47.280]   I believe yeah
[01:21:47.280 --> 01:21:49.920]   So yes and no, I mean if it's a good vpn
[01:21:49.920 --> 01:21:53.600]   Yes, which is increasingly hard to find there's some really if you roll your own
[01:21:53.600 --> 01:21:58.160]   Yeah, yeah, you're because we found out that some that we thought were trustworthy have been turning over records
[01:21:58.160 --> 01:22:02.320]   They said they didn't have yeah, so it's it's incredibly murky if you have your own vpn
[01:22:02.320 --> 01:22:04.960]   Uh, but like again like you can switch to ethernet
[01:22:04.960 --> 01:22:08.640]   But maybe they're already on your network or they got into network through your kiz nintendo game or something
[01:22:08.640 --> 01:22:10.640]   I mean, I think the whole thing
[01:22:10.640 --> 01:22:15.280]   Um, it's nightmarish. I don't think that's an alarm. I'm saying to say it's it's nightmarish at this point
[01:22:15.280 --> 01:22:19.200]   And it's gonna take a while before we're through it that the only there's a couple good news points here
[01:22:19.200 --> 01:22:23.600]   One is that it's backwards compatible. So we don't need wpa three. We just need them to patch
[01:22:23.600 --> 01:22:27.760]   Uh, this problem the other side is when you patch the clients you're reasonably safe
[01:22:27.760 --> 01:22:30.640]   You should patch everything of course, but once a client get patched
[01:22:30.640 --> 01:22:32.960]   It's relatively safe to use that client
[01:22:32.960 --> 01:22:35.520]   Uh, and the third thing is most people aren't hot targets for this
[01:22:35.680 --> 01:22:42.240]   Like you might have a prankster in your apartment building who downloads some freeware, you know, exploit code and does make your printer do silly things
[01:22:42.240 --> 01:22:46.080]   Uh, but the chances of you being you know sought after by a state
[01:22:46.080 --> 01:22:52.720]   Agent using his techniques are probably minimal. So yeah, I just get those up based on as fast as it's a problem that I have to say
[01:22:52.720 --> 01:22:55.040]   It's public now, but I don't think the tools are out yet
[01:22:55.040 --> 01:22:58.960]   So you don't have to worry yet about the script kitties, but that can only be a few days away. Yeah
[01:22:58.960 --> 01:22:59.840]   Yeah
[01:22:59.840 --> 01:23:04.720]   I have to say that on a day-to-day basis. I'm more I'm less concerned about being targeted by a foreign agent
[01:23:05.280 --> 01:23:13.760]   Than I am by some some kid in the next the next house over who is probably like I was when I was 13 or 14 years old
[01:23:13.760 --> 01:23:17.200]   Where it's like, oh my god, you mean this this code? I this code could actually do this
[01:23:17.200 --> 01:23:21.040]   Wow, I wonder if we can do that instead and then once you are on someone else's network
[01:23:21.040 --> 01:23:24.800]   Yeah, I wonder what resources I can find on this other person's network without being
[01:23:24.800 --> 01:23:27.680]   necessarily malicious just being a
[01:23:27.680 --> 01:23:34.640]   teenager without a sense of how no no no the fact that the fact that you didn't actually break a window and go into my house
[01:23:35.040 --> 01:23:41.520]   And take my TV set and leave with the TV set that doesn't mean that you didn't violate my home by doing this
[01:23:41.520 --> 01:23:46.160]   Uh or people who will say gee what what a bunch of interesting photos and he has on his server
[01:23:46.160 --> 01:23:49.760]   I'm going to take them and then put a music comments on them and post them on reddit
[01:23:49.760 --> 01:23:55.600]   It's that's the stuff that I'm more worried about. I'm worried about it again a kid who is a lot more
[01:23:55.600 --> 01:24:02.560]   Because generally a lot more clever than a lot more clever than I am because they're spending nine or 10 hours a day
[01:24:02.720 --> 01:24:08.400]   Like I might have been when I was a teenager playing with this amazingly cool toy and learning incredibly cool stuff
[01:24:08.400 --> 01:24:11.120]   The amount of obsession that only a teenager could apply
[01:24:11.120 --> 01:24:13.520]   uh towards uh a new adventure
[01:24:13.520 --> 01:24:19.680]   So I was I was not I was not doing I was doing things that is as a teenager that might be termed very illegal today
[01:24:19.680 --> 01:24:22.000]   Uh, they were innocent
[01:24:22.000 --> 01:24:27.040]   In my own head back then but again going through someone else's computer or a thousand miles away
[01:24:27.040 --> 01:24:29.120]   Just because they left a door open
[01:24:29.120 --> 01:24:33.520]   Doesn't mean that they were inviting people inside that's a hard thing for kids to understand the uh
[01:24:33.520 --> 01:24:38.000]   That's that's why things like this kind of get me concerned the security research who who discovered this
[01:24:38.000 --> 01:24:42.320]   Matty van hoff has a website crack attacks.com k r ack
[01:24:42.320 --> 01:24:46.560]   Attacks.com. There's a video there. You can watch it's also on youtube
[01:24:46.560 --> 01:24:50.560]   That shows the use of a python script to implement the attack
[01:24:50.560 --> 01:24:53.440]   He has not released it. Thank goodness
[01:24:53.440 --> 01:24:58.240]   Especially because a python script would be easy enough for somebody to you know kind of
[01:24:58.880 --> 01:25:03.600]   Weaponized he says it'll be released though. Once everyone has had a reasonable chance to update the devices
[01:25:03.600 --> 01:25:06.640]   I'm not sure what that mean. You know how long that will be
[01:25:06.640 --> 01:25:08.160]   but
[01:25:08.160 --> 01:25:13.920]   The key uh here is as you said rene that we don't need a new version of wpa
[01:25:13.920 --> 01:25:15.920]   You can patch
[01:25:15.920 --> 01:25:20.480]   Wpa you want to make sure that your router is patched as soon as possible
[01:25:20.480 --> 01:25:26.880]   So check with your router manufacturer see if they have a timeline. I don't think any I think ubiquity's been patched
[01:25:27.520 --> 01:25:32.160]   Morockeys been patched enterprise ubiquity. I don't know if their commercial enterprise has been patched right? Yeah
[01:25:32.160 --> 01:25:37.840]   Uh, so the patches are very few so far, but they will be pouring out. I'm sure over the next few weeks
[01:25:37.840 --> 01:25:41.520]   Update as quickly as you can update your uh
[01:25:41.520 --> 01:25:47.040]   So it's not just the the routers the client and the access point have to be patched
[01:25:47.040 --> 01:25:53.360]   And then that becomes the big issue if you have devices and I bet you almost everybody does on your network that
[01:25:53.840 --> 01:25:57.920]   Are not getting firmware updates and that's where it's going to really be a big issue
[01:25:57.920 --> 01:26:02.800]   So you're going to want to check, you know, if you have a ring video doorbell you want to make sure they're updating you if you have
[01:26:02.800 --> 01:26:07.120]   Of you know, IP cameras in your house. You want to make sure they're getting updated
[01:26:07.120 --> 01:26:10.800]   Uh, all of that must be updated and anything that doesn't get updated
[01:26:10.800 --> 01:26:17.760]   Your echoes have to be updated. You know anything that doesn't get updated must be removed. I think either remove for your network on put on a separate
[01:26:17.760 --> 01:26:20.720]   Network as steve has recommended for years
[01:26:20.720 --> 01:26:23.200]   uh because iot is so on
[01:26:23.840 --> 01:26:28.720]   Predictable he generally recommends putting it out to you not on a guest network on your same router
[01:26:28.720 --> 01:26:32.240]   But on a separate routing network and i'm going to be doing that
[01:26:32.240 --> 01:26:38.480]   Uh tonight. This is one of those things where it's likely we won't understand the full ramifications of it for some time to come
[01:26:38.480 --> 01:26:41.760]   Because of the breadth of the big big story
[01:26:41.760 --> 01:26:48.160]   uh, easily the biggest story of the week and again, uh security now is coming up steve says already said he's going to be uh
[01:26:49.280 --> 01:26:52.720]   Talking about this so there'll be a lot more details more tech
[01:26:52.720 --> 01:26:56.800]   I know some people are sensitive to saying that this is a big deal and say well, it's just security alarmism
[01:26:56.800 --> 01:27:02.080]   I'm I'm tend to be very conservative about raising alarms over security because I think a lot of it is sensationalized
[01:27:02.080 --> 01:27:05.360]   But I don't think you can look at an exploit based on wpa
[01:27:05.360 --> 01:27:07.760]   Which all of us have been saying is secure for years
[01:27:07.760 --> 01:27:12.320]   As being anything short of uh of something you need to pay absolute attention to for the immediate future
[01:27:12.320 --> 01:27:14.560]   You could I mean look you could wait. I mean
[01:27:14.560 --> 01:27:17.840]   If you want don't want to be sensationalistic you could wait until
[01:27:18.560 --> 01:27:23.680]   Ransomware is injected into thousands of people's systems and and you know, I mean till stuff happens
[01:27:23.680 --> 01:27:26.720]   Then it would be cause for fire here on fire
[01:27:26.720 --> 01:27:31.680]   But this is this is a flaw that could open the door for that kind of thing fairly
[01:27:31.680 --> 01:27:36.240]   And the worst part of it is that you're only as secure as the worst technology you have on your network for this
[01:27:36.240 --> 01:27:37.360]   It's not the best
[01:27:37.360 --> 01:27:40.480]   The google stuff the apple stuff the microsoft stuff might be fantastic
[01:27:40.480 --> 01:27:47.360]   But there's a ton of other stuff on a lot of people's networks that will just obliviate all of the good security practices that those companies and
[01:27:48.480 --> 01:27:55.040]   If anything you try not to scare people this is but this is a this is just a good opportunity to remind people of what best practice
[01:27:55.040 --> 01:27:58.480]   What what the best practices are and why it's you should
[01:27:58.480 --> 01:28:03.680]   Not be scared of every device you put on your network but be aware that every time
[01:28:03.680 --> 01:28:05.280]   It's like changing the locks in your house
[01:28:05.280 --> 01:28:09.520]   You don't just simply buy whatever's cheapest at walmart that that will change the security of your house
[01:28:09.520 --> 01:28:11.760]   The fact that you've changed a lock
[01:28:11.760 --> 01:28:13.760]   And so as long as you keep reminding people that
[01:28:14.400 --> 01:28:17.040]   There are things that there are things that you can control
[01:28:17.040 --> 01:28:24.560]   You can oh you can mix these things are designed to be updated to become more secure to solve problems when vulnerabilities occur
[01:28:24.560 --> 01:28:31.840]   That there are activities that are dangerous and you should try to avoid and if you can't avoid them try to use these solutions
[01:28:31.840 --> 01:28:34.720]   Like vp ends that will at least mitigate some of the danger
[01:28:34.720 --> 01:28:38.240]   You don't want to you don't want to get people to you know
[01:28:38.240 --> 01:28:42.240]   Run screaming and make it into the streets streets. You just want them to
[01:28:42.880 --> 01:28:46.080]   Give them the tools so that they will hear something like this and they will know
[01:28:46.080 --> 01:28:50.160]   What they're supposed to do with it do with this information how they can make themselves more safe
[01:28:50.160 --> 01:28:51.120]   Yeah
[01:28:51.120 --> 01:28:57.040]   We will talk much more about this in a little bit on secure about half an hour from now. It's a great show
[01:28:57.040 --> 01:28:59.680]   Um, Matthew is back
[01:28:59.680 --> 01:29:04.320]   Matthew Roberts who does uh, he and dung and sinfield do the great
[01:29:04.320 --> 01:29:08.080]   4k drone tours of the spaceship campus
[01:29:08.080 --> 01:29:12.080]   This will be familiar to you rene because you've been there you lucky dog
[01:29:12.880 --> 01:29:16.480]   but the uh the campus can apple park continues uh
[01:29:16.480 --> 01:29:19.200]   being improved
[01:29:19.200 --> 01:29:22.960]   And here is the latest drone footage. It actually almost looks like it's
[01:29:22.960 --> 01:29:28.240]   You know kind of finished there's still bulldozers in the middle as they finish the landscaping up
[01:29:28.240 --> 01:29:32.320]   You didn't get to see much beyond the steve jobs theater. I presume rene
[01:29:32.320 --> 01:29:37.360]   No, we didn't get to see the like you could see the the donut uh apple campus too in the distance
[01:29:37.360 --> 01:29:40.560]   But it was huge, but it was still in the distance. They probably ten minute walk away
[01:29:41.360 --> 01:29:44.560]   Still putting in trees look at all those solar panels man
[01:29:44.560 --> 01:29:49.840]   That is really cool and actually you could tell jonnie. I've looked at the design
[01:29:49.840 --> 01:29:53.200]   You know in a macro scale because it is beautiful on the roof
[01:29:53.200 --> 01:29:55.600]   A lot of buildings don't look so good on the roof
[01:29:55.600 --> 01:29:58.320]   It is beautiful all around
[01:29:58.320 --> 01:30:03.200]   The estimate no one knows, but the estimate is almost half a trillion dollars
[01:30:03.200 --> 01:30:06.240]   Uh cost for this. I don't know if that's
[01:30:07.280 --> 01:30:11.040]   Possible, but that can't be right. Wait a minute minimalist design is expensive
[01:30:11.040 --> 01:30:14.080]   You know, did I miss they can have an NCAA football program for that one?
[01:30:14.080 --> 01:30:16.800]   I might have I might have misread that
[01:30:16.800 --> 01:30:21.040]   Is that the visitor centers top? I can't tell from that angle. I want to say not half a trillion
[01:30:21.040 --> 01:30:26.400]   But yeah, that is a visit 42 billion. There's the there's the visitor center. Yeah, that's where you're from up there
[01:30:26.400 --> 01:30:28.960]   That's where you go to get your badge to go to the uh
[01:30:28.960 --> 01:30:31.600]   Event is that right?
[01:30:31.600 --> 01:30:33.040]   The visitor center. Yeah, uh, yeah
[01:30:33.040 --> 01:30:36.800]   Well, the visitor center like you go in and the visitor center is the first thing you hit which has the right
[01:30:37.120 --> 01:30:41.200]   The cafe max, but it's not a full one. It's more like a coffee shop cafe max and that will be over the public
[01:30:41.200 --> 01:30:44.640]   Oh, and they're in the yes. Yeah, they're in the distance. You can see the steve jobs
[01:30:44.640 --> 01:30:47.760]   Theater where you are so you get some idea of how far away
[01:30:47.760 --> 01:30:52.560]   And they want to keep the unwashed press away from the main campus, of course
[01:30:52.560 --> 01:30:56.400]   Yeah, and also I think I think that's a very that was a very smart move
[01:30:56.400 --> 01:30:58.880]   They know that they're going to get a lot of people who are going to make
[01:30:58.880 --> 01:31:02.240]   Pilled remitges to the to the campus and it's it's nice
[01:31:02.400 --> 01:31:08.160]   They don't I don't think people necessarily who visit want to walk in and be able to be greeted by johnnie
[01:31:08.160 --> 01:31:10.640]   I have been giving a willy wonka tour of the design lab
[01:31:10.640 --> 01:31:15.600]   But I don't but I do think that if you give them here is a place that has the big a big apple logo
[01:31:15.600 --> 01:31:20.560]   You can take a selfie in front of here is a place you can get a cup of coffee and spend 40 dollars on a t-shirt
[01:31:20.560 --> 01:31:26.400]   That's really all they want and by giving them sort of that distraction. It really solves a lot of security problems that
[01:31:26.400 --> 01:31:31.360]   Uh, sometimes they were only able to awkwardly handle right at one inch loop
[01:31:31.840 --> 01:31:33.840]   Really looking pretty
[01:31:33.840 --> 01:31:39.120]   Beautiful beautiful job. Let me get the somebody estimated the cost of the apple of apple park
[01:31:39.120 --> 01:31:44.400]   I obviously is not half a trillion. That's insane. Um, five johnny's fee. I mean
[01:31:44.400 --> 01:31:49.280]   I am I am so lily forward. Okay. Let me get that. There you go. That's
[01:31:49.280 --> 01:31:55.200]   The ring alone the ring alone was 427.6 million. That was yeah
[01:31:55.200 --> 01:31:57.520]   That was the just the spaceship
[01:31:57.840 --> 01:32:04.160]   the theater 180 million the parking structures 113 million. This is a guest from build zoom which is a
[01:32:04.160 --> 01:32:11.840]   A company that helps users find general contractors. So it's just it's just a guess as much like the bill of materials guests
[01:32:11.840 --> 01:32:17.760]   You see sometimes on how much it costs to make an apple phone. Oh wait till you see apples margins when they sell this thing. Yeah, no kidding
[01:32:17.760 --> 01:32:23.280]   The gym 16.7 million in maintenance building 2 million. That's a lot for a shed
[01:32:23.280 --> 01:32:25.280]   Um
[01:32:25.280 --> 01:32:29.200]   So the total cost around five billion give or take
[01:32:29.200 --> 01:32:34.800]   That's you know, not it's not half a trillion
[01:32:34.800 --> 01:32:40.400]   But it's not insignificant on the other hand if you have more than 200 billion in the bank
[01:32:40.400 --> 01:32:43.840]   Not not undoable
[01:32:43.840 --> 01:32:46.160]   Uh, I want to thank apple
[01:32:46.160 --> 01:32:52.800]   For donating a million dollars to a wildfire relief matching employee donations
[01:32:52.800 --> 01:33:00.480]   Chris as you many of you know, we had some horrific wildfires not just here in our area in the wine country, but also in southern, California
[01:33:00.480 --> 01:33:03.120]   um, the death toll was
[01:33:03.120 --> 01:33:05.120]   is horrific at this point and
[01:33:05.120 --> 01:33:09.920]   Number of houses the the high school my kids went to already
