
[00:00:00.000 --> 00:00:03.340]   [music playing]
[00:44:18.480 --> 00:44:22.000]   I unchecked the box or actually I checked the box after saying no, I checked the box
[00:44:22.000 --> 00:44:23.960]   to say no, so it doesn't bother me anymore.
[00:44:23.960 --> 00:44:27.060]   And that does seem to have sped up the sink.
[00:44:27.060 --> 00:44:30.720]   The other thing, of course, is to do not have it back up because the backup takes forever.
[00:44:30.720 --> 00:44:36.520]   Yeah, it's the most expedient thing is simply to click that little X and say, don't.
[00:44:36.520 --> 00:44:37.520]   Yes.
[00:44:37.520 --> 00:44:39.200]   And then they continue to the sink, right?
[00:44:39.200 --> 00:44:40.200]   You just say good.
[00:44:40.200 --> 00:44:42.040]   They should have a setting though, says don't back up.
[00:44:42.040 --> 00:44:43.840]   Yeah, they absolutely should.
[00:44:43.840 --> 00:44:49.040]   The other thing you can do to is when you go and look into your library of old applications,
[00:44:49.040 --> 00:44:52.200]   you see that keeps every version that you've ever had.
[00:44:52.200 --> 00:44:56.440]   Do you clear some of that stuff out that can speed up think as well?
[00:44:56.440 --> 00:44:58.760]   Every version of the backups you mean?
[00:44:58.760 --> 00:45:02.320]   Every version of, well, yeah, one is so you can get rid of all the backups because it
[00:45:02.320 --> 00:45:04.160]   keeps multiple backups.
[00:45:04.160 --> 00:45:10.560]   Also, if you update an application, it throws yet another copy of that into a folder.
[00:45:10.560 --> 00:45:14.520]   So now you're just accumulating different versions of Twitter, or whatever it is.
[00:45:14.520 --> 00:45:15.800]   We didn't know that.
[00:45:15.800 --> 00:45:17.280]   Where's that?
[00:45:17.280 --> 00:45:20.320]   It's buried in your iTunes folder in iTunes.
[00:45:20.320 --> 00:45:22.520]   Oh, I had no idea.
[00:45:22.520 --> 00:45:25.680]   Okay, so I'm going to, so that's good.
[00:45:25.680 --> 00:45:29.800]   And I don't want the backups because whenever I have to restore the iPhone, and I've done
[00:45:29.800 --> 00:45:34.120]   it about half a dozen times now, I've found that restoring a backup just restores trouble.
[00:45:34.120 --> 00:45:35.840]   The best thing to do is rebuild from scratch.
[00:45:35.840 --> 00:45:36.840]   It's not a big deal.
[00:45:36.840 --> 00:45:37.840]   You're sinking anyway.
[00:45:37.840 --> 00:45:38.840]   Exactly.
[00:45:38.840 --> 00:45:42.560]   So I just let it say, if I think it might be faster than restoring a backup, it's just
[00:45:42.560 --> 00:45:44.760]   start over and let it sink again.
[00:45:44.760 --> 00:45:45.760]   Yeah.
[00:45:45.760 --> 00:45:46.760]   Yeah.
[00:45:46.760 --> 00:45:50.800]   I've seen quite a few thoughts of people getting good results by not plugging the iPhone into
[00:45:50.800 --> 00:45:56.200]   a USB hub and just plugging it directly into your Mac, so by putting the hub.
[00:45:56.200 --> 00:45:59.640]   And that seems to have sorted a few people's problems out as far as the...
[00:45:59.640 --> 00:46:00.640]   I'm using a hub.
[00:46:00.640 --> 00:46:02.440]   Oh, maybe I should do that.
[00:46:02.440 --> 00:46:04.000]   Well, it might be worth giving it a try.
[00:46:04.000 --> 00:46:05.240]   There's a lot of food who isn't there.
[00:46:05.240 --> 00:46:06.720]   Right, maybe we should be open anyway.
[00:46:06.720 --> 00:46:07.720]   Oh, yeah, right.
[00:46:07.720 --> 00:46:10.360]   Oh, it'll all be better on Friday.
[00:46:10.360 --> 00:46:11.360]   Yeah.
[00:46:11.360 --> 00:46:15.160]   So Bob, you're going to reinstall to when the minute it comes out, or are you one of those
[00:46:15.160 --> 00:46:17.760]   smart people that says, "Oh, wait and see what happens."
[00:46:17.760 --> 00:46:18.760]   No, no.
[00:46:18.760 --> 00:46:19.760]   I always go.
[00:46:19.760 --> 00:46:22.440]   But when it comes to software updates, I'm an earlier doctor.
[00:46:22.440 --> 00:46:23.440]   I go straight in there.
[00:46:23.440 --> 00:46:24.440]   Impetuous.
[00:46:24.440 --> 00:46:25.440]   Yeah.
[00:46:25.440 --> 00:46:26.440]   Absolutely.
[00:46:26.440 --> 00:46:27.440]   The instant it comes out.
[00:46:27.440 --> 00:46:28.440]   Oh, it's got to be better.
[00:46:28.440 --> 00:46:29.440]   It's too one.
[00:46:29.440 --> 00:46:30.440]   It's just going to be better.
[00:46:30.440 --> 00:46:31.440]   Yeah.
[00:46:31.440 --> 00:46:32.440]   It's too one.
[00:46:32.440 --> 00:46:33.440]   It's got my numbers.
[00:46:33.440 --> 00:46:34.440]   It's got to be better.
[00:46:34.440 --> 00:46:35.440]   I wonder if you've got to...
[00:46:35.440 --> 00:46:36.440]   Sorry, I...
[00:46:36.440 --> 00:46:37.440]   Go ahead.
[00:46:37.440 --> 00:46:38.440]   Go ahead, Doug.
[00:46:38.440 --> 00:46:41.280]   I wonder if they're going to change the way we install because at the last major update,
[00:46:41.280 --> 00:46:44.480]   I mean, it didn't brick people's phones, but it actually stopped people's phones for
[00:46:44.480 --> 00:46:49.620]   working for six or seven hours in some instances because they couldn't finish off the
[00:46:49.620 --> 00:46:50.620]   process to soon activate.
[00:46:50.620 --> 00:46:51.620]   Yeah.
[00:46:51.620 --> 00:46:52.620]   I wonder what they're going to do.
[00:46:52.620 --> 00:46:56.880]   Maybe they'll stage the rollout, you think, to avoid that?
[00:46:56.880 --> 00:46:58.040]   So there would be an advantage.
[00:46:58.040 --> 00:47:01.540]   There would be an advantage to wait in that case, especially if you needed the phone that
[00:47:01.540 --> 00:47:02.540]   day.
[00:47:02.540 --> 00:47:03.540]   Yeah.
[00:47:03.540 --> 00:47:04.540]   Let's get to the point.
[00:47:04.540 --> 00:47:10.100]   I have to say, my iPhone has crashed so often that I actually now bring a backup phone.
[00:47:10.100 --> 00:47:11.340]   That's pathetic, isn't it?
[00:47:11.340 --> 00:47:12.340]   That's a sterling test.
[00:47:12.340 --> 00:47:13.340]   That's a phone.
[00:47:13.340 --> 00:47:18.420]   Oh, if you're going to use the iPhone, make sure you have a second line just in case.
[00:47:18.420 --> 00:47:19.820]   It's a testament to two things.
[00:47:19.820 --> 00:47:25.980]   One, it's unreliability, of course, but two, that Mac people are fanatical and crazy because
[00:47:25.980 --> 00:47:27.660]   I'm still going to bring my phone with me.
[00:47:27.660 --> 00:47:30.900]   I'm not going to give it up, which is the logical thing to do.
[00:47:30.900 --> 00:47:32.380]   We give it up.
[00:47:32.380 --> 00:47:37.100]   Oh, well, I guess maybe I'm just unlucky.
[00:47:37.100 --> 00:47:38.100]   Anything else?
[00:47:38.100 --> 00:47:39.780]   Chris, are you the type that's going to back do it right away?
[00:47:39.780 --> 00:47:40.780]   I guess you have to.
[00:47:40.780 --> 00:47:41.780]   It's your job.
[00:47:41.780 --> 00:47:45.140]   Yeah, part of my job to do it, and I'm also a jailbreaker.
[00:47:45.140 --> 00:47:50.620]   So I general hold off if I can to wait for the jailbreak to come out.
[00:47:50.620 --> 00:47:53.100]   But no, I have this one.
[00:47:53.100 --> 00:47:55.660]   I have a couple of other iPhones though that I can jailbreak still.
[00:47:55.660 --> 00:47:59.940]   So the work phone for testing purposes, yeah, it's all up.
[00:47:59.940 --> 00:48:01.540]   That as soon as I can.
[00:48:01.540 --> 00:48:02.540]   You need two.
[00:48:02.540 --> 00:48:05.660]   You need one for jailbreak and one kind of clean phone.
[00:48:05.660 --> 00:48:11.260]   One clean phone and then one that my daughter can watch Wizard of Oz on.
[00:48:11.260 --> 00:48:13.540]   Are you a jailbreaker, Adon McAllister?
[00:48:13.540 --> 00:48:14.540]   Screencast on the phone?
[00:48:14.540 --> 00:48:17.140]   Yes, I've got my very first phone.
[00:48:17.140 --> 00:48:18.620]   It says jailbroken.
[00:48:18.620 --> 00:48:20.340]   But I did that for a specific reason.
[00:48:20.340 --> 00:48:24.020]   That was to get screenshots for some of the shows I used to do.
[00:48:24.020 --> 00:48:29.420]   But since the new version of the 3G, we can get screenshots off the true book of phone.
[00:48:29.420 --> 00:48:31.020]   That's a nice feature, isn't it?
[00:48:31.020 --> 00:48:32.700]   Yeah, it's really nice.
[00:48:32.700 --> 00:48:35.500]   So much easier than the old way we used to have to do it.
[00:48:35.500 --> 00:48:39.060]   You press the top button and the start, the two buttons, you press them.
[00:48:39.060 --> 00:48:40.740]   Yeah, press them momentarily.
[00:48:40.740 --> 00:48:44.060]   And then it takes a screenshot and dumps it into your camera roll.
[00:48:44.060 --> 00:48:46.660]   And then you can just sync it with iPhoto in a way you go.
[00:48:46.660 --> 00:48:48.940]   They didn't make a big deal about that.
[00:48:48.940 --> 00:48:52.100]   But that I think is one of the nicest additional features of the new life.
[00:48:52.100 --> 00:48:53.580]   I really like that.
[00:48:53.580 --> 00:48:54.740]   Especially for somebody like you.
[00:48:54.740 --> 00:48:56.540]   What a great assistant.
[00:48:56.540 --> 00:49:00.660]   Yeah, I just want someone to develop a screencast application for it.
[00:49:00.660 --> 00:49:02.380]   So I can actually record the transitions and things.
[00:49:02.380 --> 00:49:03.380]   Because I can't take a movie.
[00:49:03.380 --> 00:49:04.620]   I can take still shots.
[00:49:04.620 --> 00:49:08.340]   And the way I represent them in the show is just to do sort of like a slideshow.
[00:49:08.340 --> 00:49:09.740]   Still frames, yeah.
[00:49:09.740 --> 00:49:15.140]   I can animate it in some respects, but it would be nice to have a proper screencast tool for
[00:49:15.140 --> 00:49:16.140]   the iPhone.
[00:49:16.140 --> 00:49:18.140]   Have you talked to anybody who's working on that?
[00:49:18.140 --> 00:49:19.140]   No, not really.
[00:49:19.140 --> 00:49:20.140]   Not really.
[00:49:20.140 --> 00:49:24.540]   I mean, people can, developers can do it themselves because they've got the development kit and
[00:49:24.540 --> 00:49:27.180]   you can actually run a simulation of your app on the Mac.
[00:49:27.180 --> 00:49:28.380]   And you can just tweak it.
[00:49:28.380 --> 00:49:29.380]   Yeah.
[00:49:29.380 --> 00:49:31.380]   The problem is, though, is other people can't do that.
[00:49:31.380 --> 00:49:36.620]   So there was one developer, the guys over at OnePass would, we were going to do it.
[00:49:36.620 --> 00:49:38.860]   But in the end, I just decided not against it.
[00:49:38.860 --> 00:49:41.900]   But they included me within their development team, which was really nice of them.
[00:49:41.900 --> 00:49:46.060]   So I could have downloaded their app and ran it within the development environment and
[00:49:46.060 --> 00:49:47.060]   done a screen capture.
[00:49:47.060 --> 00:49:49.180]   But I can't do that for every application I cover.
[00:49:49.180 --> 00:49:53.260]   So I'm just waiting for a screen capture app to come out for the iPhone.
[00:49:53.260 --> 00:49:57.420]   We're going to get to your picks in just a second.
[00:49:57.420 --> 00:50:01.980]   Any other, have we left anything out, Chris, from the announcement?
[00:50:01.980 --> 00:50:03.740]   Steve is still alive.
[00:50:03.740 --> 00:50:09.900]   There's a new long, tall nano with the same size screen, even though it looks bigger.
[00:50:09.900 --> 00:50:11.900]   New iPod touch.
[00:50:11.900 --> 00:50:12.900]   Yeah.
[00:50:12.900 --> 00:50:18.580]   One thing they did this time that was unusual, they haven't done it much in the past, is
[00:50:18.580 --> 00:50:22.700]   they really emphasized the whole green aspect of these things.
[00:50:22.700 --> 00:50:23.700]   Oh, yeah.
[00:50:23.700 --> 00:50:25.500]   They really, but this has been a new initiative for them, hasn't it?
[00:50:25.500 --> 00:50:26.500]   Yeah.
[00:50:26.500 --> 00:50:27.500]   And they did it twice.
[00:50:27.500 --> 00:50:28.500]   Yeah.
[00:50:28.500 --> 00:50:29.500]   Two times.
[00:50:29.500 --> 00:50:31.940]   And I already talked about the packaging and how recyclable these things were without
[00:50:31.940 --> 00:50:37.220]   also saying, and please buy more, with a new push for them.
[00:50:37.220 --> 00:50:40.180]   And I'm glad to see them doing it.
[00:50:40.180 --> 00:50:43.980]   And it didn't appear to be a reaction to Greenpeace jumping on their backs because they
[00:50:43.980 --> 00:50:45.980]   haven't done that in a while.
[00:50:45.980 --> 00:50:47.940]   But it's the right thing to do.
[00:50:47.940 --> 00:50:49.420]   And they made sure they talked about it.
[00:50:49.420 --> 00:50:55.100]   I have to say, when I see things like arsenic free glass, I want to say, but are you saying
[00:50:55.100 --> 00:50:57.940]   there's arsenic in other glass or are you just saying there's no arsenic in this glass?
[00:50:57.940 --> 00:51:00.580]   It's like, and this glass is not radioactive.
[00:51:00.580 --> 00:51:01.580]   Right.
[00:51:01.580 --> 00:51:03.460]   It's unlike your window.
[00:51:03.460 --> 00:51:04.460]   Right.
[00:51:04.460 --> 00:51:06.500]   Is there arsenic in glass?
[00:51:06.500 --> 00:51:07.700]   I guess so.
[00:51:07.700 --> 00:51:09.420]   Is it a problem?
[00:51:09.420 --> 00:51:14.140]   I guess so.
[00:51:14.140 --> 00:51:15.900]   Not made with nuclear power plants.
[00:51:15.900 --> 00:51:21.540]   I mean, from what I know about glass manufacturing, which is fairly minimal, arsenic is used
[00:51:21.540 --> 00:51:23.580]   in the process of producing glass.
[00:51:23.580 --> 00:51:25.020]   It's not actually in the glass.
[00:51:25.020 --> 00:51:28.780]   So therefore, presumably there is arsenic waste products.
[00:51:28.780 --> 00:51:29.780]   I get it.
[00:51:29.780 --> 00:51:35.020]   So it's not like if you lit glass, you get arsenic poisoning.
[00:51:35.020 --> 00:51:36.820]   Do not suck the glass, sir.
[00:51:36.820 --> 00:51:37.820]   Don't eat the glass.
[00:51:37.820 --> 00:51:38.820]   Stand away from the glass.
[00:51:38.820 --> 00:51:46.420]   But I think, I mean, as I've been around a big plant that produces fiberglass insulation
[00:51:46.420 --> 00:51:52.740]   for heat insulation, and they are certainly a point where we couldn't go into the particular
[00:51:52.740 --> 00:51:55.060]   machine because it was spraying arsenic off.
[00:51:55.060 --> 00:51:56.060]   Oh, interesting.
[00:51:56.060 --> 00:51:57.620]   But that's then rinsed off.
[00:51:57.620 --> 00:51:59.700]   And it's part of the process of producing it.
[00:51:59.700 --> 00:52:03.540]   So that, and as far as I know, that is also used in sheet glass manufacturing as well.
[00:52:03.540 --> 00:52:05.940]   So this iPod would be safe for internal consumption.
[00:52:05.940 --> 00:52:08.620]   I think you can swallow it and have no problem.
[00:52:08.620 --> 00:52:09.620]   Nope.
[00:52:09.620 --> 00:52:12.220]   And the new shape makes it pass right through.
[00:52:12.220 --> 00:52:13.220]   Yeah.
[00:52:13.220 --> 00:52:14.220]   Of course.
[00:52:14.220 --> 00:52:16.020]   If you go on and trampoline, you'll be fine.
[00:52:16.020 --> 00:52:17.380]   Shuffle, shuffle!
[00:52:17.380 --> 00:52:19.620]   No, they did.
[00:52:19.620 --> 00:52:20.620]   I saw that.
[00:52:20.620 --> 00:52:26.100]   That checklist for both the nano and the, I was at the touch also that they did it.
[00:52:26.100 --> 00:52:28.020]   Of all, their green checklist.
[00:52:28.020 --> 00:52:29.020]   Yeah.
[00:52:29.020 --> 00:52:30.820]   Well, good for, you know, that's fine.
[00:52:30.820 --> 00:52:31.820]   Good.
[00:52:31.820 --> 00:52:35.460]   He's, you know, he did, he mentioned on the air he mentioned, you know, packaging, the
[00:52:35.460 --> 00:52:36.460]   small.
[00:52:36.460 --> 00:52:37.460]   I mean, they're become very aware of that.
[00:52:37.460 --> 00:52:38.460]   That's, that's Steve.
[00:52:38.460 --> 00:52:42.980]   Steve is very crunchy granola.
[00:52:42.980 --> 00:52:44.500]   That's who he is, I think.
[00:52:44.500 --> 00:52:45.500]   Yeah.
[00:52:45.500 --> 00:52:46.500]   Yeah.
[00:52:46.500 --> 00:52:48.900]   And it's, again, it's nice to see that this didn't come from pressure, but really,
[00:52:48.900 --> 00:52:49.900]   right.
[00:52:49.900 --> 00:52:53.060]   They meant they wanted to do something out and, yeah.
[00:52:53.060 --> 00:52:58.300]   I think the big takeaway for me from, from the overall event was, was how much they're
[00:52:58.300 --> 00:53:01.340]   pushing the iPod touch as a games platform now.
[00:53:01.340 --> 00:53:02.340]   Yeah.
[00:53:02.340 --> 00:53:03.340]   Especially the holiday season coming up.
[00:53:03.340 --> 00:53:06.180]   I mean, they really did push the game side a bit very, very hard.
[00:53:06.180 --> 00:53:09.340]   Well, they even say on the front page, the funnest iPod ever.
[00:53:09.340 --> 00:53:10.340]   Oh, yeah.
[00:53:10.340 --> 00:53:12.300]   That's the worst slogan, by the way.
[00:53:12.300 --> 00:53:15.860]   You think that was, that became the slogan after Steve said it on stage, or they actually
[00:53:15.860 --> 00:53:16.860]   planned that?
[00:53:16.860 --> 00:53:19.100]   No, it's on a slide.
[00:53:19.100 --> 00:53:20.100]   It's actually on the slide.
[00:53:20.100 --> 00:53:21.100]   Oh, wow.
[00:53:21.100 --> 00:53:22.100]   So it's, yeah.
[00:53:22.100 --> 00:53:26.180]   The thing is, I thought it said the funniest iPod ever, because I can just reading it as
[00:53:26.180 --> 00:53:27.180]   the funnest.
[00:53:27.180 --> 00:53:28.180]   It sounds good.
[00:53:28.180 --> 00:53:29.180]   And grammatical.
[00:53:29.180 --> 00:53:30.180]   Is that grammatical even?
[00:53:30.180 --> 00:53:34.020]   Oh, there's lots of twits and blog posts about it.
[00:53:34.020 --> 00:53:38.420]   So I think people are going down into the depths of grammatical correctness to find out
[00:53:38.420 --> 00:53:39.420]   if you're right or not.
[00:53:39.420 --> 00:53:43.900]   I think it's the most fun iPod ever, not the funnest.
[00:53:43.900 --> 00:53:44.900]   Very strange.
[00:53:44.900 --> 00:53:45.900]   Honest is a word.
[00:53:45.900 --> 00:53:48.100]   Yeah, but I look who they're appealing to by saying that.
[00:53:48.100 --> 00:53:49.100]   The funnest iPod ever.
[00:53:49.100 --> 00:53:50.100]   I don't know who.
[00:53:50.100 --> 00:53:51.100]   It's the cat that's basically the cat.
[00:53:51.100 --> 00:53:52.100]   It's the cat.
[00:53:52.100 --> 00:53:53.100]   It's the cat, eh?
[00:53:53.100 --> 00:53:54.100]   It's the cat.
[00:53:54.100 --> 00:53:55.100]   It's the cat.
[00:53:55.100 --> 00:53:58.100]   They just, they might as well have a slogan, "I heart iPod."
[00:53:58.100 --> 00:53:59.900]   There you go.
[00:53:59.900 --> 00:54:02.820]   iPod for you are cool.
[00:54:02.820 --> 00:54:03.820]   Yeah.
[00:54:03.820 --> 00:54:04.820]   K-E-W-L.
[00:54:04.820 --> 00:54:06.780]   Oh, well, I guess I'm in that.
[00:54:06.780 --> 00:54:10.100]   I have less problem with funnest than I used to with Think Different.
[00:54:10.100 --> 00:54:12.820]   Yeah, because it'd be different Lee, right?
[00:54:12.820 --> 00:54:13.820]   Yeah.
[00:54:13.820 --> 00:54:14.820]   Yes.
[00:54:14.820 --> 00:54:16.820]   I just used to see those big posters and go, "That's very bad.
[00:54:16.820 --> 00:54:17.820]   I don't quite know."
[00:54:17.820 --> 00:54:20.300]   It's just not proper English, for goodness sake.
[00:54:20.300 --> 00:54:23.500]   Well, now you guys are very finicky.
[00:54:23.500 --> 00:54:30.020]   I think did not, did not one of the Switch ads get banned in Britain because it was untrue.
[00:54:30.020 --> 00:54:31.620]   I believe that's the case.
[00:54:31.620 --> 00:54:35.740]   It was the one about the, no, it wasn't a Switch ad.
[00:54:35.740 --> 00:54:39.820]   It was the ad for the iPhone saying you had the all of the internet and because it didn't
[00:54:39.820 --> 00:54:42.900]   support Flash, that wasn't all the internet.
[00:54:42.900 --> 00:54:46.060]   Oh, right on.
[00:54:46.060 --> 00:54:47.060]   Right on.
[00:54:47.060 --> 00:54:49.900]   In some respects, you can't really.
[00:54:49.900 --> 00:54:52.500]   The advertising standards agency upheld a complaint.
[00:54:52.500 --> 00:54:56.380]   So, something complained about a TV spot for the iPhone which claimed that all the parts
[00:54:56.380 --> 00:55:00.620]   of the internet are on the iPhone, but of course, Flash and Java are not.
[00:55:00.620 --> 00:55:02.340]   Well, I think that that's accurate.
[00:55:02.340 --> 00:55:05.500]   They should, that is a lie.
[00:55:05.500 --> 00:55:06.500]   I don't think I've seen that.
[00:55:06.500 --> 00:55:10.540]   Just I guess very nearly all the internet, all the internet isn't quite as good a-
[00:55:10.540 --> 00:55:12.140]   Almost all the internet.
[00:55:12.140 --> 00:55:16.300]   Almost absolutely nearly every single tiny little bit of almost some of the-
[00:55:16.300 --> 00:55:17.300]   Except a few things.
[00:55:17.300 --> 00:55:20.300]   A few things.
[00:55:20.300 --> 00:55:22.460]   Not to be taken internally.
[00:55:22.460 --> 00:55:24.900]   Do not lick the glass.
[00:55:24.900 --> 00:55:27.700]   Do not lick the glass, whatever you do.
[00:55:27.700 --> 00:55:33.140]   All right, so what else, anything else from the event, Chris, that you wanted to bring
[00:55:33.140 --> 00:55:34.620]   up any other observations?
[00:55:34.620 --> 00:55:35.620]   No.
[00:55:35.620 --> 00:55:36.620]   That was the audience.
[00:55:36.620 --> 00:55:43.460]   Was the audience the usual clack of uncritical Apple fanboys or were they a little less?
[00:55:43.460 --> 00:55:47.620]   Well, it was the usual journalist crowd.
[00:55:47.620 --> 00:55:49.820]   Mossberg was not there.
[00:55:49.820 --> 00:55:51.220]   Polk was not there.
[00:55:51.220 --> 00:55:54.420]   Dan Lyons was there as the new news week.
[00:55:54.420 --> 00:55:56.580]   The fake Steve Jobs is there?
[00:55:56.580 --> 00:55:58.620]   Fake Steve Jobs was there.
[00:55:58.620 --> 00:55:59.620]   Wow.
[00:55:59.620 --> 00:56:02.700]   Did he take over for Steven Levy?
[00:56:02.700 --> 00:56:05.220]   He's Newsweek's new kind of geek guy, right?
[00:56:05.220 --> 00:56:08.020]   Yeah, Levy went off to Wired, I think.
[00:56:08.020 --> 00:56:12.220]   And so Dan Lyons, the old fake Jobs, is now at Newsweek and they-
[00:56:12.220 --> 00:56:14.220]   We'll see him at these events.
[00:56:14.220 --> 00:56:15.220]   Yeah.
[00:56:15.220 --> 00:56:19.460]   Are you surprised, disappointed that there were not announcements about, for instance,
[00:56:19.460 --> 00:56:20.460]   a new MacBook Air?
[00:56:20.460 --> 00:56:21.460]   I was.
[00:56:21.460 --> 00:56:22.460]   But that was just personal.
[00:56:22.460 --> 00:56:24.020]   I wanted a new MacBook Air.
[00:56:24.020 --> 00:56:25.620]   Yeah, but this is September.
[00:56:25.620 --> 00:56:26.860]   It's the iPod time.
[00:56:26.860 --> 00:56:29.340]   So they'll do that event sometime.
[00:56:29.340 --> 00:56:32.460]   But they really, I mean, they barely mentioned the iPhone.
[00:56:32.460 --> 00:56:34.100]   They said, "Yes, that's Friday."
[00:56:34.100 --> 00:56:37.740]   But that was really all about the holidays and the iPod.
[00:56:37.740 --> 00:56:41.980]   And they did, now, do you agree because I had read some, in some places, that Apple,
[00:56:41.980 --> 00:56:44.980]   PR people were calling journalists and saying, "You really ought to come to this one?
[00:56:44.980 --> 00:56:46.580]   It's going to be big.
[00:56:46.580 --> 00:56:47.580]   Did you get a call?
[00:56:47.580 --> 00:56:48.580]   I got a call.
[00:56:48.580 --> 00:56:49.580]   Did you get a call like that?"
[00:56:49.580 --> 00:56:54.260]   No, I got an invitation, though, which was nice because normally-
[00:56:54.260 --> 00:56:55.620]   The back world gets it.
[00:56:55.620 --> 00:56:58.540]   But an invitation back world, but they sent me a personal one.
[00:56:58.540 --> 00:56:59.540]   Good.
[00:56:59.540 --> 00:57:00.540]   That's nice.
[00:57:00.540 --> 00:57:01.540]   You know, Teresa Calmings.
[00:57:01.540 --> 00:57:04.820]   And I heard from a couple of people that they were getting calls from PR like, "Don't
[00:57:04.820 --> 00:57:07.460]   want to miss this one," which makes it feel like it's going to be something bigger.
[00:57:07.460 --> 00:57:10.660]   But it was exactly what we thought it was going to be, really.
[00:57:10.660 --> 00:57:11.660]   Yes.
[00:57:11.660 --> 00:57:12.740]   All right.
[00:57:12.740 --> 00:57:16.620]   Our picks are coming up in just a moment, but of course it's time to mention one more
[00:57:16.620 --> 00:57:17.780]   sponsor.
[00:57:17.780 --> 00:57:22.340]   This show is so popular with the advertisers, we should sell more ads.
[00:57:22.340 --> 00:57:23.540]   It's brought me my visa.
[00:57:23.540 --> 00:57:26.540]   I don't have a jingle for- Wait a minute.
[00:57:26.540 --> 00:57:27.540]   Maybe I do.
[00:57:27.540 --> 00:57:29.300]   I should check my jingle drawer.
[00:57:29.300 --> 00:57:30.780]   I have all sorts of stuff.
[00:57:30.780 --> 00:57:31.780]   Wait a minute.
[00:57:31.780 --> 00:57:34.140]   Maybe I do have a little something for visa here.
[00:57:34.140 --> 00:57:36.460]   All right, now I get it.
[00:57:36.460 --> 00:57:40.340]   I've got to give them some credit for being safe and secure.
[00:57:40.340 --> 00:57:41.900]   No problems, they're sure.
[00:57:41.900 --> 00:57:44.020]   It's visa, visa, visa, visa, visa.
[00:57:44.020 --> 00:57:48.380]   If you go shopping online for that nice new nano, you're going to want to get yourself
[00:57:48.380 --> 00:57:52.300]   a nice little visa card to protect yourself every time you shop online.
[00:57:52.300 --> 00:57:57.420]   Visa does it's utmost to protect you, to detect or resolve, to prevent online fraud so that
[00:57:57.420 --> 00:58:00.220]   when you go shopping online or off.
[00:58:00.220 --> 00:58:02.740]   Again, with the explosions.
[00:58:02.740 --> 00:58:07.220]   Are you adjusting your screen when I talk?
[00:58:07.220 --> 00:58:08.980]   Is that what's going on, Robert?
[00:58:08.980 --> 00:58:11.580]   I've come to a big mood.
[00:58:11.580 --> 00:58:15.380]   I'm sitting here frozen in terror.
[00:58:15.380 --> 00:58:17.020]   You may not move.
[00:58:17.020 --> 00:58:20.020]   No, I'm marginally adjusted my screen.
[00:58:20.020 --> 00:58:21.500]   Like a quarter of a century.
[00:58:21.500 --> 00:58:23.380]   It sounded like crack a toa.
[00:58:23.380 --> 00:58:26.980]   There's a new island somewhere in the Pacific.
[00:58:26.980 --> 00:58:27.980]   No, I'm just teasing you.
[00:58:27.980 --> 00:58:28.980]   I don't care.
[00:58:28.980 --> 00:58:33.460]   It's part of the rough and tumble nature of Mac break weekly.
[00:58:33.460 --> 00:58:37.300]   We never know what's going to happen, but do use your visa card because Visa makes sure
[00:58:37.300 --> 00:58:41.340]   all your purchases online are off or safe and secure.
[00:58:41.340 --> 00:58:43.140]   That's peace of mind.
[00:58:43.140 --> 00:58:44.140]   That's visa.
[00:58:44.140 --> 00:58:45.140]   Hit it, Jeff.
[00:58:45.140 --> 00:58:46.140]   All right.
[00:58:46.140 --> 00:58:47.140]   Now I get it.
[00:58:47.140 --> 00:58:50.820]   I've got to give them some credit for being safe and secure.
[00:58:50.820 --> 00:58:52.380]   No problems, they're sure.
[00:58:52.380 --> 00:58:54.820]   It's visa, visa, visa, visa.
[00:58:54.820 --> 00:58:58.660]   All Jeff Smith and his magic guitar.
[00:58:58.660 --> 00:59:00.620]   So time for our picks of the week.
[00:59:00.620 --> 00:59:03.300]   I didn't warn anybody on the panel that we were going to do this.
[00:59:03.300 --> 00:59:04.980]   So you don't have to do a pick.
[00:59:04.980 --> 00:59:09.700]   But while you're thinking, I'm going to steal your pick because the pick of the week, there's
[00:59:09.700 --> 00:59:13.580]   no question in my mind whatsoever is spore.
[00:59:13.580 --> 00:59:14.580]   Unbelievable.
[00:59:14.580 --> 00:59:19.580]   And I want to thank Maxis and electronic arts for releasing a Mac version at the same time
[00:59:19.580 --> 00:59:20.980]   as they released the Windows version.
[00:59:20.980 --> 00:59:22.340]   This is so much fun.
[00:59:22.340 --> 00:59:23.340]   Has anybody ever played this?
[00:59:23.340 --> 00:59:25.860]   Bob, your kids must have, your son must have played spore.
[00:59:25.860 --> 00:59:28.260]   I don't think he has yet, though.
[00:59:28.260 --> 00:59:32.260]   He's not, well, I haven't been at home for a week, so I don't know.
[00:59:32.260 --> 00:59:34.820]   Well, it's like it's pouring away as we speak.
[00:59:34.820 --> 00:59:36.740]   He's reproducing magically.
[00:59:36.740 --> 00:59:39.940]   It's the kind of game you want your kids to play because it's not a shoot them up.
[00:59:39.940 --> 00:59:41.980]   There's enough violence to make it fun.
[00:59:41.980 --> 00:59:44.420]   You choose at the beginning, you're a single-celled organism.
[00:59:44.420 --> 00:59:46.620]   You choose one thing at the beginning.
[00:59:46.620 --> 00:59:49.460]   Am I going to be a carnivore or an herbivore?
